0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.09481187693033e-12 	 -2.85316954890029e+00   9.27050983120000e-01 	-1.81829147246313e-10	 -5.77959456172000e-11	1.51454343799049e-21		1.00000000000000e+00
6.00000000000000e-02    	-3.41251836677696e-11 	 -2.85316954891833e+00   9.27050983120000e-01 	-2.80381146617132e-09	 -1.82468957249695e-09	7.32846504590919e-19		1.00000000000000e+00
9.00000000000000e-02    	-2.47903006813640e-10 	 -2.85316954910534e+00   9.27050983120000e-01 	-1.33281092125881e-08	 -1.35533517517906e-08	2.55855982782094e-17		1.00000000000000e+00
1.20000000000000e-01    	-9.80068228746479e-10 	 -2.85316955002736e+00   9.27050983120000e-01 	-3.84096853308247e-08	 -5.53752179539156e-08	2.95759141735791e-16		1.00000000000000e+00
1.50000000000000e-01    	-2.74529217544620e-09 	 -2.85316955307440e+00   9.27050983120000e-01 	-8.25672436996414e-08	 -1.62364084510553e-07	1.80980681366864e-15		1.00000000000002e+00
1.80000000000000e-01    	-6.11188578427463e-09 	 -2.85316956091679e+00   9.27050983120000e-01 	-1.44156819837482e-07	 -3.84503365603139e-07	7.12242746770733e-15		1.00000000000008e+00
2.10000000000000e-01    	-1.14539898091906e-08 	 -2.85316957790729e+00   9.27050983120000e-01 	-2.11203502795582e-07	 -7.83055919215813e-07	1.94074925601335e-14		1.00000000000033e+00
2.40000000000000e-01    	-1.85843345595824e-08 	 -2.85316961031846e+00   9.27050983120001e-01 	-2.57714196283527e-07	 -1.42322345283912e-06	3.50607731608659e-14		1.00000000000105e+00
2.70000000000000e-01    	-2.62915509304985e-08 	 -2.85316966630750e+00   9.27050983120002e-01 	-2.41104913636579e-07	 -2.36340441486682e-06	2.26924480395663e-14		1.00000000000282e+00
3.00000000000000e-01    	-3.18244274562516e-08 	 -2.85316975551640e+00   9.27050983120001e-01 	-1.01326585367434e-07	 -3.64178087372741e-06	-1.17856464330598e-13		1.00000000000664e+00
3.30000000000000e-01    	-3.03815428519761e-08 	 -2.85316988824311e+00   9.27050983119992e-01 	2.37835110461010e-07	 -5.26135104036046e-06	-6.16022763205757e-13		1.00000000001387e+00
3.60000000000000e-01    	-1.46766643608315e-08 	 -2.85317007415807e+00   9.27050983119956e-01 	8.64972215332093e-07	 -7.17484100518372e-06	-1.89616827254727e-12		1.00000000002611e+00
3.90000000000000e-01    	2.53432748670281e-08 	 -2.85317032058663e+00   9.27050983119864e-01 	1.87467098418957e-06	 -9.27114685138372e-06	-4.61543116869147e-12		1.00000000004473e+00
4.20000000000000e-01    	1.02551034959594e-07 	 -2.85317063042961e+00   9.27050983119657e-01 	3.35865966172886e-06	 -1.13650523739691e-05	-9.62469275575715e-12		1.00000000007022e+00
4.50000000000000e-01    	2.32393725215121e-07 	 -2.85317099984580e+00   9.27050983119254e-01 	5.39486406083142e-06	 -1.31919217346519e-05	-1.78004654497982e-11		1.00000000010157e+00
4.80000000000000e-01    	4.32295217889416e-07 	 -2.85317141586921e+00   9.27050983118551e-01 	8.03499214040475e-06	 -1.44088732596849e-05	-2.97167818983257e-11		1.00000000013609e+00
5.10000000000000e-01    	7.20674314539275e-07 	 -2.85317185417374e+00   9.27050983117435e-01 	1.12914897402535e-05	 -1.46036030740700e-05	-4.51791125529626e-11		1.00000000017038e+00
5.40000000000000e-01    	1.11557473096048e-06 	 -2.85317227722684e+00   9.27050983115819e-01 	1.51248881883443e-05	 -1.33115585820989e-05	-6.27249659539559e-11		1.00000000020298e+00
5.70000000000000e-01    	1.63293554378788e-06 	 -2.85317263308591e+00   9.27050983113681e-01 	1.94326837024424e-05	 -1.00415852143854e-05	-7.92928946230399e-11		1.00000000023923e+00
6.00000000000000e-01    	2.28456582563099e-06 	 -2.85317285508544e+00   9.27050983111116e-01 	2.40409344048123e-05	 -4.30951767429711e-06	-9.03439797810532e-11		1.00000000029827e+00
6.30000000000000e-01    	3.07592242770241e-06 	 -2.85317286263673e+00   9.27050983108367e-01 	2.86997235113230e-05	 4.32150112968852e-06	-9.07485223961984e-11		1.00000000042117e+00
6.60000000000000e-01    	4.00382266883971e-06 	 -2.85317256331521e+00   9.27050983105817e-01 	3.30835120229050e-05	 1.61958691804472e-05	-7.66860894251904e-11		1.00000000067841e+00
6.90000000000000e-01    	5.05425141591862e-06 	 -2.85317185634396e+00   9.27050983103909e-01 	3.67971918468402e-05	 3.15180602792666e-05	-4.86223541461924e-11		1.00000000117371e+00
7.20000000000000e-01    	6.20044216350798e-06 	 -2.85317063749856e+00   9.27050983102959e-01 	3.93883573949203e-05	 5.03058804385465e-05	-1.51213282228541e-11		1.00000000204106e+00
7.50000000000000e-01    	7.40142199825287e-06 	 -2.85316880536113e+00   9.27050983102854e-01 	4.03659527617390e-05	 7.23478507626795e-05	3.13529489946021e-12		1.00000000343181e+00
7.80000000000000e-01    	8.60120897603979e-06 	 -2.85316626874618e+00   9.27050983102640e-01 	3.92250401828802e-05	 9.71683047931793e-05	-2.98609580420611e-11		1.00000000549014e+00
8.10000000000000e-01    	9.72883625273027e-06 	 -2.85316295501324e+00   9.27050983100031e-01 	3.54769955032799e-05	 1.24003755737549e-04	-1.66549629903751e-10		1.00000000831777e+00
8.40000000000000e-01    	1.06993498041102e-05 	 -2.85315881887775e+00   9.27050983090947e-01 	2.86839928576171e-05	 1.51793823057132e-04	-4.73469065298292e-10		1.00000001193207e+00
8.70000000000000e-01    	1.14158860397324e-05 	 -2.85315385124003e+00   9.27050983069180e-01 	1.84962204388109e-05	 1.79189503595430e-04	-1.02446978999452e-09		1.00000001622549e+00
9.00000000000000e-01    	1.17728831618541e-05 	 -2.85314808747941e+00   9.27050983026335e-01 	4.68989919001496e-06	 2.04580838776624e-04	-1.88917805256572e-09		1.00000002093766e+00
9.30000000000000e-01    	1.16604176476150e-05 	 -2.85314161461200e+00   9.27050982952181e-01 	-1.27961175066845e-05	 2.26145089629494e-04	-3.11751361668553e-09		1.00000002565267e+00
9.60000000000000e-01    	1.09695873898288e-05 	 -2.85313457669418e+00   9.27050982835501e-01 	-3.38275789626724e-05	 2.41915422495585e-04	-4.72240129683433e-09		1.00000002983369e+00
