0.00000000000000e+00    	0.00000000000000e+00 	 2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.09481187687350e-12 	 2.85316954889971e+00   9.27050983120000e-01 	1.81829147229973e-10	 -5.77959455960979e-11	1.51454343738084e-21		1.00000000000000e+00
6.00000000000000e-02    	3.41251836548774e-11 	 2.85316954888167e+00   9.27050983120000e-01 	2.80381146494134e-09	 -1.82468956210142e-09	7.32846500057653e-19		1.00000000000000e+00
9.00000000000000e-02    	2.47903007294577e-10 	 2.85316954869466e+00   9.27050983120000e-01 	1.33281092982512e-08	 -1.35533513768161e-08	2.55855975308642e-17		1.00000000000000e+00
1.20000000000000e-01    	9.80068251734783e-10 	 2.85316954777264e+00   9.27050983120000e-01 	3.84096876521860e-08	 -5.53752133897754e-08	2.95759117168891e-16		1.00000000000000e+00
1.50000000000000e-01    	2.74529248636024e-09 	 2.85316954472560e+00   9.27050983120000e-01 	8.25672671478828e-08	 -1.62364054286515e-07	1.80980649950339e-15		1.00000000000002e+00
1.80000000000000e-01    	6.11188813120894e-09 	 2.85316953688321e+00   9.27050983120000e-01 	1.44156961618213e-07	 -3.84503231102280e-07	7.12242545091097e-15		1.00000000000008e+00
2.10000000000000e-01    	1.14540020227287e-08 	 2.85316951989272e+00   9.27050983120000e-01 	2.11204114834218e-07	 -7.83055469838160e-07	1.94074860607750e-14		1.00000000000033e+00
2.40000000000000e-01    	1.85843832618848e-08 	 2.85316948748158e+00   9.27050983120001e-01 	2.57716263017297e-07	 -1.42322225129150e-06	3.50607720882681e-14		1.00000000000105e+00
2.70000000000000e-01    	2.62917092907049e-08 	 2.85316943149259e+00   9.27050983120002e-01 	2.41110676432295e-07	 -2.36340174353662e-06	2.26925453804865e-14		1.00000000000282e+00
3.00000000000000e-01    	3.18248644177878e-08 	 2.85316934228380e+00   9.27050983120001e-01 	1.01340315020397e-07	 -3.64177582367268e-06	-1.17855915595596e-13		1.00000000000664e+00
3.30000000000000e-01    	3.03825937656744e-08 	 2.85316920955729e+00   9.27050983119992e-01 	-2.37806541928927e-07	 -5.26134282911027e-06	-6.16020960612379e-13		1.00000000001387e+00
3.60000000000000e-01    	1.46789081387180e-08 	 2.85316902364263e+00   9.27050983119956e-01 	-8.64919597767515e-07	 -7.17482947463779e-06	-1.89616433394782e-12		1.00000000002611e+00
3.90000000000000e-01    	-2.53389689457701e-08 	 2.85316877721445e+00   9.27050983119864e-01 	-1.87458465955390e-06	 -9.27113279624716e-06	-4.61542637130661e-12		1.00000000004473e+00
4.20000000000000e-01    	-1.02543549645213e-07 	 2.85316846737192e+00   9.27050983119657e-01 	-3.35853363530903e-06	 -1.13650368946917e-05	-9.62469607514607e-12		1.00000000007022e+00
4.50000000000000e-01    	-2.32381893562617e-07 	 2.85316809795622e+00   9.27050983119254e-01 	-5.39470215069126e-06	 -1.31919032984583e-05	-1.78005013414607e-11		1.00000000010156e+00
4.80000000000000e-01    	-4.32278218443718e-07 	 2.85316768193353e+00   9.27050983118551e-01 	-8.03481452814177e-06	 -1.44088407937815e-05	-2.97168919717719e-11		1.00000000013609e+00
5.10000000000000e-01    	-7.20652226462361e-07 	 2.85316724363056e+00   9.27050983117435e-01 	-1.12913363005434e-05	 -1.46035234873936e-05	-4.51793312667095e-11		1.00000000017038e+00
5.40000000000000e-01    	-1.11554907213388e-06 	 2.85316682058141e+00   9.27050983115818e-01 	-1.51248129359794e-05	 -1.33113579004960e-05	-6.27252425633499e-11		1.00000000020298e+00
5.70000000000000e-01    	-1.63290942270551e-06 	 2.85316646473182e+00   9.27050983113681e-01 	-1.94327334099399e-05	 -1.00411241968522e-05	-7.92929474128477e-11		1.00000000023923e+00
6.00000000000000e-01    	-2.28454313087435e-06 	 2.85316624275278e+00   9.27050983111116e-01 	-2.40411049134618e-05	 -4.30856530328002e-06	-9.03431284628010e-11		1.00000000029827e+00
6.30000000000000e-01    	-3.07590532418517e-06 	 2.85316623524158e+00   9.27050983108367e-01 	-2.86998904137490e-05	 4.32328990167870e-06	-9.07456656235510e-11		1.00000000042119e+00
6.60000000000000e-01    	-4.00380665733386e-06 	 2.85316653463501e+00   9.27050983105817e-01 	-3.30833387261754e-05	 1.61989623271450e-05	-7.66801568955712e-11		1.00000000067846e+00
6.90000000000000e-01    	-5.05421743440726e-06 	 2.85316724172571e+00   9.27050983103909e-01 	-3.67960272001139e-05	 3.15230337050961e-05	-4.86136875009701e-11		1.00000000117382e+00
7.20000000000000e-01    	-6.20034573243169e-06 	 2.85316846075644e+00   9.27050983102959e-01 	-3.93851456525519e-05	 5.03133695021527e-05	-1.51143920083470e-11		1.00000000204131e+00
7.50000000000000e-01    	-7.40118024309559e-06 	 2.85317029316401e+00   9.27050983102854e-01 	-4.03591880741913e-05	 7.23584629308492e-05	3.12785714153558e-12		1.00000000343231e+00
7.80000000000000e-01    	-8.60068741495413e-06 	 2.85317283015017e+00   9.27050983102639e-01 	-3.92128026306265e-05	 9.71824957929583e-05	-2.99082168242702e-11		1.00000000549104e+00
8.10000000000000e-01    	-9.72783832104170e-06 	 2.85317614436497e+00   9.27050983100027e-01 	-3.54571022852387e-05	 1.24021682297028e-04	-1.66678315946183e-10		1.00000000831929e+00
8.40000000000000e-01    	-1.06976129086859e-05 	 2.85318028109135e+00   9.27050983090938e-01 	-2.86542837648523e-05	 1.51815197351812e-04	-4.73736295724992e-10		1.00000001193446e+00
8.70000000000000e-01    	-1.14130881415586e-05 	 2.85318524941224e+00   9.27050983069161e-01 	-1.84549702274922e-05	 1.79213485165286e-04	-1.02494075100588e-09		1.00000001622903e+00
9.00000000000000e-01    	-1.17686631344007e-05 	 2.85319101391433e+00   9.27050983026298e-01 	-4.63631284434991e-06	 2.04606005594932e-04	-1.88991044913723e-09		1.00000002094256e+00
9.30000000000000e-01    	-1.16544107204161e-05 	 2.85319748753107e+00   9.27050982952117e-01 	1.28614119760284e-05	 2.26169527805989e-04	-3.11853596445659e-09		1.00000002565904e+00
9.60000000000000e-01    	-1.09614738424579e-05 	 2.85320452614402e+00   9.27050982835403e-01 	3.39021629188231e-05	 2.41936961235150e-04	-4.72369143418277e-09		1.00000002984142e+00
9.90000000000000e-01    	-9.58835032669376e-06 	 2.85321192554325e+00   9.27050982665307e-01 	5.81279639536265e-05	 2.49885473927474e-04	-6.66560896069471e-09		1.00000003291080e+00
1.02000000000000e+00    	-7.44783515983036e-06 	 2.85321942129030e+00   9.27050982433097e-01 	8.49416293037957e-05	 2.48041350705014e-04	-8.84234325764648e-09		1.00000003436980e+00
1.05000000000000e+00    	-4.47431987708074e-06 	 2.85322669193168e+00   9.27050982134031e-01 	1.13500566766133e-04	 2.34597759496687e-04	-1.10910054801383e-08		1.00000003395924e+00
1.08000000000000e+00    	-6.31088693354198e-07 	 2.85323336587751e+00   9.27050981768992e-01 	1.42723449460007e-04	 2.08040399492094e-04	-1.32036788676799e-08		1.00000003182539e+00
1.11000000000000e+00    	4.08279500965075e-06 	 2.85323903209331e+00   9.27050981345386e-01 	1.71311011941159e-04	 1.67274976208366e-04	-1.49599876783712e-08		1.00000002866419e+00
1.14000000000000e+00    	9.62644636297925e-06 	 2.85324325455854e+00   9.27050980876834e-01 	1.97781572597504e-04	 1.11749658907623e-04	-1.61752452090430e-08		1.00000002580277e+00
1.17000000000000e+00    	1.59124024487329e-05 	 2.85324559023244e+00   9.27050980381235e-01 	2.20521139242616e-04	 4.15651896619382e-05	-1.67593035900011e-08		1.00000002517862e+00
1.20000000000000e+00    	2.28035768782214e-05 	 2.85324561004442e+00   9.27050979877007e-01 	2.37847154008135e-04	 -4.24348170489365e-05	-1.67772897543431e-08		1.00000002918599e+00
1.23000000000000e+00    	3.01123103048147e-05 	 2.85324292220571e+00   9.27050979377628e-01 	2.48084116178432e-04	 -1.38600583697217e-04	-1.65001708508441e-08		1.00000004037792e+00
1.26000000000000e+00    	3.76018368148123e-05 	 2.85323719693184e+00   9.27050978884988e-01 	2.49648528231147e-04	 -2.44446416179671e-04	-1.64314616886195e-08		1.00000006103922e+00
1.29000000000000e+00    	4.49903983482292e-05 	 2.85322819148487e+00   9.27050978382454e-01 	2.41139881017824e-04	 -3.56659937217613e-04	-1.72971810041802e-08		1.00000009267737e+00
1.32000000000000e+00    	5.19581310597347e-05 	 2.85321577430183e+00   9.27050977828910e-01 	2.21433766082103e-04	 -4.71154294922155e-04	-1.99898951772190e-08		1.00000013550963e+00
1.35000000000000e+00    	5.81567223926428e-05 	 2.85319994688245e+00   9.27050977155215e-01 	1.89772710008308e-04	 -5.83165534434508e-04	-2.54643814359516e-08		1.00000018804784e+00
1.38000000000000e+00    	6.32217000977603e-05 	 2.85318086207400e+00   9.27050976264436e-01 	1.45849996345722e-04	 -6.87395245353055e-04	-3.45915049970973e-08		1.00000024689219e+00
1.41000000000000e+00    	6.67870697756463e-05 	 2.85315883742157e+00   9.27050975036898e-01 	8.98815994144124e-05	 -7.78196328723820e-04	-4.79870989464298e-08		1.00000030683407e+00
1.44000000000000e+00    	6.85018717121065e-05 	 2.85313436235212e+00   9.27050973340427e-01 	2.26614211874710e-05	 -8.49797360264107e-04	-6.58421805212677e-08		1.00000036133448e+00
1.47000000000000e+00    	6.80480873065882e-05 	 2.85310809813183e+00   9.27050971045252e-01 	-5.44046866661043e-05	 -8.96558667861151e-04	-8.77876424411989e-08		1.00000040338858e+00
1.50000000000000e+00    	6.51591971649546e-05 	 2.85308086977676e+00   9.27050968042013e-01 	-1.39290107147919e-04	 -9.13251005215346e-04	-1.12828576290490e-07		1.00000042671448e+00
