0.00000000000000e+00    	0.00000000000000e+00 	 9.27050983120000e-01  	-2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.55725942472538e-13 	 9.27050983119711e-01   -2.85316954890000e+00 	5.90798712869208e-11	 -5.77959456032207e-11	-4.66128540424526e-21		1.00000000000000e+00
6.00000000000000e-02    	1.10879443164654e-11 	 9.27050983101672e-01   -2.85316954890000e+00 	9.11013571091192e-10	 -1.82468956561033e-09	-2.25546961323656e-18		1.00000000000000e+00
9.00000000000000e-02    	8.05485704494225e-11 	 9.27050982914663e-01   -2.85316954890000e+00 	4.33056529692236e-09	 -1.35533515033850e-08	-7.87443730867185e-17		1.00000000000000e+00
1.20000000000000e-01    	3.18443491349065e-10 	 9.27050981992644e-01   -2.85316954890000e+00 	1.24800651557919e-08	 -5.53752149303559e-08	-9.10252991410697e-16		1.00000000000000e+00
1.50000000000000e-01    	8.91999732477147e-10 	 9.27050978945596e-01   -2.85316954890000e+00 	2.68277405382800e-08	 -1.62364064488340e-07	-5.57001199541980e-15		1.00000000000001e+00
1.80000000000000e-01    	1.98587371234864e-09 	 9.27050971103206e-01   -2.85316954890000e+00 	4.68394865579559e-08	 -3.84503276501714e-07	-2.19205736503851e-14		1.00000000000008e+00
2.10000000000000e-01    	3.72163512290129e-09 	 9.27050954112718e-01   -2.85316954890000e+00 	6.86245833345463e-08	 -7.83055621521128e-07	-5.97301070996275e-14		1.00000000000031e+00
2.40000000000000e-01    	6.03844851798042e-09 	 9.27050921701563e-01   -2.85316954890000e+00 	8.37377678874427e-08	 -1.42322265686195e-06	-1.07905962172102e-13		1.00000000000102e+00
2.70000000000000e-01    	8.54274620846265e-09 	 9.27050865712554e-01   -2.85316954890001e+00 	7.83434730938806e-08	 -2.36340264521753e-06	-6.98403722131236e-14		1.00000000000280e+00
3.00000000000000e-01    	1.03406672613342e-08 	 9.27050776503733e-01   -2.85316954890000e+00 	3.29318965013802e-08	 -3.64177752826834e-06	3.62723781239514e-13		1.00000000000663e+00
3.30000000000000e-01    	9.87224388749497e-09 	 9.27050643777152e-01   -2.85316954889997e+00 	-7.72587467626221e-08	 -5.26134560073588e-06	1.89591944165990e-12		1.00000000001384e+00
3.60000000000000e-01    	4.77019782045477e-09 	 9.27050457862393e-01   -2.85316954889987e+00 	-2.81012040119832e-07	 -7.17483336665757e-06	5.83579784601359e-12		1.00000000002578e+00
3.90000000000000e-01    	-8.23170827920255e-09 	 9.27050211434083e-01   -2.85316954889958e+00 	-6.09060177662690e-07	 -9.27113754041130e-06	1.42048267439001e-11		1.00000000004316e+00
4.20000000000000e-01    	-3.33158942360513e-08 	 9.27049901591402e-01   -2.85316954889894e+00 	-1.09120902531865e-06	 -1.13650421195382e-05	2.96217652128375e-11		1.00000000006518e+00
4.50000000000000e-01    	-7.55013342481431e-08 	 9.27049532175537e-01   -2.85316954889770e+00 	-1.75278334228728e-06	 -1.31919095213239e-05	5.47842726470718e-11		1.00000000008855e+00
4.80000000000000e-01    	-1.40449506285755e-07 	 9.27049116152604e-01   -2.85316954889554e+00 	-2.61059317758874e-06	 -1.44088517521222e-05	9.14590748501608e-11		1.00000000010722e+00
5.10000000000000e-01    	-2.34145477174583e-07 	 9.27048677849107e-01   -2.85316954889210e+00 	-3.66869392918701e-06	 -1.46035503507393e-05	1.39047456854524e-10		1.00000000011336e+00
5.40000000000000e-01    	-3.62452766340629e-07 	 9.27048254798623e-01   -2.85316954888713e+00 	-4.91427051429454e-06	 -1.33114256382269e-05	1.93048159057515e-10		1.00000000010067e+00
5.70000000000000e-01    	-5.30551184736585e-07 	 9.27047898945832e-01   -2.85316954888055e+00 	-6.31401523380183e-06	 -1.00412798089989e-05	2.44038544047141e-10		1.00000000007035e+00
6.00000000000000e-01    	-7.42278234072042e-07 	 9.27047676959876e-01   -2.85316954887266e+00 	-7.81138480488977e-06	 -4.30888676909125e-06	2.78048443596076e-10		1.00000000003979e+00
6.30000000000000e-01    	-9.99406126095640e-07 	 9.27047669435148e-01   -2.85316954886420e+00 	-9.32511145333022e-06	 4.32268611177666e-06	2.79289408960771e-10		1.00000000005282e+00
6.60000000000000e-01    	-1.30089721718718e-06 	 9.27047968804307e-01   -2.85316954885635e+00 	-1.07493040928830e-05	 1.61979182483812e-05	2.36003419481771e-10		1.00000000018896e+00
6.90000000000000e-01    	-1.64218979426932e-06 	 9.27048675854685e-01   -2.85316954885048e+00 	-1.19554082748654e-05	 3.15213549404226e-05	1.49626548664324e-10		1.00000000056826e+00
7.20000000000000e-01    	-2.01457285835093e-06 	 9.27049894822857e-01   -2.85316954884755e+00 	-1.27961993137584e-05	 5.03108415868301e-05	4.65245197314011e-11		1.00000000134746e+00
7.50000000000000e-01    	-2.40471206988855e-06 	 9.27051727139242e-01   -2.85316954884723e+00 	-1.31118651600088e-05	 7.23548808187547e-05	-9.63428489796224e-12		1.00000000270357e+00
7.80000000000000e-01    	-2.79438871256414e-06 	 9.27054264000106e-01   -2.85316954884657e+00 	-1.27380994155011e-05	 9.71777056648609e-05	9.19989236986756e-11		1.00000000480288e+00
8.10000000000000e-01    	-3.16050894924671e-06 	 9.27057578052253e-01   -2.85316954883853e+00 	-1.15159773485850e-05	 1.24015631270409e-04	5.12849409003353e-10		1.00000000775625e+00
8.40000000000000e-01    	-3.47543156946587e-06 	 9.27061714579190e-01   -2.85316954881057e+00 	-9.30323740132167e-06	 1.51807982610914e-04	1.45773276420339e-09		1.00000001156611e+00
8.70000000000000e-01    	-3.70764892059292e-06 	 9.27066682669481e-01   -2.85316954874355e+00 	-5.98644723322090e-06	 1.79205390434969e-04	3.15395399175322e-09		1.00000001607520e+00
9.00000000000000e-01    	-3.82283813797483e-06 	 9.27072446921297e-01   -2.85316954861165e+00 	-1.49340723269305e-06	 2.04597510885709e-04	5.81578540370236e-09		1.00000002093119e+00
9.30000000000000e-01    	-3.78527881965379e-06 	 9.27078920285108e-01   -2.85316954838338e+00 	4.19495394726905e-06	 2.26161279102583e-04	9.59680472960923e-09		1.00000002558326e+00
9.60000000000000e-01    	-3.55960990779978e-06 	 9.27085958663433e-01   -2.85316954802420e+00 	1.10339983513259e-05	 2.41929691147327e-04	1.45366871398523e-08		1.00000002932586e+00
9.90000000000000e-01    	-3.11287398323974e-06 	 9.27093357868054e-01   -2.85316954750074e+00 	1.89069346684301e-05	 2.49879872534131e-04	2.05131037689646e-08		1.00000003139871e+00
1.02000000000000e+00    	-2.41677289070436e-06 	 9.27100853478510e-01   -2.85316954678612e+00 	2.76192992791660e-05	 2.48037897307874e-04	2.72123528681242e-08		1.00000003114281e+00
1.05000000000000e+00    	-1.45003613837114e-06 	 9.27108124050231e-01   -2.85316954586574e+00 	3.68970638955209e-05	 2.34596539177403e-04	3.41331292523019e-08		1.00000002819846e+00
1.08000000000000e+00    	-2.00784406004512e-07 	 9.27114797987901e-01   -2.85316954474230e+00 	4.63889342104766e-05	 2.08040940737045e-04	4.06354861842375e-08		1.00000002271648e+00
1.11000000000000e+00    	1.33124380964345e-06 	 9.27120464233196e-01   -2.85316954343861e+00 	5.56732220273394e-05	 1.67276154319947e-04	4.60410742406021e-08		1.00000001554041e+00
1.14000000000000e+00    	3.13274266629572e-06 	 9.27124686722062e-01   -2.85316954199659e+00 	6.42694554872608e-05	 1.11749711281110e-04	4.97813664401145e-08		1.00000000830928e+00
1.17000000000000e+00    	5.17530816980678e-06 	 9.27127022353115e-01   -2.85316954047132e+00 	7.16546498292031e-05	 4.15618807308947e-05	5.15788633164448e-08		1.00000000343089e+00
1.20000000000000e+00    	7.41446157869440e-06 	 9.27127041985535e-01   -2.85316953891949e+00 	7.72839076641334e-05	 -4.24438624601077e-05	5.16341309433781e-08		1.00000000388714e+00
1.23000000000000e+00    	9.78934878583164e-06 	 9.27124353763152e-01   -2.85316953738259e+00 	8.06147663160494e-05	 -1.38617388846906e-04	5.07815258137441e-08		1.00000001285676e+00
1.26000000000000e+00    	1.22232163641599e-05 	 9.27118627853524e-01   -2.85316953586641e+00 	8.11344726814931e-05	 -2.44472048548191e-04	5.05714234791565e-08		1.00000003317469e+00
1.29000000000000e+00    	1.46247371176283e-05 	 9.27109621508995e-01   -2.85316953431971e+00 	7.83891536639440e-05	 -3.56693874795387e-04	5.32392115499432e-08		1.00000006668769e+00
