0.00000000000000e+00    	0.00000000000000e+00 	 1.83697019870000e-16  	3.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.43290240886478e-13 	 -4.58572932208687e-12   3.00000000000000e+00 	-4.04062632350740e-11	 -7.61640123912510e-10	2.19876585492160e-21		1.00000000000000e+00
6.00000000000000e-02    	-7.58333358438099e-12 	 -1.42942295622399e-10   3.00000000000000e+00 	-6.23065851396177e-10	 -1.17445159122724e-08	1.07561748992535e-18		1.00000000000000e+00
9.00000000000000e-02    	-5.50892496256735e-11 	 -1.03840801501912e-09   3.00000000000000e+00 	-2.96178484146031e-09	 -5.58283584505520e-08	3.83138957488904e-17		1.00000000000000e+00
1.20000000000000e-01    	-2.17791604278959e-10 	 -4.10527837135192e-09   3.00000000000000e+00 	-8.53542784135336e-09	 -1.60889268995270e-07	4.57487225340492e-16		1.00000000000001e+00
1.50000000000000e-01    	-6.10060598308729e-10 	 -1.14993927397758e-08   3.00000000000000e+00 	-1.83481223006137e-08	 -3.45855087346990e-07	2.94638663156465e-15		1.00000000000006e+00
1.80000000000000e-01    	-1.35818539248207e-09 	 -2.56012770750655e-08   3.00000000000000e+00 	-3.20345134163966e-08	 -6.03839795342283e-07	1.25994003662693e-14		1.00000000000018e+00
2.10000000000000e-01    	-2.54530602099485e-09 	 -4.79781331973452e-08   3.00000000000000e+00 	-4.69335416250180e-08	 -8.84683803456150e-07	3.97269631277551e-14		1.00000000000039e+00
2.40000000000000e-01    	-4.12980789992112e-09 	 -7.78455713166692e-08   3.00000000000000e+00 	-5.72691685946435e-08	 -1.07950937586065e-06	9.73413516616182e-14		1.00000000000058e+00
2.70000000000000e-01    	-5.84250852441858e-09 	 -1.10129544333315e-07   3.00000000000001e+00 	-5.35787221951753e-08	 -1.00994467588951e-06	1.88002564457195e-13		1.00000000000051e+00
3.00000000000000e-01    	-7.07205191751520e-09 	 -1.33306064859279e-07   3.00000000000001e+00 	-2.25183433994273e-08	 -4.24462302250064e-07	2.75147751523733e-13		1.00000000000009e+00
3.30000000000000e-01    	-6.75147794354189e-09 	 -1.27263439990693e-07   3.00000000000002e+00 	5.28492797482048e-08	 9.96176370760249e-07	2.42399013376322e-13		1.00000000000050e+00
3.60000000000000e-01    	-3.26157547517294e-09 	 -6.14818438694225e-08   3.00000000000002e+00 	1.92215739515519e-07	 3.62305767204969e-06	-1.39140163816647e-13		1.00000000000658e+00
3.90000000000000e-01    	5.63195862833088e-09 	 1.06148061668914e-07   3.00000000000001e+00 	4.16612578026309e-07	 7.85237971007941e-06	-1.19386941649980e-12		1.00000000003092e+00
4.20000000000000e-01    	2.27905856119170e-08 	 4.29546706119492e-07   2.99999999999994e+00 	7.46449796766102e-07	 1.40683766838707e-05	-3.21443993870104e-12		1.00000000009924e+00
4.50000000000000e-01    	5.16489004659643e-08 	 9.73418210714341e-07   2.99999999999980e+00 	1.19908957029982e-06	 2.25974790367495e-05	-6.16024739225749e-12		1.00000000025604e+00
