0.00000000000000e+00    	0.00000000000000e+00 	 -1.76335575690000e+00  	2.42705098310000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.15173287525124e-13 	 -1.76335575690405e+00   2.42705098310000e+00 	-2.00367585575365e-11	 -6.84205437494639e-10	-1.15112197325582e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.45774810970854e-12 	 -1.76335575703722e+00   2.42705098310000e+00 	-3.95969652978852e-10	 -1.16491664482671e-08	-2.85759399078528e-18		1.00000000000000e+00
9.00000000000000e-02    	-3.91115507101294e-11 	 -1.76335575798177e+00   2.42705098310000e+00 	-2.33705548480125e-09	 -6.11183399723660e-08	-6.67545076638818e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.84036644958404e-10 	 -1.76335576154813e+00   2.42705098310000e+00 	-8.25577523426549e-09	 -1.95338595731053e-07	-5.65535389927177e-16		1.00000000000002e+00
1.50000000000000e-01    	-6.10252556554266e-10 	 -1.76335577111647e+00   2.42705098310000e+00 	-2.17851125315459e-08	 -4.70904609944897e-07	-2.60264750281321e-15		1.00000000000011e+00
1.80000000000000e-01    	-1.61242388025486e-09 	 -1.76335579175560e+00   2.42705098310000e+00 	-4.74510329778659e-08	 -9.41075763083961e-07	-7.47286366498245e-15		1.00000000000044e+00
2.10000000000000e-01    	-3.62637245662692e-09 	 -1.76335582985660e+00   2.42705098310000e+00 	-8.99982527952786e-08	 -1.63737822081069e-06	-1.25904912208716e-14		1.00000000000134e+00
2.40000000000000e-01    	-7.22160706486885e-09 	 -1.76335589216770e+00   2.42705098310000e+00 	-1.53409044666330e-07	 -2.54847015025712e-06	-1.07283898442693e-15		1.00000000000326e+00
2.70000000000000e-01    	-1.30607650466133e-08 	 -1.76335598418488e+00   2.42705098310000e+00 	-2.39695023580006e-07	 -3.59878037190919e-06	7.46141463047085e-14		1.00000000000650e+00
3.00000000000000e-01    	-2.18208035584571e-08 	 -1.76335610793360e+00   2.42705098310001e+00 	-3.47577077865680e-07	 -4.62975898661210e-06	3.06626595747291e-13		1.00000000001078e+00
3.30000000000000e-01    	-3.40746625419979e-08 	 -1.76335625926382e+00   2.42705098310002e+00 	-4.71195627670589e-07	 -5.38666523675388e-06	8.23768079170657e-13		1.00000000001462e+00
3.60000000000000e-01    	-5.01366588798569e-08 	 -1.76335642486653e+00   2.42705098310006e+00 	-5.99009520136492e-07	 -5.51364235367215e-06	1.73238326969903e-12		1.00000000001538e+00
3.90000000000000e-01    	-6.98797041420909e-08 	 -1.76335657929643e+00   2.42705098310013e+00 	-7.13045205466488e-07	 -4.55938931584492e-06	2.97685539371097e-12		1.00000000001065e+00
