0.00000000000000e+00    	0.00000000000000e+00 	 2.42705098310000e+00  	-1.76335575690000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.35353237779377e-14 	 2.42705098310316e+00   -1.76335575690000e+00 	3.00032114324586e-12	 5.41310084683829e-10	1.00661982938689e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.34213810919181e-13 	 2.42705098321371e+00   -1.76335575690000e+00 	-4.07371397453047e-11	 9.85924467458419e-09	2.97434452487941e-18		1.00000000000000e+00
9.00000000000000e-02    	-7.70316156517383e-12 	 2.42705098404301e+00   -1.76335575690000e+00 	-6.48433751358050e-10	 5.47714731135172e-08	8.29000788587680e-17		1.00000000000000e+00
1.20000000000000e-01    	-5.98656636044818e-11 	 2.42705098733934e+00   -1.76335575690000e+00 	-3.38941223405878e-09	 1.84276016529781e-07	8.52634777467636e-16		1.00000000000002e+00
1.50000000000000e-01    	-2.62434301600449e-10 	 2.42705099662170e+00   -1.76335575690000e+00 	-1.13241489579482e-08	 4.66317807311750e-07	4.96103789919336e-15		1.00000000000011e+00
1.80000000000000e-01    	-8.38070243752573e-10 	 2.42705101761522e+00   -1.76335575690000e+00 	-2.91868527566401e-08	 9.77822280590059e-07	1.97012549987816e-14		1.00000000000048e+00
2.10000000000000e-01    	-2.17518976035418e-09 	 2.42705105829255e+00   -1.76335575690000e+00 	-6.32392512889733e-08	 1.78855192424416e-06	5.87208733252574e-14		1.00000000000160e+00
2.40000000000000e-01    	-4.86701596506888e-09 	 2.42705112835417e+00   -1.76335575690000e+00 	-1.20756399931707e-07	 2.94013644607905e-06	1.37766065579007e-13		1.00000000000433e+00
2.70000000000000e-01    	-9.72963030693360e-09 	 2.42705123803226e+00   -1.76335575689999e+00 	-2.09144248474395e-07	 4.42233668458547e-06	2.57689045599380e-13		1.00000000000980e+00
3.00000000000000e-01    	-1.77884920100393e-08 	 2.42705139617314e+00   -1.76335575689998e+00 	-3.34730311208790e-07	 6.14916331943063e-06	3.71061098532419e-13		1.00000000001896e+00
3.30000000000000e-01    	-3.02247534467633e-08 	 2.42705160763812e+00   -1.76335575689997e+00 	-5.01309666923132e-07	 7.93782976020082e-06	3.39514826057044e-13		1.00000000003163e+00
3.60000000000000e-01    	-4.82757311117390e-08 	 2.42705187015414e+00   -1.76335575689996e+00 	-7.08565192013674e-07	 9.49363341414294e-06	-9.27048273631893e-14		1.00000000004532e+00
3.90000000000000e-01    	-7.30879197426363e-08 	 2.42705217083702e+00   -1.76335575689998e+00 	-9.50510160396718e-07	 1.04037063381054e-05	-1.26254067905359e-12		1.00000000005457e+00
