0.00000000000000e+00    	0.00000000000000e+00 	 -2.93444280220000e+00  	-6.23735072450000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.59683246680003e-12 	 -2.93444280219851e+00   -6.23735072450000e-01 	-5.97371104588715e-10	 2.98356651530288e-10	1.68034814790252e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.12112931023780e-10 	 -2.93444280210538e+00   -6.23735072450000e-01 	-9.21148217400430e-09	 9.41948900456024e-09	8.13074913536642e-18		1.00000000000000e+00
9.00000000000000e-02    	-8.14446378566828e-10 	 -2.93444280114000e+00   -6.23735072450000e-01 	-4.37874076881652e-08	 6.99656823440500e-08	2.83865837342082e-16		1.00000000000000e+00
1.20000000000000e-01    	-3.21985987657601e-09 	 -2.93444279638032e+00   -6.23735072450000e-01 	-1.26188955488893e-07	 2.85860296586333e-07	3.28137418969552e-15		1.00000000000005e+00
1.50000000000000e-01    	-9.01922215312628e-09 	 -2.93444278065071e+00   -6.23735072450000e-01 	-2.71261414767599e-07	 8.38162856406416e-07	2.00793591674298e-14		1.00000000000039e+00
1.80000000000000e-01    	-2.00796118820351e-08 	 -2.93444274016638e+00   -6.23735072449998e-01 	-4.73602889802467e-07	 1.98490017327306e-06	7.90215835487278e-14		1.00000000000208e+00
2.10000000000000e-01    	-3.76301393875696e-08 	 -2.93444265245730e+00   -6.23735072449994e-01 	-6.93868791022881e-07	 4.04232671735976e-06	2.15321385841787e-13		1.00000000000841e+00
2.40000000000000e-01    	-6.10553450695649e-08 	 -2.93444248514286e+00   -6.23735072449985e-01 	-8.46655725182922e-07	 7.34703081138711e-06	3.88990596711712e-13		1.00000000002735e+00
2.70000000000000e-01    	-8.63749371428446e-08 	 -2.93444219611353e+00   -6.23735072449973e-01 	-7.92046423720445e-07	 1.22004810252006e-05	2.51765791579762e-13		1.00000000007474e+00
3.00000000000000e-01    	-1.04549151224643e-07 	 -2.93444173559496e+00   -6.23735072449983e-01 	-3.32735744740484e-07	 1.87997835599429e-05	-1.30759638863016e-12		1.00000000017677e+00
3.30000000000000e-01    	-9.98017556528133e-08 	 -2.93444105042640e+00   -6.23735072450091e-01 	7.81697427218258e-07	 2.71604151587071e-05	-6.83465094458551e-12		1.00000000036915e+00
3.60000000000000e-01    	-4.81921099027945e-08 	 -2.93444009068668e+00   -6.23735072450479e-01 	2.84233877681253e-06	 3.70383327807202e-05	-2.10376048159947e-11		1.00000000068996e+00
3.90000000000000e-01    	8.33111357939520e-08 	 -2.93443881856053e+00   -6.23735072451512e-01 	6.15995006542931e-06	 4.78599855110475e-05	-5.12072598142244e-11		1.00000000116426e+00
4.20000000000000e-01    	3.37002853639309e-07 	 -2.93443721907353e+00   -6.23735072453805e-01 	1.10358632812793e-05	 5.86692406955152e-05	-1.06783928717389e-10		1.00000000178194e+00
4.50000000000000e-01    	7.63633837098131e-07 	 -2.93443531205485e+00   -6.23735072458271e-01 	1.77260019288099e-05	 6.80999996641457e-05	-1.97492262065475e-10		1.00000000247591e+00
4.80000000000000e-01    	1.42044547123555e-06 	 -2.93443316443717e+00   -6.23735072466073e-01 	2.64000847869853e-05	 7.43822805671204e-05	-3.29701000477094e-10		1.00000000311484e+00
5.10000000000000e-01    	2.36794227471556e-06 	 -2.93443090179400e+00   -6.23735072478451e-01 	3.70987990659655e-05	 7.53878009705292e-05	-5.01252150481394e-10		1.00000000352982e+00
