0.00000000000000e+00    	0.00000000000000e+00 	 -3.13585389800000e-01  	-2.98356568610000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.84370794306707e-13 	 -3.13585389798506e-01   -2.98356568610000e+00 	-6.38372812721832e-11	 2.98356651372236e-10	8.03775399732292e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.19808014194530e-11 	 -3.13585389705383e-01   -2.98356568610000e+00 	-9.84372945509651e-10	 9.41948892588363e-09	3.88925121784342e-17		1.00000000000000e+00
9.00000000000000e-02    	-8.70347276930874e-11 	 -3.13585388740000e-01   -2.98356568610000e+00 	-4.67928177537341e-09	 6.99656795045287e-08	1.35783984643521e-15		1.00000000000000e+00
1.20000000000000e-01    	-3.44085698030549e-10 	 -3.13585383980316e-01   -2.98356568610000e+00 	-1.34849806056638e-08	 2.85860262020698e-07	1.56960777829180e-14		1.00000000000004e+00
1.50000000000000e-01    	-9.63822899526176e-10 	 -3.13585368250712e-01   -2.98356568610000e+00 	-2.89876800601873e-08	 8.38162627504221e-07	9.60473023601944e-14		1.00000000000035e+00
1.80000000000000e-01    	-2.14575098027830e-09 	 -3.13585327766399e-01   -2.98356568609999e+00 	-5.06091866605650e-08	 1.98489915461829e-06	3.77990577036745e-13		1.00000000000197e+00
2.10000000000000e-01    	-4.02114559736651e-09 	 -3.13585240057374e-01   -2.98356568609997e+00 	-7.41420704543618e-08	 4.04232331394021e-06	1.02996474955140e-12		1.00000000000817e+00
2.40000000000000e-01    	-6.52402032361601e-09 	 -3.13585072743111e-01   -2.98356568609993e+00 	-9.04526476267177e-08	 7.34702171128893e-06	1.86069190246116e-12		1.00000000002699e+00
2.70000000000000e-01    	-9.22849639651880e-09 	 -3.13584783714205e-01   -2.98356568609988e+00 	-8.45746110371909e-08	 1.22004607934592e-05	1.20430066614289e-12		1.00000000007443e+00
3.00000000000000e-01    	-1.11674604557404e-08 	 -3.13584323196496e-01   -2.98356568609992e+00 	-3.53999168600352e-08	 1.87997453125267e-05	-6.25468981951074e-12		1.00000000017672e+00
3.30000000000000e-01    	-1.06530917138711e-08 	 -3.13583638029437e-01   -2.98356568610044e+00 	8.38633044591472e-08	 2.71603529694318e-05	-3.26925944679252e-11		1.00000000036885e+00
3.60000000000000e-01    	-5.12413465878571e-09 	 -3.13582678291960e-01   -2.98356568610230e+00 	3.04352356643540e-07	 3.70382454521352e-05	-1.00630504419671e-10		1.00000000068596e+00
3.90000000000000e-01    	8.95286487070265e-09 	 -3.13581406168744e-01   -2.98356568610723e+00 	6.59291007978023e-07	 4.78598790617128e-05	-2.44943115101244e-10		1.00000000114550e+00
4.20000000000000e-01    	3.61012097443823e-08 	 -3.13579806685108e-01   -2.98356568611821e+00 	1.18085628926869e-06	 5.86691234589316e-05	-5.10787282358537e-10		1.00000000172173e+00
4.50000000000000e-01    	8.17462243866100e-08 	 -3.13577899670190e-01   -2.98356568613957e+00 	1.89631115786951e-06	 6.80998600292833e-05	-9.44680284726211e-10		1.00000000232059e+00
4.80000000000000e-01    	1.52003202590085e-07 	 -3.13575752057938e-01   -2.98356568617688e+00 	2.82363649802112e-06	 7.43820346683240e-05	-1.57708670954520e-09		1.00000000277033e+00
5.10000000000000e-01    	2.53330678363215e-07 	 -3.13573489426557e-01   -2.98356568623610e+00 	3.96697958955448e-06	 7.53871981830944e-05	-2.39768274662010e-09		1.00000000284948e+00
5.40000000000000e-01    	3.92049101217495e-07 	 -3.13571305530744e-01   -2.98356568632188e+00 	5.31229998751259e-06	 6.87171492476042e-05	-3.32885179589914e-09		1.00000000237513e+00
5.70000000000000e-01    	5.73737025643853e-07 	 -3.13569468516028e-01   -2.98356568643534e+00 	6.82362816152962e-06	 5.18363198570815e-05	-4.20811718107898e-09		1.00000000136678e+00
6.00000000000000e-01    	8.02529450080242e-07 	 -3.13568322535068e-01   -2.98356568657145e+00 	8.44035009658866e-06	 2.22451779010383e-05	-4.79458897820762e-09		1.00000000028304e+00
6.30000000000000e-01    	1.08035481090247e-06 	 -3.13568283620617e-01   -2.98356568671734e+00 	1.00758894785186e-05	 -2.23116295923006e-05	-4.81602376132876e-09		1.00000000029967e+00
6.60000000000000e-01    	1.40615719580478e-06 	 -3.13569828911135e-01   -2.98356568685266e+00 	1.16180808876765e-05	 -8.36121740818681e-05	-4.06966952281250e-09		1.00000000356299e+00
6.90000000000000e-01    	1.77515760884865e-06 	 -3.13573478667717e-01   -2.98356568695395e+00 	1.29314215261218e-05	 -1.62712179079182e-04	-2.58026452329057e-09		1.00000001332124e+00
7.20000000000000e-01    	2.17821196611999e-06 	 -3.13579770952663e-01   -2.98356568700438e+00 	1.38612694746875e-05	 -2.59703661945380e-04	-8.02377272928166e-10		1.00000003381906e+00
7.50000000000000e-01    	2.60132376577772e-06 	 -3.13589229341037e-01   -2.98356568700991e+00 	1.42399400360291e-05	 -3.73494868636209e-04	1.66263248912025e-10		1.00000006985059e+00
7.80000000000000e-01    	3.02536639433791e-06 	 -3.13602324580993e-01   -2.98356568702131e+00 	1.38945539987942e-05	 -5.01630036645912e-04	-1.58554613672081e-09		1.00000012591287e+00
8.10000000000000e-01    	3.42606453618747e-06 	 -3.13619431675225e-01   -2.98356568715982e+00 	1.26564229116724e-05	 -6.40167358386330e-04	-8.84105752097051e-09		1.00000020498719e+00
8.40000000000000e-01    	3.77427705750459e-06 	 -3.13640784389595e-01   -2.98356568764198e+00 	1.03717177751594e-05	 -7.83632146491609e-04	-2.51317158829711e-08		1.00000030709341e+00
8.70000000000000e-01    	4.03661581701724e-06 	 -3.13666429669037e-01   -2.98356568879733e+00 	6.91314876708196e-06	 -9.25059596655899e-04	-5.43768597341403e-08		1.00000042789143e+00
9.00000000000000e-01    	4.17642642218384e-06 	 -3.13696184818609e-01   -2.98356569107143e+00 	2.19236389685630e-06	 -1.05613774787745e-03	-1.00271329129065e-07		1.00000055771572e+00
9.30000000000000e-01    	4.15514756941284e-06 	 -3.13729600554996e-01   -2.98356569500724e+00 	-3.82727369669401e-06	 -1.16745637443293e-03	-1.65463720026945e-07		1.00000068148430e+00
9.60000000000000e-01    	3.93405400879488e-06 	 -3.13765933121456e-01   -2.98356570120002e+00 	-1.11179738899170e-05	 -1.24886180123906e-03	-2.50638913504105e-07		1.00000077988943e+00
9.90000000000000e-01    	3.47637238974814e-06 	 -3.13804128564631e-01   -2.98356571022543e+00 	-1.95754942702740e-05	 -1.28991127353522e-03	-3.53688502203245e-07		1.00000083212686e+00
1.02000000000000e+00    	2.74973704058967e-06 	 -3.13842821980853e-01   -2.98356572254708e+00 	-2.90086713419581e-05	 -1.28041384811925e-03	-4.69204056652870e-07		1.00000082015034e+00
1.05000000000000e+00    	1.72892230013510e-06 	 -3.13880354048917e-01   -2.98356573841671e+00 	-3.91316712256079e-05	 -1.21103816381812e-03	-5.88541704965381e-07		1.00000073407226e+00
1.08000000000000e+00    	3.98748802165174e-07 	 -3.13914806483000e-01   -2.98356575778768e+00 	-4.95604035760372e-05	 -1.07396127570700e-03	-7.00666060978796e-07		1.00000057792461e+00
1.11000000000000e+00    	-1.24298535448674e-06 	 -3.13944057182509e-01   -2.98356578026692e+00 	-5.98147297559758e-05	 -8.63527389051175e-04	-7.93878682007958e-07		1.00000037462892e+00
1.14000000000000e+00    	-3.18274713798203e-06 	 -3.13965854855409e-01   -2.98356580513155e+00 	-6.93280960929341e-05	 -5.76881178970458e-04	-8.58374566356272e-07		1.00000016879949e+00
1.17000000000000e+00    	-5.38892898593944e-06 	 -3.13977911788981e-01   -2.98356583143159e+00 	-7.74659468164300e-05	 -2.14537769407573e-04	-8.89368028575979e-07		1.00000002601411e+00
1.20000000000000e+00    	-7.81020360346409e-06 	 -3.13978012287435e-01   -2.98356585818951e+00 	-8.35536590171492e-05	 2.19149345960122e-04	-8.90319635016068e-07		1.00000002750422e+00
1.23000000000000e+00    	-1.03748584443750e-05 	 -3.13964133147014e-01   -2.98356588469009e+00 	-8.69137851842887e-05	 7.15659917724842e-04	-8.75623072098503e-07		1.00000025986191e+00
1.26000000000000e+00    	-1.29913707075812e-05 	 -3.13934571459391e-01   -2.98356591083382e+00 	-8.69111484614453e-05	 1.26215217552160e-03	-8.72023647199977e-07		1.00000080029089e+00
1.29000000000000e+00    	-1.55504193596414e-05 	 -3.13888074088250e-01   -2.98356593750499e+00 	-8.30029494277008e-05	 1.84151021397913e-03	-9.18082221394281e-07		1.00000169902366e+00
