0.00000000000000e+00    	0.00000000000000e+00 	 -7.31699242870000e-01  	-6.96165326760000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.38001069525832e-13 	 -7.31699242869092e-01   -6.96165326760000e+00 	3.95278243105281e-11	 1.81399931873904e-10	-3.02597010292683e-20		1.00000000000000e+00
6.00000000000000e-02    	7.41847113333716e-12 	 -7.31699242812473e-01   -6.96165326760000e+00 	6.09520374526784e-10	 5.72702046022379e-09	-1.46418488205403e-17		1.00000000000000e+00
9.00000000000000e-02    	5.38916230453184e-11 	 -7.31699242225523e-01   -6.96165326760000e+00 	2.89739754458963e-09	 4.25389189038367e-08	-5.11185431567436e-16		1.00000000000000e+00
1.20000000000000e-01    	2.13057127139035e-10 	 -7.31699239331650e-01   -6.96165326760000e+00 	8.34989385486203e-09	 1.73802161299462e-07	-5.90909612146545e-15		1.00000000000002e+00
1.50000000000000e-01    	5.96800718005207e-10 	 -7.31699229768099e-01   -6.96165326760000e+00 	1.79494189494765e-08	 5.09600288112726e-07	-3.61588885163828e-14		1.00000000000013e+00
1.80000000000000e-01    	1.32867515637841e-09 	 -7.31699205153763e-01   -6.96165326760000e+00 	3.13389828609208e-08	 1.20681249774736e-06	-1.42301952691891e-13		1.00000000000073e+00
2.10000000000000e-01    	2.49004512497774e-09 	 -7.31699151826951e-01   -6.96165326760001e+00 	4.59165981287504e-08	 2.45771981571818e-06	-3.87750386146216e-13		1.00000000000302e+00
2.40000000000000e-01    	4.04029163500057e-09 	 -7.31699050100411e-01   -6.96165326760002e+00 	5.60346682479210e-08	 4.46696566712651e-06	-7.00493935812709e-13		1.00000000000998e+00
2.70000000000000e-01    	5.71630026299002e-09 	 -7.31698874371770e-01   -6.96165326760004e+00 	5.24419195342086e-08	 7.41784047996462e-06	-4.53383157817904e-13		1.00000000002751e+00
3.00000000000000e-01    	6.92044929562943e-09 	 -7.31698594378512e-01   -6.96165326760002e+00 	2.20942261875861e-08	 1.14301831703993e-05	2.35469724380288e-12		1.00000000006532e+00
3.30000000000000e-01    	6.60977421963968e-09 	 -7.31698177799211e-01   -6.96165326759983e+00 	-5.15633779105564e-08	 1.65134042465049e-05	1.23077561931556e-11		1.00000000013635e+00
3.60000000000000e-01    	3.20154870230251e-09 	 -7.31697594282024e-01   -6.96165326759913e+00 	-1.87776584380073e-07	 2.25191297182756e-05	3.78842961941367e-11		1.00000000025357e+00
3.90000000000000e-01    	-5.48811484244336e-09 	 -7.31696820835341e-01   -6.96165326759727e+00 	-4.07100861460023e-07	 2.90986476208332e-05	9.22135835997222e-11		1.00000000042345e+00
