0.00000000000000e+00    	0.00000000000000e+00 	 -2.42705098310000e+00  	1.76335575690000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.35353280405829e-13 	 -2.42705098313164e+00   1.76335575690000e+00 	3.00032246236368e-11	 -5.41310084665076e-09	-1.00661982934689e-18		1.00000000000000e+00
6.00000000000000e-02    	-1.34211023427516e-12 	 -2.42705098423712e+00   1.76335575690000e+00 	-4.07367020261362e-10	 -9.85924467378318e-08	-2.97434452453032e-16		1.00000000000000e+00
9.00000000000000e-02    	-7.70303306659414e-11 	 -2.42705099253006e+00   1.76335575690000e+00 	-6.48420241543473e-09	 -5.47714732258010e-07	-8.29000790085277e-15		1.00000000000015e+00
1.20000000000000e-01    	-5.98637160609044e-10 	 -2.42705102549335e+00   1.76335575690000e+00 	-3.38925931715452e-08	 -1.84276019120287e-06	-8.52634787513169e-14		1.00000000000170e+00
1.50000000000000e-01    	-2.62418527862007e-09 	 -2.42705111831697e+00   1.76335575689999e+00 	-1.13231698874350e-07	 -4.66317831331587e-06	-4.96103808703715e-13		1.00000000001088e+00
1.80000000000000e-01    	-8.37985390484010e-09 	 -2.42705132825225e+00   1.76335575689996e+00 	-2.91825489107426e-07	 -9.77822415744056e-06	-1.97012565850520e-12		1.00000000004785e+00
2.10000000000000e-01    	-2.17484929136920e-08 	 -2.42705173502561e+00   1.76335575689985e+00 	-6.32248575310093e-07	 -1.78855246763043e-05	-5.87208796944081e-12		1.00000000016015e+00
2.40000000000000e-01    	-4.86592455123922e-08 	 -2.42705243564211e+00   1.76335575689957e+00 	-1.20717524814980e-06	 -2.94013814423951e-05	-1.37766065647130e-11		1.00000000043295e+00
2.70000000000000e-01    	-9.72671162980335e-08 	 -2.42705353242383e+00   1.76335575689898e+00 	-2.09056364763116e-06	 -4.42234100634307e-05	-2.57688885942075e-11		1.00000000098004e+00
3.00000000000000e-01    	-1.77817958529942e-07 	 -2.42705511383460e+00   1.76335575689802e+00 	-3.34560582866516e-06	 -6.14917248234024e-05	-3.71059970887076e-11		1.00000000189621e+00
3.30000000000000e-01    	-3.02113361051329e-07 	 -2.42705722848813e+00   1.76335575689690e+00 	-5.01027315356630e-06	 -7.93784595029646e-05	-3.39509891612035e-11		1.00000000316302e+00
3.60000000000000e-01    	-4.82520063949868e-07 	 -2.42705985365432e+00   1.76335575689638e+00 	-7.08162436583708e-06	 -9.49365637787177e-05	9.27209461672820e-12		1.00000000453155e+00
3.90000000000000e-01    	-7.30507500776930e-07 	 -2.42706286049020e+00   1.76335575689819e+00 	-9.50028978087372e-06	 -1.04037284677766e-04	1.26258226524368e-10		1.00000000545701e+00
4.20000000000000e-01    	-1.05474182723533e-06 	 -2.42706597904741e+00   1.76335575690497e+00 	-1.21366842218988e-05	 -1.01421475376368e-04	3.42956791369521e-10		1.00000000521681e+00
4.50000000000000e-01    	-1.45881215288922e-06 	 -2.42706876676515e+00   1.76335575691965e+00 	-1.47805371722362e-05	 -8.08830061881002e-05	6.44249775225547e-10		1.00000000338026e+00
4.80000000000000e-01    	-1.93871179483134e-06 	 -2.42707058457435e+00   1.76335575694344e+00 	-1.71352797768856e-05	 -3.55934161273414e-05	9.22035840581835e-10		1.00000000078025e+00
5.10000000000000e-01    	-2.48024204423200e-06 	 -2.42707058485248e+00   1.76335575697216e+00 	-1.88187189028120e-05	 4.14339503649507e-05	9.11421114395878e-10		1.00000000103546e+00
5.40000000000000e-01    	-3.05654663498537e-06 	 -2.42706771523865e+00   1.76335575699053e+00 	-1.93712740458873e-05	 1.56754061284354e-04	1.32422177487798e-10		1.00000001247354e+00
5.70000000000000e-01    	-3.62602044636352e-06 	 -2.42706074172109e+00   1.76335575696529e+00 	-1.82728465555185e-05	 3.15800597862738e-04	-2.13441700109434e-09		1.00000005003196e+00
6.00000000000000e-01    	-4.13086391457406e-06 	 -2.42704829345040e+00   1.76335575683847e+00 	-1.49690945276122e-05	 5.22134397993552e-04	-6.80290093836027e-09		1.00000013642419e+00
6.30000000000000e-01    	-4.49657153455605e-06 	 -2.42702893043996e+00   1.76335575652344e+00 	-8.90743406889872e-06	 7.76677990005080e-04	-1.48324063313011e-08		1.00000030165398e+00
6.60000000000000e-01    	-4.63264281377317e-06 	 -2.42700123374668e+00   1.76335575590738e+00 	4.17600960355282e-07	 1.07699225330120e-03	-2.69556016930869e-08		1.00000057995608e+00
6.90000000000000e-01    	-4.43477898437092e-06 	 -2.42696391596188e+00   1.76335575486362e+00 	1.34109957609191e-05	 1.41665616210142e-03	-4.32918131692166e-08		1.00000100354677e+00
7.20000000000000e-01    	-3.78876942081667e-06 	 -2.42691594798445e+00   1.76335575327669e+00 	3.03185367107250e-05	 1.78481178984725e-03	-6.28968015858787e-08		1.00000159323490e+00
7.50000000000000e-01    	-2.57616982666470e-06 	 -2.42685669621599e+00   1.76335575108078e+00 	5.11669047947609e-05	 2.16593383618335e-03	-8.33469032769669e-08		1.00000234694097e+00
7.80000000000000e-01    	-6.81725802928260e-07 	 -2.42678606263700e+00   1.76335574830833e+00 	7.57082902927918e-05	 2.53987568050288e-03	-1.00496438469488e-07		1.00000322834490e+00
8.10000000000000e-01    	1.99769601914081e-06 	 -2.42670461882656e+00   1.76335574514142e+00 	1.03376501310708e-04	 2.88223242577299e-03	-1.08567098048320e-07		1.00000415896659e+00
8.40000000000000e-01    	5.54312741684042e-06 	 -2.42661372399768e+00   1.76335574195358e+00 	1.33262137944998e-04	 3.16504591606053e-03	-1.00711842689778e-07		1.00000501762464e+00
8.70000000000000e-01    	1.00031501242720e-05 	 -2.42651561664829e+00   1.76335573932652e+00 	1.64113955296878e-04	 3.35785791466177e-03	-7.01331551813581e-08		1.00000565105562e+00
9.00000000000000e-01    	1.53840513778312e-05 	 -2.42641346955780e+00   1.76335573802514e+00 	1.94371754356648e-04	 3.42909640044114e-03	-1.17245135849313e-08		1.00000589822386e+00
9.30000000000000e-01    	2.16414707119235e-05 	 -2.42631139864847e+00   1.76335573891756e+00 	2.22232935690688e-04	 3.34775737768640e-03	7.59447606330845e-08		1.00000562841763e+00
9.60000000000000e-01    	2.86745254490658e-05 	 -2.42621441769895e+00   1.76335574283452e+00 	2.45750435937214e-04	 3.08532195364711e-03	1.88643346137764e-07		1.00000478979096e+00
9.90000000000000e-01    	3.63232584872606e-05 	 -2.42612833302487e+00   1.76335575037502e+00 	2.62954687847574e-04	 2.61782705213430e-03	3.14972059164378e-07		1.00000346107588e+00
1.02000000000000e+00    	4.43699564657903e-05 	 -2.42605957497197e+00   1.76335576168098e+00 	2.71987359245216e-04	 1.92798933778731e-03	4.35893882065340e-07		1.00000189555830e+00
1.05000000000000e+00    	5.25444606134715e-05 	 -2.42601496630504e+00   1.76335577621994e+00 	2.71230996288649e-04	 1.00726699153545e-03	5.25822936491086e-07		1.00000054407651e+00
1.08000000000000e+00    	6.05330904590536e-05 	 -2.42600143119383e+00   1.76335579262868e+00 	2.59417398966966e-04	 -1.42265956852800e-04	5.55627775988147e-07		1.00000004376865e+00
1.11000000000000e+00    	6.79903054369782e-05 	 -2.42602565233490e+00   1.76335580867661e+00 	2.35699441609657e-04	 -1.50636200255930e-03	4.97595959257457e-07		1.00000116233980e+00
1.14000000000000e+00    	7.45518434006915e-05 	 -2.42609368762029e+00   1.76335582140349e+00 	1.99676484511693e-04	 -3.05748576040448e-03	3.31983290374175e-07		1.00000469403397e+00
1.17000000000000e+00    	7.98479013945085e-05 	 -2.42621056145951e+00   1.76335582746735e+00 	1.51372173423862e-04	 -4.75425933087825e-03	5.42923434660642e-08		1.00001131288367e+00
1.20000000000000e+00    	8.35150442850635e-05 	 -2.42637984915344e+00   1.76335582370587e+00 	9.11741523199426e-05	 -6.54156662286124e-03	-3.18018513982250e-07		1.00002139997437e+00
1.23000000000000e+00    	8.52059768956887e-05 	 -2.42660327537062e+00   1.76335580787084e+00 	1.97561180551856e-05	 -8.35139124675860e-03	-7.40993120334159e-07		1.00003487245526e+00
1.26000000000000e+00    	8.45970652619660e-05 	 -2.42688034956316e+00   1.76335577944536e+00 	-6.19887154074995e-05	 -1.01044314571889e-02	-1.14344543670565e-06		1.00005105038642e+00
1.29000000000000e+00    	8.13944364027986e-05 	 -2.42720806188419e+00   1.76335574040838e+00 	-1.52969865963176e-04	 -1.17124990617258e-02	-1.43138863010863e-06		1.00006860066502e+00
1.32000000000000e+00    	7.53404450642303e-05 	 -2.42758066268917e+00   1.76335569577895e+00 	-2.51847841135916e-04	 -1.30816688305019e-02	-1.49831449548313e-06		1.00008559308140e+00
1.35000000000000e+00    	6.62230403726278e-05 	 -2.42798954695458e+00   1.76335565376675e+00 	-3.56890018208990e-04	 -1.41161027235985e-02	-1.24101716575483e-06		1.00009969089493e+00
1.38000000000000e+00    	5.38908515088807e-05 	 -2.42842326194508e+00   1.76335562538238e+00 	-4.65734900788932e-04	 -1.47224313736721e-02	-5.79444544266455e-07		1.00010847756375e+00
1.41000000000000e+00    	3.82764312116543e-05 	 -2.42886765230066e+00   1.76335562342493e+00 	-5.75090376002435e-04	 -1.48145358596014e-02	5.22171715654354e-07		1.00010989456257e+00
1.44000000000000e+00    	1.94289297389690e-05 	 -2.42930615154726e+00   1.76335566086307e+00 	-6.80418358785401e-04	 -1.43185377837650e-02	2.03666538896293e-06		1.00010273647139e+00
1.47000000000000e+00    	-2.44446380168178e-06 	 -2.42972022302825e+00   1.76335574874726e+00 	-7.75681669891243e-04	 -1.31777765822008e-02	3.86204515244961e-06		1.00008712395102e+00
1.50000000000000e+00    	-2.69314986217093e-05 	 -2.43008994657085e+00   1.76335589391840e+00 	-8.53243336865942e-04	 -1.13575311333111e-02	5.82045717233466e-06		1.00006485868243e+00
1.53000000000000e+00    	-5.33681998058789e-05 	 -2.43039473998291e+00   1.76335609688731e+00 	-9.04008303047905e-04	 -8.84922929968782e-03	7.67105422861005e-06		1.00003956229194e+00
1.56000000000000e+00    	-8.08009983614273e-05 	 -2.43061419686260e+00   1.76335635032525e+00 	-9.17878889140677e-04	 -5.67388547231790e-03	9.13793015743918e-06		1.00001651764434e+00
1.59000000000000e+00    	-1.07967726257015e-04 	 -2.43072901439332e+00   1.76335663860368e+00 	-8.84557060452285e-04	 -1.88451434881620e-03	9.95169258945557e-06		1.00000216696493e+00
1.62000000000000e+00    	-1.33307763588420e-04 	 -2.43072197710796e+00   1.76335693873560e+00 	-7.94670987062385e-04	 2.43270869442810e-03	9.90031101632227e-06		1.00000327483043e+00
1.65000000000000e+00    	-1.55009964852673e-04 	 -2.43057895554746e+00   1.76335722289728e+00 	-6.41136974220973e-04	 7.15873201414033e-03	8.88208461875748e-06		1.00002582895621e+00
1.68000000000000e+00    	-1.71103262479076e-04 	 -2.43028987300625e+00   1.76335746245977e+00 	-4.20600829909649e-04	 1.21434926216424e-02	6.95150775936023e-06		1.00007381795867e+00
1.71000000000000e+00    	-1.79589220896356e-04 	 -2.42984958997264e+00   1.76335763316574e+00 	-1.34748040626307e-04	 1.72094249993111e-02	4.34804185318353e-06		1.00014808027849e+00
1.74000000000000e+00    	-1.78608892449329e-04 	 -2.42925865521064e+00   1.76335772079564e+00 	2.08756752979589e-04	 2.21565917065796e-02	1.49876462357589e-06		1.00024544894625e+00
1.77000000000000e+00    	-1.66629107156198e-04 	 -2.42852387520273e+00   1.76335772643399e+00 	5.95932252121634e-04	 2.67693216436611e-02	-1.01126661998886e-06		1.00035841162932e+00
1.80000000000000e+00    	-1.42627083235681e-04 	 -2.42765865990712e+00   1.76335767032912e+00 	1.00692471990839e-03	 3.08241522230764e-02	-2.50251251674385e-06		1.00047545810176e+00
1.83000000000000e+00    	-1.06248297247985e-04 	 -2.42668311191549e+00   1.76335759338107e+00 	1.41732013096924e-03	 3.40987939745509e-02	-2.29412780048159e-06		1.00058219879835e+00
1.86000000000000e+00    	-5.79120086964287e-05 	 -2.42562383703300e+00   1.76335755551362e+00 	1.80028444511865e-03	 3.63817778753490e-02	1.83427070950850e-07		1.00066321746404e+00
1.89000000000000e+00    	1.15765868472703e-06 	 -2.42451346568610e+00   1.76335763057811e+00 	2.12935069435427e-03	 3.74824103794407e-02	5.27191121618777e-06		1.00070448447582e+00
1.92000000000000e+00    	6.89895877360136e-05 	 -2.42338988518115e+00   1.76335789795879e+00 	2.38153644431393e-03	 3.72406467410450e-02	1.29841080426397e-05		1.00069602660054e+00
1.95000000000000e+00    	1.43015953882055e-04 	 -2.42229519204296e+00   1.76335843163607e+00 	2.54036980489053e-03	 3.55364929400544e-02	2.29380139772906e-05		1.00063444690625e+00
1.98000000000000e+00    	2.20305099927159e-04 	 -2.42127438166049e+00   1.76335928803245e+00 	2.59834794719610e-03	 3.22985509910694e-02	3.43443267081357e-05		1.00052483676704e+00
2.01000000000000e+00    	2.97853314496905e-04 	 -2.42037380031133e+00   1.76336049442417e+00 	2.55836565600274e-03	 2.75113235973386e-02	4.60596447667573e-05		1.00038163731768e+00
2.04000000000000e+00    	3.72899397943623e-04 	 -2.41963939390030e+00   1.76336203995946e+00 	2.43374232287690e-03	 2.12208892107208e-02	5.67092327388308e-05		1.00022810021341e+00
2.07000000000000e+00    	4.43217068307011e-04 	 -2.41911479987555e+00   1.76336387129936e+00 	2.24664418438024e-03	 1.35385529328785e-02	6.48723233611737e-05		1.00009416758325e+00
2.10000000000000e+00    	5.07337174413616e-04 	 -2.41883934430865e+00   1.76336589452922e+00 	2.02493297654113e-03	 4.64208622131287e-03	6.93109660089320e-05		1.00001282697876e+00
2.13000000000000e+00    	5.64656132733683e-04 	 -2.41884602395417e+00   1.76336798425830e+00 	1.79774678002002e-03	 -5.22579155606930e-03	6.92121713655619e-05		1.00001527267397e+00
2.16000000000000e+00    	6.15399927064603e-04 	 -2.41915957025113e+00   1.76336999977183e+00 	1.59039297433473e-03	 -1.57619455421844e-02	6.44047512946310e-05		1.00012547834012e+00
2.19000000000000e+00    	6.60433911645229e-04 	 -2.41979470421195e+00   1.76337180684524e+00 	1.41935440433424e-03	 -2.66104762755046e-02	5.55091206974523e-05		1.00035500453379e+00
2.22000000000000e+00    	7.00935173934610e-04 	 -2.42075469320495e+00   1.76337330257508e+00 	1.28832269230525e-03	 -3.73733897608546e-02	4.39822681820069e-05		1.00069897170529e+00
2.25000000000000e+00    	7.37972115569065e-04 	 -2.42203030950787e+00   1.76337443957802e+00 	1.18613291093741e-03	 -4.76239588848023e-02	3.20318397056688e-05		1.00113408162802e+00
2.28000000000000e+00    	7.72059783464178e-04 	 -2.42359926612485e+00   1.76337524540900e+00 	1.08726384495887e-03	 -5.69222377130859e-02	2.23918846275031e-05		1.00161935074674e+00
2.31000000000000e+00    	8.02773997326280e-04 	 -2.42542617167222e+00   1.76337583322564e+00 	9.55206505092065e-04	 -6.48320428269837e-02	1.79756194743658e-05		1.00209984857783e+00
2.34000000000000e+00    	8.28508680421515e-04 	 -2.42746301044499e+00   1.76337640062173e+00 	7.48544418763707e-04	 -7.09386630243472e-02	2.14436719472189e-05		1.00251326908438e+00
2.37000000000000e+00    	8.46447764584951e-04 	 -2.42965012454752e+00   1.76337721506397e+00 	4.29108647063989e-04	 -7.48666039065428e-02	3.47455025781336e-05		1.00279868055457e+00
2.40000000000000e+00    	8.52797041094260e-04 	 -2.43191765891885e+00   1.76337858627458e+00 	-2.88531744713728e-05	 -7.62967879707959e-02	5.87036270192219e-05		1.00290637854851e+00
2.43000000000000e+00    	8.43285710078538e-04 	 -2.43418742956076e+00   1.76338082794179e+00 	-6.29858023624598e-04	 -7.49827591222997e-02	9.27127976054693e-05		1.00280746880066e+00
2.46000000000000e+00    	8.13906247955843e-04 	 -2.43637518699575e+00   1.76338421305643e+00 	-1.35022561671352e-03	 -7.07655194220500e-02	1.34618731544293e-04		1.00250167080683e+00
2.49000000000000e+00    	7.61818623685244e-04 	 -2.43839326239522e+00   1.76338892874989e+00 	-2.13443775309915e-03	 -6.35866040348475e-02	1.80823488692292e-04		1.00202187837110e+00
2.52000000000000e+00    	6.86304914066878e-04 	 -2.44015359109264e+00   1.76339503754816e+00 	-2.89603831637367e-03	 -5.34988585879373e-02	2.26637850445394e-04		1.00143425459331e+00
2.55000000000000e+00    	5.89627943023826e-04 	 -2.44157109538813e+00   1.76340245223689e+00 	-3.52382882214287e-03	 -4.06741491048498e-02	2.66866168809196e-04		1.00083309047639e+00
