0.00000000000000e+00    	0.00000000000000e+00 	 -9.27050983120000e-01  	-2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.83762254072991e-12 	 -9.27050983078176e-01   -2.85316954890000e+00 	-2.99582276255888e-10	 6.88599611024118e-09	-9.16938309156360e-19		1.00000000000000e+00
6.00000000000000e-02    	-5.19151419334920e-11 	 -9.27050981873951e-01   -2.85316954890000e+00 	-4.08186054374697e-09	 1.00406101625514e-07	-2.45514516165631e-16		1.00000000000000e+00
9.00000000000000e-02    	-3.35555236778412e-10 	 -9.27050974514744e-01   -2.85316954890000e+00 	-1.65925810214137e-08	 4.47093309101608e-07	-6.15673903048005e-15		1.00000000000010e+00
1.20000000000000e-01    	-1.14481351015191e-09 	 -9.27050951052376e-01   -2.85316954890000e+00 	-3.84183632084180e-08	 1.18749507466908e-06	-5.63193931701658e-14		1.00000000000071e+00
1.50000000000000e-01    	-2.62118621949250e-09 	 -9.27050899584810e-01   -2.85316954890000e+00 	-5.76274772734174e-08	 2.28459498226496e-06	-2.85937239917567e-13		1.00000000000261e+00
1.80000000000000e-01    	-4.26687564645958e-09 	 -9.27050813995346e-01   -2.85316954890002e+00 	-4.24189357848614e-08	 3.36361402977006e-06	-9.58776011129120e-13		1.00000000000566e+00
2.10000000000000e-01    	-4.25954104487702e-09 	 -9.27050706313177e-01   -2.85316954890007e+00 	6.44147982586982e-08	 3.56842201637793e-06	-2.26786643360702e-12		1.00000000000637e+00
2.40000000000000e-01    	1.35664113310929e-09 	 -9.27050622811919e-01   -2.85316954890016e+00 	3.48012600013444e-07	 1.46007432191849e-06	-3.66437908518155e-12		1.00000000000113e+00
2.70000000000000e-01    	1.94980391486882e-08 	 -9.27050662223894e-01   -2.85316954890027e+00 	9.19993271978620e-07	 -5.01919989710952e-06	-2.74807388828830e-12		1.00000000001302e+00
3.00000000000000e-01    	6.07572171203423e-08 	 -9.27050993811216e-01   -2.85316954890025e+00 	1.91241021342216e-06	 -1.84978146857650e-05	5.49104127249128e-12		1.00000000017291e+00
3.30000000000000e-01    	1.39865337947894e-07 	 -9.27051872568216e-01   -2.85316954889980e+00 	3.46691952480954e-06	 -4.20304186050406e-05	2.71102747306175e-11		1.00000000088929e+00
3.60000000000000e-01    	2.75760604210141e-07 	 -9.27053648591413e-01   -2.85316954889849e+00 	5.71943167748138e-06	 -7.88536394835800e-05	6.21664958204985e-11		1.00000000312530e+00
3.90000000000000e-01    	4.91137043781210e-07 	 -9.27056767685567e-01   -2.85316954889614e+00 	8.78097353224868e-06	 -1.32047891774543e-04	8.85583704554170e-11		1.00000000875688e+00
4.20000000000000e-01    	8.11376093995003e-07 	 -9.27061760600899e-01   -2.85316954889395e+00 	1.27159007328676e-05	 -2.04121118383410e-04	3.43044261182997e-11		1.00000002091356e+00
4.50000000000000e-01    	1.26280302281798e-06 	 -9.27069218919099e-01   -2.85316954889645e+00 	1.75189474177056e-05	 -2.96539978923838e-04	-2.60723134443336e-10		1.00000004412144e+00
4.80000000000000e-01    	1.87025913948397e-06 	 -9.27079756502949e-01   -2.85316954891485e+00 	2.30928758386841e-05	 -4.09242539235492e-04	-1.08681214367030e-09		1.00000008400636e+00
5.10000000000000e-01    	2.65403697453915e-06 	 -9.27093956552054e-01   -2.85316954897144e+00 	2.92287028167938e-05	 -5.40173220220171e-04	-2.89634430494891e-09		1.00000014632070e+00
5.40000000000000e-01    	3.62628753659279e-06 	 -9.27112305600003e-01   -2.85316954910459e+00 	3.55906476064218e-05	 -6.84884969023150e-04	-6.30574848507513e-09		1.00000023516703e+00
5.70000000000000e-01    	4.78707508341151e-06 	 -9.27135117163012e-01   -2.85316954937308e+00 	4.17080704171448e-05	 -8.36254796151845e-04	-1.20455361530845e-08		1.00000035053076e+00
6.00000000000000e-01    	6.12032402225019e-06 	 -9.27162449110259e-01   -2.85316954985795e+00 	4.69767291470713e-05	 -9.84356626884625e-04	-2.08416750255736e-08		1.00000048558227e+00
6.30000000000000e-01    	7.58997176553056e-06 	 -9.27194020067598e-01   -2.85316955065961e+00 	5.06716124917661e-05	 -1.11652970062858e-03	-3.32261692464159e-08		1.00000062460290e+00
6.60000000000000e-01    	9.13670538529208e-06 	 -9.27229131184355e-01   -2.85316955188862e+00 	5.19733122370325e-05	 -1.21767160286580e-03	-4.92986972793957e-08		1.00000074271240e+00
6.90000000000000e-01    	1.06757101969373e-05 	 -9.27266600288419e-01   -2.85316955364901e+00 	5.00092580388773e-05	 -1.27077275191021e-03	-6.84912510999382e-08		1.00000080868183e+00
7.20000000000000e-01    	1.20958829838884e-05 	 -9.27304715742460e-01   -2.85316955601570e+00 	4.39100496777964e-05	 -1.25769433540072e-03	-8.94171390395061e-08		1.00000079186126e+00
7.50000000000000e-01    	1.32609470970715e-05 	 -9.27341217127609e-01   -2.85316955900982e+00 	3.28795384811061e-05	 -1.16017505188244e-03	-1.09904841916423e-07		1.00000067354339e+00
7.80000000000000e-01    	1.40128368575348e-05 	 -9.27373309179925e-01   -2.85316956257916e+00 	1.62752901102474e-05	 -9.61034480143000e-04	-1.27315411067787e-07		1.00000046192598e+00
8.10000000000000e-01    	1.41775840733491e-05 	 -9.27397714177932e-01   -2.85316956659319e+00 	-6.30619691124244e-06	 -6.45523510130738e-04	-1.39210492701145e-07		1.00000020837017e+00
8.40000000000000e-01    	1.35737377118390e-05 	 -9.27410766247357e-01   -2.85316957086363e+00 	-3.49472942871262e-05	 -2.02756122970555e-04	-1.44372797517266e-07		1.00000002116569e+00
8.70000000000000e-01    	1.20230886795730e-05 	 -9.27408548865130e-01   -2.85316957519978e+00 	-6.93394313072614e-05	 3.72856994685331e-04	-1.44086024359792e-07		1.00000007191516e+00
9.00000000000000e-01    	9.36317975949669e-06 	 -9.27387074294107e-01   -2.85316957950384e+00 	-1.08735544458405e-04	 1.08026292848512e-03	-1.43470729449753e-07		1.00000058939554e+00
9.30000000000000e-01    	5.46079496823213e-06 	 -9.27342500877654e-01   -2.85316958390333e+00 	-1.51933674915547e-04	 1.91060511713718e-03	-1.52569652142205e-07		1.00000183674620e+00
9.60000000000000e-01    	2.25392447540434e-07 	 -9.27271381210201e-01   -2.85316958890775e+00 	-1.97297855567601e-04	 2.84634302721785e-03	-1.86810290101559e-07		1.00000407028927e+00
9.90000000000000e-01    	-6.37867703232841e-06 	 -9.27170931338640e-01   -2.85316959556506e+00 	-2.42818003516750e-04	 3.86074522329569e-03	-2.66474718381113e-07		1.00000748212918e+00
1.02000000000000e+00    	-1.43222931122936e-05 	 -9.27039308517284e-01   -2.85316960558369e+00 	-2.86204889809096e-04	 4.91783746783778e-03	-4.14900828907478e-07		1.00001213344578e+00
1.05000000000000e+00    	-2.35049492753649e-05 	 -9.26875882820106e-01   -2.85316962138028e+00 	-3.25010259872689e-04	 5.97287084362139e-03	-6.55334629589240e-07		1.00001789024908e+00
1.08000000000000e+00    	-3.37519359723064e-05 	 -9.26681486287618e-01   -2.85316964601480e+00 	-3.56757004808724e-04	 6.97335262921062e-03	-1.00663759641386e-06		1.00002437716461e+00
1.11000000000000e+00    	-4.48153563089330e-05 	 -9.26458622414071e-01   -2.85316968298615e+00 	-3.79061243434719e-04	 7.86065551058387e-03	-1.47838861856230e-06		1.00003096631788e+00
1.14000000000000e+00    	-5.63784563303929e-05 	 -9.26211618794000e-01   -2.85316973588217e+00 	-3.89728438132222e-04	 8.57218979415387e-03	-2.06624529633602e-06		1.00003681648747e+00
1.17000000000000e+00    	-6.80622686398823e-05 	 -9.25946706731402e-01   -2.85316980790801e+00 	-3.86809960772612e-04	 9.04409005201564e-03	-2.74866649967811e-06		1.00004097175784e+00
1.20000000000000e+00    	-7.94332758525855e-05 	 -9.25672013601924e-01   -2.85316990135142e+00 	-3.68614848796240e-04	 9.21433378770764e-03	-3.48616664639555e-06		1.00004251901417e+00
1.23000000000000e+00    	-9.00108092060218e-05 	 -9.25397456724269e-01   -2.85317001707654e+00 	-3.33682932509518e-04	 9.02617710545848e-03	-4.22410638078179e-06		1.00004079078570e+00
1.26000000000000e+00    	-9.92732755121727e-05 	 -9.25134531364463e-01   -2.85317015416239e+00 	-2.80738217778860e-04	 8.43176285235986e-03	-4.89959191785314e-06		1.00003558609819e+00
1.29000000000000e+00    	-1.06663052293198e-04 	 -9.24895990145635e-01   -2.85317030980936e+00 	-2.08652751777342e-04	 7.39573203704373e-03	-5.45237316366129e-06		1.00002736983448e+00
1.32000000000000e+00    	-1.11590920210454e-04 	 -9.24695416412740e-01   -2.85317047962163e+00 	-1.16458179639243e-04	 5.89865110460776e-03	-5.83877383046206e-06		1.00001740368928e+00
1.35000000000000e+00    	-1.13442038310891e-04 	 -9.24546699825012e-01   -2.85317065833061e+00 	-3.44199066604120e-06	 3.94005728641219e-03	-6.04678694114968e-06		1.00000776201979e+00
1.38000000000000e+00    	-1.11586461517754e-04 	 -9.24463428406957e-01   -2.85317084095647e+00 	1.30643937779215e-04	 1.54092300815219e-03	-6.10970154518514e-06		1.00000119577373e+00
1.41000000000000e+00    	-1.05397762249699e-04 	 -9.24458217227525e-01   -2.85317102431853e+00 	2.85253978346630e-04	 -1.25465066803282e-03	-6.11518416630831e-06		1.00000082777742e+00
1.44000000000000e+00    	-9.42831733879875e-05 	 -9.24541999486293e-01   -2.85317120871166e+00 	4.58617388125963e-04	 -4.37868151356416e-03	-6.20679687770974e-06		1.00000969156315e+00
1.47000000000000e+00    	-7.77276193350669e-05 	 -9.24723310690871e-01   -2.85317139948411e+00 	6.47255721883226e-04	 -7.73963288157472e-03	-6.57561006842682e-06		1.00003015999536e+00
