0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	-3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.25268356917887e-12 	 -9.51056516294036e-01   -3.09016994370000e-01 	-7.05269754705272e-10	 8.62715146333529e-10	4.62791415713429e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.31574949933338e-10 	 -9.51056516236195e-01   -3.09016994370000e-01 	-1.07769528293496e-08	 1.06230714976727e-09	6.71675877513328e-18		1.00000000000000e+00
9.00000000000000e-02    	-9.48224373079421e-10 	 -9.51056516783113e-01   -3.09016994370000e-01 	-5.07149771101021e-08	 -5.89367345536015e-08	-5.86802086741688e-16		1.00000000000000e+00
1.20000000000000e-01    	-3.71550076461422e-09 	 -9.51056522348063e-01   -3.09016994370000e-01 	-1.44434440175277e-07	 -3.83806830803567e-07	-1.88243210874236e-14		1.00000000000008e+00
1.50000000000000e-01    	-1.03004871208837e-08 	 -9.51056546571442e-01   -3.09016994370003e-01 	-3.05918246803384e-07	 -1.39320198379127e-06	-2.13111501718767e-13		1.00000000000102e+00
1.80000000000000e-01    	-2.26451922121704e-08 	 -9.51056619404230e-01   -3.09016994370022e-01 	-5.23465458533905e-07	 -3.75721512166971e-06	-1.40589526442312e-12		1.00000000000720e+00
2.10000000000000e-01    	-4.17544834538171e-08 	 -9.51056794590262e-01   -3.09016994370125e-01 	-7.43757739556522e-07	 -8.38592617324387e-06	-6.52175092680993e-12		1.00000000003544e+00
2.40000000000000e-01    	-6.62337344072008e-08 	 -9.51057156051916e-01   -3.09016994370529e-01 	-8.58188227600790e-07	 -1.63660068081827e-05	-2.34582449612467e-11		1.00000000013429e+00
2.70000000000000e-01    	-9.04810030578930e-08 	 -9.51057821552520e-01   -3.09016994371817e-01 	-6.93896419614217e-07	 -2.88427854414658e-05	-6.93416337440607e-11		1.00000000041619e+00
3.00000000000000e-01    	-1.02708976048916e-07 	 -9.51058942049661e-01   -3.09016994375280e-01 	-1.17219734376771e-08	 -4.68521460161756e-05	-1.74814127221377e-10		1.00000000109756e+00
3.30000000000000e-01    	-8.30320436213430e-08 	 -9.51060695375705e-01   -3.09016994383352e-01 	1.48716245905224e-06	 -7.11126656275450e-05	-3.85194029012095e-10		1.00000000252961e+00
3.60000000000000e-01    	-1.89733691638584e-09 	 -9.51063273279728e-01   -3.09016994399977e-01 	4.14483268163966e-06	 -1.01793996438336e-04	-7.53836492570705e-10		1.00000000518960e+00
3.90000000000000e-01    	1.80840178954853e-07 	 -9.51066861418328e-01   -3.09016994430602e-01 	8.32012229256636e-06	 -1.38282184456942e-04	-1.32304031420571e-09		1.00000000959559e+00
4.20000000000000e-01    	5.15903756129565e-07 	 -9.51071612557535e-01   -3.09016994481373e-01 	1.43527149295644e-05	 -1.78965953211699e-04	-2.09068404767412e-09		1.00000001611741e+00
4.50000000000000e-01    	1.06338190017918e-06 	 -9.51077613997798e-01   -3.09016994557174e-01 	2.25194786871326e-05	 -2.21069600836592e-04	-2.96714261781201e-09		1.00000002468945e+00
4.80000000000000e-01    	1.89012106473375e-06 	 -9.51084851003368e-01   -3.09016994658378e-01 	3.29856974684320e-05	 -2.60557804250690e-04	-3.73638952316499e-09		1.00000003448921e+00
5.10000000000000e-01    	3.06562220325929e-06 	 -9.51093168744552e-01   -3.09016994776787e-01 	4.57547563353996e-05	 -2.92135159350932e-04	-4.04527969366610e-09		1.00000004371822e+00
5.40000000000000e-01    	4.65645740571112e-06 	 -9.51102235882793e-01   -3.09016994892060e-01 	6.06205531175420e-05	 -3.09358718458856e-04	-3.45192427806865e-09		1.00000004968883e+00
5.70000000000000e-01    	6.71935832219942e-06 	 -9.51111513383189e-01   -3.09016994970854e-01 	7.71273409239709e-05	 -3.04875271941732e-04	-1.56296776318395e-09		1.00000004944878e+00
