0.00000000000000e+00    	0.00000000000000e+00 	 -1.00000000000000e+00  	1.22464679910000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.20477392260524e-12 	 -1.00000000000399e+00   1.22464541988271e-16 	-6.98339571105279e-10	 -7.96889582591575e-10	-5.05337021793341e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.31062407845672e-10 	 -1.00000000025271e+00   1.22188434813628e-16 	-1.07684190077792e-08	 -2.51587911101771e-08	-5.03697169651838e-17		1.00000000000000e+00
9.00000000000000e-02    	-9.52105079720785e-10 	 -1.00000000283119e+00   9.94468898699030e-17 	-5.11883996432766e-08	 -1.86873406493687e-07	-2.77897797089645e-15		1.00000000000002e+00
1.20000000000000e-01    	-3.76408220783130e-09 	 -1.00000001554397e+00   -3.94826156974088e-16 	-1.47517338876805e-07	 -7.63512716903323e-07	-4.63898139501638e-14		1.00000000000030e+00
1.50000000000000e-01    	-1.05436336288053e-08 	 -1.00000005755664e+00   -5.50779385887964e-15 	-3.17108287592380e-07	 -2.23867401585360e-06	-3.98815229442556e-13		1.00000000000256e+00
1.80000000000000e-01    	-2.34732924272871e-08 	 -1.00000016568744e+00   -3.83845677618310e-14 	-5.53640124432851e-07	 -5.30152894499181e-06	-2.23661988897863e-12		1.00000000001421e+00
2.10000000000000e-01    	-4.39894364517926e-08 	 -1.00000039995225e+00   -1.89960101958514e-13 	-8.11098635341336e-07	 -1.07967714037457e-05	-9.27635933387728e-12		1.00000000005861e+00
2.40000000000000e-01    	-7.13711343094767e-08 	 -1.00000084683742e+00   -7.35195409634857e-13 	-9.89597464613984e-07	 -1.96234059401123e-05	-3.06434967128014e-11		1.00000000019303e+00
2.70000000000000e-01    	-1.00961790772233e-07 	 -1.00000161881459e+00   -2.34944653633043e-12 	-9.25474987145828e-07	 -3.25866349212290e-05	-8.45022616414590e-11		1.00000000053137e+00
3.00000000000000e-01    	-1.22186422570113e-07 	 -1.00000284882766e+00   -6.42449220482891e-12 	-3.87921263798281e-07	 -5.02129158390414e-05	-2.00641113338052e-10		1.00000000126074e+00
3.30000000000000e-01    	-1.16589456188584e-07 	 -1.00000467886531e+00   -1.54074321938352e-11 	9.16018482948027e-07	 -7.25435854822537e-05	-4.18780879800977e-10		1.00000000263171e+00
3.60000000000000e-01    	-5.61645576862300e-08 	 -1.00000724226359e+00   -3.29763069844994e-11 	3.32683539442510e-06	 -9.89268196779600e-05	-7.78783493034301e-10		1.00000000489879e+00
3.90000000000000e-01    	9.77267092799392e-08 	 -1.00001064002429e+00   -6.37663726616171e-11 	7.20791286908442e-06	 -1.27830700698965e-04	-1.30034601267857e-09		1.00000000819632e+00
4.20000000000000e-01    	3.94551391413586e-07 	 -1.00001491214297e+00   -1.12345013683014e-10 	1.29113476817957e-05	 -1.56701464483962e-04	-1.95404612703276e-09		1.00000001236103e+00
4.50000000000000e-01    	8.93650786390038e-07 	 -1.00002000565725e+00   -1.81290240833702e-10 	2.07357392339546e-05	 -1.81890367999545e-04	-2.63274250621205e-09		1.00000001675704e+00
4.80000000000000e-01    	1.66192930101061e-06 	 -1.00002574179527e+00   -2.68625766772707e-10 	3.08784430393921e-05	 -1.98669951306307e-04	-3.14089717087984e-09		1.00000002021161e+00
5.10000000000000e-01    	2.77006925162475e-06 	 -1.00003178516153e+00   -3.65506491046005e-10 	4.33856767027364e-05	 -2.01355806758245e-04	-3.22639651167652e-09		1.00000002121324e+00
5.40000000000000e-01    	4.28726699981452e-06 	 -1.00003761828824e+00   -4.55825529911506e-10 	5.81045603250370e-05	 -1.83543491534571e-04	-2.68080840087108e-09		1.00000001853218e+00
5.70000000000000e-01    	6.27461516121948e-06 	 -1.00004252505302e+00   -5.20094605488548e-10 	7.46415775886988e-05	 -1.38462252291624e-04	-1.52559801709125e-09		1.00000001237158e+00
6.00000000000000e-01    	8.77739184866691e-06 	 -1.00004558638047e+00   -5.46195556402066e-10 	9.23319890542619e-05	 -5.94382221528034e-05	-2.81046195296370e-10		1.00000000602905e+00
6.30000000000000e-01    	1.18166496318623e-05 	 -1.00004569128324e+00   -5.49040584013160e-10 	1.10224381855258e-04	 5.95497452069938e-05	-2.82105571203995e-10		1.00000000784779e+00
6.60000000000000e-01    	1.53806124184678e-05 	 -1.00004156565163e+00   -5.99525289180314e-10 	1.27083813821519e-04	 2.23247794730200e-04	-3.96630240600074e-09		1.00000003299494e+00
6.90000000000000e-01    	1.94164772754711e-05 	 -1.00003182028400e+00   -8.60349476859550e-10 	1.41415970144980e-04	 4.34473085187595e-04	-1.50228788888976e-08		1.00000010438266e+00
7.20000000000000e-01    	2.38232724549227e-05 	 -1.00001501849704e+00   -1.62260679902351e-09 	1.51513506631843e-04	 6.93469937749234e-04	-3.82730246496639e-08		1.00000025192842e+00
7.50000000000000e-01    	2.84464384432911e-05 	 -9.99989762318663e-01   -3.33321677451093e-09 	1.55524441439658e-04	 9.97322986971965e-04	-7.91623634287766e-08		1.00000050942037e+00
7.80000000000000e-01    	3.30747757345577e-05 	 -9.99954794815936e-01   -6.60038746736028e-09 	1.51541212031363e-04	 1.33947665905951e-03	-1.42799647001004e-07		1.00000090858083e+00
8.10000000000000e-01    	3.74403448810086e-05 	 -9.99909114630242e-01   -1.21636682504140e-08 	1.37707938115992e-04	 1.70940979713482e-03	-2.32572870175525e-07		1.00000147052161e+00
8.40000000000000e-01    	4.12218170550069e-05 	 -9.99852097374098e-01   -2.08180172184573e-08 	1.12342565445191e-04	 2.09251055954285e-03	-3.48507136369856e-07		1.00000219560830e+00
