0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.91676697703684e-12 	 -3.09016994341201e-01   -9.51056516300000e-01 	-8.15562415082062e-10	 4.74144821619896e-09	1.91142619518663e-19		1.00000000000000e+00
6.00000000000000e-02    	-1.52274352220940e-10 	 -3.09016993512015e-01   -9.51056516300000e-01 	-1.24776670907348e-08	 6.91360155662145e-08	1.11847913920759e-16		1.00000000000000e+00
9.00000000000000e-02    	-1.09859516734217e-09 	 -3.09016988444731e-01   -9.51056516300000e-01 	-5.87994044184916e-08	 3.07852313996407e-07	4.03263726765183e-15		1.00000000000005e+00
1.20000000000000e-01    	-4.30997930267934e-09 	 -3.09016972289391e-01   -9.51056516300000e-01 	-1.67732464996089e-07	 8.17666290313012e-07	4.65969053941956e-14		1.00000000000035e+00
1.50000000000000e-01    	-1.19656927061254e-08 	 -3.09016936850679e-01   -9.51056516299995e-01 	-3.56001069075008e-07	 1.57308987153975e-06	2.81589924772519e-13		1.00000000000130e+00
1.80000000000000e-01    	-2.63525210630527e-08 	 -3.09016877916853e-01   -9.51056516299977e-01 	-6.10911567762958e-07	 2.31606370804192e-06	1.08776053155501e-12		1.00000000000287e+00
2.10000000000000e-01    	-4.87026403659909e-08 	 -3.09016803770788e-01   -9.51056516299920e-01 	-8.71900520537403e-07	 2.45708643572725e-06	2.89845577491052e-12		1.00000000000340e+00
2.40000000000000e-01    	-7.75091802094976e-08 	 -3.09016746274899e-01   -9.51056516299798e-01 	-1.01464487586152e-06	 1.00534907598048e-06	5.11120481468862e-12		1.00000000000102e+00
2.70000000000000e-01    	-1.06439012017347e-07 	 -3.09016773412952e-01   -9.51056516299651e-01 	-8.40555778295673e-07	 -3.45606364800807e-06	3.28564078958320e-12		1.00000000000633e+00
3.00000000000000e-01    	-1.22043501731604e-07 	 -3.09017001733327e-01   -9.51056516299767e-01 	-7.42033898951464e-08	 -1.27369975373262e-05	-1.56727419898676e-11		1.00000000008112e+00
3.30000000000000e-01    	-1.01537008254154e-07 	 -3.09017606817031e-01   -9.51056516301030e-01 	1.62931272828384e-06	 -2.89407917640728e-05	-7.91704329119765e-11		1.00000000042011e+00
3.60000000000000e-01    	-1.09624910025750e-08 	 -3.09018829729495e-01   -9.51056516305404e-01 	4.66579028957302e-06	 -5.42960833521637e-05	-2.31827405840239e-10		1.00000000148492e+00
3.90000000000000e-01    	1.95912281020930e-07 	 -3.09020977437412e-01   -9.51056516316391e-01 	9.45182062035075e-06	 -9.09239191550858e-05	-5.29309259564595e-10		1.00000000417825e+00
4.20000000000000e-01    	5.77630013453662e-07 	 -3.09024415396610e-01   -9.51056516339065e-01 	1.63838672908389e-05	 -1.40551104493085e-04	-1.01509476978164e-09		1.00000001001152e+00
4.50000000000000e-01    	1.20371034946524e-06 	 -3.09029550945780e-01   -9.51056516379064e-01 	2.57883217548935e-05	 -2.04187361559003e-04	-1.67324673666491e-09		1.00000002117876e+00
4.80000000000000e-01    	2.15171702799928e-06 	 -3.09036806758892e-01   -9.51056516439775e-01 	3.78653868290618e-05	 -2.81789760966495e-04	-2.35557467886361e-09		1.00000004041963e+00
5.10000000000000e-01    	3.50259555656081e-06 	 -3.09046584386233e-01   -9.51056516517040e-01 	5.26306034053897e-05	 -3.71942512819452e-04	-2.69167867370191e-09		1.00000007055560e+00
5.40000000000000e-01    	5.33427829107954e-06 	 -3.09059218804831e-01   -9.51056516591159e-01 	6.98586453672312e-05	 -4.71583102456605e-04	-2.00402826742574e-09		1.00000011363542e+00
5.70000000000000e-01    	7.71370205673456e-06 	 -3.09074925846378e-01   -9.51056516616867e-01 	8.90345983648728e-05	 -5.75806564495497e-04	7.35896409956873e-10		1.00000016974017e+00
6.00000000000000e-01    	1.06875452865675e-05 	 -3.09093745307679e-01   -9.51056516513160e-01 	1.09318242563022e-04	 -6.77778162185076e-04	6.86555159034720e-09		1.00000023566683e+00
6.30000000000000e-01    	1.42721574447970e-05 	 -3.09115483403357e-01   -9.51056516156222e-01 	1.29526806135320e-04	 -7.68780778013798e-04	1.78608763378187e-08		1.00000030390049e+00
6.60000000000000e-01    	1.84433114172084e-05 	 -3.09139658920391e-01   -9.51056515379721e-01 	1.48141173485081e-04	 -8.38416987674665e-04	3.50137376422009e-08		1.00000036244436e+00
6.90000000000000e-01    	2.31265457446495e-05 	 -3.09165457910905e-01   -9.51056513986960e-01 	1.63339558856176e-04	 -8.74977310803027e-04	5.89709643437311e-08		1.00000039613248e+00
7.20000000000000e-01    	2.81889627401495e-05 	 -3.09191701954637e-01   -9.51056511778168e-01 	1.73061158941689e-04	 -8.65975896359010e-04	8.92017415048294e-08		1.00000038993214e+00
7.50000000000000e-01    	3.34333950498319e-05 	 -3.09216834890531e-01   -9.51056508593335e-01 	1.75100293200467e-04	 -7.98843438263927e-04	1.23519721510755e-07		1.00000033440543e+00
7.80000000000000e-01    	3.85958329593970e-05 	 -3.09238932430788e-01   -9.51056504366396e-01 	1.67229113396185e-04	 -6.61755071738230e-04	1.57837139639469e-07		1.00000023294266e+00
8.10000000000000e-01    	4.33469073714890e-05 	 -3.09255738223615e-01   -9.51056499180803e-01 	1.47344282916290e-04	 -4.44559093406928e-04	1.86351567948764e-07		1.00000010967157e+00
8.40000000000000e-01    	4.72980448525397e-05 	 -3.09264728738304e-01   -9.51056493310701e-01 	1.13630342815234e-04	 -1.39761334258887e-04	2.02343052096910e-07		1.00000001622256e+00
8.70000000000000e-01    	5.00126559737977e-05 	 -3.09263207846064e-01   -9.51056487227691e-01 	6.47301097639494e-05	 2.56489358767920e-04	1.99677249757609e-07		1.00000003498841e+00
9.00000000000000e-01    	5.10224007405326e-05 	 -3.09248430221788e-01   -9.51056481552286e-01 	-8.92703720907899e-08	 7.43476111760964e-04	1.74967078810854e-07		1.00000027637835e+00
9.30000000000000e-01    	4.98482194056390e-05 	 -3.09217750774759e-01   -9.51056476933341e-01 	-8.07867548634286e-05	 1.31511514767161e-03	1.30155206687755e-07		1.00000086802681e+00
9.60000000000000e-01    	4.60254554689165e-05 	 -3.09168795326213e-01   -9.51056473848999e-01 	-1.76426064744396e-04	 1.95934935039643e-03	7.50737596474058e-08		1.00000193508615e+00
