0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.53768060346460e-12 	 -8.09016994391787e-01   5.87785252290000e-01 	-7.55290911311303e-10	 -3.72726573596226e-09	-3.62302046985317e-19		1.00000000000000e+00
6.00000000000000e-02    	-1.43026031485601e-10 	 -8.09016995152978e-01   5.87785252290000e-01 	-1.18057102128554e-08	 -6.78871985727903e-08	-1.71595155086729e-16		1.00000000000000e+00
9.00000000000000e-02    	-1.05131845670922e-09 	 -8.09017000863202e-01   5.87785252290000e-01 	-5.69508642480014e-08	 -3.77136600583775e-07	-6.54825864864143e-15		1.00000000000007e+00
1.20000000000000e-01    	-4.21009657653006e-09 	 -8.09017023560534e-01   5.87785252289999e-01 	-1.66904545007702e-07	 -1.26885828665793e-06	-8.62005965377122e-14		1.00000000000082e+00
1.50000000000000e-01    	-1.19662065988099e-08 	 -8.09017087475536e-01   5.87785252289991e-01 	-3.66167040833031e-07	 -3.21089711600277e-06	-6.22261848395834e-13		1.00000000000522e+00
1.80000000000000e-01    	-2.71044420084568e-08 	 -8.09017232029448e-01   5.87785252289944e-01 	-6.56508430192260e-07	 -6.73293551329873e-06	-3.03357883538409e-12		1.00000000002288e+00
2.10000000000000e-01    	-5.18998637541467e-08 	 -8.09017512119081e-01   5.87785252289753e-01 	-9.99255100285340e-07	 -1.23153360965114e-05	-1.11623840137381e-11		1.00000000007633e+00
2.40000000000000e-01    	-8.66522316928907e-08 	 -8.09017994538754e-01   5.87785252289138e-01 	-1.29891764286338e-06	 -2.02447508793649e-05	-3.31095052617299e-11		1.00000000020577e+00
2.70000000000000e-01    	-1.27782656444874e-07 	 -8.09018749743931e-01   5.87785252287494e-01 	-1.39081755011053e-06	 -3.04506817062961e-05	-8.25107928021503e-11		1.00000000046459e+00
3.00000000000000e-01    	-1.65650994643036e-07 	 -8.09019838647734e-01   5.87785252283732e-01 	-1.03524035313585e-06	 -4.23410400135458e-05	-1.77437680415739e-10		1.00000000089692e+00
