0.00000000000000e+00    	0.00000000000000e+00 	 2.93892626150000e+00  	-4.04508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.14422593165453e-13 	 2.93892626150000e+00   -4.04508497190000e+00 	1.81922180338636e-11	 -1.59939422469302e-20	-1.92013812799052e-31		1.00000000000000e+00
6.00000000000000e-02    	2.79149314771922e-12 	 2.93892626150000e+00   -4.04508497190000e+00 	2.02821994383125e-10	 -2.72310164614770e-19	-3.38134693380897e-29		1.00000000000000e+00
9.00000000000000e-02    	1.42698483667045e-11 	 2.93892626150000e+00   -4.04508497190000e+00 	5.57952053832264e-10	 -1.42869837615801e-18	-3.88069771784362e-28		1.00000000000000e+00
1.20000000000000e-01    	3.01468486151409e-11 	 2.93892626150000e+00   -4.04508497190000e+00 	2.49755179016810e-10	 -4.56622240380205e-18	1.33979189994266e-27		1.00000000000000e+00
1.50000000000000e-01    	-1.72095224548611e-13 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.06965762969636e-09	 -1.10078356717566e-17	3.89645488940435e-26		1.00000000000000e+00
1.80000000000000e-01    	-2.27067266251221e-10 	 2.93892626150000e+00   -4.04508497190000e+00 	-1.37688878079807e-08	 -2.19985258284454e-17	2.88790408882877e-25		1.00000000000000e+00
2.10000000000000e-01    	-9.65530574270657e-10 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.84623921031561e-08	 -3.82752461670795e-17	1.33153119114588e-24		1.00000000000000e+00
2.40000000000000e-01    	-2.76138241372331e-09 	 2.93892626150000e+00   -4.04508497190000e+00 	-8.58659085268877e-08	 -5.95728703984804e-17	4.56703836117712e-24		1.00000000000000e+00
2.70000000000000e-01    	-6.44687634877327e-09 	 2.93892626150000e+00   -4.04508497190000e+00 	-1.66227740179067e-07	 -8.41248513710186e-17	1.26059707783970e-23		1.00000000000001e+00
3.00000000000000e-01    	-1.31726608686101e-08 	 2.93892626150000e+00   -4.04508497190000e+00 	-2.90322835740009e-07	 -1.08224936963171e-16	2.92114498765402e-23		1.00000000000004e+00
3.30000000000000e-01    	-2.44033566509838e-08 	 2.93892626150000e+00   -4.04508497190000e+00 	-4.68042475080806e-07	 -1.25918323122859e-16	5.81732444808161e-23		1.00000000000011e+00
3.60000000000000e-01    	-4.18656969587926e-08 	 2.93892626150000e+00   -4.04508497190000e+00 	-7.06659218117653e-07	 -1.28886521019258e-16	1.00575375417455e-22		1.00000000000025e+00
3.90000000000000e-01    	-6.74412414173260e-08 	 2.93892626150000e+00   -4.04508497190000e+00 	-1.00889085783903e-06	 -1.06579933840987e-16	1.50471895570985e-22		1.00000000000051e+00
4.20000000000000e-01    	-1.02999970303237e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-1.37092471575131e-06	 -4.66360830099263e-17	1.90104297409740e-22		1.00000000000094e+00
4.50000000000000e-01    	-1.50176350495771e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-1.78059129376670e-06	 6.43995607390214e-17	1.87331837924153e-22		1.00000000000159e+00
4.80000000000000e-01    	-2.10095392499160e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-2.21589114093987e-06	 2.40057850946256e-16	9.94549657609618e-23		1.00000000000245e+00
5.10000000000000e-01    	-2.83062370910722e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-2.64407864076876e-06	 4.92669815190178e-16	-1.11625870712070e-22		1.00000000000350e+00
5.40000000000000e-01    	-3.68235787333993e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.02149003207827e-06	 8.31891581760924e-16	-4.48785705321228e-22		1.00000000000456e+00
5.70000000000000e-01    	-4.63308322189038e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.29427015096015e-06	 1.26311721312459e-15	-8.32500060608859e-22		1.00000000000543e+00
6.00000000000000e-01    	-5.64224468206358e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.40010404710349e-06	 1.78588792143575e-15	-1.04146967915680e-21		1.00000000000578e+00
6.30000000000000e-01    	-6.64965826238676e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-3.27099782718504e-06	 2.39242223040033e-15	-6.52574493561784e-22		1.00000000000535e+00
6.60000000000000e-01    	-7.57435313283817e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-2.83708090272692e-06	 3.06640054542256e-15	1.00097619504809e-21		1.00000000000402e+00
6.90000000000000e-01    	-8.31469530075751e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-2.03132327652414e-06	 3.78213802055614e-15	4.82934101334624e-21		1.00000000000206e+00
7.20000000000000e-01    	-8.75004139583915e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	-7.94981314226743e-07	 4.50427074448482e-15	1.19195829156124e-20		1.00000000000032e+00
7.50000000000000e-01    	-8.74410345976295e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	9.16491193599413e-07	 5.18806182465882e-15	2.33864673996324e-20		1.00000000000042e+00
7.80000000000000e-01    	-8.15011622869211e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	3.12739760327937e-06	 5.78040623498748e-15	4.01400700328066e-20		1.00000000000489e+00
8.10000000000000e-01    	-6.81779066453918e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	5.83600314390056e-06	 6.22157722421410e-15	6.25936877813663e-20		1.00000000001703e+00
8.40000000000000e-01    	-4.60191640233808e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	9.00940902739725e-06	 6.44771416982456e-15	9.03638245346583e-20		1.00000000004058e+00
8.70000000000000e-01    	-1.37234762015457e-07 	 2.93892626150000e+00   -4.04508497190000e+00 	1.25795270328104e-05	 6.39400405941288e-15	1.22040530585816e-19		1.00000000007912e+00
