0.00000000000000e+00    	0.00000000000000e+00 	 2.74063637290000e+00  	-1.22020992920000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.50543632240311e-12 	 2.74063637289904e+00   -1.22020992920000e+00 	5.82191799897133e-10	 -1.92653151879814e-10	-2.21498178767821e-20		1.00000000000000e+00
6.00000000000000e-02    	1.09264121795607e-10 	 2.74063637283891e+00   -1.22020992920000e+00 	8.97741681046308e-09	 -6.08229850124995e-09	-1.07176961742567e-17		1.00000000000000e+00
9.00000000000000e-02    	7.93751170568609e-10 	 2.74063637221554e+00   -1.22020992920000e+00 	4.26747643583543e-08	 -4.51778365396765e-08	-3.74182934352912e-16		1.00000000000000e+00
1.20000000000000e-01    	3.13804318857576e-09 	 2.74063636914215e+00   -1.22020992920000e+00 	1.22982520993145e-07	 -1.84584027854749e-07	-4.32540250931775e-15		1.00000000000002e+00
1.50000000000000e-01    	8.79004838679562e-09 	 2.74063635898532e+00   -1.22020992920000e+00 	2.64369072240900e-07	 -5.41213403289576e-07	-2.64679610525079e-14		1.00000000000018e+00
1.80000000000000e-01    	1.95694304730926e-08 	 2.74063633284404e+00   -1.22020992920000e+00 	4.61571231175737e-07	 -1.28167694322235e-06	-1.04163653266275e-13		1.00000000000093e+00
2.10000000000000e-01    	3.66741799270484e-08 	 2.74063627620911e+00   -1.22020992920001e+00 	6.76248806785304e-07	 -2.61018324994260e-06	-2.83829511113844e-13		1.00000000000364e+00
2.40000000000000e-01    	5.95048192894284e-08 	 2.74063616817204e+00   -1.22020992920002e+00 	8.25180011115042e-07	 -4.74406976081901e-06	-5.12754980407149e-13		1.00000000001159e+00
2.70000000000000e-01    	8.41830444040829e-08 	 2.74063598154228e+00   -1.22020992920003e+00 	7.72025776465348e-07	 -7.87799600732080e-06	-3.31874351621357e-13		1.00000000003133e+00
3.00000000000000e-01    	1.01900540267710e-07 	 2.74063568418009e+00   -1.22020992920002e+00 	3.24531784263808e-07	 -1.21392342108394e-05	1.72360436904046e-12		1.00000000007373e+00
