0.00000000000000e+00    	0.00000000000000e+00 	 -4.04508497190000e+00  	-2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	7.30370730174977e-13 	 -4.04508497190459e+00   -2.93892626150000e+00 	1.22518899581988e-10	 -7.29252796412665e-10	2.31799171108210e-20		1.00000000000000e+00
6.00000000000000e-02    	2.39281600232370e-11 	 -4.04508497201190e+00   -2.93892626150000e+00 	2.00579942661086e-09	 -8.13031737731060e-09	5.22809447038775e-18		1.00000000000000e+00
9.00000000000000e-02    	1.82840053636197e-10 	 -4.04508497247202e+00   -2.93892626150000e+00 	1.01439688220006e-08	 -2.23660519861256e-08	9.56993583766485e-17		1.00000000000000e+00
1.20000000000000e-01    	7.62248211625580e-10 	 -4.04508497310847e+00   -2.93892626150000e+00 	3.12707257498720e-08	 -1.00116810440529e-08	4.17792339669719e-16		1.00000000000000e+00
1.50000000000000e-01    	2.26207722655810e-09 	 -4.04508497189310e+00   -2.93892626150000e+00 	7.26308332785597e-08	 1.23050200788449e-07	-1.28157345497955e-15		1.00000000000001e+00
1.80000000000000e-01    	5.37612534429055e-09 	 -4.04508496279779e+00   -2.93892626150000e+00 	1.39422908450705e-07	 5.51939171652950e-07	-2.23754357862134e-14		1.00000000000016e+00
2.10000000000000e-01    	1.08851463944373e-08 	 -4.04508493319578e+00   -2.93892626150000e+00 	2.31703486898298e-07	 1.54180195480459e-06	-1.30676105909407e-13		1.00000000000122e+00
2.40000000000000e-01    	1.94536500167926e-08 	 -4.04508486120734e+00   -2.93892626150001e+00 	3.41133800485628e-07	 3.44201686397742e-06	-5.08837890010862e-13		1.00000000000598e+00
2.70000000000000e-01    	3.13322122652284e-08 	 -4.04508471347081e+00   -2.93892626150004e+00 	4.48010171581858e-07	 6.66339608287053e-06	-1.52830508615766e-12		1.00000000002230e+00
3.00000000000000e-01    	4.59807314091386e-08 	 -4.04508444386142e+00   -2.93892626150011e+00 	5.19039787136255e-07	 1.16378623369902e-05	-3.76548356452059e-12		1.00000000006785e+00
3.30000000000000e-01    	6.16417010354093e-08 	 -4.04508399366854e+00   -2.93892626150028e+00 	5.06302008182590e-07	 1.87619153135911e-05	-7.83731995669793e-12		1.00000000017613e+00
3.60000000000000e-01    	7.49049127877915e-08 	 -4.04508329367458e+00   -2.93892626150060e+00 	3.47770700287196e-07	 2.83270811934658e-05	-1.39018442767542e-11		1.00000000040127e+00
3.90000000000000e-01    	8.03147876807746e-08 	 -4.04508226845559e+00   -2.93892626150112e+00 	-3.03317116674621e-08	 4.04423056153530e-05	-2.07034144775835e-11		1.00000000081779e+00
4.20000000000000e-01    	7.00776527493555e-08 	 -4.04508084305175e+00   -2.93892626150181e+00 	-7.09216218998787e-07	 5.49547572032247e-05	-2.41782137992875e-11		1.00000000151026e+00
4.50000000000000e-01    	3.39278537666076e-08 	 -4.04507895194384e+00   -2.93892626150246e+00 	-1.77127566734323e-06	 7.13766177446211e-05	-1.58806774636801e-11		1.00000000254888e+00
4.80000000000000e-01    	-4.07919314928552e-08 	 -4.04507655003440e+00   -2.93892626150251e+00 	-3.29210536700057e-06	 8.88260296909001e-05	1.81944685817628e-11		1.00000000395045e+00
5.10000000000000e-01    	-1.68789630764711e-07 	 -4.04507362508551e+00   -2.93892626150092e+00 	-5.33117681576361e-06	 1.05990365247502e-04	9.75341231750827e-11		1.00000000563119e+00
5.40000000000000e-01    	-3.66189332132157e-07 	 -4.04507021082848e+00   -2.93892626149598e+00 	-7.92170820705009e-06	 1.21119324354529e-04	2.44797621505811e-10		1.00000000736632e+00
5.70000000000000e-01    	-6.49589290304500e-07 	 -4.04506639975365e+00   -2.93892626148534e+00 	-1.10604144344297e-05	 1.32054053806709e-04	4.80512393320760e-10		1.00000000878030e+00
6.00000000000000e-01    	-1.03482038319587e-06 	 -4.04506235443017e+00   -2.93892626146616e+00 	-1.46979253763106e-05	 1.36296543761845e-04	8.14659610968176e-10		1.00000000939639e+00
6.30000000000000e-01    	-1.53543777756154e-06 	 -4.04505831611404e+00   -2.93892626143558e+00 	-1.87307271418487e-05	 1.31121082665299e-04	1.23613161702825e-09		1.00000000877179e+00
6.60000000000000e-01    	-2.16100462579461e-06 	 -4.04505460939164e+00   -2.93892626139153e+00 	-2.29955011417679e-05	 1.13726660717774e-04	1.70244229942814e-09		1.00000000673127e+00
6.90000000000000e-01    	-2.91525254095529e-06 	 -4.04505164168612e+00   -2.93892626133377e+00 	-2.72667057089315e-05	 8.14260653843990e-05	2.13345577456542e-09		1.00000000368684e+00
7.20000000000000e-01    	-3.79422780805340e-06 	 -4.04504989662993e+00   -2.93892626126502e+00 	-3.12581601107931e-05	 3.18641986292927e-05	2.41380651520358e-09		1.00000000099620e+00
7.50000000000000e-01    	-4.78455307596466e-06 	 -4.04504992057771e+00   -2.93892626119180e+00 	-3.46292465939602e-05	 -3.67449281623230e-05	2.40859769732647e-09		1.00000000127469e+00
7.80000000000000e-01    	-5.86194979056998e-06 	 -4.04505230189195e+00   -2.93892626112460e+00 	-3.69961383159315e-05	 -1.25375784682134e-04	1.99544657214943e-09		1.00000000854390e+00
8.10000000000000e-01    	-6.99017492417988e-06 	 -4.04505764306570e+00   -2.93892626107681e+00 	-3.79481871910014e-05	 -2.33958915781795e-04	1.11280151371957e-09		1.00000002808842e+00
8.40000000000000e-01    	-8.12052466038399e-06 	 -4.04506652623225e+00   -2.93892626106200e+00 	-3.70692676202494e-05	 -3.61175357095705e-04	-1.80117054041127e-10		1.00000006591088e+00
8.70000000000000e-01    	-9.19204579457693e-06 	 -4.04507947312612e+00   -2.93892626108938e+00 	-3.39634789206639e-05	 -5.04295174198234e-04	-1.64172034635303e-09		1.00000012773356e+00
9.00000000000000e-01    	-1.01325713164909e-05 	 -4.04509690107291e+00   -2.93892626115755e+00 	-2.82841803499233e-05	 -6.59076877617778e-04	-2.79968910939201e-09		1.00000021759114e+00
9.30000000000000e-01    	-1.08606593175931e-05 	 -4.04511907706669e+00   -2.93892626124720e+00 	-1.97648992517558e-05	 -8.19742817335542e-04	-2.93378779192740e-09		1.00000033618441e+00
9.60000000000000e-01    	-1.12884644975711e-05 	 -4.04514607240762e+00   -2.93892626131402e+00 	-8.25025799724487e-06	 -9.79042907867109e-04	-1.10747082927145e-09		1.00000047929643e+00
9.90000000000000e-01    	-1.13255110446108e-05 	 -4.04517772068900e+00   -2.93892626128344e+00 	6.27523942367497e-06	 -1.12841523925564e-03	3.73898011060753e-09		1.00000063667996e+00
