0.00000000000000e+00    	0.00000000000000e+00 	 5.00000000000000e-01  	0.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.63036822496704e-13 	 5.00000000002180e-01   0.00000000000000e+00 	9.35105907359709e-11	 4.35575774758516e-10	0.00000000000000e+00		1.00000000000000e+00
6.00000000000000e-02    	1.75498055298022e-11 	 5.00000000138132e-01   0.00000000000000e+00 	1.44193649527331e-09	 1.37516665319336e-08	0.00000000000000e+00		1.00000000000000e+00
9.00000000000000e-02    	1.27490915551588e-10 	 5.00000001547511e-01   0.00000000000000e+00 	6.85434835481131e-09	 1.02144043233245e-07	0.00000000000000e+00		1.00000000000001e+00
1.20000000000000e-01    	5.04027753272058e-10 	 5.00000008496252e-01   0.00000000000000e+00 	1.97533143766674e-08	 4.17332075919418e-07	0.00000000000000e+00		1.00000000000009e+00
1.50000000000000e-01    	1.41185191717506e-09 	 5.00000031460157e-01   0.00000000000000e+00 	4.24632088063370e-08	 1.22364728529502e-06	0.00000000000000e+00		1.00000000000075e+00
1.80000000000000e-01    	3.14327665137475e-09 	 5.00000090563863e-01   0.00000000000000e+00 	7.41408089301317e-08	 2.89778643242381e-06	0.00000000000000e+00		1.00000000000420e+00
2.10000000000000e-01    	5.89088643201897e-09 	 5.00000218611683e-01   0.00000000000000e+00 	1.08634737445345e-07	 5.90145272198882e-06	0.00000000000000e+00		1.00000000001742e+00
2.40000000000000e-01    	9.55889397834888e-09 	 5.00000462876448e-01   0.00000000000000e+00 	1.32594632036269e-07	 1.07260337278130e-05	0.00000000000000e+00		1.00000000005753e+00
2.70000000000000e-01    	1.35255995268338e-08 	 5.00000884834310e-01   0.00000000000000e+00 	1.24154914493060e-07	 1.78116443517539e-05	0.00000000000000e+00		1.00000000015863e+00
3.00000000000000e-01    	1.63787530553373e-08 	 5.00001557151306e-01   0.00000000000000e+00 	5.24900362638127e-08	 2.74460404334479e-05	0.00000000000000e+00		1.00000000037664e+00
3.30000000000000e-01    	1.56537208341255e-08 	 5.00002557437302e-01   0.00000000000000e+00 	-1.21520417133414e-07	 3.96518185334427e-05	0.00000000000000e+00		1.00000000078614e+00
3.60000000000000e-01    	7.61030070291362e-09 	 5.00003958572836e-01   0.00000000000000e+00 	-4.43362710021729e-07	 5.40727051461328e-05	0.00000000000000e+00		1.00000000146203e+00
3.90000000000000e-01    	-1.29128558327604e-08 	 5.00005815765146e-01   0.00000000000000e+00 	-9.61644904239055e-07	 6.98713775124417e-05	0.00000000000000e+00		1.00000000244147e+00
4.20000000000000e-01    	-5.25274028118697e-08 	 5.00008150876117e-01   0.00000000000000e+00 	-1.72359958142661e-06	 8.56519662494674e-05	0.00000000000000e+00		1.00000000366962e+00
4.50000000000000e-01    	-1.19172806637079e-07 	 5.00010934956882e-01   0.00000000000000e+00 	-2.76950971847699e-06	 9.94200437865351e-05	0.00000000000000e+00		1.00000000494601e+00
4.80000000000000e-01    	-2.21813919955354e-07 	 5.00014070288933e-01   0.00000000000000e+00 	-4.12634361109777e-06	 1.08591447992784e-04	0.00000000000000e+00		1.00000000590456e+00
5.10000000000000e-01    	-3.69940449872201e-07 	 5.00017373536555e-01   0.00000000000000e+00 	-5.80098506602984e-06	 1.10058749186086e-04	0.00000000000000e+00		1.00000000607329e+00
5.40000000000000e-01    	-5.72863102969915e-07 	 5.00020561829032e-01   0.00000000000000e+00 	-7.77353442420913e-06	 1.00320640594029e-04	0.00000000000000e+00		1.00000000506233e+00
5.70000000000000e-01    	-8.38816650191447e-07 	 5.00023243686098e-01   0.00000000000000e+00 	-9.99123348767496e-06	 7.56751920218957e-05	0.00000000000000e+00		1.00000000291328e+00
6.00000000000000e-01    	-1.17389773873488e-06 	 5.00024916655737e-01   0.00000000000000e+00 	-1.23636308446014e-05	 3.24729961623590e-05	0.00000000000000e+00		1.00000000060368e+00
6.30000000000000e-01    	-1.58088448159059e-06 	 5.00024973336863e-01   0.00000000000000e+00 	-1.47596471141656e-05	 -3.25789457325370e-05	0.00000000000000e+00		1.00000000063962e+00
6.60000000000000e-01    	-2.05800489846767e-06 	 5.00022717107433e-01   0.00000000000000e+00 	-1.70072099828153e-05	 -1.22076870100291e-04	0.00000000000000e+00		1.00000000759600e+00
6.90000000000000e-01    	-2.59774092172631e-06 	 5.00017388378477e-01   0.00000000000000e+00 	-1.88960881544619e-05	 -2.37562396216468e-04	0.00000000000000e+00		1.00000002839648e+00
7.20000000000000e-01    	-3.18577205662579e-06 	 5.00008201564409e-01   0.00000000000000e+00 	-2.01844393532588e-05	 -3.79170053616574e-04	0.00000000000000e+00		1.00000007208867e+00
7.50000000000000e-01    	-3.80017537802253e-06 	 4.99994392228243e-01   0.00000000000000e+00 	-2.06093796883284e-05	 -5.45305877969025e-04	0.00000000000000e+00		1.00000014889161e+00
7.80000000000000e-01    	-4.41100333267377e-06 	 4.99975273064898e-01   0.00000000000000e+00 	-1.99015683951117e-05	 -7.32384161128628e-04	0.00000000000000e+00		1.00000026839128e+00
8.10000000000000e-01    	-4.98035466388944e-06 	 4.99950296572284e-01   0.00000000000000e+00 	-1.78033887931132e-05	 -9.34649212942358e-04	0.00000000000000e+00		1.00000043694296e+00
8.40000000000000e-01    	-5.46303406387554e-06 	 4.99919121479477e-01   0.00000000000000e+00 	-1.40898228139140e-05	 -1.14410699532008e-03	0.00000000000000e+00		1.00000065458946e+00
8.70000000000000e-01    	-5.80786155913220e-06 	 4.99881679308102e-01   0.00000000000000e+00 	-8.59061908266066e-06	 -1.35058767961863e-03	0.00000000000000e+00		1.00000091208002e+00
9.00000000000000e-01    	-5.95964388189077e-06 	 4.99838236890681e-01   0.00000000000000e+00 	-1.21192338499788e-06	 -1.54195462043611e-03	0.00000000000000e+00		1.00000118881205e+00
9.30000000000000e-01    	-5.86176055105830e-06 	 4.99789450308462e-01   0.00000000000000e+00 	8.04473117555358e-06	 -1.70446810790674e-03	0.00000000000000e+00		1.00000145263707e+00
9.60000000000000e-01    	-5.45925325024803e-06 	 4.99736405584110e-01   0.00000000000000e+00 	1.90681993650208e-05	 -1.82330384117166e-03	0.00000000000000e+00		1.00000166239887e+00
9.90000000000000e-01    	-4.70224688073201e-06 	 4.99680641604872e-01   0.00000000000000e+00 	3.16300984124941e-05	 -1.88321674259721e-03	0.00000000000000e+00		1.00000177375131e+00
1.02000000000000e+00    	-3.54948417816608e-06 	 4.99624151179310e-01   0.00000000000000e+00 	4.53849950385048e-05	 -1.86933097437964e-03	0.00000000000000e+00		1.00000174822752e+00
1.05000000000000e+00    	-1.97173237242676e-06 	 4.99569356850621e-01   0.00000000000000e+00 	5.98787145132041e-05	 -1.76802735728903e-03	0.00000000000000e+00		1.00000156475187e+00
1.08000000000000e+00    	4.51731015197282e-08 	 4.99519059090368e-01   0.00000000000000e+00 	7.45640141951132e-05	 -1.56789039132642e-03	0.00000000000000e+00		1.00000123191928e+00
1.11000000000000e+00    	2.49784405691165e-06 	 4.99476355749721e-01   0.00000000000000e+00 	8.88218147841960e-05	 -1.26066931063518e-03	0.00000000000000e+00		1.00000079858789e+00
1.14000000000000e+00    	5.36354315562923e-06 	 4.99444533106171e-01   0.00000000000000e+00 	1.01985371109558e-04	 -8.42201614184999e-04	0.00000000000000e+00		1.00000035985222e+00
1.17000000000000e+00    	8.59911942508617e-06 	 4.99426930451676e-01   0.00000000000000e+00 	1.13364408993749e-04	 -3.13243786387500e-04	0.00000000000000e+00		1.00000005548658e+00
1.20000000000000e+00    	1.21406326429925e-05 	 4.99426781850036e-01   0.00000000000000e+00 	1.22266522930287e-04	 3.19847140931656e-04	0.00000000000000e+00		1.00000005862565e+00
1.23000000000000e+00    	1.59035551054562e-05 	 4.99447040362680e-01   0.00000000000000e+00 	1.28014087112744e-04	 1.04463564188342e-03	0.00000000000000e+00		1.00000055382546e+00
1.26000000000000e+00    	1.97834091657864e-05 	 4.99490191611716e-01   0.00000000000000e+00 	1.29956504878751e-04	 1.84238281853349e-03	0.00000000000000e+00		1.00000170563012e+00
1.29000000000000e+00    	2.36567224169474e-05 	 4.99558064922533e-01   0.00000000000000e+00 	1.27479574968610e-04	 2.68811592471452e-03	0.00000000000000e+00		1.00000362110258e+00
1.32000000000000e+00    	2.73822655233393e-05 	 4.99651651372330e-01   0.00000000000000e+00 	1.20015707178140e-04	 3.55102254690751e-03	0.00000000000000e+00		1.00000631206253e+00
1.35000000000000e+00    	3.08026735114470e-05 	 4.99770938779717e-01   0.00000000000000e+00 	1.07060197352932e-04	 4.39518599253755e-03	0.00000000000000e+00		1.00000966451420e+00
1.38000000000000e+00    	3.37467180400545e-05 	 4.99914773930533e-01   0.00000000000000e+00 	8.81992782550659e-05	 5.18066260309809e-03	0.00000000000000e+00		1.00001342343197e+00
1.41000000000000e+00    	3.60326602738582e-05 	 5.00080762091635e-01   0.00000000000000e+00 	6.31547925578609e-05	 5.86488440131022e-03	0.00000000000000e+00		1.00001720028086e+00
1.44000000000000e+00    	3.74732265018029e-05 	 5.00265213086184e-01   0.00000000000000e+00 	3.18478785795254e-05	 6.40435247596518e-03	0.00000000000000e+00		1.00002050816217e+00
1.47000000000000e+00    	3.78827645077091e-05 	 5.00463141886492e-01   0.00000000000000e+00 	-5.51989971817032e-06	 6.75656866742238e-03	0.00000000000000e+00		1.00002282536481e+00
1.50000000000000e+00    	3.70870183604426e-05 	 5.00668329847049e-01   0.00000000000000e+00 	-4.83745842589873e-05	 6.88213633856460e-03	0.00000000000000e+00		1.00002368278990e+00
1.53000000000000e+00    	3.49356810152228e-05 	 5.00873450400675e-01   0.00000000000000e+00 	-9.56789753547575e-05	 6.74694618376223e-03	0.00000000000000e+00		1.00002276495951e+00
