0.00000000000000e+00    	0.00000000000000e+00 	 -6.00000000000000e+00  	7.34788079490000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	7.79749872307091e-13 	 -6.00000000000033e+00   7.34788079490000e-16 	1.29502846407511e-10	 -6.65242004700966e-11	-4.67966375269956e-37		1.00000000000000e+00
6.00000000000000e-02    	2.43047304917909e-11 	 -6.00000000002110e+00   7.34788079490000e-16 	1.99693817681515e-09	 -2.10025137691064e-09	-2.26436239516542e-34		1.00000000000000e+00
9.00000000000000e-02    	1.76562150072514e-10 	 -6.00000000023635e+00   7.34788079490000e-16 	9.49258207299645e-09	 -1.56001577320981e-08	-7.90548431236377e-33		1.00000000000000e+00
1.20000000000000e-01    	6.98026869246164e-10 	 -6.00000000129761e+00   7.34788079490000e-16 	2.73562525067339e-08	 -6.37378937590957e-08	-9.13841889268401e-32		1.00000000000000e+00
1.50000000000000e-01    	1.95525975033858e-09 	 -6.00000000480482e+00   7.34788079490000e-16 	5.88062903976601e-08	 -1.86884029214021e-07	-5.59197304478092e-31		1.00000000000002e+00
1.80000000000000e-01    	4.35302627287798e-09 	 -6.00000001383155e+00   7.34788079490000e-16 	1.02671906427841e-07	 -4.42570340350713e-07	-2.20070000279487e-30		1.00000000000010e+00
2.10000000000000e-01    	8.15780413870509e-09 	 -6.00000003338791e+00   7.34788079490000e-16 	1.50424552847989e-07	 -9.01311377747820e-07	-5.99656045184300e-30		1.00000000000042e+00
2.40000000000000e-01    	1.32362345070553e-08 	 -6.00000007069375e+00   7.34788079490000e-16 	1.83551988686075e-07	 -1.63815528716127e-06	-1.08331407938646e-29		1.00000000000136e+00
2.70000000000000e-01    	1.87255994366672e-08 	 -6.00000013513812e+00   7.34788079490000e-16 	1.71726189785293e-07	 -2.72031948467450e-06	-7.01157951167985e-30		1.00000000000371e+00
3.00000000000000e-01    	2.26665197180640e-08 	 -6.00000023781909e+00   7.34788079490000e-16 	7.21808905498198e-08	 -4.19175204746631e-06	3.64153553424270e-29		1.00000000000879e+00
3.30000000000000e-01    	2.16394818849581e-08 	 -6.00000039058979e+00   7.34788079490003e-16 	-1.69362812884280e-07	 -6.05590409630613e-06	1.90339329803248e-28		1.00000000001835e+00
3.60000000000000e-01    	1.04553139640090e-08 	 -6.00000060458105e+00   7.34788079490014e-16 	-6.15999665289336e-07	 -8.25836310369894e-06	5.85880365164317e-28		1.00000000003429e+00
3.90000000000000e-01    	-1.80457030053919e-08 	 -6.00000088822450e+00   7.34788079490043e-16 	-1.33509530999206e-06	 -1.06712473489758e-05	1.42608266583483e-27		1.00000000005783e+00
4.20000000000000e-01    	-7.30315640805054e-08 	 -6.00000124485904e+00   7.34788079490107e-16 	-2.39198366581225e-06	 -1.30813698618368e-05	2.97385488207526e-27		1.00000000008842e+00
4.50000000000000e-01    	-1.65503947133725e-07 	 -6.00000167006342e+00   7.34788079490231e-16 	-3.84217407511611e-06	 -1.51841273116955e-05	5.50002710841147e-27		1.00000000012266e+00
4.80000000000000e-01    	-3.07872787179324e-07 	 -6.00000214891333e+00   7.34788079490449e-16 	-5.72250929599994e-06	 -1.65848471607861e-05	9.18196901517097e-27		1.00000000015390e+00
5.10000000000000e-01    	-5.13257151918387e-07 	 -6.00000265340840e+00   7.34788079490793e-16 	-8.04187227107575e-06	 -1.68089383399501e-05	1.39595721938309e-26		1.00000000017361e+00
5.40000000000000e-01    	-7.94509486456584e-07 	 -6.00000314034644e+00   7.34788079491293e-16 	-1.07721667070346e-05	 -1.53216519485013e-05	1.93809309306512e-26		1.00000000017540e+00
5.70000000000000e-01    	-1.16298344700232e-06 	 -6.00000354993746e+00   7.34788079491953e-16 	-1.38403820831727e-05	 -1.15575956952265e-05	2.45000536438144e-26		1.00000000016257e+00
6.00000000000000e-01    	-1.62709051498953e-06 	 -6.00000380544282e+00   7.34788079492746e-16 	-1.71225880212952e-05	 -4.95939594836413e-06	2.79143938936280e-26		1.00000000015889e+00
6.30000000000000e-01    	-2.19071572287859e-06 	 -6.00000381409499e+00   7.34788079493595e-16 	-2.04406789226613e-05	 4.97589023456301e-06	2.80388595328023e-26		1.00000000022129e+00
6.60000000000000e-01    	-2.85158631440228e-06 	 -6.00000346949953e+00   7.34788079494383e-16 	-2.35626035716172e-05	 1.86447924208679e-05	2.36930160983276e-26		1.00000000045141e+00
6.90000000000000e-01    	-3.59970712751223e-06 	 -6.00000265564486e+00   7.34788079494972e-16 	-2.62066658322390e-05	 3.62827700840327e-05	1.50211195119670e-26		1.00000000100161e+00
