0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-6.33006214534449e-13 	 9.51056516298863e-01   3.09016994370000e-01 	-1.06882045638078e-10	 -1.84945190094539e-10	5.29439663235314e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.14031138909644e-11 	 9.51056516268261e-01   3.09016994370000e-01 	-1.81578837345511e-09	 -2.48116499665140e-09	7.72477455981458e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.68449299672386e-10 	 9.51056516098099e-01   3.09016994370000e-01 	-9.50790524051009e-09	 -9.85664212803079e-09	7.59704243566917e-18		1.00000000000000e+00
1.20000000000000e-01    	-7.22633436624278e-10 	 9.51056515627115e-01   3.09016994370000e-01 	-3.03310431248677e-08	 -2.19259383051242e-08	-8.08174071668407e-18		1.00000000000000e+00
1.50000000000000e-01    	-2.20676924103085e-09 	 9.51056514818850e-01   3.09016994370000e-01 	-7.29830869092814e-08	 -2.99272799072922e-08	-2.83203578600017e-16		1.00000000000000e+00
1.80000000000000e-01    	-5.40209498118827e-09 	 9.51056514083934e-01   3.09016994370000e-01 	-1.45569212031116e-07	 -1.21319386242131e-08	-1.03332321317615e-15		1.00000000000001e+00
2.10000000000000e-01    	-1.12889884086553e-08 	 9.51056514723129e-01   3.09016994370000e-01 	-2.52737675310511e-07	 6.94799726607999e-08	9.60004410435663e-16		1.00000000000003e+00
2.40000000000000e-01    	-2.08946979216801e-08 	 9.51056519441472e-01   3.09016994370000e-01 	-3.92404470900850e-07	 2.70520207613543e-07	2.54091463887757e-14		1.00000000000011e+00
2.70000000000000e-01    	-3.50414642141890e-08 	 9.51056532863312e-01   3.09016994370002e-01 	-5.52458513497247e-07	 6.62867984330408e-07	1.40710050308625e-13		1.00000000000037e+00
3.00000000000000e-01    	-5.40009858496016e-08 	 9.51056561963202e-01   3.09016994370011e-01 	-7.07888425437789e-07	 1.33034294071054e-06	5.23258607051597e-13		1.00000000000114e+00
3.30000000000000e-01    	-7.70746903315204e-08 	 9.51056616320304e-01   3.09016994370040e-01 	-8.18783778414038e-07	 2.36127531497823e-06	1.54192636931982e-12		1.00000000000312e+00
3.60000000000000e-01    	-1.02132527010730e-07 	 9.51056708105588e-01   3.09016994370116e-01 	-8.29634697287342e-07	 3.83818408944172e-06	3.84573150868348e-12		1.00000000000771e+00
3.90000000000000e-01    	-1.25154767783379e-07 	 9.51056851722252e-01   3.09016994370293e-01 	-6.70283884041186e-07	 5.82509500508732e-06	8.40616277004852e-12		1.00000000001719e+00
4.20000000000000e-01    	-1.39830393385774e-07 	 9.51057063040404e-01   3.09016994370656e-01 	-2.58777166557510e-07	 8.35333680539408e-06	1.64422180273774e-11		1.00000000003492e+00
4.50000000000000e-01    	-1.37270992713182e-07 	 9.51057358196322e-01   3.09016994371327e-01 	4.93781668466985e-07	 1.14069205666219e-05	2.91509415064618e-11		1.00000000006518e+00
4.80000000000000e-01    	-1.05899857435658e-07 	 9.51057751962996e-01   3.09016994372458e-01 	1.67643037938498e-06	 1.49088097639862e-05	4.71950807562585e-11		1.00000000011254e+00
5.10000000000000e-01    	-3.15715468654359e-08 	 9.51058255739898e-01   3.09016994374206e-01 	3.36983857850286e-06	 1.87095071892706e-05	6.99729133148285e-11		1.00000000018070e+00
5.40000000000000e-01    	1.02032595800732e-07 	 9.51058875253213e-01   3.09016994376678e-01 	5.63650443614197e-06	 2.25794030128330e-05	9.48108955051556e-11		1.00000000027080e+00
