0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.49864676659741e-13 	 8.09016994371411e-01   -5.87785252290000e-01 	-2.19969027818869e-11	 2.32330962443393e-10	1.42242320328624e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.90779781309631e-12 	 8.09016994412041e-01   -5.87785252290000e-01 	-6.21407858527850e-11	 3.38766473018909e-09	3.38786875156543e-18		1.00000000000000e+00
9.00000000000000e-02    	7.56614416114763e-12 	 8.09016994660338e-01   -5.87785252290000e-01 	1.15284908184671e-09	 1.50847627050001e-08	7.64421370801486e-17		1.00000000000000e+00
1.20000000000000e-01    	1.23572215395716e-10 	 8.09016995451950e-01   -5.87785252290000e-01 	8.16500484331039e-09	 4.00656431432897e-08	6.31937714250829e-16		1.00000000000000e+00
1.50000000000000e-01    	6.47847352934004e-10 	 8.09016997188446e-01   -5.87785252290000e-01 	3.04111693106156e-08	 7.70813839989065e-08	2.89621518033742e-15		1.00000000000000e+00
1.80000000000000e-01    	2.25056519738849e-09 	 8.09017000076203e-01   -5.87785252290000e-01 	8.30802134201830e-08	 1.13487080321434e-07	8.71570238678074e-15		1.00000000000001e+00
2.10000000000000e-01    	6.14305218370728e-09 	 8.09017003709359e-01   -5.87785252290000e-01 	1.86933082416853e-07	 1.20397223208506e-07	1.83586386757827e-14		1.00000000000002e+00
2.40000000000000e-01    	1.42273063482842e-08 	 8.09017006526660e-01   -5.87785252289999e-01 	3.66918022556271e-07	 4.92623642619632e-08	2.66958640969152e-14		1.00000000000007e+00
2.70000000000000e-01    	2.91851758144693e-08 	 8.09017005196915e-01   -5.87785252289998e-01 	6.49536301232680e-07	 -1.69345959028887e-07	2.38168768063643e-14		1.00000000000023e+00
3.00000000000000e-01    	5.44707313633189e-08 	 8.09016994009278e-01   -5.87785252289997e-01 	1.05904955036659e-06	 -6.24109703714999e-07	1.55698766085835e-14		1.00000000000076e+00
3.30000000000000e-01    	9.41741796227672e-08 	 8.09016964360318e-01   -5.87785252289996e-01 	1.61275783897578e-06	 -1.41809236515147e-06	8.92949421866612e-14		1.00000000000231e+00
3.60000000000000e-01    	1.52734506577053e-07 	 8.09016904437852e-01   -5.87785252289988e-01 	2.31570645764274e-06	 -2.66049846229452e-06	5.53464753058321e-13		1.00000000000622e+00
3.90000000000000e-01    	2.34490475018480e-07 	 8.09016799200452e-01   -5.87785252289952e-01 	3.15528811966110e-06	 -4.45526379886670e-06	2.16892152087193e-12		1.00000000001490e+00
4.20000000000000e-01    	3.43074865005279e-07 	 8.09016630740513e-01   -5.87785252289832e-01 	4.09628577038089e-06	 -6.88701182955732e-06	6.45787956840574e-12		1.00000000003211e+00
4.50000000000000e-01    	4.80673905533069e-07 	 8.09016379097756e-01   -5.87785252289512e-01 	5.07694107103782e-06	 -1.00052365398115e-05	1.60253125294601e-11		1.00000000006294e+00
4.80000000000000e-01    	6.47191443039839e-07 	 8.09016023559818e-01   -5.87785252288779e-01 	6.00662885152760e-06	 -1.38078603357351e-05	3.47662634842458e-11		1.00000000011337e+00
5.10000000000000e-01    	8.39374133193827e-07 	 8.09015544448512e-01   -5.87785252287283e-01 	6.76566521887053e-06	 -1.82255415706681e-05	6.77834237987593e-11		1.00000000018897e+00
5.40000000000000e-01    	1.04996838321033e-06 	 8.09014925346758e-01   -5.87785252284511e-01 	7.20767655390658e-06	 -2.31082483733050e-05	1.20831105995165e-10		1.00000000029297e+00
5.70000000000000e-01    	1.26699051862121e-06 	 8.09014155674810e-01   -5.87785252279780e-01 	7.16481163599891e-06	 -2.82156556966781e-05	1.99163462861001e-10		1.00000000042373e+00
6.00000000000000e-01    	1.47319745536334e-06 	 8.09013233478489e-01   -5.87785252272277e-01 	6.45589616657083e-06	 -3.32128491183878e-05	3.05814174905560e-10		1.00000000057239e+00
6.30000000000000e-01    	1.64584502226160e-06 	 8.09012168250225e-01   -5.87785252261158e-01 	4.89741756907910e-06	 -3.76726269439801e-05	4.39566399984091e-10		1.00000000072161e+00
6.60000000000000e-01    	1.75681432344630e-06 	 8.09010983569293e-01   -5.87785252245702e-01 	2.31700021675125e-06	 -4.10853842582769e-05	5.93148282865284e-10		1.00000000084669e+00
6.90000000000000e-01    	1.77317287132538e-06 	 8.09009719324081e-01   -5.87785252225510e-01 	-1.43119879997752e-06	 -4.28771492548089e-05	7.52440210236699e-10		1.00000000092025e+00
7.20000000000000e-01    	1.65821681520865e-06 	 8.09008433269426e-01   -5.87785252200696e-01 	-6.44996039756882e-06	 -4.24358416161572e-05	8.97610299915460e-10		1.00000000092120e+00
7.50000000000000e-01    	1.37301405913371e-06 	 8.09007201678295e-01   -5.87785252172013e-01 	-1.27823164276404e-05	 -3.91452600409802e-05	1.00700493681780e-09		1.00000000084787e+00
