0.00000000000000e+00    	0.00000000000000e+00 	 -9.78147600730000e-01  	2.07911690820000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.39141586179557e-12 	 -9.78147600723806e-01   2.07911690820000e-01 	-5.63254990813835e-10	 1.23732140234152e-09	-6.57062845225250e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.05710110781923e-10 	 -9.78147600337613e-01   2.07911690820000e-01 	-8.68540985980793e-09	 3.90637690792350e-08	-3.17934897276160e-17		1.00000000000000e+00
9.00000000000000e-02    	-7.67932675691537e-10 	 -9.78147596334051e-01   2.07911690820000e-01 	-4.12866506885757e-08	 2.90156212465751e-07	-1.10999434564437e-15		1.00000000000004e+00
1.20000000000000e-01    	-3.03596491544546e-09 	 -9.78147576595059e-01   2.07911690820000e-01 	-1.18981586270765e-07	 1.18549748600841e-06	-1.28310853332373e-14		1.00000000000071e+00
1.50000000000000e-01    	-8.50404987937310e-09 	 -9.78147511362463e-01   2.07911690819999e-01 	-2.55763844296440e-07	 3.47596347352111e-06	-7.85158762009196e-14		1.00000000000607e+00
1.80000000000000e-01    	-1.89323048613082e-08 	 -9.78147343469020e-01   2.07911690819993e-01 	-4.46523173506954e-07	 8.23162269974094e-06	-3.08996358425066e-13		1.00000000003398e+00
2.10000000000000e-01    	-3.54783422663400e-08 	 -9.78146979728768e-01   2.07911690819977e-01 	-6.54108735837222e-07	 1.67640207369030e-05	-8.41966485311379e-13		1.00000000014073e+00
2.40000000000000e-01    	-5.75579136674403e-08 	 -9.78146285855435e-01   2.07911690819941e-01 	-7.97863929380024e-07	 3.04690299295676e-05	-1.52106146721772e-12		1.00000000046450e+00
2.70000000000000e-01    	-8.14083762812931e-08 	 -9.78145087215690e-01   2.07911690819897e-01 	-7.45602418678318e-07	 5.05968766099735e-05	-9.84474608366935e-13		1.00000000128030e+00
3.00000000000000e-01    	-9.84863233313512e-08 	 -9.78143177389284e-01   2.07911690819936e-01 	-3.10861756132251e-07	 7.79649838042021e-05	5.11306532257854e-12		1.00000000303932e+00
3.30000000000000e-01    	-9.38815467603928e-08 	 -9.78140335912183e-01   2.07911690820356e-01 	7.43043489238230e-07	 1.12637535638793e-04	2.67253924244396e-11		1.00000000634388e+00
3.60000000000000e-01    	-4.49682051320110e-08 	 -9.78136355755196e-01   2.07911690821875e-01 	2.69113970474372e-06	 1.53602457027376e-04	8.22629312547799e-11		1.00000001180048e+00
3.90000000000000e-01    	7.94645290976682e-08 	 -9.78131080093884e-01   2.07911690825913e-01 	5.82671170470500e-06	 1.98481164243176e-04	2.00234821839779e-10		1.00000001971436e+00
4.20000000000000e-01    	3.19360549813034e-07 	 -9.78124446827416e-01   2.07911690834882e-01 	1.04334426989704e-05	 2.43308459323131e-04	4.17555487978552e-10		1.00000002965393e+00
4.50000000000000e-01    	7.22607597716186e-07 	 -9.78116538189814e-01   2.07911690852344e-01 	1.67510800653516e-05	 2.82418959774797e-04	7.72251325925573e-10		1.00000004002053e+00
4.80000000000000e-01    	1.34314722804426e-06 	 -9.78107631759437e-01   2.07911690882851e-01 	2.49368177218722e-05	 3.08472317077653e-04	1.28922627604411e-09		1.00000004788851e+00
5.10000000000000e-01    	2.23789841897539e-06 	 -9.78098248305966e-01   2.07911690931255e-01 	3.50253760596355e-05	 3.12642241973129e-04	1.96004223094772e-09		1.00000004948597e+00
