0.00000000000000e+00    	0.00000000000000e+00 	 -5.00000000000000e-01  	-8.66025403780000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.08090320104865e-12 	 -4.99999999993242e-01   -8.66025403780000e-01 	-1.79519158404174e-10	 1.35001860734711e-09	1.86189852121094e-19		1.00000000000000e+00
6.00000000000000e-02    	-3.36916466430492e-11 	 -4.99999999571874e-01   -8.66025403780000e-01 	-2.76819046825573e-09	 4.26217591755538e-08	9.00922211229755e-17		1.00000000000000e+00
9.00000000000000e-02    	-2.44753190780912e-10 	 -4.99999995203662e-01   -8.66025403780000e-01 	-1.31587366117753e-08	 3.16584093542698e-07	3.14535631061352e-15		1.00000000000005e+00
1.20000000000000e-01    	-9.67607958126967e-10 	 -4.99999973666812e-01   -8.66025403780000e-01 	-3.79208865001603e-08	 1.29347437413405e-06	3.63590436175795e-14		1.00000000000084e+00
1.50000000000000e-01    	-2.71031409495486e-09 	 -4.99999902492737e-01   -8.66025403779996e-01 	-8.15111112659325e-08	 3.79255902215931e-06	2.22487949931701e-13		1.00000000000720e+00
1.80000000000000e-01    	-6.03354573039114e-09 	 -4.99999719307345e-01   -8.66025403779982e-01 	-1.42285141467227e-07	 8.98136870064113e-06	8.75593068478722e-13		1.00000000004034e+00
2.10000000000000e-01    	-1.13050528460666e-08 	 -4.99999322437248e-01   -8.66025403779935e-01 	-2.08353278453674e-07	 1.82909033897786e-05	2.38585319230699e-12		1.00000000016730e+00
2.40000000000000e-01    	-1.83349943742615e-08 	 -4.99998565365401e-01   -8.66025403779833e-01 	-2.53888396330303e-07	 3.32441681239417e-05	4.31018380918824e-12		1.00000000055262e+00
2.70000000000000e-01    	-2.59152354335562e-08 	 -4.99997257553017e-01   -8.66025403779708e-01 	-2.36520738963652e-07	 5.52052549305759e-05	2.78968789546207e-12		1.00000000152384e+00
3.00000000000000e-01    	-3.13044787174164e-08 	 -4.99995173779377e-01   -8.66025403779818e-01 	-9.64286956538296e-08	 8.50660343049014e-05	-1.44886486782800e-11		1.00000000361812e+00
3.30000000000000e-01    	-2.97183089632093e-08 	 -4.99992073500884e-01   -8.66025403781009e-01 	2.42346637849893e-07	 1.22896539468389e-04	-7.57305830859541e-11		1.00000000755181e+00
3.60000000000000e-01    	-1.38970104903183e-08 	 -4.99987730832183e-01   -8.66025403785313e-01 	8.67984540823614e-07	 1.67592529289577e-04	-2.33104972769325e-10		1.00000001404400e+00
