0.00000000000000e+00    	0.00000000000000e+00 	 -2.93892626150000e+00  	-4.04508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.77647641453929e-13 	 -2.93892626150000e+00   -4.04508497190000e+00 	5.46271505745288e-11	 1.50772048419309e-19	-5.07588251552166e-30		1.00000000000000e+00
6.00000000000000e-02    	4.04009813574972e-12 	 -2.93892626150000e+00   -4.04508497190000e+00 	6.72653254930922e-11	 2.43948143676558e-18	1.89159891879652e-28		1.00000000000000e+00
9.00000000000000e-02    	-3.05907245332190e-11 	 -2.93892626150000e+00   -4.04508497190000e+00 	-3.73187563036977e-09	 1.21951429232668e-17	4.28774113984457e-26		1.00000000000000e+00
1.20000000000000e-01    	-3.82963527470946e-10 	 -2.93892626150000e+00   -4.04508497190000e+00 	-2.43026563290935e-08	 3.71472629013675e-17	7.74256501697492e-25		1.00000000000000e+00
1.50000000000000e-01    	-1.91678818731043e-09 	 -2.93892626150000e+00   -4.04508497190000e+00 	-8.82175611670108e-08	 8.51712933611349e-17	6.30194150527047e-24		1.00000000000000e+00
1.80000000000000e-01    	-6.52856023264206e-09 	 -2.93892626150000e+00   -4.04508497190000e+00 	-2.37906827408846e-07	 1.61103032647568e-16	3.21611736994695e-23		1.00000000000003e+00
2.10000000000000e-01    	-1.76213361110411e-08 	 -2.93892626150000e+00   -4.04508497190000e+00 	-5.30996591607921e-07	 2.62999411966771e-16	1.19032313454193e-22		1.00000000000014e+00
2.40000000000000e-01    	-4.05090727268899e-08 	 -2.93892626150000e+00   -4.04508497190000e+00 	-1.03629470549776e-06	 3.78324004267618e-16	3.45174839213579e-22		1.00000000000054e+00
2.70000000000000e-01    	-8.26485303115685e-08 	 -2.93892626150000e+00   -4.04508497190000e+00 	-1.82632322172587e-06	 4.80595700529766e-16	8.18773268324683e-22		1.00000000000167e+00
3.00000000000000e-01    	-1.53598329826108e-07 	 -2.93892626150000e+00   -4.04508497190000e+00 	-2.96667455402133e-06	 5.27051565195178e-16	1.62241280828226e-21		1.00000000000440e+00
3.30000000000000e-01    	-2.64618822783430e-07 	 -2.93892626150000e+00   -4.04508497190000e+00 	-4.50285012914216e-06	 4.57836531485698e-16	2.68701137947527e-21		1.00000000001014e+00
3.60000000000000e-01    	-4.27851619305142e-07 	 -2.93892626150000e+00   -4.04508497190000e+00 	-6.44559474255806e-06	 1.97143641675087e-16	3.60300091853161e-21		1.00000000002077e+00
3.90000000000000e-01    	-6.55052644943559e-07 	 -2.93892626150000e+00   -4.04508497190000e+00 	-8.75603631228084e-06	 -3.43406943627885e-16	3.43676143110039e-21		1.00000000003833e+00
4.20000000000000e-01    	-9.55895296480985e-07 	 -2.93892626150000e+00   -4.04508497190000e+00 	-1.13321516425003e-05	 -1.25903626768307e-15	7.00897498018277e-22		1.00000000006421e+00
4.50000000000000e-01    	-1.33590771773070e-06 	 -2.93892626150000e+00   -4.04508497190000e+00 	-1.39981813247589e-05	 -2.64381061146585e-15	-6.29883378807518e-21		1.00000000009797e+00
4.80000000000000e-01    	-1.79415690359975e-06 	 -2.93892626150000e+00   -4.04508497190000e+00 	-1.64985947241364e-05	 -4.58068636408819e-15	-1.84907546060246e-20		1.00000000013610e+00
