0.00000000000000e+00    	0.00000000000000e+00 	 -1.54508497190000e+00  	4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	9.28469436714176e-13 	 -1.54508497190000e+00   4.75528258150000e+00 	1.56832318829711e-10	 -5.09119432652551e-20	-1.27917856333836e-29		1.00000000000000e+00
6.00000000000000e-02    	3.14523061576593e-11 	 -1.54508497190000e+00   4.75528258150000e+00 	2.67020062178612e-09	 -5.67608734484407e-19	-2.58976693614853e-27		1.00000000000000e+00
9.00000000000000e-02    	2.47961555881218e-10 	 -1.54508497190000e+00   4.75528258150000e+00 	1.40094340090671e-08	 -1.56146013337098e-18	-4.35121471577621e-26		1.00000000000000e+00
1.20000000000000e-01    	1.06543682204727e-09 	 -1.54508497190000e+00   4.75528258150000e+00 	4.47751547554277e-08	 -6.98954008937194e-19	-1.78530705857588e-25		1.00000000000000e+00
1.50000000000000e-01    	3.25867195853974e-09 	 -1.54508497190000e+00   4.75528258150000e+00 	1.07939888422114e-07	 8.59060733288150e-18	4.62901426033538e-25		1.00000000000001e+00
1.80000000000000e-01    	7.98953530823975e-09 	 -1.54508497190000e+00   4.75528258150000e+00 	2.15711645845359e-07	 3.85329930496104e-17	7.86102054658759e-24		1.00000000000002e+00
2.10000000000000e-01    	1.67229774565960e-08 	 -1.54508497190000e+00   4.75528258150000e+00 	3.75316785127845e-07	 1.07639108381489e-16	4.26293299561487e-23		1.00000000000007e+00
2.40000000000000e-01    	3.10058098544116e-08 	 -1.54508497190000e+00   4.75528258150000e+00 	5.84155542408555e-07	 2.40300379283832e-16	1.51781004947300e-22		1.00000000000017e+00
2.70000000000000e-01    	5.20978142898357e-08 	 -1.54508497190000e+00   4.75528258150000e+00 	8.24905646254733e-07	 4.65197151081436e-16	4.07516128062598e-22		1.00000000000034e+00
3.00000000000000e-01    	8.04632634862879e-08 	 -1.54508497190000e+00   4.75528258150000e+00 	1.06122466579923e-06	 8.12483564066492e-16	8.61195747609022e-22		1.00000000000056e+00
