0.00000000000000e+00    	0.00000000000000e+00 	 -4.75528258150000e+00  	1.54508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.37710053589040e-12 	 -4.75528258150000e+00   1.54508497190000e+00 	-3.86701383992126e-10	 -7.78393598088898e-20	4.72612672247738e-30		1.00000000000000e+00
6.00000000000000e-02    	-6.63628576312514e-11 	 -4.75528258150000e+00   1.54508497190000e+00 	-5.18786099662171e-09	 -1.41774062356768e-18	1.11124709340181e-27		1.00000000000000e+00
9.00000000000000e-02    	-4.22154077296302e-10 	 -4.75528258150000e+00   1.54508497190000e+00 	-2.06092256042014e-08	 -7.87603372965330e-18	2.31699455335262e-26		1.00000000000000e+00
1.20000000000000e-01    	-1.40693328408882e-09 	 -4.75528258150000e+00   1.54508497190000e+00 	-4.58448830031124e-08	 -2.64985416658908e-17	1.54999623965747e-25		1.00000000000000e+00
1.50000000000000e-01    	-3.09693410972184e-09 	 -4.75528258150000e+00   1.54508497190000e+00 	-6.25748642653124e-08	 -6.70556183616566e-17	3.68451997273143e-25		1.00000000000000e+00
1.80000000000000e-01    	-4.63356760643505e-09 	 -4.75528258150000e+00   1.54508497190000e+00 	-2.53666376679640e-08	 -1.40608994945768e-16	-1.02235008337936e-24		1.00000000000000e+00
2.10000000000000e-01    	-3.29707591646504e-09 	 -4.75528258150000e+00   1.54508497190000e+00 	1.45275422595728e-07	 -2.57190368931299e-16	-1.24183376407328e-23		1.00000000000001e+00
2.40000000000000e-01    	6.56848788510728e-09 	 -4.75528258150000e+00   1.54508497190000e+00 	5.65629569630641e-07	 -4.22785955510001e-16	-5.97204751050371e-23		1.00000000000016e+00
2.70000000000000e-01    	3.46321501913577e-08 	 -4.75528258150000e+00   1.54508497190000e+00 	1.38598725637125e-06	 -6.35923258199260e-16	-2.02651070031908e-22		1.00000000000096e+00
3.00000000000000e-01    	9.54769398568945e-08 	 -4.75528258150000e+00   1.54508497190000e+00 	2.78160535275508e-06	 -8.84237011355432e-16	-5.50880592307821e-22		1.00000000000387e+00
3.30000000000000e-01    	2.09131795277180e-07 	 -4.75528258150000e+00   1.54508497190000e+00 	4.93717073555112e-06	 -1.14144281554292e-15	-1.26673668476569e-21		1.00000000001219e+00
3.60000000000000e-01    	4.01044764455045e-07 	 -4.75528258150000e+00   1.54508497190000e+00 	8.02521815378020e-06	 -1.36516352535210e-15	-2.53541798702010e-21		1.00000000003220e+00
3.90000000000000e-01    	7.01331120653615e-07 	 -4.75528258150000e+00   1.54508497190000e+00 	1.21796140088919e-05	 -1.49603139999328e-15	-4.48486750120566e-21		1.00000000007417e+00
4.20000000000000e-01    	1.14317315265122e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	1.74658595849011e-05	 -1.45842750740915e-15	-7.05124980516038e-21		1.00000000015253e+00
4.50000000000000e-01    	1.76030962601482e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	2.38505244336949e-05	 -1.16312084831204e-15	-9.81502421286683e-21		1.00000000028442e+00
4.80000000000000e-01    	2.58362897935033e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	3.11725442751276e-05	 -5.11937947305360e-16	-1.18739348187334e-20		1.00000000048586e+00
5.10000000000000e-01    	3.63696654335584e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	3.91193647388228e-05	 5.95563291869275e-16	-1.18623672000585e-20		1.00000000076516e+00
5.40000000000000e-01    	4.93229662203398e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	4.72109492413804e-05	 2.25361410860730e-15	-8.25390792052182e-21		1.00000000111444e+00
5.70000000000000e-01    	6.46459850943657e-06 	 -4.75528258150000e+00   1.54508497190000e+00 	5.47944755418768e-05	 4.54032488203236e-15	-7.44316466873252e-23		1.00000000150122e+00
