0.00000000000000e+00    	0.00000000000000e+00 	 2.93892626150000e+00  	4.04508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.77647641459436e-13 	 2.93892626150000e+00   4.04508497190000e+00 	-5.46271505757854e-11	 1.50772048434582e-19	5.07588251602062e-30		1.00000000000000e+00
6.00000000000000e-02    	-4.04009813481655e-12 	 2.93892626150000e+00   4.04508497190000e+00 	-6.72653253069117e-11	 2.43948143807919e-18	-1.89159892448716e-28		1.00000000000000e+00
9.00000000000000e-02    	3.05907245312771e-11 	 2.93892626150000e+00   4.04508497190000e+00 	3.73187562592602e-09	 1.21951428907171e-17	-4.28774112764552e-26		1.00000000000000e+00
1.20000000000000e-01    	3.82963524632464e-10 	 2.93892626150000e+00   4.04508497190000e+00 	2.43026559872374e-08	 3.71472619998638e-17	-7.74256477081586e-25		1.00000000000000e+00
1.50000000000000e-01    	1.91678813059635e-09 	 2.93892626150000e+00   4.04508497190000e+00 	8.82175563767249e-08	 8.51712854886014e-17	-6.30194072094930e-24		1.00000000000000e+00
1.80000000000000e-01    	6.52855970203866e-09 	 2.93892626150000e+00   4.04508497190000e+00 	2.37906792320785e-07	 1.61102993477403e-16	-3.21611628790201e-23		1.00000000000003e+00
2.10000000000000e-01    	1.76213329211058e-08 	 2.93892626150000e+00   4.04508497190000e+00 	5.30996418804207e-07	 2.62999280672341e-16	-1.19032227138555e-22		1.00000000000014e+00
2.40000000000000e-01    	4.05090585902627e-08 	 2.93892626150000e+00   4.04508497190000e+00 	1.03629406249288e-06	 3.78323695014691e-16	-3.45174384638775e-22		1.00000000000054e+00
2.70000000000000e-01    	8.26484805018650e-08 	 2.93892626150000e+00   4.04508497190000e+00 	1.82632129269518e-06	 4.80595243658998e-16	-8.18771595693164e-22		1.00000000000167e+00
3.00000000000000e-01    	1.53598183694853e-07 	 2.93892626150000e+00   4.04508497190000e+00 	2.96666970466376e-06	 5.27051565195304e-16	-1.62240858112549e-21		1.00000000000440e+00
3.30000000000000e-01    	2.64618455197543e-07 	 2.93892626150000e+00   4.04508497190000e+00 	4.50283968578066e-06	 4.57839197389019e-16	-2.68700561115064e-21		1.00000000001014e+00
3.60000000000000e-01    	4.27850812122017e-07 	 2.93892626150000e+00   4.04508497190000e+00 	6.44557530747945e-06	 1.97154625614712e-16	-3.60300776358447e-21		1.00000000002077e+00
3.90000000000000e-01    	6.55051084088917e-07 	 2.93892626150000e+00   4.04508497190000e+00 	8.75600528384810e-06	 -3.43375850523683e-16	-3.43683253647476e-21		1.00000000003833e+00
4.20000000000000e-01    	9.55892642777364e-07 	 2.93892626150000e+00   4.04508497190000e+00 	1.13321107454161e-05	 -1.25896393443239e-15	-7.01154752345573e-22		1.00000000006421e+00
4.50000000000000e-01    	1.33590382258312e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.39981428148149e-05	 -2.64366380174843e-15	6.29819633881715e-21		1.00000000009797e+00
4.80000000000000e-01    	1.79415225316367e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.64985903554548e-05	 -4.58041897756626e-15	1.84896011965440e-20		1.00000000013610e+00
5.10000000000000e-01    	2.32083483561379e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.84981424972794e-05	 -7.12967305461355e-15	3.42554188284090e-20		1.00000000017109e+00
5.40000000000000e-01    	2.89497143081263e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.95888022409887e-05	 -1.03172639538083e-14	4.68561804004608e-20		1.00000000019186e+00
5.70000000000000e-01    	3.48242914052670e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.93048965215584e-05	 -1.41224861840982e-14	4.13920714633846e-20		1.00000000018634e+00
6.00000000000000e-01    	4.03451893394078e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.71462135998463e-05	 -1.84673219727743e-14	-7.96611059551791e-21		1.00000000014700e+00
6.30000000000000e-01    	4.48740458762341e-06 	 2.93892626150000e+00   4.04508497190000e+00 	1.26089079038433e-05	 -2.32078976962120e-14	-1.39369278919540e-19		1.00000000007949e+00
6.60000000000000e-01    	4.76254367835821e-06 	 2.93892626150000e+00   4.04508497190000e+00 	5.22317981383010e-06	 -2.81292074645540e-14	-4.01993282339704e-19		1.00000000001364e+00
6.90000000000000e-01    	4.76834102213930e-06 	 2.93892626150000e+00   4.04508497190000e+00 	-5.40389708018015e-06	 -3.29440557000259e-14	-8.50863616119016e-19		1.00000000001460e+00
7.20000000000000e-01    	4.40313705229100e-06 	 2.93892626150000e+00   4.04508497190000e+00 	-1.95426234898629e-05	 -3.72970042902959e-14	-1.53718746286724e-18		1.00000000019096e+00
