0.00000000000000e+00    	0.00000000000000e+00 	 -4.75528258150000e+00  	-1.54508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.85753510048732e-12 	 -4.75528258150000e+00   -1.54508497190000e+00 	-4.82680245858276e-10	 5.09119432890739e-20	4.15630310459408e-30		1.00000000000000e+00
6.00000000000000e-02    	-9.68002450460316e-11 	 -4.75528258150000e+00   -1.54508497190000e+00 	-8.21803252188067e-09	 5.67608738250997e-19	8.41466293561494e-28		1.00000000000000e+00
9.00000000000000e-02    	-7.63147205689432e-10 	 -4.75528258150000e+00   -1.54508497190000e+00 	-4.31166051545138e-08	 1.56146015865206e-18	1.41379541368167e-26		1.00000000000000e+00
1.20000000000000e-01    	-3.27907746573676e-09 	 -4.75528258150000e+00   -1.54508497190000e+00 	-1.37803764025200e-07	 6.98953495436930e-19	5.80081417793675e-26		1.00000000000001e+00
1.50000000000000e-01    	-1.00291617478561e-08 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.32204858577566e-07	 -8.59061488915065e-18	-1.50406037080877e-25		1.00000000000006e+00
1.80000000000000e-01    	-2.45892646189332e-08 	 -4.75528258150000e+00   -1.54508497190000e+00 	-6.63892334171711e-07	 -3.85330429131226e-17	-2.55420420249595e-24		1.00000000000022e+00
2.10000000000000e-01    	-5.14680438179415e-08 	 -4.75528258150000e+00   -1.54508497190000e+00 	-1.15510670614367e-06	 -1.07639327473636e-16	-1.38511383929652e-23		1.00000000000067e+00
2.40000000000000e-01    	-9.54261004212481e-08 	 -4.75528258150000e+00   -1.54508497190000e+00 	-1.79784672678855e-06	 -2.40301111588565e-16	-4.93167827483683e-23		1.00000000000162e+00
2.70000000000000e-01    	-1.60340645373260e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-2.53879962624802e-06	 -4.65199141799257e-16	-1.32410497631457e-22		1.00000000000322e+00
3.00000000000000e-01    	-2.47640546141191e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.26611390594041e-06	 -8.12488137245251e-16	-2.79820481315841e-22		1.00000000000533e+00
3.30000000000000e-01    	-3.54398060468384e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.80007842840437e-06	 -1.30984982413100e-15	-4.57450946246497e-22		1.00000000000722e+00
3.60000000000000e-01    	-4.71224091659280e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.88964785651680e-06	 -1.97763701678056e-15	-4.94130567236258e-22		1.00000000000756e+00
3.90000000000000e-01    	-5.80167806104378e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.21644431750383e-06	 -2.82345506444733e-15	4.93232769471752e-23		1.00000000000517e+00
4.20000000000000e-01    	-6.52863491658670e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	-1.40738060272776e-06	 -3.83663233079410e-15	2.03581133290508e-21		1.00000000000099e+00
4.50000000000000e-01    	-6.49192722527704e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.94358331244429e-06	 -4.98310899255489e-15	6.88182558247756e-21		1.00000000000189e+00
4.80000000000000e-01    	-5.16734299291829e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	7.24478353172001e-06	 -6.20131513581667e-15	1.65805896893613e-20		1.00000000002624e+00
5.10000000000000e-01    	-1.91255405688992e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.48683368061077e-05	 -7.39960874748810e-15	3.35220321816907e-20		1.00000000011053e+00
5.40000000000000e-01    	4.01546123433045e-07 	 -4.75528258150000e+00   -1.54508497190000e+00 	2.51056244944786e-05	 -8.45579817553976e-15	6.00288910637040e-20		1.00000000031515e+00
5.70000000000000e-01    	1.34290595150537e-06 	 -4.75528258150000e+00   -1.54508497190000e+00 	3.81193990403534e-05	 -9.21918135888603e-15	9.75884196247583e-20		1.00000000072654e+00
6.00000000000000e-01    	2.71641018102479e-06 	 -4.75528258150000e+00   -1.54508497190000e+00 	5.38957893421101e-05	 -9.51539819171004e-15	1.45866890099125e-19		1.00000000145238e+00
6.30000000000000e-01    	4.60201750772999e-06 	 -4.75528258150000e+00   -1.54508497190000e+00 	7.21999659741877e-05	 -9.15421859811939e-15	2.01736517560719e-19		1.00000000260642e+00
6.60000000000000e-01    	7.06885643364873e-06 	 -4.75528258150000e+00   -1.54508497190000e+00 	9.25394935545676e-05	 -7.94018610841472e-15	2.58689934306753e-19		1.00000000428178e+00
6.90000000000000e-01    	1.01670890262642e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.14139407106373e-04	 -5.68581645288046e-15	3.07118002228711e-19		1.00000000651390e+00
7.20000000000000e-01    	1.39192504637293e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.35932777712090e-04	 -2.22682646568207e-15	3.35927058529779e-19		1.00000000923886e+00
7.50000000000000e-01    	1.83115788777848e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.56569972457719e-04	 2.56134479035704e-15	3.35823079668655e-19		1.00000001225708e+00
7.80000000000000e-01    	2.32859342451878e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.74448975101546e-04	 8.74664819375296e-15	3.04268828692396e-19		1.00000001521622e+00
8.10000000000000e-01    	2.87329603262339e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.87768046068033e-04	 1.63242425626828e-14	2.51643386694792e-19		1.00000001762842e+00
8.40000000000000e-01    	3.44871630850741e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.94600709932389e-04	 2.52021848010120e-14	2.07571185530409e-19		1.00000001893472e+00
8.70000000000000e-01    	4.03245574730060e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.92991627913194e-04	 3.51901887435910e-14	2.25860908893890e-19		1.00000001862288e+00
9.00000000000000e-01    	4.59634688061276e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.81070417151537e-04	 4.59926088167999e-14	3.86161118157678e-19		1.00000001639325e+00
9.30000000000000e-01    	5.10689645141674e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.57179001790246e-04	 5.72066901095650e-14	7.90463711761882e-19		1.00000001235262e+00
9.60000000000000e-01    	5.52612386715103e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	1.20006711743690e-04	 6.83269383753621e-14	1.55309867764783e-18		1.00000000720081e+00
9.90000000000000e-01    	5.81280800091573e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	6.87261722312178e-05	 7.87562063612687e-14	2.78391524712125e-18		1.00000000236164e+00
1.02000000000000e+00    	5.92413312137819e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	3.12213468641385e-06	 8.78237749970920e-14	4.56586894224709e-18		1.00000000000487e+00
1.05000000000000e+00    	5.81770028098758e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-7.62951374108224e-05	 9.48103411922963e-14	6.93002585424956e-18		1.00000000291047e+00
1.08000000000000e+00    	5.45384504208764e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-1.68200433917000e-04	 9.89794232223180e-14	9.83271754835279e-18		1.00000001414569e+00
1.11000000000000e+00    	4.79817729616102e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-2.70396277744727e-04	 9.96142775921408e-14	1.31408034116066e-17		1.00000003655707e+00
1.14000000000000e+00    	3.82423556450065e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-3.79795050828017e-04	 9.60590077792366e-14	1.66312752042813e-17		1.00000007212214e+00
1.17000000000000e+00    	2.51612803437423e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-4.92446575849859e-04	 8.77621571332553e-14	2.00104048550699e-17		1.00000012125181e+00
1.20000000000000e+00    	8.71017131013374e-06 	 -4.75528258150000e+00   -1.54508497190000e+00 	-6.03615371419720e-04	 7.43207384612899e-14	2.29551132727610e-17		1.00000018217574e+00
1.23000000000000e+00    	-1.09870500410009e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-7.07909585197165e-04	 5.55223850033133e-14	2.51753300249684e-17		1.00000025056796e+00
1.26000000000000e+00    	-3.36370500587664e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-7.99461050129766e-04	 3.13831346927930e-14	2.64912651754990e-17		1.00000031956893e+00
1.29000000000000e+00    	-5.87660980034217e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-8.72153105603445e-04	 2.17830311489172e-15	2.69145039236260e-17		1.00000038032545e+00
1.32000000000000e+00    	-8.57165574631449e-05 	 -4.75528258150000e+00   -1.54508497190000e+00 	-9.19889905087689e-04	 -3.15360217098227e-14	2.67176944602008e-17		1.00000042309863e+00
1.35000000000000e+00    	-1.13651968113917e-04 	 -4.75528258150000e+00   -1.54508497190000e+00 	-9.36898043440949e-04	 -6.89131051846173e-14	2.64754577837602e-17		1.00000043888888e+00
1.38000000000000e+00    	-1.41571515809817e-04 	 -4.75528258150000e+00   -1.54508497190000e+00 	-9.18048644654397e-04	 -1.08819178959656e-13	2.70600081131698e-17		1.00000042140657e+00
1.41000000000000e+00    	-1.68334297250473e-04 	 -4.75528258150000e+00   -1.54508497190000e+00 	-8.59185726072619e-04	 -1.49851883433129e-13	2.95794621572551e-17		1.00000036909999e+00
1.44000000000000e+00    	-1.92693331654760e-04 	 -4.75528258150001e+00   -1.54508497190000e+00 	-7.57444866667048e-04	 -1.90378447244234e-13	3.52550024772656e-17		1.00000028686132e+00
1.47000000000000e+00    	-2.13338774402351e-04 	 -4.75528258150002e+00   -1.54508497190000e+00 	-6.11545108385148e-04	 -2.28582867825380e-13	4.52443368949142e-17		1.00000018699369e+00
1.50000000000000e+00    	-2.28949269126329e-04 	 -4.75528258150003e+00   -1.54508497190000e+00 	-4.22036736884608e-04	 -2.62518528509656e-13	6.04304176111759e-17		1.00000008905750e+00
1.53000000000000e+00    	-2.38249861094523e-04 	 -4.75528258150004e+00   -1.54508497190000e+00 	-1.91488207174736e-04	 -2.90193605372404e-13	8.12067974507262e-17		1.00000001833387e+00
1.56000000000000e+00    	-2.40074413613736e-04 	 -4.75528258150004e+00   -1.54508497190000e+00 	7.54029630292937e-05	 -3.09656455583626e-13	1.07299518936727e-16		1.00000000284280e+00
1.59000000000000e+00    	-2.33430048612573e-04 	 -4.75528258150005e+00   -1.54508497190000e+00 	3.71788034499974e-04	 -3.19090080100639e-13	1.37667897967520e-16		1.00000006911317e+00
1.62000000000000e+00    	-2.17560799032627e-04 	 -4.75528258150006e+00   -1.54508497190000e+00 	6.88743010862000e-04	 -3.16909126891114e-13	1.70521872003179e-16		1.00000023718344e+00
1.65000000000000e+00    	-1.92007437535413e-04 	 -4.75528258150007e+00   -1.54508497190000e+00 	1.01544809652766e-03	 -3.01855917124691e-13	2.03480575846575e-16		1.00000051556729e+00
1.68000000000000e+00    	-1.56660351931025e-04 	 -4.75528258150008e+00   -1.54508497190000e+00 	1.33947147645538e-03	 -2.73090787118127e-13	2.33876213914762e-16		1.00000089709152e+00
