0.00000000000000e+00    	0.00000000000000e+00 	 1.54508497190000e+00  	-4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-9.28469436763246e-13 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.56832318844691e-10	 -5.09119432769376e-20	1.27917856369440e-29		1.00000000000000e+00
6.00000000000000e-02    	-3.14523061860084e-11 	 1.54508497190000e+00   -4.75528258150000e+00 	-2.67020062612562e-09	 -5.67608736331823e-19	2.58976694725169e-27		1.00000000000000e+00
9.00000000000000e-02    	-2.47961557044869e-10 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.40094341269697e-08	 -1.56146014577071e-18	4.35121479122192e-26		1.00000000000000e+00
1.20000000000000e-01    	-1.06543683776719e-09 	 1.54508497190000e+00   -4.75528258150000e+00 	-4.47751559285686e-08	 -6.98953757078398e-19	1.78530704443521e-25		1.00000000000000e+00
1.50000000000000e-01    	-3.25867207138867e-09 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.07939894953172e-07	 8.59061103903861e-18	-4.62901797896190e-25		1.00000000000001e+00
1.80000000000000e-01    	-7.98953583916256e-09 	 1.54508497190000e+00   -4.75528258150000e+00 	-2.15711670226884e-07	 3.85330175063863e-17	-7.86102627423831e-24		1.00000000000002e+00
2.10000000000000e-01    	-1.67229792746892e-08 	 1.54508497190000e+00   -4.75528258150000e+00 	-3.75316851322472e-07	 1.07639215840553e-16	-4.26293744153658e-23		1.00000000000007e+00
2.40000000000000e-01    	-3.10058146159559e-08 	 1.54508497190000e+00   -4.75528258150000e+00 	-5.84155674814900e-07	 2.40300738460374e-16	-1.51781223412488e-22		1.00000000000017e+00
2.70000000000000e-01    	-5.20978238543315e-08 	 1.54508497190000e+00   -4.75528258150000e+00 	-8.24905821424150e-07	 4.65198127476793e-16	-4.07516854268862e-22		1.00000000000034e+00
3.00000000000000e-01    	-8.04632769961314e-08 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.06122470133359e-06	 8.12485807091332e-16	-8.61197288202510e-22		1.00000000000056e+00
3.30000000000000e-01    	-1.15150903369988e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.23472098095301e-06	 1.30984519824073e-15	-1.40788821995097e-21		1.00000000000076e+00
3.60000000000000e-01    	-1.53110025001669e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.26382566433243e-06	 1.97762899104863e-15	-1.52078543229979e-21		1.00000000000080e+00
3.90000000000000e-01    	-1.88508106878447e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.04509223104680e-06	 2.82344288300552e-15	1.51759085003564e-22		1.00000000000055e+00
4.20000000000000e-01    	-2.12128635382761e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	-4.57297881417006e-07	 3.83661635153178e-15	6.26545182470653e-21		1.00000000000010e+00
4.50000000000000e-01    	-2.10936417891411e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	6.31487866075434e-07	 4.98309153447108e-15	2.11797781308567e-20		1.00000000000020e+00
4.80000000000000e-01    	-1.67898827196409e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	2.35394290675493e-06	 6.20130087867629e-15	5.10292584557721e-20		1.00000000000277e+00
5.10000000000000e-01    	-6.21453362233806e-08 	 1.54508497190000e+00   -4.75528258150000e+00 	4.83097880005709e-06	 7.39960379704509e-15	1.03169442778554e-19		1.00000000001167e+00
5.40000000000000e-01    	1.30466451233532e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	8.15727684861863e-06	 8.45580664118700e-15	1.84749229372701e-19		1.00000000003327e+00
5.70000000000000e-01    	4.36331959822274e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	1.23857257235270e-05	 9.21919829201284e-15	3.00346226530093e-19		1.00000000007670e+00
6.00000000000000e-01    	8.82610526868449e-07 	 1.54508497190000e+00   -4.75528258150000e+00 	1.75118245522997e-05	 9.51539818397758e-15	4.48933391591320e-19		1.00000000015333e+00
6.30000000000000e-01    	1.49528298577960e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	2.34592729828017e-05	 9.15414036046806e-15	6.20883583050549e-19		1.00000000027517e+00
6.60000000000000e-01    	2.29681106667355e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	3.00680566890868e-05	 7.93991493013780e-15	7.96166719885458e-19		1.00000000045204e+00
6.90000000000000e-01    	3.30349326330990e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	3.70863405770837e-05	 5.68516836472121e-15	9.45204454225334e-19		1.00000000068770e+00
7.20000000000000e-01    	4.52265010665208e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	4.41673945973735e-05	 2.22553976927389e-15	1.03384869949238e-18		1.00000000097538e+00
7.50000000000000e-01    	5.94980604854690e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	5.08725959135341e-05	 -2.56360383058034e-15	1.03349322702527e-18		1.00000000129401e+00
7.80000000000000e-01    	7.56606261210312e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	5.66812793512078e-05	 -8.75025896746592e-15	9.36337879839439e-19		1.00000000160638e+00
8.10000000000000e-01    	9.33587551030079e-06 	 1.54508497190000e+00   -4.75528258150000e+00 	6.10078546789729e-05	 -1.63295787806058e-14	7.74356440128979e-19		1.00000000186098e+00
8.40000000000000e-01    	1.12054548340936e-05 	 1.54508497190000e+00   -4.75528258150000e+00 	6.32261892381481e-05	 -2.52095385183303e-14	6.38786136311770e-19		1.00000000199878e+00
8.70000000000000e-01    	1.31020004556650e-05 	 1.54508497190000e+00   -4.75528258150000e+00 	6.27007878640763e-05	 -3.51996766856067e-14	6.95332783181912e-19		1.00000000196569e+00
9.00000000000000e-01    	1.49339634428202e-05 	 1.54508497190000e+00   -4.75528258150000e+00 	5.88238133917248e-05	 -4.60039110797588e-14	1.18925694294703e-18		1.00000000173012e+00
9.30000000000000e-01    	1.65924882828139e-05 	 1.54508497190000e+00   -4.75528258150000e+00 	5.10565079529405e-05	 -5.72189993238522e-14	2.43457699579488e-18		1.00000000130338e+00
9.60000000000000e-01    	1.79541406738034e-05 	 1.54508497189999e+00   -4.75528258150000e+00 	3.89731271630712e-05	 -6.83392381491608e-14	4.78322725126237e-18		1.00000000075945e+00
9.90000000000000e-01    	1.88849630547256e-05 	 1.54508497189999e+00   -4.75528258150000e+00 	2.23051157879195e-05	 -7.87670109156688e-14	8.57323906503700e-18		1.00000000024876e+00
1.02000000000000e+00    	1.92458272765376e-05 	 1.54508497189999e+00   -4.75528258150000e+00 	9.82962788761913e-07	 -8.78314368077125e-14	1.40597071252867e-17		1.00000000000048e+00
1.05000000000000e+00    	1.88989740409244e-05 	 1.54508497189999e+00   -4.75528258150000e+00 	-2.48269990672387e-05	 -9.48136884030552e-14	2.13378850665337e-17		1.00000000030819e+00
1.08000000000000e+00    	1.77155458082659e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-5.46936179840896e-05	 -9.89777772570032e-14	3.02729545633001e-17		1.00000000149570e+00
1.11000000000000e+00    	1.55838381977755e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-8.79024222044391e-05	 -9.96079590531688e-14	4.04548073041642e-17		1.00000000386342e+00
1.14000000000000e+00    	1.24179191963354e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-1.23449963546849e-04	 -9.60498148382656e-14	5.11970246162580e-17		1.00000000761995e+00
1.17000000000000e+00    	8.16620059170341e-06 	 1.54508497189998e+00   -4.75528258150000e+00 	-1.60052935745602e-04	 -8.77537300412318e-14	6.15959604417194e-17		1.00000001280847e+00
1.20000000000000e+00    	2.81949663880296e-06 	 1.54508497189998e+00   -4.75528258150000e+00 	-1.96173407119694e-04	 -7.43184609653072e-14	7.06580717601005e-17		1.00000001924200e+00
1.23000000000000e+00    	-3.58192466417862e-06 	 1.54508497189997e+00   -4.75528258150000e+00 	-2.30060783325478e-04	 -5.55336391231058e-14	7.74916083010143e-17		1.00000002646398e+00
1.26000000000000e+00    	-1.09427985596370e-05 	 1.54508497189997e+00   -4.75528258150000e+00 	-2.59810285845938e-04	 -3.14162368767885e-14	8.15439131605054e-17		1.00000003375069e+00
1.29000000000000e+00    	-1.91093098161924e-05 	 1.54508497189997e+00   -4.75528258150000e+00 	-2.83436830094547e-04	 -2.24129001749208e-15	8.28502497244030e-17		1.00000004016822e+00
1.32000000000000e+00    	-2.78679619139472e-05 	 1.54508497189997e+00   -4.75528258150000e+00 	-2.98962255147079e-04	 3.14362499892498e-14	8.22475846579826e-17		1.00000004468921e+00
1.35000000000000e+00    	-3.69472274578728e-05 	 1.54508497189997e+00   -4.75528258150000e+00 	-3.04512942104701e-04	 6.87721339024241e-14	8.15001394970355e-17		1.00000004636406e+00
1.38000000000000e+00    	-4.60222363079840e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-2.98424010206931e-04	 1.08637047072633e-13	8.32861981512188e-17		1.00000004452844e+00
1.41000000000000e+00    	-5.47226322869414e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-2.79345550199301e-04	 1.49634488523972e-13	9.10094630335485e-17		1.00000003901697e+00
1.44000000000000e+00    	-6.26435842045980e-05 	 1.54508497189998e+00   -4.75528258150000e+00 	-2.46345792359053e-04	 1.90132778143589e-13	1.08422941624388e-16		1.00000003034312e+00
1.47000000000000e+00    	-6.93597780309313e-05 	 1.54508497189999e+00   -4.75528258150000e+00 	-1.99005756358555e-04	 2.28314727376657e-13	1.39086882264103e-16		1.00000001980165e+00
1.50000000000000e+00    	-7.44420512799201e-05 	 1.54508497190000e+00   -4.75528258150000e+00 	-1.37499828309882e-04	 2.62240577641211e-13	1.85720583479789e-16		1.00000000945310e+00
1.53000000000000e+00    	-7.74761659055669e-05 	 1.54508497190001e+00   -4.75528258150000e+00 	-6.26568827660134e-05	 2.89922658835375e-13	2.49543230361435e-16		1.00000000196294e+00
1.56000000000000e+00    	-7.80830607132264e-05 	 1.54508497190002e+00   -4.75528258150000e+00 	2.40029729263980e-05	 3.09412353890586e-13	3.29725372100437e-16		1.00000000028807e+00
1.59000000000000e+00    	-7.59397870827027e-05 	 1.54508497190003e+00   -4.75528258150000e+00 	1.20260209429629e-04	 3.18892916201971e-13	4.23081124555951e-16		1.00000000723126e+00
1.62000000000000e+00    	-7.08002210314485e-05 	 1.54508497190003e+00   -4.75528258150000e+00 	2.23219405455053e-04	 3.16776779067663e-13	5.24117466323199e-16		1.00000002491345e+00
1.65000000000000e+00    	-6.25145679195643e-05 	 1.54508497190004e+00   -4.75528258150000e+00 	3.29366411807736e-04	 3.01801604431363e-13	6.25517489290056e-16		1.00000005424112e+00
