0.00000000000000e+00    	0.00000000000000e+00 	 -3.00000000000000e+00  	3.67394039740000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.65540331710439e-13 	 -3.00000000000050e+00   3.67394039024917e-16 	9.39263798784889e-11	 -9.93849584952848e-11	-2.62002167626175e-22		1.00000000000000e+00
6.00000000000000e-02    	1.76278391927989e-11 	 -3.00000000003152e+00   3.67392607491616e-16 	1.44834788921842e-09	 -3.13770619650872e-09	-2.61151949333116e-19		1.00000000000000e+00
9.00000000000000e-02    	1.28057755046629e-10 	 -3.00000000035310e+00   3.67274699373315e-16 	6.88482082791687e-09	 -2.33061205081660e-08	-1.44081704978383e-17		1.00000000000000e+00
1.20000000000000e-01    	5.06267956309928e-10 	 -3.00000000193858e+00   3.64712041550418e-16 	1.98410632532903e-08	 -9.52223090531314e-08	-2.40517289046049e-16		1.00000000000000e+00
1.50000000000000e-01    	1.41811955312591e-09 	 -3.00000000717824e+00   3.38202840296023e-16 	4.26513050319274e-08	 -2.79198572747856e-07	-2.06773691310809e-15		1.00000000000004e+00
1.80000000000000e-01    	3.15718412062375e-09 	 -3.00000002066388e+00   1.67746709575866e-16 	7.44664687790205e-08	 -6.61185494899836e-07	-1.15961957639056e-14		1.00000000000022e+00
2.10000000000000e-01    	5.91673975280143e-09 	 -3.00000004988045e+00   -6.18126187496447e-16 	1.09101177742903e-07	 -1.34652950748148e-06	-4.80950813602616e-14		1.00000000000091e+00
2.40000000000000e-01    	9.60008149779701e-09 	 -3.00000010561413e+00   -3.44500307995907e-15 	1.33129394837134e-07	 -2.44735009986665e-06	-1.58877033578614e-13		1.00000000000300e+00
2.70000000000000e-01    	1.35815380317415e-08 	 -3.00000020189190e+00   -1.18143914678828e-14 	1.24555874108423e-07	 -4.06406791893279e-06	-4.38117733567349e-13		1.00000000000827e+00
3.00000000000000e-01    	1.64400938761947e-08 	 -3.00000035529391e+00   -3.29422183896923e-14 	5.23648691577575e-08	 -6.26233997274422e-06	-1.04026066766869e-12		1.00000000001961e+00
3.30000000000000e-01    	1.56957902679322e-08 	 -3.00000058352832e+00   -7.95159092985760e-14 	-1.22808656643493e-07	 -9.04732210045847e-06	-2.17124559103151e-12		1.00000000004093e+00
3.60000000000000e-01    	7.58524332146630e-09 	 -3.00000090322424e+00   -1.70604931084529e-13 	-4.46723734760211e-07	 -1.23377236779457e-05	-4.03774449636702e-12		1.00000000007621e+00
3.90000000000000e-01    	-1.30840757214453e-08 	 -3.00000132697825e+00   -3.30241637442831e-13 	-9.68238358006642e-07	 -1.59424934776037e-05	-6.74188149593200e-12		1.00000000012755e+00
4.20000000000000e-01    	-5.29612729206289e-08 	 -3.00000185977856e+00   -5.82106492620512e-13 	-1.73474019758734e-06	 -1.95431371550551e-05	-1.01311091604912e-11		1.00000000019247e+00
4.50000000000000e-01    	-1.20025529101315e-07 	 -3.00000249501993e+00   -9.39565446386117e-13 	-2.78649645616240e-06	 -2.26845878372859e-05	-1.36499168374020e-11		1.00000000026118e+00
4.80000000000000e-01    	-2.23277714978809e-07 	 -3.00000321040601e+00   -1.39237090134407e-12 	-4.15024160471074e-06	 -2.47772193924541e-05	-1.62844522981922e-11		1.00000000031557e+00
5.10000000000000e-01    	-3.72233480507253e-07 	 -3.00000396410524e+00   -1.89466054228243e-12 	-5.83243505951638e-06	 -2.51120121415265e-05	-1.67274990052712e-11		1.00000000033232e+00
5.40000000000000e-01    	-5.76215582052448e-07 	 -3.00000469157525e+00   -2.36291948011884e-12 	-7.81271295399652e-06	 -2.28900757654627e-05	-1.38983426683657e-11		1.00000000029250e+00
5.70000000000000e-01    	-8.43459958093212e-07 	 -3.00000530349231e+00   -2.69610259962371e-12 	-1.00381207902523e-05	 -1.72667438334387e-05	-7.90847427376803e-12		1.00000000019945e+00
6.00000000000000e-01    	-1.18006815983942e-06 	 -3.00000568521233e+00   -2.83139242279802e-12 	-1.24187400138173e-05	 -7.40933398615156e-06	-1.45635802397658e-12		1.00000000010456e+00
6.30000000000000e-01    	-1.58885701395558e-06 	 -3.00000569814513e+00   -2.84616615441220e-12 	-1.48253062707959e-05	 7.43351473972558e-06	-1.46587595755620e-12		1.00000000013752e+00
6.60000000000000e-01    	-2.06817354190283e-06 	 -3.00000518334299e+00   -3.10817096961532e-12 	-1.70893571579136e-05	 2.78541837401177e-05	-2.05799972819976e-11		1.00000000053395e+00
6.90000000000000e-01    	-2.61075782636742e-06 	 -3.00000396749110e+00   -4.46133304934800e-12 	-1.90063418775847e-05	 5.42044235252497e-05	-7.79346982789824e-11		1.00000000164968e+00
7.20000000000000e-01    	-3.20274735687311e-06 	 -3.00000187134292e+00   -8.41555819818788e-12 	-2.03419761886180e-05	 8.65149305167071e-05	-1.98537519357412e-10		1.00000000394931e+00
7.50000000000000e-01    	-3.82292215831880e-06 	 -2.99999872047728e+00   -1.72890102796964e-11 	-2.08419381006371e-05	 1.24422012661218e-04	-4.10633705222024e-10		1.00000000795761e+00
7.80000000000000e-01    	-4.44228964913707e-06 	 -2.99999435807189e+00   -3.42363708149160e-11 	-2.02447806871850e-05	 1.67107523806440e-04	-7.40716945017991e-10		1.00000001416739e+00
8.10000000000000e-01    	-5.02410091268867e-06 	 -2.99998865920297e+00   -6.30933205327588e-11 	-1.82976991558469e-05	 2.13258194669591e-04	-1.20634709279723e-09		1.00000002290693e+00
8.40000000000000e-01    	-5.52437549432452e-06 	 -2.99998154600203e+00   -1.07982377972475e-10 	-1.47745439165172e-05	 2.61050032614097e-04	-1.80762909149378e-09		1.00000003418270e+00
8.70000000000000e-01    	-5.89299001535276e-06 	 -2.99997300284332e+00   -1.72662324497786e-10 	-9.49523639124936e-06	 3.08162593468821e-04	-2.51897047070963e-09		1.00000004752717e+00
9.00000000000000e-01    	-6.07535740655229e-06 	 -2.99996309060890e+00   -2.59662329119918e-10 	-2.34553792723754e-06	 3.51826660864447e-04	-3.28339020034493e-09		1.00000006189375e+00
9.30000000000000e-01    	-6.01468954556786e-06 	 -2.99995195899602e+00   -3.69316121536404e-10 	6.70403706678571e-06	 3.88907241944397e-04	-4.01198247541602e-09		1.00000007564689e+00
9.60000000000000e-01    	-5.65479821137841e-06 	 -2.99993985580253e+00   -4.98888171772867e-10 	1.75814676369905e-05	 4.16021867554842e-04	-4.59093496519085e-09		1.00000008669165e+00
9.90000000000000e-01    	-4.94334968951590e-06 	 -2.99992713215765e+00   -6.42044339931834e-10 	3.00999533421877e-05	 4.29692057621848e-04	-4.89761545269233e-09		1.00000009277063e+00
1.02000000000000e+00    	-3.83544955591796e-06 	 -2.99991424276308e+00   -7.88942665972581e-10 	4.39493732893879e-05	 4.26523585139184e-04	-4.82564847155023e-09		1.00000009192695e+00
1.05000000000000e+00    	-2.29739877284570e-06 	 -2.99990174037379e+00   -9.27186344085493e-10 	5.86935709704679e-05	 4.03408966165272e-04	-4.31674598840148e-09		1.00000008309186e+00
1.08000000000000e+00    	-3.10432822371672e-07 	 -2.99989026397612e+00   -1.04377793894576e-09 	7.37743188548073e-05	 3.57743547972996e-04	-3.39465859591821e-09		1.00000006671155e+00
1.11000000000000e+00    	2.12576553422563e-06 	 -2.99988052040748e+00   -1.12804130704076e-09 	8.85225079332834e-05	 2.87644794003124e-04	-2.19446238970116e-09		1.00000004528788e+00
1.14000000000000e+00    	4.99000036368092e-06 	 -2.99987325949519e+00   -1.17525145586938e-09 	1.02176749343328e-04	 1.92162997652744e-04	-9.79071459095464e-10		1.00000002368335e+00
1.17000000000000e+00    	8.23716391945766e-06 	 -2.99986924315967e+00   -1.19046615734480e-09 	1.13909191376700e-04	 7.14708090049155e-05	-1.34931429440555e-10		1.00000000904169e+00
1.20000000000000e+00    	1.17967139366849e-05 	 -2.99986920931032e+00   -1.19183502834567e-09 	1.22857970083584e-04	 -7.29812791181974e-05	-1.40720878038450e-10		1.00000001021017e+00
1.23000000000000e+00    	1.55722125591740e-05 	 -2.99987383174374e+00   -1.21252898819355e-09 	1.28165347543865e-04	 -2.38355901935786e-04	-1.50669416195689e-09		1.00000003661995e+00
1.26000000000000e+00    	1.94420792145590e-05 	 -2.99988367761071e+00   -1.30044068640412e-09 	1.29020265690678e-04	 -4.20377520403984e-04	-4.68777797350749e-09		1.00000009668174e+00
1.29000000000000e+00    	2.32616672875399e-05 	 -2.99989916433056e+00   -1.51499538012830e-09 	1.24703765259193e-04	 -6.13348262892809e-04	-9.97998200505552e-09		1.00000019587354e+00
1.32000000000000e+00    	2.68667243785060e-05 	 -2.99992051807794e+00   -1.92079522922828e-09 	1.14635491432295e-04	 -8.10237806608181e-04	-1.74159976006094e-08		1.00000033481324e+00
1.35000000000000e+00    	3.00782397430172e-05 	 -2.99994773612843e+00   -2.57837390562855e-09 	9.84193264309442e-05	 -1.00285108064297e-03	-2.66806676301608e-08		1.00000050769820e+00
1.38000000000000e+00    	3.27086214935369e-05 	 -2.99998055540998e+00   -3.53299626853229e-09 	7.58860480709247e-05	 -1.18207397712228e-03	-3.70689062839069e-08		1.00000070152854e+00
1.41000000000000e+00    	3.45690814290218e-05 	 -3.00001842955437e+00   -4.80309378126684e-09 	4.71308070154507e-05	 -1.33819332284539e-03	-4.75064669589794e-08		1.00000089649094e+00
1.44000000000000e+00    	3.54780379875605e-05 	 -3.00006051656888e+00   -6.37044715155404e-09 	1.25431450977320e-05	 -1.46128326080037e-03	-5.66470885683116e-08		1.00000106775248e+00
1.47000000000000e+00    	3.52702790124239e-05 	 -3.00010567895126e+00   -8.17447343605371e-09 	-2.71727461271212e-05	 -1.54164610894387e-03	-6.30481927942431e-08		1.00000118870484e+00
1.50000000000000e+00    	3.38065575180611e-05 	 -3.00015249765426e+00   -1.01128257391228e-08 	-7.09897799649491e-05	 -1.57029190543554e-03	-6.54126123102747e-08		1.00000123542735e+00
1.53000000000000e+00    	3.09832280562973e-05 	 -3.00019930077974e+00   -1.20498989280735e-08 	-1.17563842341323e-04	 -1.53943742212188e-03	-6.28679024126087e-08		1.00000119184371e+00
1.56000000000000e+00    	2.67414724063806e-05 	 -3.00024420726210e+00   -1.38337585547769e-08 	-1.65255571055346e-04	 -1.44300263379583e-03	-5.52404617286491e-08		1.00000105478245e+00
1.59000000000000e+00    	2.10756162315588e-05 	 -3.00028518510906e+00   -1.53205678011364e-08 	-2.12169352399793e-04	 -1.27708065791767e-03	-4.32721328772314e-08		1.00000083797507e+00
