0.00000000000000e+00    	0.00000000000000e+00 	 2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	5.20338063986219e-13 	 2.85316954889926e+00   9.27050983120000e-01 	8.73878216712559e-11	 -1.07594465922299e-10	2.01322193421087e-21		1.00000000000000e+00
6.00000000000000e-02    	1.71442624736255e-11 	 2.85316954889204e+00   9.27050983120000e-01 	1.44029660865320e-09	 -1.32486808146002e-10	1.14544035933919e-19		1.00000000000000e+00
9.00000000000000e-02    	1.31719288087271e-10 	 2.85316954896025e+00   9.27050983120000e-01 	7.33150479790322e-09	 7.35035886901791e-09	-4.07045409423284e-18		1.00000000000000e+00
1.20000000000000e-01    	5.52106464159016e-10 	 2.85316954965429e+00   9.27050983120000e-01 	2.27499490792121e-08	 4.78668795451021e-08	-7.09515598129321e-17		1.00000000000000e+00
1.50000000000000e-01    	1.64754778402413e-09 	 2.85316955267533e+00   9.27050983120000e-01 	5.32104191554469e-08	 1.73754633495102e-07	-3.48996227390544e-16		1.00000000000002e+00
1.80000000000000e-01    	3.93861336245607e-09 	 2.85316956175875e+00   9.27050983120000e-01 	1.02942445717947e-07	 4.68584811554664e-07	-1.22198281765463e-16		1.00000000000012e+00
2.10000000000000e-01    	8.02590425730631e-09 	 2.85316958360724e+00   9.27050983120000e-01 	1.72658063511099e-07	 1.04585856931991e-06	7.47429162639121e-15		1.00000000000056e+00
2.40000000000000e-01    	1.44487583215821e-08 	 2.85316962868725e+00   9.27050983120001e-01 	2.57166991596031e-07	 2.04110050546546e-06	5.16415879267770e-14		1.00000000000212e+00
2.70000000000000e-01    	2.34740247200567e-08 	 2.85316971168570e+00   9.27050983120004e-01 	3.43154407365360e-07	 3.59715038546790e-06	2.19397980506597e-13		1.00000000000653e+00
3.00000000000000e-01    	3.48247933508198e-08 	 2.85316985142933e+00   9.27050983120017e-01 	4.07456015917420e-07	 5.84319880669655e-06	7.15715938994248e-13		1.00000000001715e+00
3.30000000000000e-01    	4.73689254377808e-08 	 2.85317007009661e+00   9.27050983120054e-01 	4.16154568774585e-07	 8.86886461130948e-06	1.94293983756939e-12		1.00000000003941e+00
3.60000000000000e-01    	5.87964115828990e-08 	 2.85317039160168e+00   9.27050983120148e-01 	3.24780597092067e-07	 1.26953099254260e-05	4.57566790530700e-12		1.00000000008064e+00
3.90000000000000e-01    	6.53220757438297e-08 	 2.85317083909907e+00   9.27050983120352e-01 	7.98294408291715e-08	 1.72459726102895e-05	9.58594722359001e-12		1.00000000014872e+00
4.20000000000000e-01    	6.14551207615195e-08 	 2.85317143164157e+00   9.27050983120758e-01 	-3.78289515156921e-07	 2.23199111300235e-05	1.81594274399218e-11		1.00000000024916e+00
4.50000000000000e-01    	3.98787915618963e-08 	 2.85317218011767e+00   9.27050983121489e-01 	-1.11087130193617e-06	 2.75709583766670e-05	3.14493341193116e-11		1.00000000038070e+00
4.80000000000000e-01    	-8.51846443315762e-09 	 2.85317308269034e+00   9.27050983122700e-01 	-2.17522938967740e-06	 3.24958368088686e-05	5.01538570047403e-11		1.00000000053036e+00
5.10000000000000e-01    	-9.44247705500072e-08 	 2.85317412004988e+00   9.27050983124550e-01 	-3.61796458582886e-06	 3.64340809818746e-05	7.39786298990324e-11		1.00000000067027e+00
5.40000000000000e-01    	-2.29673649114960e-07 	 2.85317525087092e+00   9.27050983127173e-01 	-5.46757377893686e-06	 3.85820462651713e-05	1.01151041447220e-10		1.00000000075923e+00
5.70000000000000e-01    	-4.26587282420000e-07 	 2.85317640792057e+00   9.27050983130619e-01 	-7.72689403248162e-06	 3.80224735843470e-05	1.28262213715827e-10		1.00000000075271e+00
6.00000000000000e-01    	-6.97097817653903e-07 	 2.85317749529392e+00   9.27050983134822e-01 	-1.03659640613745e-05	 3.37700665987037e-05	1.50785500360791e-10		1.00000000062394e+00
6.30000000000000e-01    	-1.05166869519195e-06 	 2.85317838724976e+00   9.27050983139578e-01 	-1.33159396694364e-05	 2.48323734774350e-05	1.64609536964426e-10		1.00000000039698e+00
6.60000000000000e-01    	-1.49805741896280e-06 	 2.85317892907945e+00   9.27050983144600e-01 	-1.64647156056175e-05	 1.02840179100745e-05	1.68787194374500e-10		1.00000000018842e+00
6.90000000000000e-01    	-2.03998045802665e-06 	 2.85317894036441e+00   9.27050983149666e-01 	-1.96548784720224e-05	 -1.06489288429598e-05	1.69419770729985e-10		1.00000000024986e+00
7.20000000000000e-01    	-2.67575870782073e-06 	 2.85317822086339e+00   9.27050983154901e-01 	-2.26845407462874e-05	 -3.84988170351272e-05	1.84187589807744e-10		1.00000000099837e+00
7.50000000000000e-01    	-3.39703672894489e-06 	 2.85317655912382e+00   9.27050983161187e-01 	-2.53114839969873e-05	 -7.34659204581594e-05	2.46571702100906e-10		1.00000000301896e+00
7.80000000000000e-01    	-4.18767942273473e-06 	 2.85317374373735e+00   9.27050983170684e-01 	-2.72608720898815e-05	 -1.15333726778425e-04	4.08401910723526e-10		1.00000000702251e+00
8.10000000000000e-01    	-5.02295460842860e-06 	 2.85316957696763e+00   9.27050983187377e-01 	-2.82365879109984e-05	 -1.63396616353615e-04	7.39160744914511e-10		1.00000001374788e+00
8.40000000000000e-01    	-5.86910805989793e-06 	 2.85316389027828e+00   9.27050983217540e-01 	-2.79360086854404e-05	 -2.16406596986295e-04	1.32061900767752e-09		1.00000002380612e+00
8.70000000000000e-01    	-6.68342818297315e-06 	 2.85315656109330e+00   9.27050983269958e-01 	-2.60677777864503e-05	 -2.72545411562154e-04	2.23598307902006e-09		1.00000003748026e+00
9.00000000000000e-01    	-7.41488033477015e-06 	 2.85314752994314e+00   9.27050983355735e-01 	-2.23718708355311e-05	 -3.29427549065898e-04	3.55381904271441e-09		1.00000005451150e+00
9.30000000000000e-01    	-8.00536598914643e-06 	 2.85313681700108e+00   9.27050983487573e-01 	-1.66410094084382e-05	 -3.84138473721634e-04	5.30848463705753e-09		1.00000007391964e+00
9.60000000000000e-01    	-8.39163030372609e-06 	 2.85312453690849e+00   9.27050983678440e-01 	-8.74226675642671e-06	 -4.33310774843191e-04	7.48041142031753e-09		1.00000009391732e+00
9.90000000000000e-01    	-8.50780450998099e-06 	 2.85311091073454e+00   9.27050983939710e-01 	1.36244368436344e-06	 -4.73238990502151e-04	9.98098006624545e-09		1.00000011197849e+00
1.02000000000000e+00    	-8.28852885523301e-06 	 2.85309627392645e+00   9.27050984278980e-01 	1.35983872883726e-05	 -5.00031655129838e-04	1.26474956577379e-08		1.00000012510828e+00
1.05000000000000e+00    	-7.67255995626176e-06 	 2.85308107918440e+00   9.27050984697966e-01 	2.77639208181495e-05	 -5.09796770105689e-04	1.52534865066349e-08		1.00000013033178e+00
1.08000000000000e+00    	-6.60672604780117e-06 	 2.85306589334537e+00   9.27050985190970e-01 	4.35215889985260e-05	 -4.98854519788738e-04	1.75379292930655e-08		1.00000012537497e+00
1.11000000000000e+00    	-5.05005746377374e-06 	 2.85305138757971e+00   9.27050985744532e-01 	6.03955100947450e-05	 -4.63968787115662e-04	1.92539825537937e-08		1.00000010945732e+00
1.14000000000000e+00    	-2.97789033765879e-06 	 2.85303832048889e+00   9.27050986338794e-01 	7.77758902649263e-05	 -4.02587000990069e-04	2.02336371747845e-08		1.00000008406269e+00
1.17000000000000e+00    	-3.85721102138240e-07 	 2.85302751403254e+00   9.27050986950943e-01 	9.49311786705618e-05	 -3.13076207225897e-04	2.04599562911418e-08		1.00000005351432e+00
1.20000000000000e+00    	2.70742054605905e-06 	 2.85301982259454e+00   9.27050987560781e-01 	1.11028007577459e-04	 -1.94942119826301e-04	2.01341712281915e-08		1.00000002516482e+00
1.23000000000000e+00    	6.25631114494397e-06 	 2.85301609590475e+00   9.27050988158036e-01 	1.25158678806880e-04	 -4.90173853898541e-05	1.97219031044651e-08		1.00000000903370e+00
1.26000000000000e+00    	1.01878035401114e-05 	 2.85301713694530e+00   9.27050988750542e-01 	1.36375583433292e-04	 1.22394539480160e-04	1.99622630521967e-08		1.00000001678936e+00
1.29000000000000e+00    	1.44002219582583e-05 	 2.85302365636663e+00   9.27050989371963e-01 	1.43731594346149e-04	 3.15432590884953e-04	2.18263734770600e-08		1.00000006007824e+00
1.32000000000000e+00    	1.87640429638275e-05 	 2.85303622529629e+00   9.27050990087408e-01 	1.46325162630798e-04	 5.24659413417355e-04	2.64182834912685e-08		1.00000014833927e+00
1.35000000000000e+00    	2.31239809991982e-05 	 2.85305522872063e+00   9.27050990995238e-01 	1.43348581703048e-04	 7.43119433696214e-04	3.48209699192051e-08		1.00000028638761e+00
1.38000000000000e+00    	2.73025475861628e-05 	 2.85308082183442e+00   9.27050992223590e-01 	1.34137653273428e-04	 9.62479284014430e-04	4.79019809856800e-08		1.00000047217953e+00
1.41000000000000e+00    	3.11050971904032e-05 	 2.85311289186845e+00   9.27050993920785e-01 	1.18220787494592e-04	 1.17325255424071e-03	6.61054131368587e-08		1.00000069524862e+00
1.44000000000000e+00    	3.43263109291243e-05 	 2.85315102790455e+00   9.27050996239740e-01 	9.53653871469668e-05	 1.36510681104032e-03	8.92669061958463e-08		1.00000093630515e+00
1.47000000000000e+00    	3.67580022484018e-05 	 2.85319450106157e+00   9.27050999317700e-01 	6.56191992082575e-05	 1.52724652687313e-03	1.16493637341947e-07		1.00000116839324e+00
1.50000000000000e+00    	3.81980569803326e-05 	 2.85324225717927e+00   9.27051003253856e-01 	2.93441743755379e-05	 1.64886119836027e-03	1.46149661947680e-07		1.00000135980125e+00
1.53000000000000e+00    	3.84602448233030e-05 	 2.85329292374159e+00   9.27051008088505e-01 	-1.27597215088473e-05	 1.71962371215717e-03	1.75977020756743e-07		1.00000147863318e+00
