0.00000000000000e+00    	0.00000000000000e+00 	 6.36396103070000e+00  	6.36396103070000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.33269599033054e-15 	 6.36396103070081e+00   6.36396103070000e+00 	7.19585201491078e-13	 1.62131951467282e-10	-5.17482472946300e-23		1.00000000000000e+00
6.00000000000000e-02    	1.35049798982356e-13 	 6.36396103075142e+00   6.36396103070000e+00 	1.10960405170618e-11	 5.11870646391936e-09	-2.50395737257375e-20		1.00000000000000e+00
9.00000000000000e-02    	9.81077147861198e-13 	 6.36396103127602e+00   6.36396103070000e+00 	5.27464471365955e-11	 3.80205101734875e-08	-8.74197351807715e-19		1.00000000000000e+00
1.20000000000000e-01    	3.87873493425056e-12 	 6.36396103386251e+00   6.36396103070000e+00 	1.52017632291009e-10	 1.55341204025689e-07	-1.01053671540744e-17		1.00000000000001e+00
1.50000000000000e-01    	1.08659041707857e-11 	 6.36396104241024e+00   6.36396103070000e+00 	3.26862024393300e-10	 4.55471454507122e-07	-6.18366836008452e-17		1.00000000000010e+00
1.80000000000000e-01    	2.41976889491802e-11 	 6.36396106441008e+00   6.36396103070000e+00 	5.71079931362676e-10	 1.07862704572203e-06	-2.43356055187413e-16		1.00000000000058e+00
2.10000000000000e-01    	4.53784134408670e-11 	 6.36396111207262e+00   6.36396103070000e+00 	8.38248190674640e-10	 2.19666529173323e-06	-6.63107418541379e-16		1.00000000000241e+00
2.40000000000000e-01    	7.37385224029477e-11 	 6.36396120299395e+00   6.36396103070000e+00 	1.02787424210733e-09	 3.99249282229231e-06	-1.19794397366248e-15		1.00000000000797e+00
2.70000000000000e-01    	1.04659780126421e-10 	 6.36396136005702e+00   6.36396103070000e+00 	9.76157961999047e-10	 6.62993136374431e-06	-7.75345906082628e-16		1.00000000002198e+00
3.00000000000000e-01    	1.27616375121953e-10 	 6.36396161030993e+00   6.36396103070000e+00 	4.53201446293872e-10	 1.02160908115123e-05	4.02693494236619e-15		1.00000000005218e+00
3.30000000000000e-01    	1.24243099646895e-10 	 6.36396198264097e+00   6.36396103070000e+00 	-8.32293978017832e-10	 1.47593820683064e-05	2.10484814560258e-14		1.00000000010892e+00
3.60000000000000e-01    	6.66606177645084e-11 	 6.36396250417808e+00   6.36396103070000e+00 	-3.22059743643574e-09	 2.01271909804823e-05	6.47896750725967e-14		1.00000000020255e+00
3.90000000000000e-01    	-8.37127465435306e-11 	 6.36396319547074e+00   6.36396103070000e+00 	-7.08098402791085e-09	 2.60078448671398e-05	1.57705890778349e-13		1.00000000033820e+00
4.20000000000000e-01    	-3.76638260989230e-10 	 6.36396406465644e+00   6.36396103070001e+00 	-1.27842505579003e-08	 3.18817668003765e-05	3.28875108566099e-13		1.00000000050822e+00
4.50000000000000e-01    	-8.72587489588670e-10 	 6.36396510095973e+00   6.36396103070002e+00 	-2.06668517038917e-08	 3.70065839599787e-05	6.08254877864013e-13		1.00000000068474e+00
4.80000000000000e-01    	-1.64104639370024e-09 	 6.36396626800748e+00   6.36396103070005e+00 	-3.09845337147476e-08	 4.04204148403555e-05	1.01547052225246e-12		1.00000000081691e+00
5.10000000000000e-01    	-2.75723289078803e-09 	 6.36396749755812e+00   6.36396103070008e+00 	-4.38523922458276e-08	 4.09666138856384e-05	1.54388500476784e-12		1.00000000083913e+00
5.40000000000000e-01    	-4.29677646033076e-09 	 6.36396868432135e+00   6.36396103070014e+00 	-5.91686364805296e-08	 3.73419383642005e-05	2.14352516726418e-12		1.00000000069721e+00
5.70000000000000e-01    	-6.32786006404415e-09 	 6.36396968258089e+00   6.36396103070021e+00 	-7.65220121098551e-08	 2.81684860765210e-05	2.70975972048959e-12		1.00000000039673e+00
6.00000000000000e-01    	-8.90039974917596e-09 	 6.36397030531574e+00   6.36396103070030e+00 	-9.50884407935534e-08	 1.20879241318862e-05	3.08744472726915e-12		1.00000000007306e+00
6.30000000000000e-01    	-1.20321233579405e-08 	 6.36397032644252e+00   6.36396103070040e+00 	-1.13530769321403e-07	 -1.21254004553828e-05	3.10123680025941e-12		1.00000000007352e+00
6.60000000000000e-01    	-1.56919715071090e-08 	 6.36396948667021e+00   6.36396103070048e+00 	-1.29925235583624e-07	 -4.54377824653574e-05	2.62056392378189e-12		1.00000000103230e+00
6.90000000000000e-01    	-1.97820871504633e-08 	 6.36396750327245e+00   6.36396103070055e+00 	-1.41746786963676e-07	 -8.84229735019339e-05	1.66140982446480e-12		1.00000000390932e+00
7.20000000000000e-01    	-2.41206986243831e-08 	 6.36396408384809e+00   6.36396103070058e+00 	-1.45949267856915e-07	 -1.41131007397198e-04	5.16605250970602e-13		1.00000000995899e+00
7.50000000000000e-01    	-2.84292403647567e-08 	 6.36395894386823e+00   6.36396103070059e+00 	-1.39172089920320e-07	 -2.02968593858339e-04	-1.06960325968348e-13		1.00000002059813e+00
7.80000000000000e-01    	-3.23278018999123e-08 	 6.36395182751214e+00   6.36396103070059e+00 	-1.18089553415620e-07	 -2.72601156481553e-04	1.02086960027654e-12		1.00000003715570e+00
8.10000000000000e-01    	-3.53431009523845e-08 	 6.36394253099200e+00   6.36396103070068e+00 	-7.98918011798902e-08	 -3.47886504116494e-04	5.69035428614203e-12		1.00000006051251e+00
8.40000000000000e-01    	-3.69323151330730e-08 	 6.36393092727582e+00   6.36396103070099e+00 	-2.28498206337710e-08	 -4.25849380349887e-04	1.61708277227709e-11		1.00000009067384e+00
8.70000000000000e-01    	-3.65240771473499e-08 	 6.36391699086061e+00   6.36396103070174e+00 	5.31231284369694e-08	 -5.02704719220610e-04	3.49773322232315e-11		1.00000012635601e+00
9.00000000000000e-01    	-3.35747664402866e-08 	 6.36390082104218e+00   6.36396103070320e+00 	1.46035673743641e-07	 -5.73935370457887e-04	6.44754903785751e-11		1.00000016470090e+00
9.30000000000000e-01    	-2.76342480574475e-08 	 6.36388266199339e+00   6.36396103070573e+00 	2.51647824366992e-07	 -6.34427409712455e-04	1.06353057672028e-10		1.00000020124908e+00
9.60000000000000e-01    	-1.84110811251585e-08 	 6.36386291791528e+00   6.36396103070971e+00 	3.63695959510818e-07	 -6.78663023445176e-04	1.61032208960035e-10		1.00000023029179e+00
9.90000000000000e-01    	-5.82388783174133e-09 	 6.36384216157688e+00   6.36396103071550e+00 	4.74599122310168e-07	 -7.00967495855707e-04	2.27141129924854e-10		1.00000024567780e+00
1.02000000000000e+00    	9.97587963774186e-09 	 6.36382113471825e+00   6.36396103072342e+00 	5.76652003506616e-07	 -6.95803198841313e-04	3.01195396221277e-10		1.00000024207118e+00
