0.00000000000000e+00    	0.00000000000000e+00 	 4.24264068710000e+00  	4.24264068710000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.51366422345471e-13 	 4.24264068709967e+00   4.24264068710000e+00 	-9.15723408796122e-11	 -6.65242004882346e-11	-2.70202149425941e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.71860397344915e-11 	 4.24264068707890e+00   4.24264068710000e+00 	-1.41204852406388e-09	 -2.10025138429115e-09	-1.30743493708722e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.24848292215635e-10 	 4.24264068686365e+00   4.24264068710000e+00 	-6.71226897715892e-09	 -1.56001579952689e-08	-4.56459909083076e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.93579497475931e-10 	 4.24264068580239e+00   4.24264068710000e+00 	-1.93437884175328e-08	 -6.37378969559801e-08	-5.27649139597601e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.38257702653451e-09 	 4.24264068229518e+00   4.24264068710000e+00 	-4.15822978108207e-08	 -1.86884050372077e-07	-3.22878603774933e-15		1.00000000000002e+00
1.80000000000000e-01    	-3.07805157980002e-09 	 4.24264067326845e+00   4.24264068710000e+00 	-7.25998360062125e-08	 -4.42570434487063e-07	-1.27067671581390e-14		1.00000000000010e+00
2.10000000000000e-01    	-5.76842452994250e-09 	 4.24264065371208e+00   4.24264068710000e+00 	-1.06365528526362e-07	 -9.01311692235293e-07	-3.46239379766850e-14		1.00000000000041e+00
2.40000000000000e-01    	-9.35937619738247e-09 	 4.24264061640623e+00   4.24264068710000e+00 	-1.29788553135348e-07	 -1.63815612799990e-06	-6.25501790097271e-14		1.00000000000135e+00
2.70000000000000e-01    	-1.32408218074152e-08 	 4.24264055196182e+00   4.24264068710000e+00 	-1.21422382861993e-07	 -2.72032135401486e-06	-4.04845088130594e-14		1.00000000000371e+00
3.00000000000000e-01    	-1.60271658104673e-08 	 4.24264044928077e+00   4.24264068710000e+00 	-5.10244543288856e-08	 -4.19175558133955e-06	2.10261623212999e-13		1.00000000000879e+00
3.30000000000000e-01    	-1.53002625729717e-08 	 4.24264029650993e+00   4.24264068710002e+00 	1.19789180166151e-07	 -6.05590984224833e-06	1.09901485684940e-12		1.00000000001834e+00
3.60000000000000e-01    	-7.39053797200061e-09 	 4.24264008251847e+00   4.24264068710008e+00 	4.35636142587331e-07	 -8.25837117235402e-06	3.38285819501438e-12		1.00000000003420e+00
3.90000000000000e-01    	1.27650362420611e-08 	 4.24263979887475e+00   4.24264068710025e+00 	9.44152368352988e-07	 -1.06712571842761e-05	8.23416072302851e-12		1.00000000005738e+00
4.20000000000000e-01    	5.16495381240052e-08 	 4.24263944223989e+00   4.24264068710062e+00 	1.69153322412624e-06	 -1.30813806937622e-05	1.71709421511596e-11		1.00000000008699e+00
4.50000000000000e-01    	1.17042487413304e-07 	 4.24263901703517e+00   4.24264068710133e+00 	2.71702094776014e-06	 -1.51841402127432e-05	3.17569537659063e-11		1.00000000011897e+00
4.80000000000000e-01    	2.17718824470426e-07 	 4.24263853818475e+00   4.24264068710259e+00 	4.04665169632465e-06	 -1.65848698788364e-05	5.30163092091464e-11		1.00000000014572e+00
5.10000000000000e-01    	3.62954379712168e-07 	 4.24263803368860e+00   4.24264068710458e+00 	5.68668694951461e-06	 -1.68089940296469e-05	8.06019573127862e-11		1.00000000015744e+00
5.40000000000000e-01    	5.61835894000216e-07 	 4.24263754674779e+00   4.24264068710746e+00 	7.61724398232709e-06	 -1.53217923715186e-05	1.11904701703735e-10		1.00000000014639e+00
5.70000000000000e-01    	8.22390074384533e-07 	 4.24263713715014e+00   4.24264068711128e+00 	9.78669995198598e-06	 -1.15579182823386e-05	1.41462657764267e-10		1.00000000011468e+00
6.00000000000000e-01    	1.15056384530068e-06 	 4.24263688163044e+00   4.24264068711585e+00 	1.21074667424268e-05	 -4.96006234914820e-06	1.61177976522396e-10		1.00000000008560e+00
6.30000000000000e-01    	1.54910568555540e-06 	 4.24263687295022e+00   4.24264068712076e+00 	1.44537141306097e-05	 4.97463858025716e-06	1.61898813964279e-10		1.00000000011683e+00
6.60000000000000e-01    	2.01641441925856e-06 	 4.24263721749536e+00   4.24264068712531e+00 	1.66615547797496e-05	 1.86426280578297e-05	1.36809329911908e-10		1.00000000031258e+00
6.90000000000000e-01    	2.54543572204844e-06 	 4.24263803126644e+00   4.24264068712871e+00 	1.85320966780454e-05	 3.62792900346249e-05	8.67409463604732e-11		1.00000000082981e+00
7.20000000000000e-01    	3.12269664568898e-06 	 4.24263943423294e+00   4.24264068713041e+00 	1.98376206312924e-05	 5.79051365413540e-05	2.69741531951537e-11		1.00000000187327e+00
7.50000000000000e-01    	3.72757354294017e-06 	 4.24264154313412e+00   4.24264068713059e+00 	2.03309588944130e-05	 8.32767434941501e-05	-5.59022233570918e-12		1.00000000367418e+00
7.80000000000000e-01    	4.33188801655594e-06 	 4.24264446293080e+00   4.24264068713098e+00 	1.97579451332846e-05	 1.11846566668354e-04	5.32943134392719e-11		1.00000000645002e+00
8.10000000000000e-01    	4.89991835277186e-06 	 4.24264827723623e+00   4.24264068713563e+00 	1.78725867535639e-05	 1.42735733257073e-04	2.97189244133024e-10		1.00000001034646e+00
8.40000000000000e-01    	5.38890011636241e-06 	 4.24265303817334e+00   4.24264068715184e+00 	1.44543906025596e-05	 1.74723598696468e-04	8.44808062939427e-10		1.00000001536863e+00
8.70000000000000e-01    	5.75006934845168e-06 	 4.24265875621119e+00   4.24264068719068e+00 	9.32706507145742e-06	 2.06257277593851e-04	1.82790524378255e-09		1.00000002131453e+00
9.00000000000000e-01    	5.93027567416284e-06 	 4.24266539061786e+00   4.24264068726712e+00 	2.37763847660877e-06	 2.35483511795211e-04	3.37069082220203e-09		1.00000002772907e+00
9.30000000000000e-01    	5.87416152294118e-06 	 4.24267284122175e+00   4.24264068739943e+00 	-6.42511267719916e-06	 2.60304154612452e-04	5.56220679902982e-09		1.00000003389977e+00
9.60000000000000e-01    	5.52686886254018e-06 	 4.24268094219361e+00   4.24264068760761e+00 	-1.70141304915206e-05	 2.78455270824784e-04	8.42548451330751e-09		1.00000003891341e+00
9.90000000000000e-01    	4.83719792474313e-06 	 4.24268945853973e+00   4.24264068791101e+00 	-2.92106839167890e-05	 2.87608434797036e-04	1.18896552580528e-08		1.00000004178594e+00
1.02000000000000e+00    	3.76110518868848e-06 	 4.24269808593274e+00   4.24264068832522e+00 	-4.27153415666647e-05	 2.85491323884061e-04	1.57729121966138e-08		1.00000004166495e+00
1.05000000000000e+00    	2.26539241751495e-06 	 4.24270645439664e+00   4.24264068885870e+00 	-5.71044386052715e-05	 2.70023230588738e-04	1.97846773933566e-08		1.00000003808673e+00
1.08000000000000e+00    	3.31406982725432e-07 	 4.24271413621071e+00   4.24264068950988e+00 	-7.18329999017233e-05	 2.39459739810241e-04	2.35539692746514e-08		1.00000003125047e+00
1.11000000000000e+00    	-2.04145171605583e-06 	 4.24272065820562e+00   4.24264069026555e+00 	-8.62448401441103e-05	 1.92539623591362e-04	2.66875086696977e-08		1.00000002225484e+00
1.14000000000000e+00    	-4.83264202982809e-06 	 4.24272551840215e+00   4.24264069110142e+00 	-9.95902488934313e-05	 1.28626078686010e-04	2.88556662359867e-08		1.00000001323144e+00
1.17000000000000e+00    	-7.99803506924192e-06 	 4.24272820669682e+00   4.24264069198554e+00 	-1.11051291936058e-04	 4.78338479842290e-05	2.98975560605375e-08		1.00000000731023e+00
1.20000000000000e+00    	-1.14683386050822e-05 	 4.24272822904144e+00   4.24264069288505e+00 	-1.19774332186173e-04	 -4.88664109825450e-05	2.99295297450756e-08		1.00000000836691e+00
1.23000000000000e+00    	-1.51485947547465e-05 	 4.24272513430715e+00   4.24264069377591e+00 	-1.24908911949404e-04	 -1.59574871567040e-04	2.94355132529898e-08		1.00000002053319e+00
1.26000000000000e+00    	-1.89189235318068e-05 	 4.24271854278300e+00   4.24264069465478e+00 	-1.25651667603976e-04	 -2.81428003024291e-04	2.93146965002228e-08		1.00000004749503e+00
1.29000000000000e+00    	-2.26366376151300e-05 	 4.24270817504832e+00   4.24264069555138e+00 	-1.21293497000775e-04	 -4.10609121975029e-04	3.08635009948105e-08		1.00000009165598e+00
1.32000000000000e+00    	-2.61397941600943e-05 	 4.24269387979139e+00   4.24264069653918e+00 	-1.11267802279010e-04	 -5.42408698783959e-04	3.56754404985493e-08		1.00000015329385e+00
1.35000000000000e+00    	-2.92521792408385e-05 	 4.24267565903755e+00   4.24264069774163e+00 	-9.51973209183541e-05	 -6.71336978441593e-04	4.54544981693185e-08		1.00000022987791e+00
1.38000000000000e+00    	-3.17896427129565e-05 	 4.24265368920925e+00   4.24264069933180e+00 	-7.29368684698781e-05	 -7.91289032048950e-04	6.17538996311547e-08		1.00000031572901e+00
1.41000000000000e+00    	-3.35676199643101e-05 	 4.24262833647646e+00   4.24264070152329e+00 	-4.46092747243256e-05	 -8.95759676893845e-04	8.56704274695892e-08		1.00000040218762e+00
1.44000000000000e+00    	-3.44095969060037e-05 	 4.24260016497497e+00   4.24264070455191e+00 	-1.06319189139641e-05	 -9.78102910959191e-04	1.17541480641775e-07		1.00000047839906e+00
1.47000000000000e+00    	-3.41562007261732e-05 	 4.24256993667202e+00   4.24264070864907e+00 	2.82684358739958e-05	 -1.03182773758241e-03	1.56704168065484e-07		1.00000053273366e+00
1.50000000000000e+00    	-3.26745364045820e-05 	 4.24253860194261e+00   4.24264071400964e+00 	7.10543529920777e-05	 -1.05091965301050e-03	2.01379176053824e-07		1.00000055474029e+00
1.53000000000000e+00    	-2.98673422733968e-05 	 4.24250728027664e+00   4.24264072075889e+00 	1.16391228315234e-04	 -1.03017478054004e-03	2.48734172378083e-07		1.00000053740338e+00
1.56000000000000e+00    	-2.56815105772554e-05 	 4.24247723095625e+00   4.24264072892450e+00 	1.62676151026449e-04	 -9.65531800287850e-04	2.95160945236129e-07		1.00000047935752e+00
1.59000000000000e+00    	-2.01155133194601e-05 	 4.24244981400881e+00   4.24264073842021e+00 	2.08081933592569e-04	 -8.54385569674074e-04	3.36768387476292e-07		1.00000038663638e+00
