0.00000000000000e+00    	0.00000000000000e+00 	 4.94974746830000e+00  	4.94974746830000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.83003858194899e-13 	 4.94974746830027e+00   4.94974746830000e+00 	-8.02185119665299e-11	 5.44199795654819e-11	1.93632296144919e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.50551850159410e-11 	 4.94974746831726e+00   4.94974746830000e+00 	-1.23697210721799e-09	 1.71810614118822e-09	9.36934178426272e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.09368660281807e-10 	 4.94974746849334e+00   4.94974746830000e+00 	-5.88003130941669e-09	 1.27616757866534e-08	3.27108353495835e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.32381796288393e-10 	 4.94974746936151e+00   4.94974746830000e+00 	-1.69454001645700e-08	 5.21406498018476e-08	3.78123987479631e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.21115475784347e-09 	 4.94974747223057e+00   4.94974746830000e+00 	-3.64266147376309e-08	 1.52880095795667e-07	2.31381301574208e-15		1.00000000000001e+00
1.80000000000000e-01    	-2.69641189492182e-09 	 4.94974747961487e+00   4.94974746830000e+00 	-6.35983814092136e-08	 3.62043791004617e-07	9.10592487069310e-15		1.00000000000007e+00
2.10000000000000e-01    	-5.05321350334549e-09 	 4.94974749561292e+00   4.94974746830000e+00 	-9.31776127598493e-08	 7.37316084001478e-07	2.48122100880496e-14		1.00000000000028e+00
2.40000000000000e-01    	-8.19893686724687e-09 	 4.94974752613089e+00   4.94974746830000e+00 	-1.13696668381741e-07	 1.34009007260186e-06	4.48247160759108e-14		1.00000000000090e+00
2.70000000000000e-01    	-1.15991462611491e-08 	 4.94974757884950e+00   4.94974746830000e+00 	-1.06368288493440e-07	 2.22535297212346e-06	2.90120175747748e-14		1.00000000000248e+00
3.00000000000000e-01    	-1.40400553609197e-08 	 4.94974766284751e+00   4.94974746830000e+00 	-4.46998807851537e-08	 3.42905651676513e-06	-1.50677673979122e-13		1.00000000000588e+00
3.30000000000000e-01    	-1.34033606448115e-08 	 4.94974778782136e+00   4.94974746829999e+00 	1.04933013178919e-07	 4.95402381980006e-06	-7.87575994323608e-13		1.00000000001228e+00
3.60000000000000e-01    	-6.47450266992856e-09 	 4.94974796287661e+00   4.94974746829994e+00 	3.81615632112793e-07	 6.75574249074497e-06	-2.42422368229490e-12		1.00000000002289e+00
3.90000000000000e-01    	1.11817528605699e-08 	 4.94974819491073e+00   4.94974746829982e+00 	8.27077487563850e-07	 8.72959864482692e-06	-5.90076365855206e-12		1.00000000003845e+00
4.20000000000000e-01    	4.52446229053006e-08 	 4.94974848665510e+00   4.94974746829956e+00 	1.48178659480754e-06	 1.07011949720763e-05	-1.23050387759918e-11		1.00000000005836e+00
4.50000000000000e-01    	1.02529042732053e-07 	 4.94974883449289e+00   4.94974746829904e+00 	2.38012066292840e-06	 1.24213528008841e-05	-2.27576637292938e-11		1.00000000007998e+00
4.80000000000000e-01    	1.90721991417923e-07 	 4.94974922621543e+00   4.94974746829814e+00 	3.54488952273174e-06	 1.35672162882849e-05	-3.79925376141079e-11		1.00000000009832e+00
5.10000000000000e-01    	3.17949298019397e-07 	 4.94974963891739e+00   4.94974746829672e+00 	4.98158064825092e-06	 1.37505591839099e-05	-5.77609546226111e-11		1.00000000010695e+00
5.40000000000000e-01    	4.92171213747552e-07 	 4.94975003725815e+00   4.94974746829465e+00 	6.67277842791220e-06	 1.25339534961872e-05	-8.01931090759878e-11		1.00000000010081e+00
5.70000000000000e-01    	7.20419416800475e-07 	 4.94975037232835e+00   4.94974746829192e+00 	8.57326033375375e-06	 9.45491671446979e-06	-1.01374899701295e-10		1.00000000008145e+00
6.00000000000000e-01    	1.00790359845263e-06 	 4.94975058135509e+00   4.94974746828864e+00 	1.06062931279952e-05	 4.05754037061195e-06	-1.15503238320429e-10		1.00000000006448e+00
