0.00000000000000e+00    	0.00000000000000e+00 	 7.07106781190000e-01  	7.07106781190000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	7.35500394952104e-13 	 7.07106781191858e-01   7.07106781190000e-01 	1.22153780451346e-10	 3.71196420445670e-10	-2.01120116047727e-20		1.00000000000000e+00
6.00000000000000e-02    	2.29254787873502e-11 	 7.07106781307716e-01   7.07106781190000e-01 	1.88361540231612e-09	 1.17191305978907e-08	-9.73165705495195e-18		1.00000000000000e+00
9.00000000000000e-02    	1.66542579187788e-10 	 7.07106782508784e-01   7.07106781190000e-01 	8.95389788464922e-09	 8.70468592003682e-08	-3.39757727702549e-16		1.00000000000000e+00
1.20000000000000e-01    	6.58415718001639e-10 	 7.07106788430481e-01   7.07106781190000e-01 	2.58038931834548e-08	 3.55649190552701e-07	-3.92746138835861e-15		1.00000000000006e+00
1.50000000000000e-01    	1.84430954292240e-09 	 7.07106808000255e-01   7.07106781190000e-01 	5.54696615005524e-08	 1.04278867619499e-06	-2.40328862946512e-14		1.00000000000055e+00
1.80000000000000e-01    	4.10605041351412e-09 	 7.07106858368262e-01   7.07106781189998e-01 	9.68484106601195e-08	 2.46948518182248e-06	-9.45805217181865e-14		1.00000000000305e+00
2.10000000000000e-01    	7.69511418546276e-09 	 7.07106967490241e-01   7.07106781189993e-01 	1.41900489108292e-07	 5.02920078164768e-06	-2.57717003927213e-13		1.00000000001266e+00
2.40000000000000e-01    	1.24860735329533e-08 	 7.07107175651958e-01   7.07106781189982e-01 	1.73176256316595e-07	 9.14069443586791e-06	-4.65580987002967e-13		1.00000000004179e+00
2.70000000000000e-01    	1.76660609233611e-08 	 7.07107535243205e-01   7.07106781189969e-01 	1.62092740415788e-07	 1.51790306543002e-05	-3.01339939039598e-13		1.00000000011521e+00
3.00000000000000e-01    	2.13887266901157e-08 	 7.07108108189754e-01   7.07106781189981e-01 	6.83498729079338e-08	 2.33894340380867e-05	1.56503969209312e-12		1.00000000027354e+00
3.30000000000000e-01    	2.04318371096851e-08 	 7.07108960630499e-01   7.07106781190109e-01 	-1.59198766104895e-07	 3.37911613757371e-05	8.18030122534620e-12		1.00000000057093e+00
3.60000000000000e-01    	9.90554018720386e-09 	 7.07110154674015e-01   7.07106781190574e-01 	-5.80015283783361e-07	 4.60805977290627e-05	2.51796471652937e-11		1.00000000106188e+00
3.90000000000000e-01    	-1.69374969365869e-08 	 7.07111737367757e-01   7.07106781191810e-01 	-1.25761748728791e-06	 5.95441795377738e-05	6.12893917628139e-11		1.00000000177355e+00
4.20000000000000e-01    	-6.87390493641292e-08 	 7.07113727342377e-01   7.07106781194555e-01 	-2.25367238619475e-06	 7.29923510885964e-05	1.27808657455201e-10		1.00000000266648e+00
4.50000000000000e-01    	-1.55873211696242e-07 	 7.07116099927737e-01   7.07106781199900e-01 	-3.62068346083699e-06	 8.47254656136966e-05	2.36376991240538e-10		1.00000000359576e+00
4.80000000000000e-01    	-2.90048527065982e-07 	 7.07118771848321e-01   7.07106781209238e-01 	-5.39366438392341e-06	 9.25413027512374e-05	3.94617234382125e-10		1.00000000429649e+00
5.10000000000000e-01    	-4.83651608415306e-07 	 7.07121586865646e-01   7.07106781224054e-01 	-7.58133057120016e-06	 9.37917087215812e-05	5.99946036984160e-10		1.00000000442718e+00
5.40000000000000e-01    	-7.48827264594517e-07 	 7.07124303917315e-01   7.07106781245519e-01 	-1.01574580836019e-05	 8.54928592821957e-05	8.32941666497879e-10		1.00000000370610e+00
5.70000000000000e-01    	-1.09631108147789e-06 	 7.07126589383385e-01   7.07106781273908e-01 	-1.30531513929503e-05	 6.44899471679673e-05	1.05294797527162e-09		1.00000000216467e+00
6.00000000000000e-01    	-1.53405364254966e-06 	 7.07128015072917e-01   7.07106781307966e-01 	-1.61508215846654e-05	 2.76729115789254e-05	1.19968741650999e-09		1.00000000051332e+00
6.30000000000000e-01    	-2.06570003979436e-06 	 7.07128063356108e-01   7.07106781344470e-01 	-1.92806971740597e-05	 -2.77645891964440e-05	1.20503715772827e-09		1.00000000057131e+00
6.60000000000000e-01    	-2.68901269193202e-06 	 7.07126140567487e-01   7.07106781378329e-01 	-2.22206604203855e-05	 -1.04035122628895e-04	1.01826527484110e-09		1.00000000565853e+00
6.90000000000000e-01    	-3.39434806282887e-06 	 7.07121599379537e-01   7.07106781403671e-01 	-2.47001095534495e-05	 -2.02452507171343e-04	6.45570922362046e-10		1.00000002079856e+00
7.20000000000000e-01    	-4.16331654754960e-06 	 7.07113770309121e-01   7.07106781416287e-01 	-2.64083774078349e-05	 -3.23131419458930e-04	2.00722612131419e-10		1.00000005255566e+00
7.50000000000000e-01    	-4.96776705826919e-06 	 7.07102001895452e-01   7.07106781417671e-01 	-2.70079781260037e-05	 -4.64713475188818e-04	-4.15520794479715e-11		1.00000010834402e+00
7.80000000000000e-01    	-5.76924095164380e-06 	 7.07085708410428e-01   7.07106781420528e-01 	-2.61526025086790e-05	 -6.24142869769831e-04	3.97057013711430e-10		1.00000019511912e+00
8.10000000000000e-01    	-6.51903124200762e-06 	 7.07064423268759e-01   7.07106781455204e-01 	-2.35093498157325e-05	 -7.96514471831076e-04	2.21309811046418e-09		1.00000031749395e+00
8.40000000000000e-01    	-7.15896047537957e-06 	 7.07037855640123e-01   7.07106781575891e-01 	-1.87841984290538e-05	 -9.75015561504149e-04	6.29035012892703e-09		1.00000047550398e+00
8.70000000000000e-01    	-7.62295330899634e-06 	 7.07005947174696e-01   7.07106781865061e-01 	-1.17492290815529e-05	 -1.15097915852547e-03	1.36096345804214e-08		1.00000066244531e+00
9.00000000000000e-01    	-7.83942861656980e-06 	 7.06968925282535e-01   7.07106782434221e-01 	-2.26968910188791e-06	 -1.31406214677702e-03	2.50955354378761e-08		1.00000086338187e+00
9.30000000000000e-01    	-7.73447385991012e-06 	 7.06927349099337e-01   7.07106783419249e-01 	9.67129947584007e-06	 -1.45255532126894e-03	4.14107354427076e-08		1.00000105500469e+00
9.60000000000000e-01    	-7.23569684373189e-06 	 7.06882144162807e-01   7.07106784969104e-01 	2.39526583710548e-05	 -1.55382530351530e-03	6.27264233361795e-08		1.00000120747267e+00
9.90000000000000e-01    	-6.27658403929184e-06 	 7.06834621943468e-01   7.07106787227837e-01 	4.03019765540484e-05	 -1.60488032019761e-03	8.85147407304400e-08		1.00000128863172e+00
1.02000000000000e+00    	-4.80113874296970e-06 	 7.06786480738511e-01   7.07106790311449e-01 	5.82904432587546e-05	 -1.59304351854428e-03	1.17422066165138e-07		1.00000127059191e+00
1.05000000000000e+00    	-2.76853453715382e-06 	 7.06739785051337e-01   7.07106794282920e-01 	7.73369710890098e-05	 -1.50670925388509e-03	1.47285293208120e-07		1.00000113807625e+00
1.08000000000000e+00    	-1.57506174113653e-07 	 7.06696921433137e-01   7.07106799130566e-01 	9.67215021214509e-05	 -1.33615011439609e-03	1.75343107019934e-07		1.00000089732570e+00
1.11000000000000e+00    	3.02978590037158e-06 	 7.06660529831750e-01   7.07106804756021e-01 	1.15606572871535e-04	 -1.07433583319882e-03	1.98668500505785e-07		1.00000058378103e+00
1.14000000000000e+00    	6.76464118369564e-06 	 7.06633410738563e-01   7.07106810978396e-01 	1.33065432340014e-04	 -7.17720143530996e-04	2.14808316306866e-07		1.00000026641429e+00
1.17000000000000e+00    	1.09896194383989e-05 	 7.06618409794761e-01   7.07106817559993e-01 	1.48114527129625e-04	 -2.66948473410828e-04	2.22565053388040e-07		1.00000004659972e+00
1.20000000000000e+00    	1.56173527936799e-05 	 7.06618282950742e-01   7.07106824256194e-01 	1.59748119931591e-04	 2.72561508159946e-04	2.22803801692333e-07		1.00000004990464e+00
1.23000000000000e+00    	2.05304052019962e-05 	 7.06635546695216e-01   7.07106830887985e-01 	1.66973251869226e-04	 8.90212848053064e-04	2.19124039346571e-07		1.00000041017943e+00
1.26000000000000e+00    	2.55821735993181e-05 	 7.06672319205579e-01   7.07106837430321e-01 	1.68844153438232e-04	 1.57003784493786e-03	2.18214312762635e-07		1.00000124676284e+00
1.29000000000000e+00    	3.05988155955751e-05 	 7.06730159438566e-01   7.07106844104201e-01 	1.64496396536749e-04	 2.29075731845672e-03	2.29718384936792e-07		1.00000263731063e+00
1.32000000000000e+00    	3.53822157918983e-05 	 7.06809912101389e-01   7.07106851455774e-01 	1.53182298862684e-04	 3.02611634160511e-03	2.65491125414597e-07		1.00000459041196e+00
1.35000000000000e+00    	3.97140629313322e-05 	 7.06911567046289e-01   7.07106860403425e-01 	1.34310007865715e-04	 3.74551052257838e-03	3.38211538479353e-07		1.00000702341952e+00
1.38000000000000e+00    	4.33611887341506e-05 	 7.07034141854079e-01   7.07106872234535e-01 	1.07488957494221e-04	 4.41490348011132e-03	4.59440948538124e-07		1.00000975141587e+00
1.41000000000000e+00    	4.60823924895033e-05 	 7.07175596168476e-01   7.07106888538295e-01 	7.25837220201351e-05	 4.99802146141213e-03	6.37349935480790e-07		1.00001249266563e+00
1.44000000000000e+00    	4.76370126943933e-05 	 7.07332785685844e-01   7.07106911069608e-01 	2.97765428701578e-05	 5.45779575249603e-03	8.74464344816802e-07		1.00001489410002e+00
1.47000000000000e+00    	4.77954763034237e-05 	 7.07501462588952e-01   7.07106941551104e-01 	-2.03639600439021e-05	 5.75800834682582e-03	1.16587074241436e-06		1.00001657740068e+00
1.50000000000000e+00    	4.63519310225843e-05 	 7.07676327656560e-01   7.07106981434078e-01 	-7.68138523374772e-05	 5.86508202429931e-03	1.49834789159015e-06		1.00001720239692e+00
1.53000000000000e+00    	4.31388329696984e-05 	 7.07851137322993e-01   7.07107031652516e-01 	-1.38034312244931e-04	 5.74994330067246e-03	1.85083239811769e-06		1.00001654031564e+00
1.56000000000000e+00    	3.80430267445013e-05 	 7.08018866664365e-01   7.07107092414561e-01 	-2.01934057062953e-04	 5.38987635306809e-03	2.19647473732753e-06		1.00001454566886e+00
1.59000000000000e+00    	3.10224468232264e-05 	 7.08171926729048e-01   7.07107163080072e-01 	-2.65868058583498e-04	 4.77027866385908e-03	2.50630394400660e-06		1.00001141306019e+00
1.62000000000000e+00    	2.21221414248617e-05 	 7.08302431903186e-01   7.07107242169135e-01 	-3.26686344667161e-04	 3.88622532709165e-03	2.75422128545463e-06		1.00000760471051e+00
1.65000000000000e+00    	1.14879454238000e-05 	 7.08402510214827e-01   7.07107327533236e-01 	-3.80843524198224e-04	 2.74374921079138e-03	2.92272866426339e-06		1.00000383659767e+00
1.68000000000000e+00    	-6.24109145446791e-07 	 7.08464646752584e-01   7.07107416698738e-01 	-4.24573707994646e-04	 1.36074883965175e-03	3.00852252188208e-06		1.00000101595413e+00
