0.00000000000000e+00    	0.00000000000000e+00 	 1.76335575690000e+00  	2.42705098310000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.05168616488222e-12 	 1.76335575687106e+00   2.42705098310000e+00 	1.90341422243579e-10	 -4.70727393563499e-09	1.65920909171395e-18		1.00000000000000e+00
6.00000000000000e-02    	4.77538343468842e-11 	 1.76335575609217e+00   2.42705098310000e+00 	4.43617973728047e-09	 -6.31512680642291e-08	3.94516507475565e-16		1.00000000000000e+00
9.00000000000000e-02    	4.62994480979620e-10 	 1.76335575176116e+00   2.42705098310000e+00 	2.89344660486990e-08	 -2.50873859768567e-07	8.66766214839843e-15		1.00000000000003e+00
1.20000000000000e-01    	2.33788215983061e-09 	 1.76335573977355e+00   2.42705098310000e+00 	1.09623212994619e-07	 -5.58064759248201e-07	6.71667186264611e-14		1.00000000000016e+00
1.50000000000000e-01    	8.18338472945515e-09 	 1.76335571920136e+00   2.42705098310000e+00 	3.05324528355940e-07	 -7.61717075114062e-07	2.67655369980667e-13		1.00000000000034e+00
1.80000000000000e-01    	2.25980120853288e-08 	 1.76335570049607e+00   2.42705098310002e+00 	6.95534936911223e-07	 -3.08786368722749e-07	5.68467908495682e-13		1.00000000000029e+00
2.10000000000000e-01    	5.27817941837888e-08 	 1.76335571676495e+00   2.42705098310003e+00 	1.37235768759469e-06	 1.76841548013271e-06	1.21080547261143e-13		1.00000000000251e+00
2.40000000000000e-01    	1.08721498041909e-07 	 1.76335583685695e+00   2.42705098309999e+00 	2.42673747993501e-06	 6.88532065574212e-06	-3.93463403250354e-12		1.00000000002665e+00
2.70000000000000e-01    	2.02887209953402e-07 	 1.76335617847132e+00   2.42705098309970e+00 	3.92984844271795e-06	 1.68713864383727e-05	-1.73252464376615e-11		1.00000000015004e+00
3.00000000000000e-01    	3.49315907122898e-07 	 1.76335691912387e+00   2.42705098309879e+00 	5.91113961882548e-06	 3.38599483306884e-05	-4.66629441928002e-11		1.00000000059072e+00
3.30000000000000e-01    	5.62011403563169e-07 	 1.76335830262101e+00   2.42705098309675e+00 	8.33509618114808e-06	 6.00991002817957e-05	-9.03761367530174e-11		1.00000000184069e+00
3.60000000000000e-01    	8.52658227551169e-07 	 1.76336063873243e+00   2.42705098309351e+00 	1.10791730183111e-05	 9.76889730762946e-05	-1.17458708514922e-10		1.00000000483294e+00
3.90000000000000e-01    	1.22772423154421e-06 	 1.76336429403745e+00   2.42705098309081e+00 	1.39155582187008e-05	 1.48258959021197e-04	-3.04214481137199e-11		1.00000001108718e+00
4.20000000000000e-01    	1.68510674606252e-06 	 1.76336967244502e+00   2.42705098309492e+00 	1.64994059115063e-05	 2.12606230026969e-04	3.86265229246602e-10		1.00000002273682e+00
4.50000000000000e-01    	2.21055326937158e-06 	 1.76337718463287e+00   2.42705098312110e+00 	1.83659428809912e-05	 2.90323672677471e-04	1.52251260268063e-09		1.00000004231257e+00
4.80000000000000e-01    	2.77415382852750e-06 	 1.76338720657706e+00   2.42705098319945e+00 	1.89384246277865e-05	 3.79450512501317e-04	3.98359640857344e-09		1.00000007217068e+00
5.10000000000000e-01    	3.32725297880672e-06 	 1.76340002839213e+00   2.42705098338149e+00 	1.75483312811541e-05	 4.76181897137344e-04	8.58665575907006e-09		1.00000011352856e+00
5.40000000000000e-01    	3.80016083863835e-06 	 1.76341579580377e+00   2.42705098374557e+00 	1.34684919020839e-05	 5.74674152602930e-04	1.62808714069070e-08		1.00000016521588e+00
5.70000000000000e-01    	4.10105158676667e-06 	 1.76343444764901e+00   2.42705098439838e+00 	5.95903820150833e-06	 6.66980070580405e-04	2.79680808236580e-08		1.00000022244894e+00
6.00000000000000e-01    	4.11642216168805e-06 	 1.76345565375853e+00   2.42705098546957e+00 	-5.67477074933063e-06	 7.43143357131150e-04	4.42238879111908e-08		1.00000027614709e+00
6.30000000000000e-01    	3.71344131844400e-06 	 1.76347875833622e+00   2.42705098709692e+00 	-2.20147468538078e-05	 7.91473394205531e-04	6.49570736494255e-08		1.00000031345734e+00
6.60000000000000e-01    	2.74444724093285e-06 	 1.76350273443523e+00   2.42705098940140e+00 	-4.34549131477589e-05	 7.99011045348364e-04	8.90918085280721e-08		1.00000032015344e+00
