0.00000000000000e+00    	0.00000000000000e+00 	 9.27050983120000e-01  	-2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.63723220394305e-12 	 9.27050983158991e-01   -2.85316954890000e+00 	-2.81603184636993e-10	 6.52758198282335e-09	7.78764148698841e-19		1.00000000000000e+00
6.00000000000000e-02    	-6.02860771486771e-11 	 9.27050984384834e-01   -2.85316954890000e+00 	-5.27006026281063e-09	 1.05615830670504e-07	7.54284111990891e-17		1.00000000000001e+00
9.00000000000000e-02    	-5.09693015187757e-10 	 9.27050992692007e-01   -2.85316954890000e+00 	-2.99010436998452e-08	 5.27981131969579e-07	-1.34309529130332e-15		1.00000000000014e+00
1.20000000000000e-01    	-2.32865471179047e-09 	 9.27051022639173e-01   -2.85316954890000e+00 	-1.02385699750596e-07	 1.60826771797459e-06	-4.43127445304131e-14		1.00000000000130e+00
1.50000000000000e-01    	-7.53307056290823e-09 	 9.27051099219802e-01   -2.85316954890001e+00 	-2.63149618924906e-07	 3.68743860940191e-06	-4.21788361234882e-13		1.00000000000683e+00
1.80000000000000e-01    	-1.94772270790816e-08 	 9.27051256065653e-01   -2.85316954890004e+00 	-5.59834601817287e-07	 6.97485718497045e-06	-2.32257377471504e-12		1.00000000002448e+00
2.10000000000000e-01    	-4.29478557051495e-08 	 9.27051529106151e-01   -2.85316954890019e+00 	-1.03855322853808e-06	 1.13864001586859e-05	-9.00928302217170e-12		1.00000000006536e+00
2.40000000000000e-01    	-8.39473058102098e-08 	 9.27051945266341e-01   -2.85316954890069e+00 	-1.73205628692554e-06	 1.63793110467345e-05	-2.70081700420516e-11		1.00000000013564e+00
2.70000000000000e-01    	-1.49088563106495e-07 	 9.27052506451277e-01   -2.85316954890202e+00 	-2.64590177613012e-06	 2.08071059107128e-05	-6.57324612705079e-11		1.00000000021997e+00
3.00000000000000e-01    	-2.44562952953371e-07 	 9.27053169777626e-01   -2.85316954890493e+00 	-3.74406060399146e-06	 2.28183880227180e-05	-1.33013925493878e-10		1.00000000026735e+00
3.30000000000000e-01    	-3.74688209703556e-07 	 9.27053825709649e-01   -2.85316954891025e+00 	-4.93562530533999e-06	 1.98217687575404e-05	-2.24143301824990e-10		1.00000000020863e+00
3.60000000000000e-01    	-5.40096370154034e-07 	 9.27054276370209e-01   -2.85316954891828e+00 	-6.06438371865853e-06	 8.53524149913274e-06	-3.04274118294643e-10		1.00000000005481e+00
3.90000000000000e-01    	-7.35673470240993e-07 	 9.27054216764555e-01   -2.85316954892757e+00 	-6.90297380104924e-06	 -1.48675104918106e-05	-2.88993210921661e-10		1.00000000013435e+00
4.20000000000000e-01    	-9.48412131502112e-07 	 9.27053221919531e-01   -2.85316954893325e+00 	-7.15315605772402e-06	 -5.45089405774651e-05	-3.49538795839296e-11		1.00000000151120e+00
4.50000000000000e-01    	-1.15538002143882e-06 	 9.27050742959696e-01   -2.85316954892545e+00 	-6.45344202519416e-06	 -1.14461429468359e-04	6.40366819010740e-10		1.00000000657153e+00
4.80000000000000e-01    	-1.32203856572382e-06 	 9.27046114886902e-01   -2.85316954888906e+00 	-4.39491745851234e-06	 -1.98316259186561e-04	1.88697456180083e-09		1.00000001967433e+00
5.10000000000000e-01    	-1.40116430854619e-06 	 9.27038578292087e-01   -2.85316954880664e+00 	-5.45607932865822e-07	 -3.08690341623108e-04	3.67971004919384e-09		1.00000004764501e+00
5.40000000000000e-01    	-1.33262726468506e-06 	 9.27027316418943e-01   -2.85316954866678e+00 	5.51684654380656e-06	 -4.46701884157525e-04	5.60033100932040e-09		1.00000009978650e+00
5.70000000000000e-01    	-1.04426369165326e-06 	 9.27011507951716e-01   -2.85316954847985e+00 	1.41651189702501e-05	 -6.11453344242429e-04	6.56646619332593e-09		1.00000018703790e+00
6.00000000000000e-01    	-4.54041946743026e-07 	 9.26990394666603e-01   -2.85316954830209e+00 	2.56764145236762e-05	 -7.99565102063318e-04	4.56456459377171e-09		1.00000031998176e+00
6.30000000000000e-01    	5.26343422194589e-07 	 9.26963361739622e-01   -2.85316954826644e+00 	4.01835379961487e-05	 -1.00480571010866e-03	-3.52060443608178e-09		1.00000050562449e+00
6.60000000000000e-01    	1.98640451890085e-06 	 9.26930027129435e-01   -2.85316954861566e+00 	5.76262739684980e-05	 -1.21786394309098e-03	-2.18637415356480e-08		1.00000074325641e+00
6.90000000000000e-01    	4.01039208942779e-06 	 9.26890335147573e-01   -2.85316954972951e+00 	7.77073980648188e-05	 -1.42630392766999e-03	-5.53303489454818e-08		1.00000102019015e+00
7.20000000000000e-01    	6.66963895573468e-06 	 9.26844648191305e-01   -2.85316955213499e+00 	9.98582909681978e-05	 -1.61473733756872e-03	-1.08708518416211e-07		1.00000130867332e+00
7.50000000000000e-01    	1.00140815581897e-05 	 9.26793829744581e-01   -2.85316955648755e+00 	1.23219394445530e-04	 -1.76523617375021e-03	-1.85552611048300e-07		1.00000156561968e+00
7.80000000000000e-01    	1.40634804246845e-05 	 9.26739311239613e-01   -2.85316956351326e+00 	1.46640437151326e-04	 -1.85799641160516e-03	-2.86773195035252e-07		1.00000173682557e+00
8.10000000000000e-01    	1.87989944584271e-05 	 9.26683135290279e-01   -2.85316957390817e+00 	1.68704312729897e-04	 -1.87224739857006e-03	-4.09249759913244e-07		1.00000176688426e+00
8.40000000000000e-01    	2.41558547091125e-05 	 9.26627968211440e-01   -2.85316958820139e+00 	1.87776652154504e-04	 -1.78738512062657e-03	-5.44871543217121e-07		1.00000161500166e+00
8.70000000000000e-01    	3.00179077510331e-05 	 9.26577075652447e-01   -2.85316960660165e+00 	2.02080578058112e-04	 -1.58429026089033e-03	-6.80485667872507e-07		1.00000127540551e+00
9.00000000000000e-01    	3.62147389543568e-05 	 9.26534256595796e-01   -2.85316962886188e+00 	2.09793116562444e-04	 -1.24677537319887e-03	-7.99208287869148e-07		1.00000079923099e+00
