0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	-9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.21000000000000e+00    	2.33333098636992e-03 	 -2.83121778271037e+00   -9.27127137341453e-01 	-1.00653698396836e-03	 6.02463485827963e-02	6.17350344586866e-05		1.00181367501421e+00
3.24000000000000e+00    	2.28776281769100e-03 	 -2.82976249773433e+00   -9.27124308507645e-01 	-1.94628866599610e-03	 3.63849653393771e-02	1.23119314568562e-04		1.00066361425840e+00
3.27000000000000e+00    	2.22312409524445e-03 	 -2.82906349983789e+00   -9.27120049034066e-01 	-2.23802365812669e-03	 9.85458636434455e-03	1.55170353850761e-04		1.00005107154592e+00
3.30000000000000e+00    	2.16191768974498e-03 	 -2.82918955167642e+00   -9.27115383914689e-01 	-1.69148513182353e-03	 -1.84806488188537e-02	1.48970088362528e-04		1.00017219402201e+00
3.33000000000000e+00    	2.13103449746625e-03 	 -2.83017987098534e+00   -9.27111537591047e-01 	-2.10790870007917e-04	 -4.76323075946758e-02	1.00533152929540e-04		1.00113380287877e+00
3.36000000000000e+00    	2.15835418100576e-03 	 -2.83204052298079e+00   -9.27109760454680e-01 	2.17886991128737e-03	 -7.65291387164877e-02	1.19803146344059e-05		1.00292644630118e+00
3.39000000000000e+00    	2.26880143964184e-03 	 -2.83474292207037e+00   -9.27111133796215e-01 	5.32185495590986e-03	 -1.04065973026350e-01	-1.08217508987454e-04		1.00541437258134e+00
3.42000000000000e+00    	2.48052602753013e-03 	 -2.83822461720454e+00   -9.27116387598529e-01 	8.94313224203221e-03	 -1.29154405528831e-01	-2.46038054728323e-04		1.00834562557514e+00
3.45000000000000e+00    	2.80187030611046e-03 	 -2.84239207219994e+00   -9.27125763830740e-01 	1.26787829057487e-02	 -1.50769438272973e-01	-3.83645626856574e-04		1.01138139306450e+00
3.48000000000000e+00    	3.22961969484872e-03 	 -2.84712478593473e+00   -9.27138948086079e-01 	1.61212326997700e-02	 -1.67987812705478e-01	-5.01784033448441e-04		1.01414005499662e+00
3.51000000000000e+00    	3.74877306837747e-03 	 -2.85227995583295e+00   -9.27155078676234e-01 	1.88723377834816e-02	 -1.80016427471050e-01	-5.82449927410377e-04		1.01624919116365e+00
3.54000000000000e+00    	4.33382065685739e-03 	 -2.85769700029175e+00   -9.27172829722002e-01 	2.05971159105920e-02	 -1.86212033490244e-01	-6.11478026326068e-04		1.01739841581643e+00
3.57000000000000e+00    	4.95134595545044e-03 	 -2.86320155759520e+00   -9.27190556652151e-01 	2.10718623173807e-02	 -1.86095447131104e-01	-5.80737397388934e-04		1.01738678784441e+00
3.60000000000000e+00    	5.56368791036496e-03 	 -2.86860896451085e+00   -9.27206489105334e-01 	2.02216955103395e-02	 -1.79364357449215e-01	-4.89716878513437e-04		1.01615979526603e+00
3.63000000000000e+00    	6.13337174093702e-03 	 -2.87372758854993e+00   -9.27218955306943e-01 	1.81434806052156e-02	 -1.65908344796618e-01	-3.46329949793907e-04		1.01383178323924e+00
3.66000000000000e+00    	6.62797901166352e-03 	 -2.87836266861020e+00   -9.27226620365134e-01 	1.51103401897942e-02	 -1.45828089485047e-01	-1.66786100311956e-04		1.01068995338883e+00
3.69000000000000e+00    	7.02502618158228e-03 	 -2.88232144282200e+00   -9.27228716053751e-01 	1.15539941144329e-02	 -1.19458101786667e-01	2.56195722173888e-05		1.00717611842162e+00
3.72000000000000e+00    	7.31624165623702e-03 	 -2.88542023213183e+00   -9.27225231142073e-01 	8.02194744285838e-03	 -8.73889450913875e-02	2.02904551225584e-04		1.00384322507811e+00
3.75000000000000e+00    	7.51042869141236e-03 	 -2.88749372475347e+00   -9.27217022272717e-01 	5.10929046132455e-03	 -5.04815374367826e-02	3.35952896429804e-04		1.00128647415979e+00
3.78000000000000e+00    	7.63401049916337e-03 	 -2.88840595568631e+00   -9.27205802692161e-01 	3.37034209377878e-03	 -9.86401387777698e-03	3.98927178117525e-04		1.00005440707919e+00
3.81000000000000e+00    	7.72855224154115e-03 	 -2.88806155131587e+00   -9.27193978338972e-01 	3.22282682247905e-03	 3.30974544679918e-02	3.73888527640173e-04		1.00055283113768e+00
3.84000000000000e+00    	7.84514796016573e-03 	 -2.88641508817854e+00   -9.27184332214615e-01 	4.86384757050632e-03	 7.68573959133513e-02	2.54680136328009e-04		1.00296100681021e+00
3.87000000000000e+00    	8.03643824775600e-03 	 -2.88347636920571e+00   -9.27179601861924e-01 	8.21844257357416e-03	 1.19774404888814e-01	4.90894107777563e-05		1.00718094366135e+00
3.90000000000000e+00    	8.34782570717811e-03 	 -2.87931029412523e+00   -9.27182032515547e-01 	1.29352962122254e-02	 1.60205827820500e-01	-2.21363354829832e-04		1.01283427971089e+00
3.93000000000000e+00    	8.80975804826685e-03 	 -2.87403152387509e+00   -9.27192999692370e-01 	1.84317637654462e-02	 1.96596460523991e-01	-5.24046212815639e-04		1.01930867397001e+00
3.96000000000000e+00    	9.43257988855311e-03 	 -2.86779560967505e+00   -9.27212772783645e-01 	2.39773861229250e-02	 2.27546640891466e-01	-8.19662586728438e-04		1.02584261008843e+00
3.99000000000000e+00    	1.02046342149197e-02 	 -2.86078900158792e+00   -9.27240448263107e-01 	2.87974571387045e-02	 2.51852992326590e-01	-1.06759549366233e-03		1.03162995450968e+00
4.02000000000000e+00    	1.10934645776345e-02 	 -2.85322015839836e+00   -9.27274039968563e-01 	3.21782062760209e-02	 2.68524088519528e-01	-1.23124589297801e-03		1.03592574011887e+00
4.05000000000000e+00    	1.20494778880855e-02 	 -2.84531313370462e+00   -9.27310691177359e-01 	3.35605582946426e-02	 2.76779841912099e-01	-1.28273796620120e-03		1.03814018194973e+00
4.08000000000000e+00    	1.30113559964823e-02 	 -2.83730397373951e+00   -9.27346971656055e-01 	3.26159975640055e-02	 2.76046120667369e-01	-1.20668087962808e-03		1.03791460155031e+00
4.11000000000000e+00    	1.39127113207407e-02 	 -2.82943935355144e+00   -9.27379234504432e-01 	2.93023581100153e-02	 2.65955625668706e-01	-1.00287016901035e-03		1.03517729339675e+00
4.14000000000000e+00    	1.46897448901976e-02 	 -2.82197618875853e+00   -9.27404020833102e-01 	2.38979185484445e-02	 2.46363633347436e-01	-6.87817857377019e-04		1.03017795717075e+00
4.17000000000000e+00    	1.52897767916238e-02 	 -2.81518044505932e+00   -9.27418504677410e-01 	1.70092917858465e-02	 2.17383427610202e-01	-2.94842024934548e-04		1.02349643748204e+00
4.20000000000000e+00    	1.56803185690336e-02 	 -2.80932301959708e+00   -9.27420958282719e-01 	9.54389153046688e-03	 1.79440723556346e-01	1.27783313309914e-04		1.01601676928314e+00
4.23000000000000e+00    	1.58577601437771e-02 	 -2.80467056731412e+00   -9.27411185546744e-01 	2.63431881309013e-03	 1.33338338409700e-01	5.21249307945663e-04		1.00885396556009e+00
