0.00000000000000e+00    	0.00000000000000e+00 	 9.27050983120000e-01  	-2.85316954890000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.82083100266552e-12 	 9.27050983155473e-01   -2.85316954890000e+00 	-3.04120060141327e-10	 5.93848433688068e-09	2.52298501510930e-19		1.00000000000000e+00
6.00000000000000e-02    	-5.83902700342297e-11 	 9.27050984270686e-01   -2.85316954890000e+00 	-4.85347101292750e-09	 9.60842709939162e-08	7.70458780361416e-17		1.00000000000000e+00
9.00000000000000e-02    	-4.36853782792886e-10 	 9.27050991828158e-01   -2.85316954890000e+00 	-2.39281473162858e-08	 4.80332178828031e-07	2.20179529902753e-15		1.00000000000012e+00
1.20000000000000e-01    	-1.78248192480616e-09 	 9.27051019072669e-01   -2.85316954890000e+00 	-7.18221687591639e-08	 1.46312563535163e-06	2.31562509976869e-14		1.00000000000107e+00
1.50000000000000e-01    	-5.17141551741868e-09 	 9.27051088742089e-01   -2.85316954890000e+00 	-1.61997910288497e-07	 3.35465652577328e-06	1.37897779380464e-13		1.00000000000564e+00
1.80000000000000e-01    	-1.19912245736843e-08 	 9.27051231432991e-01   -2.85316954889999e+00 	-3.00569167876812e-07	 6.34539341487781e-06	5.63019707797667e-13		1.00000000002018e+00
2.10000000000000e-01    	-2.36107879842611e-08 	 9.27051479832239e-01   -2.85316954889996e+00 	-4.78925581335720e-07	 1.03588043517846e-05	1.74185065281392e-12		1.00000000005377e+00
2.40000000000000e-01    	-4.08282569878171e-08 	 9.27051858434927e-01   -2.85316954889987e+00 	-6.66489305389260e-07	 1.49011149376775e-05	4.32054911804477e-12		1.00000000011124e+00
2.70000000000000e-01    	-6.31171607186211e-08 	 9.27052368974164e-01   -2.85316954889968e+00 	-8.04682991778217e-07	 1.89293107070614e-05	8.86837685266020e-12		1.00000000017948e+00
3.00000000000000e-01    	-8.77231201651644e-08 	 9.27052972436879e-01   -2.85316954889932e+00 	-8.03172603628390e-07	 2.07590889766563e-05	1.52852752538081e-11		1.00000000021579e+00
3.30000000000000e-01    	-1.08693960401200e-07 	 9.27053569173352e-01   -2.85316954889876e+00 	-5.39325484495729e-07	 1.80329555473506e-05	2.21304722542261e-11		1.00000000016274e+00
3.60000000000000e-01    	-1.15951115808270e-07 	 9.27053979166341e-01   -2.85316954889801e+00 	1.38398270930829e-07	 7.76515739597629e-06	2.65947393697602e-11		1.00000000003016e+00
3.90000000000000e-01    	-9.45274097509585e-08 	 9.27053924950615e-01   -2.85316954889721e+00 	1.40270427313564e-06	 -1.35251964325709e-05	2.63959476474847e-11		1.00000000009245e+00
4.20000000000000e-01    	-2.41036242333151e-08 	 9.27053019914517e-01   -2.85316954889645e+00 	3.43530545326344e-06	 -4.95883448399860e-05	2.52347369005135e-11		1.00000000123540e+00
4.50000000000000e-01    	1.21027214732016e-07 	 9.27050764732160e-01   -2.85316954889551e+00 	6.41064610594780e-06	 -1.04128908732903e-04	4.32516527436565e-11		1.00000000544196e+00
4.80000000000000e-01    	3.71453236064510e-07 	 9.27046554442594e-01   -2.85316954889315e+00 	1.04761599310220e-05	 -1.80413785534358e-04	1.32860744393105e-10		1.00000001632944e+00
5.10000000000000e-01    	7.61504648765152e-07 	 9.27039698202718e-01   -2.85316954888581e+00 	1.57300338696664e-05	 -2.80823446815055e-04	3.98275740908881e-10		1.00000003955462e+00
5.40000000000000e-01    	1.32742553897999e-06 	 9.27029453004543e-01   -2.85316954886578e+00 	2.21977340910343e-05	 -4.06375008757247e-04	1.01422528655367e-09		1.00000008281669e+00
5.70000000000000e-01    	2.10484150322409e-06 	 9.27015071694563e-01   -2.85316954881892e+00 	2.98088093488372e-05	 -5.56251955621827e-04	2.23644639788273e-09		1.00000015515239e+00
6.00000000000000e-01    	3.12555728368855e-06 	 9.26995864512089e-01   -2.85316954872225e+00 	3.83757360682328e-05	 -7.27380000096127e-04	4.39462400593448e-09		1.00000026527715e+00
6.30000000000000e-01    	4.41377523798927e-06 	 9.26971272139311e-01   -2.85316954854217e+00 	4.75768180905639e-05	 -9.14090759959688e-04	7.85877927419420e-09		1.00000041891265e+00
6.60000000000000e-01    	5.98188947074547e-06 	 9.26940947006912e-01   -2.85316954823417e+00 	5.69453892701151e-05	 -1.10791434340821e-03	1.29738086429848e-08		1.00000061535830e+00
6.90000000000000e-01    	7.82608076698237e-06 	 9.26904838412362e-01   -2.85316954774491e+00 	6.58677420130943e-05	 -1.29753835014061e-03	1.99644373531685e-08		1.00000084397181e+00
7.20000000000000e-01    	9.92201108877864e-06 	 9.26863275974657e-01   -2.85316954701751e+00 	7.35922335475994e-05	 -1.46896417926011e-03	2.88237384872766e-08		1.00000108163520e+00
7.50000000000000e-01    	1.22209872471067e-05 	 9.26817045158133e-01   -2.85316954600008e+00 	7.92517878772722e-05	 -1.60588205161842e-03	3.92107499502379e-08		1.00000129256817e+00
7.80000000000000e-01    	1.46470216854389e-05 	 9.26767448130332e-01   -2.85316954465678e+00 	8.19013911395384e-05	 -1.69027416432316e-03	5.03935143608529e-08		1.00000143186627e+00
8.10000000000000e-01    	1.70952509697560e-05 	 9.26716343141904e-01   -2.85316954297937e+00 	8.05710760090699e-05	 -1.70324144547481e-03	6.12791685315979e-08		1.00000145376051e+00
8.40000000000000e-01    	1.94321645321467e-05 	 9.26666155978589e-01   -2.85316954099602e+00 	7.43332824670396e-05	 -1.62603417612932e-03	7.05686220475178e-08		1.00000132475541e+00
8.70000000000000e-01    	2.14980332656719e-05 	 9.26619857861352e-01   -2.85316953877344e+00 	6.23814536383851e-05	 -1.44125112836252e-03	7.70570985752122e-08		1.00000104054759e+00
9.00000000000000e-01    	2.31118000728780e-05 	 9.26580905459418e-01   -2.85316953640768e+00 	4.41144964385709e-05	 -1.13415674942156e-03	8.00728544367033e-08		1.00000064412861e+00
9.30000000000000e-01    	2.40785013741304e-05 	 9.26553140403134e-01   -2.85316953400042e+00 	1.92196579780469e-05	 -6.94052251424387e-04	8.00074315104742e-08		1.00000024103894e+00
9.60000000000000e-01    	2.41990408428538e-05 	 9.26540647782282e-01   -2.85316953161886e+00 	-1.22551171519534e-05	 -1.15625175853463e-04	7.88481349937637e-08		1.00000000675969e+00
9.90000000000000e-01    	2.32818589704766e-05 	 9.26547575507124e-01   -2.85316952924129e+00 	-4.98487152111881e-05	 5.99806040961639e-04	8.05865113743848e-08		1.00000018112608e+00
