0.00000000000000e+00    	0.00000000000000e+00 	 3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.07141819520653e-13 	 3.09016994370619e-01   -9.51056516300000e-01 	1.77943864992185e-11	 1.23732140161620e-10	3.00562175075464e-21		1.00000000000000e+00
6.00000000000000e-02    	3.33960052052377e-12 	 3.09016994409239e-01   -9.51056516300000e-01 	2.74390035984020e-10	 3.90637687235331e-09	1.45433886669338e-18		1.00000000000000e+00
9.00000000000000e-02    	2.42605908959922e-11 	 3.09016994809595e-01   -9.51056516300000e-01 	1.30433215730497e-09	 2.90156199638489e-08	5.07747929468039e-17		1.00000000000000e+00
1.20000000000000e-01    	9.59127157590089e-11 	 3.09016996783494e-01   -9.51056516300000e-01 	3.75890277154665e-09	 1.18549732988359e-07	5.86936001054067e-16		1.00000000000001e+00
1.50000000000000e-01    	2.68664011011172e-10 	 3.09017003306752e-01   -9.51056516300000e-01 	8.08035826010355e-09	 3.47596243967135e-07	3.59157358401725e-15		1.00000000000006e+00
1.80000000000000e-01    	5.98134799386378e-10 	 3.09017020096089e-01   -9.51056516300000e-01 	1.41079971938898e-08	 8.23161809907811e-07	1.41345035228461e-14		1.00000000000034e+00
2.10000000000000e-01    	1.12095378542009e-09 	 3.09017056470087e-01   -9.51056516299999e-01 	2.06704919732288e-08	 1.67640053663874e-06	3.85142937405995e-14		1.00000000000141e+00
2.40000000000000e-01    	1.81883674350283e-09 	 3.09017125857340e-01   -9.51056516299997e-01 	2.52254876579418e-08	 3.04689888352464e-06	6.95783411450318e-14		1.00000000000464e+00
2.70000000000000e-01    	2.57333975677001e-09 	 3.09017245721124e-01   -9.51056516299995e-01 	2.36083883685115e-08	 5.05967852615471e-06	4.50334236567204e-14		1.00000000001280e+00
3.00000000000000e-01    	3.11543571295371e-09 	 3.09017436703377e-01   -9.51056516299997e-01 	9.94719876890015e-09	 7.79648111606216e-06	-2.33886346217257e-13		1.00000000003039e+00
3.30000000000000e-01    	2.97562005382071e-09 	 3.09017720850413e-01   -9.51056516300016e-01 	-2.32105487022294e-08	 1.12637255056266e-05	-1.22249932526002e-12		1.00000000006344e+00
3.60000000000000e-01    	1.44140526966177e-09 	 3.09018118865101e-01   -9.51056516300086e-01 	-8.45286774147814e-08	 1.53602063327356e-05	-3.76295421385867e-12		1.00000000011797e+00
3.90000000000000e-01    	-2.47032328986010e-09 	 3.09018646429921e-01   -9.51056516300271e-01 	-1.83260837182633e-07	 1.98480684926355e-05	-9.15934818557458e-12		1.00000000019699e+00
4.20000000000000e-01    	-1.00186424057139e-08 	 3.09019309755069e-01   -9.51056516300681e-01 	-3.28388716452652e-07	 2.43307932256628e-05	-1.91002686091059e-11		1.00000000029605e+00
4.50000000000000e-01    	-2.27148824664310e-08 	 3.09020100617164e-01   -9.51056516301480e-01 	-5.27555428697716e-07	 2.82418332227224e-05	-3.53251759254056e-11		1.00000000039894e+00
4.80000000000000e-01    	-4.22645467632821e-08 	 3.09020991257802e-01   -9.51056516302875e-01 	-7.85852115070071e-07	 3.08471208813966e-05	-5.89732588556357e-11		1.00000000047608e+00
5.10000000000000e-01    	-7.04715859970245e-08 	 3.09021929597871e-01   -9.51056516305089e-01 	-1.10453634077283e-06	 3.12639517884555e-05	-8.96584630340982e-11		1.00000000048933e+00
5.40000000000000e-01    	-1.09104381288618e-07 	 3.09022835284189e-01   -9.51056516308297e-01 	-1.47977813554172e-06	 2.84977429677872e-05	-1.24478371681851e-10		1.00000000040716e+00
5.70000000000000e-01    	-1.59725871321487e-07 	 3.09023597112031e-01   -9.51056516312540e-01 	-1.90154252460739e-06	 2.14969320947375e-05	-1.57357273418864e-10		1.00000000023287e+00
6.00000000000000e-01    	-2.23493655316499e-07 	 3.09024072354455e-01   -9.51056516317630e-01 	-2.35272515182633e-06	 9.22488863721980e-06	-1.79287226416272e-10		1.00000000004532e+00
6.30000000000000e-01    	-3.00939440571963e-07 	 3.09024088473477e-01   -9.51056516323085e-01 	-2.80865904514467e-06	 -9.25376457033491e-06	-1.80087858808219e-10		1.00000000004676e+00
6.60000000000000e-01    	-3.91740673521008e-07 	 3.09023447588097e-01   -9.51056516328145e-01 	-3.23710444021162e-06	 -3.46764745538188e-05	-1.52177534320898e-10		1.00000000060647e+00
6.90000000000000e-01    	-4.94500347518779e-07 	 3.09021933932125e-01   -9.51056516331932e-01 	-3.59881839616982e-06	 -6.74811147627644e-05	-9.64819158752846e-11		1.00000000228333e+00
7.20000000000000e-01    	-6.06553525346941e-07 	 3.09019324355710e-01   -9.51056516333818e-01 	-3.84877526790017e-06	 -1.07705874906484e-04	-3.00008128760484e-11		1.00000000580768e+00
7.50000000000000e-01    	-7.23820718357940e-07 	 3.09015401716697e-01   -9.51056516334025e-01 	-3.93807194616397e-06	 -1.54897978631556e-04	6.21391962069224e-12		1.00000001200445e+00
7.80000000000000e-01    	-8.40728579889695e-07 	 3.09009970782046e-01   -9.51056516334451e-01 	-3.81650317278127e-06	 -2.08038919470602e-04	-5.93107768778890e-11		1.00000002164738e+00
8.10000000000000e-01    	-9.50217074880347e-07 	 3.09002876028616e-01   -9.51056516339632e-01 	-3.43573386308948e-06	 -2.65493839283549e-04	-3.30659372790487e-10		1.00000003524939e+00
8.40000000000000e-01    	-1.04384913891896e-06 	 3.08994020511140e-01   -9.51056516357665e-01 	-2.75293104143423e-06	 -3.24992105594513e-04	-9.39895162508729e-10		1.00000005281372e+00
8.70000000000000e-01    	-1.11203374588885e-06 	 3.08983384768437e-01   -9.51056516400873e-01 	-1.73465383301360e-06	 -3.83645062974667e-04	-2.03358495903780e-09		1.00000007359327e+00
9.00000000000000e-01    	-1.14436638589361e-06 	 3.08971044582141e-01   -9.51056516485919e-01 	-3.60744028205960e-07	 -4.38005357393899e-04	-3.74989619877410e-09		1.00000009592441e+00
9.30000000000000e-01    	-1.13008259691795e-06 	 3.08957186299538e-01   -9.51056516633108e-01 	1.37207885842667e-06	 -4.84170210980611e-04	-6.18786560915538e-09		1.00000011721133e+00
9.60000000000000e-01    	-1.05861104775284e-06 	 3.08942118395790e-01   -9.51056516864699e-01 	3.44722672461233e-06	 -5.17928638101095e-04	-9.37308997800201e-09		1.00000013413097e+00
9.90000000000000e-01    	-9.20203619198951e-07 	 3.08926277990289e-01   -9.51056517202219e-01 	5.82614516725379e-06	 -5.34949950244481e-04	-1.32267069521355e-08		1.00000014310269e+00
1.02000000000000e+00    	-7.06611991775519e-07 	 3.08910231152848e-01   -9.51056517663004e-01 	8.44734356261957e-06	 -5.31008128656059e-04	-1.75464520235845e-08		1.00000014102049e+00
1.05000000000000e+00    	-4.11774423252527e-07 	 3.08894666039473e-01   -9.51056518256466e-01 	1.12267020467710e-05	 -5.02233899514850e-04	-2.20090820104316e-08		1.00000012618246e+00
1.08000000000000e+00    	-3.24734972655266e-08 	 3.08880378181491e-01   -9.51056518980860e-01 	1.40590972702503e-05	 -4.45383786703776e-04	-2.62019407604887e-08		1.00000009928218e+00
1.11000000000000e+00    	4.31073918423914e-07 	 3.08868247607777e-01   -9.51056519821487e-01 	1.68212749562468e-05	 -3.58113204112876e-04	-2.96875946551431e-08		1.00000006426401e+00
1.14000000000000e+00    	9.74729525097069e-07 	 3.08859207895044e-01   -9.51056520751315e-01 	1.93757954954851e-05	 -2.39238938576657e-04	-3.20994197435910e-08		1.00000002880535e+00
1.17000000000000e+00    	1.59007790592656e-06 	 3.08854207698406e-01   -9.51056521734821e-01 	2.15758080725614e-05	 -8.89753060036545e-05	-3.32584652140381e-08		1.00000000419106e+00
1.20000000000000e+00    	2.26422311739134e-06 	 3.08854165792618e-01   -9.51056522735450e-01 	2.32703844565724e-05	 9.08720472205613e-05	-3.32940844682434e-08		1.00000000439962e+00
1.23000000000000e+00    	2.97975062003827e-06 	 3.08859921129495e-01   -9.51056523726456e-01 	2.43101731076188e-05	 2.96770194238252e-04	-3.27443716109356e-08		1.00000004433177e+00
1.26000000000000e+00    	3.71486151493439e-06 	 3.08872179862937e-01   -9.51056524704107e-01 	2.45532140307571e-05	 5.23394907969368e-04	-3.26091889138579e-08		1.00000013727254e+00
1.29000000000000e+00    	4.44368291598042e-06 	 3.08891461683065e-01   -9.51056525701454e-01 	2.38708685426250e-05	 7.63650344874950e-04	-3.43301468206597e-08		1.00000029186579e+00
1.32000000000000e+00    	5.13675873363131e-06 	 3.08918048109029e-01   -9.51056526800153e-01 	2.21539377299637e-05	 1.00878105793289e-03	-3.96793283319918e-08		1.00000050906488e+00
1.35000000000000e+00    	5.76172882106686e-06 	 3.08951935592104e-01   -9.51056528137500e-01 	1.93191328019778e-05	 1.24858106835952e-03	-5.05518824514638e-08		1.00000077966365e+00
1.38000000000000e+00    	6.28420986393622e-06 	 3.08992796356250e-01   -9.51056529905945e-01 	1.53160821237544e-05	 1.47170022036095e-03	-6.86756598744551e-08		1.00000108306748e+00
1.41000000000000e+00    	6.66889605347615e-06 	 3.09039949836657e-01   -9.51056532343038e-01 	1.01349825172650e-05	 1.66604311039605e-03	-9.52713506016382e-08		1.00000138790022e+00
1.44000000000000e+00    	6.88089822630314e-06 	 3.09092347358366e-01   -9.51056535711079e-01 	3.81481091812423e-06	 1.81925073908402e-03	-1.30715543202399e-07		1.00000165484254e+00
1.47000000000000e+00    	6.88733340067945e-06 	 3.09148572324229e-01   -9.51056540267508e-01 	-3.54828596304429e-06	 1.91924992367338e-03	-1.74272586057115e-07		1.00000184176475e+00
1.50000000000000e+00    	6.65915972803885e-06 	 3.09206857659135e-01   -9.51056546229169e-01 	-1.17931772288255e-05	 1.95485069159522e-03	-2.23965023407841e-07		1.00000191078835e+00
1.53000000000000e+00    	6.17322348955899e-06 	 3.09265121598579e-01   -9.51056553735543e-01 	-2.06876441754607e-05	 1.91636761475333e-03	-2.76643589747775e-07		1.00000183644476e+00
1.56000000000000e+00    	5.41444573938015e-06 	 3.09321022134716e-01   -9.51056562817596e-01 	-2.99254352213895e-05	 1.79623759488469e-03	-3.28294959773263e-07		1.00000161368127e+00
1.59000000000000e+00    	4.37802997393398e-06 	 3.09372029570062e-01   -9.51056573379506e-01 	-3.91280792949060e-05	 1.58960420617101e-03	-3.74589814898571e-07		1.00000126418554e+00
1.62000000000000e+00    	3.07152486382410e-06 	 3.09415515712099e-01   -9.51056585199973e-01 	-4.78529674672747e-05	 1.29483754227912e-03	-4.11629224234068e-07		1.00000083944682e+00
1.65000000000000e+00    	1.51653581708365e-06 	 3.09448857310843e-01   -9.51056597957842e-01 	-5.56088241064422e-05	 9.13958756244724e-04	-4.36800376781108e-07		1.00000041920648e+00
1.68000000000000e+00    	-2.50144776726427e-07 	 3.09469550439321e-01   -9.51056611283447e-01 	-6.18789891336160e-05	 4.52940223252182e-04	-4.49611759574783e-07		1.00000010449202e+00
1.71000000000000e+00    	-2.17621749479256e-06 	 3.09475331689388e-01   -9.51056624832779e-01 	-6.61519650161502e-05	 -7.81444649274276e-05	-4.52352026619608e-07		1.00000000524142e+00
1.74000000000000e+00    	-4.19456175740202e-06 	 3.09464301348347e-01   -9.51056638376776e-01 	-6.79575488001807e-05	 -6.65141682960988e-04	-4.50414166255084e-07		1.00000022351592e+00
1.77000000000000e+00    	-6.22505562687600e-06 	 3.09435043179311e-01   -9.51056651893603e-01 	-6.69057271944860e-05	 -1.29002496468286e-03	-4.52152573036421e-07		1.00000083432015e+00
1.80000000000000e+00    	-8.17755772738867e-06 	 3.09386735090057e-01   -9.51056665648592e-01 	-6.27245535322399e-05	 -1.93129565151641e-03	-4.68196418668446e-07		1.00000186691700e+00
1.83000000000000e+00    	-9.95595614841875e-06 	 3.09319244874461e-01   -9.51056680245366e-01 	-5.52926488984983e-05	 -2.56457610702259e-03	-5.10224119164691e-07		1.00000329004866e+00
1.86000000000000e+00    	-1.14630565133646e-05 	 3.09233205371609e-01   -9.51056696633264e-01 	-4.46619477763274e-05	 -3.16338565118488e-03	-5.89300953510200e-07		1.00000500448938e+00
