0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	-8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.03795851189455e-13 	 -5.87785252289381e-01   -8.09016994370000e-01 	-3.38469344458400e-11	 1.23732140168505e-10	2.55673457201205e-21		1.00000000000000e+00
6.00000000000000e-02    	-6.35229755299562e-12 	 -5.87785252250761e-01   -8.09016994370000e-01 	-5.21920841405035e-10	 3.90637687552849e-09	1.23713453365918e-18		1.00000000000000e+00
9.00000000000000e-02    	-4.61463760142683e-11 	 -5.87785251850405e-01   -8.09016994370000e-01 	-2.48098597421638e-09	 2.90156200779552e-08	4.31916188464650e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.82436599177970e-10 	 -5.87785249876506e-01   -8.09016994370000e-01 	-7.14983754578559e-09	 1.18549734376356e-07	4.99277589850448e-16		1.00000000000001e+00
1.50000000000000e-01    	-5.11026839753416e-10 	 -5.87785243353248e-01   -8.09016994370000e-01 	-1.53695792741540e-08	 3.47596253156887e-07	3.05517505261983e-15		1.00000000000006e+00
1.80000000000000e-01    	-1.13770305340263e-09 	 -5.87785226563910e-01   -8.09016994370000e-01 	-2.68340211388053e-08	 8.23161850800647e-07	1.20235273838833e-14		1.00000000000034e+00
2.10000000000000e-01    	-2.13209716594395e-09 	 -5.87785190189910e-01   -8.09016994369999e-01 	-3.93135307258246e-08	 1.67640067326076e-06	3.27622169912687e-14		1.00000000000141e+00
2.40000000000000e-01    	-3.45930957461393e-09 	 -5.87785120802649e-01   -8.09016994369998e-01 	-4.79682495893310e-08	 3.04689924881965e-06	5.91868734659413e-14		1.00000000000464e+00
2.70000000000000e-01    	-4.89374967588081e-09 	 -5.87785000938849e-01   -8.09016994369996e-01 	-4.48686673073835e-08	 5.05967933828713e-06	3.83076944672118e-14		1.00000000001280e+00
3.00000000000000e-01    	-5.92308617476623e-09 	 -5.87784809956562e-01   -8.09016994369998e-01 	-1.88325213506874e-08	 7.79648265136290e-06	-1.98955767861403e-13		1.00000000003039e+00
3.30000000000000e-01    	-5.65319482456403e-09 	 -5.87784525809465e-01   -8.09016994370014e-01 	4.43329934129841e-08	 1.12637280019780e-05	-1.03992065265952e-12		1.00000000006344e+00
3.60000000000000e-01    	-2.72723358177485e-09 	 -5.87784127794687e-01   -8.09016994370073e-01 	1.61124761005304e-07	 1.53602098382044e-05	-3.20096179205205e-12		1.00000000011798e+00
3.90000000000000e-01    	4.72681475786458e-09 	 -5.87783600229750e-01   -8.09016994370230e-01 	3.49152522557267e-07	 1.98480727656245e-05	-7.79141086580185e-12		1.00000000019703e+00
4.20000000000000e-01    	1.91058326806316e-08 	 -5.87782936904467e-01   -8.09016994370579e-01 	6.25486856113660e-07	 2.43307979316243e-05	-1.62476660901999e-11		1.00000000029619e+00
4.50000000000000e-01    	4.32856182463310e-08 	 -5.87782146042221e-01   -8.09016994371258e-01 	1.00461775190143e-06	 2.82418388276366e-05	-3.00494003197328e-11		1.00000000039931e+00
4.80000000000000e-01    	8.05092730718265e-08 	 -5.87781255401365e-01   -8.09016994372445e-01 	1.49614196325474e-06	 3.08471307515113e-05	-5.01656653386137e-11		1.00000000047689e+00
5.10000000000000e-01    	1.34204099848367e-07 	 -5.87780317060823e-01   -8.09016994374329e-01 	2.10233945835363e-06	 3.12639759838069e-05	-7.62680687776324e-11		1.00000000049093e+00
5.40000000000000e-01    	2.07726519188321e-07 	 -5.87779411373304e-01   -8.09016994377057e-01 	2.81583272975467e-06	 2.84978039773027e-05	-1.05887687207125e-10		1.00000000041003e+00
5.70000000000000e-01    	3.04040678137940e-07 	 -5.87778649542582e-01   -8.09016994380666e-01 	3.61754368440374e-06	 2.14970722491478e-05	-1.33856258434884e-10		1.00000000023761e+00
6.00000000000000e-01    	4.25342988699616e-07 	 -5.87778174293928e-01   -8.09016994384996e-01 	4.47516836322100e-06	 9.22517816827094e-06	-1.52511246421986e-10		1.00000000005257e+00
