0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e+00  	5.87785252290000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.70893960387695e-13 	 -8.09016994369762e+00   5.87785252290000e+00 	-9.48155241136422e-11	 4.75548372932837e-10	-1.45304816653972e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.77947106697421e-11 	 -8.09016994354919e+00   5.87785252290000e+00 	-1.46205840802912e-09	 1.50136509911717e-08	-7.03090609113640e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.29269947008589e-10 	 -8.09016994201047e+00   5.87785252290000e+00 	-6.94998880297309e-09	 1.11517758943433e-07	-2.45467415900667e-16		1.00000000000001e+00
1.20000000000000e-01    	-5.11059283566675e-10 	 -8.09016993442405e+00   5.87785252290000e+00 	-2.00287784095112e-08	 4.55630477199311e-07	-2.83750375574887e-15		1.00000000000010e+00
1.50000000000000e-01    	-1.43153089360977e-09 	 -8.09016990935275e+00   5.87785252290000e+00 	-4.30541279630250e-08	 1.33594098954218e-06	-1.73632282839351e-14		1.00000000000089e+00
1.80000000000000e-01    	-3.18698134322712e-09 	 -8.09016984482512e+00   5.87785252290000e+00 	-7.51661728882251e-08	 3.16371559732079e-06	-6.83323371348800e-14		1.00000000000501e+00
2.10000000000000e-01    	-5.97230586877575e-09 	 -8.09016970502637e+00   5.87785252290000e+00 	-1.10112297010577e-07	 6.44302836848102e-06	-1.86194844759898e-13		1.00000000002076e+00
2.40000000000000e-01    	-9.68924147698050e-09 	 -8.09016943834544e+00   5.87785252289999e+00 	-1.34318040712029e-07	 1.17103622652018e-05	-3.36371916729171e-13		1.00000000006858e+00
2.70000000000000e-01    	-1.37046157782815e-08 	 -8.09016897766445e+00   5.87785252289998e+00 	-1.25537502478995e-07	 1.94462225354663e-05	-2.17710860053001e-13		1.00000000018909e+00
3.00000000000000e-01    	-1.65807096954681e-08 	 -8.09016824364873e+00   5.87785252289999e+00 	-5.23917631559247e-08	 2.99647730612360e-05	1.13070927589796e-12		1.00000000044895e+00
3.30000000000000e-01    	-1.58083730844763e-08 	 -8.09016715156609e+00   5.87785252290008e+00 	1.24949530171001e-07	 4.32906835399705e-05	5.91009436107136e-12		1.00000000093705e+00
3.60000000000000e-01    	-7.58001218693487e-09 	 -8.09016562184769e+00   5.87785252290041e+00 	4.52771365304423e-07	 5.90349827410283e-05	1.81917499372664e-11		1.00000000174267e+00
3.90000000000000e-01    	1.33568611400349e-08 	 -8.09016359422001e+00   5.87785252290131e+00 	9.80439534779812e-07	 7.62835031016969e-05	4.42802226377981e-11		1.00000000291007e+00
4.20000000000000e-01    	5.37249125911310e-08 	 -8.09016104481504e+00   5.87785252290329e+00 	1.75572028551103e-06	 9.35122756151835e-05	9.23388140268358e-11		1.00000000437381e+00
4.50000000000000e-01    	1.21584778164296e-07 	 -8.09015800523828e+00   5.87785252290716e+00 	2.81900979028661e-06	 1.08543856191254e-04	1.70776716899903e-10		1.00000000589486e+00
4.80000000000000e-01    	2.26017750293417e-07 	 -8.09015458217514e+00   5.87785252291390e+00 	4.19683638751373e-06	 1.18556975933424e-04	2.85101123860036e-10		1.00000000703669e+00
5.10000000000000e-01    	3.76608653932095e-07 	 -8.09015097578330e+00   5.87785252292461e+00 	5.89512931748726e-06	 1.20159131535677e-04	4.33445627802885e-10		1.00000000723648e+00
5.40000000000000e-01    	5.82730573233359e-07 	 -8.09014749488579e+00   5.87785252294012e+00 	7.89284380608685e-06	 1.09527877056580e-04	6.01778953413400e-10		1.00000000602933e+00
5.70000000000000e-01    	8.52651588037802e-07 	 -8.09014456687550e+00   5.87785252296063e+00 	1.01365758042355e-05	 8.26218358972563e-05	7.60729351023427e-10		1.00000000346456e+00
6.00000000000000e-01    	1.19250251896164e-06 	 -8.09014274029086e+00   5.87785252298523e+00 	1.25367774495067e-05	 3.54570872900157e-05	8.66750107547712e-10		1.00000000070719e+00
6.30000000000000e-01    	1.60516180540604e-06 	 -8.09014267823725e+00   5.87785252301161e+00 	1.49660926411639e-05	 -3.55610786891679e-05	8.70626642673899e-10		1.00000000074429e+00
6.60000000000000e-01    	2.08912706804392e-06 	 -8.09014514121343e+00   5.87785252303607e+00 	1.72601798454129e-05	 -1.33266630089584e-04	7.35706227121398e-10		1.00000000902895e+00
6.90000000000000e-01    	2.63745112048599e-06 	 -8.09015095844845e+00   5.87785252305438e+00 	1.92211986526684e-05	 -2.59342199694666e-04	4.66459354690303e-10		1.00000003381392e+00
7.20000000000000e-01    	3.23682252116949e-06 	 -8.09016098754254e+00   5.87785252306350e+00 	2.06239408885049e-05	 -4.13934408630957e-04	1.45057107811714e-10		1.00000008588352e+00
7.50000000000000e-01    	3.86686760901683e-06 	 -8.09017606300394e+00   5.87785252306450e+00 	2.12244241020534e-05	 -5.95303132562150e-04	-3.00631671585997e-11		1.00000017741813e+00
7.80000000000000e-01    	4.49974385052467e-06 	 -8.09019693514158e+00   5.87785252306656e+00 	2.07706682872657e-05	 -7.99534248981185e-04	2.86595002836316e-10		1.00000031984317e+00
8.10000000000000e-01    	5.10008554369724e-06 	 -8.09022420166015e+00   5.87785252309159e+00 	1.90153638597244e-05	 -1.02034514243838e-03	1.59818577250059e-09		1.00000052073276e+00
8.40000000000000e-01    	5.62535497529165e-06 	 -8.09025823515486e+00   5.87785252317876e+00 	1.57302040061226e-05	 -1.24901005861449e-03	4.54314621300008e-09		1.00000078013648e+00
