0.00000000000000e+00    	0.00000000000000e+00 	 5.66311896060000e+00  	-4.11449676600000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.52615729382110e-13 	 5.66311896060027e+00   -4.11449676600000e+00 	-9.17798289771995e-11	 5.44199795618366e-11	-1.60957596594178e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.72249805217681e-11 	 5.66311896061726e+00   -4.11449676600000e+00 	-1.41524799811352e-09	 1.71810614136438e-09	-7.78830167056941e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.25131178566137e-10 	 5.66311896079334e+00   -4.11449676600000e+00 	-6.72747793235921e-09	 1.27616757968752e-08	-2.71910086803936e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.94697876244239e-10 	 5.66311896166151e+00   -4.11449676600000e+00 	-1.93876189867566e-08	 5.21406499343759e-08	-3.14317030842144e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.38570980434673e-09 	 5.66311896453057e+00   -4.11449676600000e+00 	-4.16765223824328e-08	 1.52880096688399e-07	-1.92336604714579e-15		1.00000000000001e+00
1.80000000000000e-01    	-3.08502650798132e-09 	 5.66311897191487e+00   -4.11449676600000e+00 	-7.27643681029464e-08	 3.62043795002406e-07	-7.56933540708859e-15		1.00000000000007e+00
2.10000000000000e-01    	-5.78149761840375e-09 	 5.66311898791292e+00   -4.11449676600000e+00 	-1.06606670887565e-07	 7.37316097395515e-07	-2.06252460161247e-14		1.00000000000028e+00
2.40000000000000e-01    	-9.38059375286284e-09 	 5.66311901843089e+00   -4.11449676600000e+00 	-1.30083079890528e-07	 1.34009010846450e-06	-3.72607189962267e-14		1.00000000000091e+00
2.70000000000000e-01    	-1.32708576318292e-08 	 5.66311907114950e+00   -4.11449676600000e+00 	-1.21698738641516e-07	 2.22535305191404e-06	-2.41163487547153e-14		1.00000000000248e+00
3.00000000000000e-01    	-1.60635744647528e-08 	 5.66311915514752e+00   -4.11449676600000e+00 	-5.11429933095009e-08	 3.42905666766751e-06	1.25251419080682e-13		1.00000000000588e+00
3.30000000000000e-01    	-1.53351551701273e-08 	 5.66311928012137e+00   -4.11449676599999e+00 	1.20054496640436e-07	 4.95402406521204e-06	6.54675659073210e-13		1.00000000001228e+00
