0.00000000000000e+00    	0.00000000000000e+00 	 -6.65739561410000e+00  	2.16311896060000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	6.49638751799821e-13 	 -6.65739561409973e+00   2.16311896060000e+00 	1.07893659855135e-10	 5.44199795587672e-11	8.46204162517301e-22		1.00000000000000e+00
6.00000000000000e-02    	2.02491790503167e-11 	 -6.65739561408274e+00   2.16311896060000e+00 	1.66372380493270e-09	 1.71810613623745e-09	4.09455248531124e-19		1.00000000000000e+00
9.00000000000000e-02    	1.47100523850461e-10 	 -6.65739561390666e+00   2.16311896060000e+00 	7.90862477252589e-09	 1.27616756048532e-08	1.42951590053197e-17		1.00000000000000e+00
1.20000000000000e-01    	5.81552261304353e-10 	 -6.65739561303849e+00   2.16311896060000e+00 	2.27915157490008e-08	 5.21406475822417e-08	1.65246234656667e-16		1.00000000000000e+00
1.50000000000000e-01    	1.62899991283976e-09 	 -6.65739561016943e+00   2.16311896060000e+00 	4.89937149208102e-08	 1.52880081084692e-07	1.01117327455266e-15		1.00000000000001e+00
1.80000000000000e-01    	3.62666855877205e-09 	 -6.65739560278513e+00   2.16311896060000e+00 	8.55397855362170e-08	 3.62043725518045e-07	3.97943450158991e-15		1.00000000000007e+00
2.10000000000000e-01    	6.79657007588174e-09 	 -6.65739558678709e+00   2.16311896060000e+00 	1.25324248886879e-07	 7.37315865174909e-07	1.08433315225396e-14		1.00000000000028e+00
2.40000000000000e-01    	1.10275962394941e-08 	 -6.65739555626913e+00   2.16311896060000e+00 	1.52923798794745e-07	 1.34008948746123e-06	1.95891188750277e-14		1.00000000000091e+00
2.70000000000000e-01    	1.56009795807025e-08 	 -6.65739550355055e+00   2.16311896060000e+00 	1.43070892234455e-07	 2.22535167116535e-06	1.26787447280887e-14		1.00000000000249e+00
3.00000000000000e-01    	1.88842779044422e-08 	 -6.65739541955259e+00   2.16311896060000e+00 	6.01351370945393e-08	 3.42905405729916e-06	-6.58483986575403e-14		1.00000000000588e+00
