0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	-5.87785252290000e-01    1.00000000000000e+01	 0.00000000000000e+00	0.00000000000000e+00		1.00498756211209e+01
3.00000000000000e-02    	2.98511157062997e-02 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 1.50171031985441e-19	-1.07056683994571e-37		1.00498756211209e+01
6.00000000000000e-02    	5.97022314125993e-02 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 2.40330993037292e-18	-2.74053566987358e-35		1.00498756211209e+01
9.00000000000000e-02    	8.95533471188991e-02 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 1.21696523435878e-17	-7.02336625988122e-34		1.00498756211209e+01
1.20000000000000e-01    	1.19404462825199e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 3.84712408290548e-17	-7.01510869305904e-33		1.00498756211209e+01
1.50000000000000e-01    	1.49255578531499e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 9.39461621918804e-17	-4.18112492582032e-32		1.00498756211209e+01
1.80000000000000e-01    	1.79106694237798e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 1.94852753139604e-16	-1.79771644447080e-31		1.00498756211209e+01
2.10000000000000e-01    	2.08957809944098e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	1.00000000000000e+01	 3.61073774235059e-16	-6.16982763054759e-31		1.00498756211209e+01
2.40000000000000e-01    	2.38808925650398e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	9.99999999999999e+00	 6.16120552129425e-16	-1.79550068006218e-30		1.00498756211209e+01
2.70000000000000e-01    	2.68660041356697e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	9.99999999999998e+00	 9.87137090057723e-16	-4.60661762198928e-30		1.00498756211209e+01
3.00000000000000e-01    	2.98511157062997e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	9.99999999999996e+00	 1.50490414657905e-15	-1.07008418139895e-29		1.00498756211208e+01
3.30000000000000e-01    	3.28362272769297e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	9.99999999999994e+00	 2.20384328254392e-15	-2.29369001663722e-29		1.00498756211208e+01
3.60000000000000e-01    	3.58213388475597e-01 	 -8.09016994370000e-01   -5.87785252290000e-01 	9.99999999999991e+00	 3.12202087627129e-15	-4.60063685485944e-29		1.00498756211208e+01
