0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-6.71852266418432e-13 	 -5.87785252294014e-01   8.09016994370000e-01 	-1.11947553029382e-10	 -6.78018979985736e-10	-1.04748208211744e-20		1.00000000000000e+00
6.00000000000000e-02    	-2.12898622256272e-11 	 -5.87785252425975e-01   8.09016994370000e-01 	-1.76115282526843e-09	 -1.15438368781986e-08	-4.29119050101844e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.57360889871604e-10 	 -5.87785253361989e-01   8.09016994370000e-01 	-8.55428571718671e-09	 -6.05657197160932e-08	-1.49290686492338e-16		1.00000000000000e+00
1.20000000000000e-01    	-6.33920069505435e-10 	 -5.87785256896107e-01   8.09016994370000e-01 	-2.52625414024538e-08	 -1.93572383844481e-07	-1.82959885990863e-15		1.00000000000002e+00
1.50000000000000e-01    	-1.81371252800867e-09 	 -5.87785266377922e-01   8.09016994370000e-01 	-5.59261747338634e-08	 -4.66646795182321e-07	-1.24233907436910e-14		1.00000000000011e+00
1.80000000000000e-01    	-4.13975847909234e-09 	 -5.87785286830439e-01   8.09016994369999e-01 	-1.01422145767869e-07	 -9.32566792217669e-07	-5.72647207784350e-14		1.00000000000044e+00
2.10000000000000e-01    	-8.00076980243918e-09 	 -5.87785324586947e-01   8.09016994369996e-01 	-1.56811566764891e-07	 -1.62257351791205e-06	-1.99617986649693e-13		1.00000000000133e+00
2.40000000000000e-01    	-1.35182927739747e-08 	 -5.87785386334643e-01   8.09016994369985e-01 	-2.08838919546332e-07	 -2.52542772244125e-06	-5.60612528919988e-13		1.00000000000321e+00
2.70000000000000e-01    	-2.02660314063391e-08 	 -5.87785477519835e-01   8.09016994369958e-01 	-2.33977190892483e-07	 -3.56624154620470e-06	-1.31886992686459e-12		1.00000000000639e+00
3.00000000000000e-01    	-2.69435099381211e-08 	 -5.87785600149672e-01   8.09016994369900e-01 	-1.97398842567131e-07	 -4.58789869501456e-06	-2.66222478385575e-12		1.00000000001054e+00
3.30000000000000e-01    	-3.10369522882087e-08 	 -5.87785750111640e-01   8.09016994369792e-01 	-5.32012318522452e-08	 -5.33796190035162e-06	-4.67380116457039e-12		1.00000000001425e+00
3.60000000000000e-01    	-2.85089037741155e-08 	 -5.87785914217075e-01   8.09016994369615e-01 	2.53871128303225e-07	 -5.46379267987019e-06	-7.17262408786475e-12		1.00000000001496e+00
3.90000000000000e-01    	-1.35637152865914e-08 	 -5.87786067250824e-01   8.09016994369362e-01 	7.85081318953992e-07	 -4.51817257206415e-06	-9.59678076171108e-12		1.00000000001052e+00
4.20000000000000e-01    	2.14622420998668e-08 	 -5.87786169368181e-01   8.09016994369048e-01 	1.60274442770564e-06	 -1.97703429750243e-06	-1.11009418787307e-11		1.00000000000324e+00
4.50000000000000e-01    	8.60394019024640e-08 	 -5.87786164215658e-01   8.09016994368712e-01 	2.76382611515742e-06	 2.72997847968137e-06	-1.11075209393892e-11		1.00000000000755e+00
4.80000000000000e-01    	1.91173888665238e-07 	 -5.87785978158268e-01   8.09016994368389e-01 	4.31241372107185e-06	 1.01764500437441e-05	-1.05560288425570e-11		1.00000000006108e+00
5.10000000000000e-01    	3.48899243063716e-07 	 -5.87785520969341e-01   8.09016994368041e-01 	6.27152260107377e-06	 2.08850923020406e-05	-1.39918757439340e-11		1.00000000023776e+00
