0.00000000000000e+00    	0.00000000000000e+00 	 2.14313189850000e-16  	3.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.47255188006143e-23 	 -6.73940373083375e-13   3.50000000000000e+00 	9.05927652416109e-21	 -1.34679317998376e-10	7.67256777983654e-21		1.00000000000000e+00
6.00000000000000e-02    	4.95241856579911e-20 	 -4.27100917811087e-11   3.50000000000000e+00 	9.03014925609391e-18	 -4.25199283276947e-09	3.71254750533355e-18		1.00000000000000e+00
9.00000000000000e-02    	4.12672007420871e-18 	 -4.78487658025982e-10   3.50000000000000e+00 	4.98233280806649e-16	 -3.15827715268422e-08	1.29614792963729e-16		1.00000000000000e+00
1.20000000000000e-01    	9.27476712039109e-17 	 -2.62702710750122e-09   3.50000000000000e+00 	8.31768458995096e-15	 -1.29038398842965e-07	1.49829441055588e-15		1.00000000000001e+00
1.50000000000000e-01    	1.00956061503830e-15 	 -9.72742934136121e-09   3.50000000000000e+00 	7.15146363257984e-14	 -3.78349759736765e-07	9.16834994331594e-15		1.00000000000007e+00
1.80000000000000e-01    	6.90541942483621e-15 	 -2.80021999123241e-08   3.50000000000000e+00 	4.01117619919862e-13	 -8.95990911589187e-07	3.60816985542808e-14		1.00000000000040e+00
2.10000000000000e-01    	3.40917995491514e-14 	 -6.75943813533867e-08   3.50000000000000e+00 	1.66390680596392e-12	 -1.82471981012866e-06	9.83169405813414e-14		1.00000000000166e+00
2.40000000000000e-01    	1.31902859326743e-13 	 -1.43120661749070e-07   3.50000000000001e+00 	5.49769698293659e-12	 -3.31647282631212e-06	1.77615344454052e-13		1.00000000000550e+00
2.70000000000000e-01    	4.21556218487354e-13 	 -2.73589377047235e-07   3.50000000000001e+00 	1.51644369738449e-11	 -5.50733293692800e-06	1.14958551054972e-13		1.00000000001517e+00
3.00000000000000e-01    	1.15298435869572e-12 	 -4.81468761778076e-07   3.50000000000001e+00 	3.60184961402947e-11	 -8.48627389256744e-06	-5.97050954894830e-13		1.00000000003601e+00
3.30000000000000e-01    	2.76595812399719e-12 	 -7.90755676345194e-07   3.49999999999996e+00 	7.52114906063882e-11	 -1.22602824379319e-05	-3.12072230567242e-12		1.00000000007516e+00
3.60000000000000e-01    	5.92223608555159e-12 	 -1.22398467297976e-06   3.49999999999978e+00 	1.39948564464985e-10	 -1.67191990143100e-05	-9.60584168086634e-12		1.00000000013977e+00
3.90000000000000e-01    	1.14575400244361e-11 	 -1.79822573463297e-06   3.49999999999931e+00 	2.33861434177644e-10	 -2.16041242226150e-05	-2.33814291362457e-11		1.00000000023337e+00
4.20000000000000e-01    	2.01992079259438e-11 	 -2.52023850124575e-06   3.49999999999826e+00 	3.51828396097732e-10	 -2.64834573456240e-05	-4.87580074617638e-11		1.00000000035069e+00
4.50000000000000e-01    	3.26233419458264e-11 	 -3.38107202800013e-06   3.49999999999622e+00 	4.74848240442358e-10	 -3.07405262079298e-05	-9.01759645194161e-11		1.00000000047249e+00
4.80000000000000e-01    	4.83963878242263e-11 	 -4.35051201051649e-06   3.49999999999266e+00 	5.68108922372880e-10	 -3.35763178020105e-05	-1.50543351730492e-10		1.00000000056368e+00
5.10000000000000e-01    	6.59607333842887e-11 	 -5.37187171778328e-06   3.49999999998701e+00 	5.86650521489935e-10	 -3.40300331185844e-05	-2.28874678333404e-10		1.00000000057902e+00
5.40000000000000e-01    	8.24631662540866e-11 	 -6.35768891294277e-06   3.49999999997882e+00 	4.93273267287405e-10	 -3.10190983017444e-05	-3.17760852329121e-10		1.00000000048109e+00
5.70000000000000e-01    	9.44472670566659e-11 	 -7.18692041046732e-06   3.49999999996799e+00 	2.91845862044897e-10	 -2.33989216900900e-05	-4.01692216692200e-10		1.00000000027375e+00
6.00000000000000e-01    	9.97755702096647e-11 	 -7.70421215557386e-06   3.49999999995499e+00 	7.54610545819136e-11	 -1.00411675248912e-05	-4.57673926840842e-10		1.00000000005041e+00
6.30000000000000e-01    	1.01148073202635e-10 	 -7.72176187734193e-06   3.49999999994107e+00 	8.30732870198408e-11	 1.00722856757444e-05	-4.59718231030036e-10		1.00000000005073e+00
6.60000000000000e-01    	1.11288776987567e-10 	 -7.02418248416325e-06   3.49999999992815e+00 	7.51246504981579e-10	 3.77441164057375e-05	-3.88471169589896e-10		1.00000000071231e+00
6.90000000000000e-01    	1.59369913294715e-10 	 -5.37661970599548e-06   3.49999999991848e+00 	2.74119475870778e-09	 7.34509265713859e-05	-2.46295385854363e-10		1.00000000269752e+00
7.20000000000000e-01    	2.97585955870396e-10 	 -2.53618264455275e-06   3.49999999991367e+00 	6.91780404905894e-09	 1.17234277912719e-04	-7.65859873612097e-11		1.00000000687194e+00
7.50000000000000e-01    	6.06103373660278e-10 	 1.73348030529488e-06   3.49999999991314e+00 	1.42593101762243e-08	 1.68601337922891e-04	1.58643451554096e-11		1.00000001421321e+00
7.80000000000000e-01    	1.19409343883036e-09 	 7.64487352424592e-06   3.49999999991205e+00 	2.56857197887280e-08	 2.26443505224179e-04	-1.51393135999961e-10		1.00000002563833e+00
8.10000000000000e-01    	2.19443976205884e-09 	 1.53672789271944e-05   3.49999999989883e+00 	4.18114515227087e-08	 2.88981311955623e-04	-8.44054273785504e-10		1.00000004175510e+00
8.40000000000000e-01    	3.75022173167795e-09 	 2.50062191623001e-05   3.49999999985280e+00 	6.26515055957634e-08	 3.53743282522256e-04	-2.39923675008409e-09		1.00000006256716e+00
8.70000000000000e-01    	5.99234961456078e-09 	 3.65828791179643e-05   3.49999999974250e+00 	8.73367835791540e-08	 4.17585251292650e-04	-5.19108233746910e-09		1.00000008718872e+00
9.00000000000000e-01    	9.00975346037042e-09 	 5.00147762481230e-05   3.49999999952540e+00 	1.13916813011496e-07	 4.76754926679811e-04	-9.57229350309614e-09		1.00000011364763e+00
