0.00000000000000e+00    	0.00000000000000e+00 	 5.81707229590000e-16  	9.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.34143507214282e-23 	 7.83838909244738e-13   9.50000000000000e+00 	1.22428175526568e-20	 1.56475283688769e-10	-1.49573439107089e-21		1.00000000000000e+00
6.00000000000000e-02    	6.69259032199712e-20 	 4.96229540348066e-11   9.50000000000000e+00 	1.22030679694964e-17	 4.94011845796725e-09	-7.23745314678748e-19		1.00000000000000e+00
9.00000000000000e-02    	5.57650733799904e-18 	 5.55925030083265e-10   9.50000000000000e+00 	6.73260938030046e-16	 3.66940017798414e-08	-2.52678515186102e-17		1.00000000000000e+00
1.20000000000000e-01    	1.25323341928644e-16 	 3.05217556706032e-09   9.50000000000000e+00 	1.12387800860853e-14	 1.49921460590861e-07	-2.92086110168642e-16		1.00000000000001e+00
1.50000000000000e-01    	1.36402876942555e-15 	 1.13016786857277e-08   9.50000000000000e+00 	9.66197386637574e-14	 4.39580381518575e-07	-1.78733074937819e-15		1.00000000000010e+00
1.80000000000000e-01    	9.32894790417343e-15 	 3.25339655129654e-08   9.50000000000000e+00 	5.41855066261110e-13	 1.04099452059268e-06	-7.03397336648032e-15		1.00000000000054e+00
2.10000000000000e-01    	4.60502148175819e-14 	 7.85335882829527e-08   9.50000000000000e+00 	2.24731768962048e-12	 2.12002521386223e-06	-1.91664685763741e-14		1.00000000000225e+00
2.40000000000000e-01    	1.78139603618019e-13 	 1.66282741801788e-07   9.50000000000000e+00 	7.42369512255905e-12	 3.85319761085442e-06	-3.46253544712721e-14		1.00000000000742e+00
2.70000000000000e-01    	5.69204921003862e-13 	 3.17865995578977e-07   9.50000000000000e+00 	2.04712211331456e-11	 6.39861781660283e-06	-2.24106796181569e-14		1.00000000002047e+00
3.00000000000000e-01    	1.55640109741765e-12 	 5.59387753944196e-07   9.50000000000000e+00 	4.86057117076880e-11	 9.85965873994823e-06	1.16392539245810e-13		1.00000000004861e+00
3.30000000000000e-01    	3.73250857573805e-12 	 9.18728433835205e-07   9.50000000000001e+00 	1.01448109820619e-10	 1.42444378325563e-05	6.08371514116609e-13		1.00000000010145e+00
3.60000000000000e-01    	7.98843362816128e-12 	 1.42206948986771e-06   9.50000000000004e+00 	1.88651560082416e-10	 1.94249677503873e-05	1.87261789906087e-12		1.00000000018866e+00
3.90000000000000e-01    	1.54468194533273e-11 	 2.08924344319090e-06   9.50000000000013e+00 	3.14980930111387e-10	 2.51004498442788e-05	4.55810996673717e-12		1.00000000031502e+00
4.20000000000000e-01    	2.72135958957110e-11 	 2.92810388699323e-06   9.50000000000034e+00 	4.73297065573962e-10	 3.07694348519246e-05	9.50516576483193e-12		1.00000000047338e+00
4.50000000000000e-01    	4.39123303542026e-11 	 3.92825129109790e-06   9.50000000000074e+00 	6.37627338197202e-10	 3.57154508236548e-05	1.75794199832044e-11		1.00000000063780e+00
4.80000000000000e-01    	6.50626905510273e-11 	 5.05458158817214e-06   9.50000000000143e+00 	7.60579135412191e-10	 3.90101756622978e-05	2.93477848530169e-11		1.00000000076090e+00
5.10000000000000e-01    	8.85196153174441e-11 	 6.24123409196550e-06   9.50000000000253e+00 	7.81051848762071e-10	 3.95373184655348e-05	4.46181431506968e-11		1.00000000078160e+00
5.40000000000000e-01    	1.10378164223603e-10 	 7.38659202485917e-06   9.50000000000413e+00 	6.48533710083411e-10	 3.60391059269641e-05	6.19461239682353e-11		1.00000000064941e+00
5.70000000000000e-01    	1.25914015185990e-10 	 8.35002305327972e-06   9.50000000000624e+00 	3.68232079365705e-10	 2.71857102185805e-05	7.83081857686751e-11		1.00000000036953e+00
6.00000000000000e-01    	1.32189262204558e-10 	 8.95103123957492e-06   9.50000000000877e+00 	6.62509583449279e-11	 1.16661902043864e-05	8.92215815987675e-11		1.00000000006805e+00
6.30000000000000e-01    	1.32817481942706e-10 	 8.97142113946473e-06   9.50000000001149e+00 	6.61491427227408e-11	 -1.17023443343022e-05	8.96201100045638e-11		1.00000000006847e+00
6.60000000000000e-01    	1.44981240634467e-10 	 8.16094827033939e-06   9.50000000001400e+00 	9.58723183725937e-10	 -4.38524741864542e-05	7.57307990259875e-11		1.00000000096152e+00
6.90000000000000e-01    	2.08114102690541e-10 	 6.24675048146394e-06   9.50000000001589e+00 	3.63814450683373e-09	 -8.53379325997998e-05	4.80142359200573e-11		1.00000000364128e+00
7.20000000000000e-01    	3.92768148582227e-10 	 2.94662838119323e-06   9.50000000001683e+00 	9.27288024040039e-09	 -1.36207007456129e-04	1.49301119682788e-11		1.00000000927617e+00
7.50000000000000e-01    	8.07259502875334e-10 	 -2.01401982877919e-06   9.50000000001693e+00 	1.91825682317109e-08	 -1.95887108109747e-04	-3.09268646091281e-12		1.00000001918588e+00
7.80000000000000e-01    	1.59898445636016e-09 	 -8.88208937072769e-06   9.50000000001714e+00 	3.46048287064274e-08	 -2.63090221420049e-04	2.95134457021254e-11		1.00000003460823e+00
8.10000000000000e-01    	2.94714666130747e-09 	 -1.78542580335940e-05   9.50000000001972e+00 	5.63596137159971e-08	 -3.35748897391648e-04	1.64544778443108e-10		1.00000005636366e+00
8.40000000000000e-01    	5.04433228964211e-09 	 -2.90531257776695e-05   9.50000000002870e+00 	8.44510249780809e-08	 -4.10991686579586e-04	4.67720962048861e-10		1.00000008445708e+00
8.70000000000000e-01    	8.06610378359974e-09 	 -4.25033059072768e-05   9.50000000005020e+00 	1.17682187882131e-07	 -4.85165584197888e-04	1.01197933170819e-09		1.00000011769282e+00
9.00000000000000e-01    	1.21305346053021e-08 	 -5.81089671757197e-05   9.50000000009252e+00 	1.53389388561527e-07	 -5.53911043121075e-04	1.86607771827591e-09		1.00000015340872e+00
9.30000000000000e-01    	1.72530762477814e-08 	 -7.56344560110698e-05   9.50000000016577e+00 	1.87417129813394e-07	 -6.12292562578122e-04	3.07930148498440e-09		1.00000018745109e+00
9.60000000000000e-01    	2.33057283675518e-08 	 -9.46896739898201e-05   9.50000000028102e+00 	2.14446220743951e-07	 -6.54984842652282e-04	4.66438990029505e-09		1.00000021450257e+00
9.90000000000000e-01    	2.99923098215409e-08 	 -1.14721835868988e-04   9.50000000044898e+00 	2.28745630920578e-07	 -6.76511153274035e-04	6.58209947621014e-09		1.00000022883367e+00
1.02000000000000e+00    	3.68527124600469e-08 	 -1.35015080609891e-04   9.50000000067829e+00 	2.25344437645284e-07	 -6.71527066563003e-04	8.73177657344090e-09		1.00000022547430e+00
1.05000000000000e+00    	4.33074481130795e-08 	 -1.54699149930455e-04   9.50000000097361e+00 	2.01519381282051e-07	 -6.35139231829295e-04	1.09525626350430e-08		1.00000020170092e+00
1.08000000000000e+00    	4.87489867235083e-08 	 -1.72767989931246e-04   9.50000000133410e+00 	1.58381506900570e-07	 -5.63245635238104e-04	1.30391019248518e-08		1.00000015862282e+00
1.11000000000000e+00    	5.26783182286922e-08 	 -1.88108681299090e-04   9.50000000175243e+00 	1.02244826580180e-07	 -4.52880985944266e-04	1.47737068417565e-08		1.00000010255059e+00
