0.00000000000000e+00    	0.00000000000000e+00 	 2.44929359830000e-16  	4.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.36992565384933e-23 	 -8.95648013448072e-13   4.00000000000000e+00 	1.60111441262002e-20	 -1.78977099757229e-10	4.49475694580144e-21		1.00000000000000e+00
6.00000000000000e-02    	8.75263561714543e-20 	 -5.67580371002035e-11   4.00000000000000e+00 	1.59593261353442e-17	 -5.65052865360352e-09	2.17489100976978e-18		1.00000000000000e+00
9.00000000000000e-02    	7.29311874006192e-18 	 -6.35868520468642e-10   4.00000000000000e+00 	8.80514616860711e-16	 -4.19707564173852e-08	7.59311625090327e-17		1.00000000000000e+00
1.20000000000000e-01    	1.63904999554691e-16 	 -3.49109057754579e-09   4.00000000000000e+00 	1.46988511454675e-14	 -1.71480808824031e-07	8.77733426663187e-16		1.00000000000001e+00
1.50000000000000e-01    	1.78400509471144e-15 	 -1.29269075820638e-08   4.00000000000000e+00 	1.26370296387576e-13	 -5.02793923357598e-07	5.37101864353081e-15		1.00000000000013e+00
1.80000000000000e-01    	1.22017196722674e-14 	 -3.72124882052025e-08   4.00000000000000e+00 	7.08731417667361e-13	 -1.19069399183459e-06	2.11374431411786e-14		1.00000000000071e+00
2.10000000000000e-01    	6.02337464734148e-14 	 -8.98270537724348e-08   4.00000000000000e+00 	2.93959680578105e-12	 -2.42489392090731e-06	5.75962004179299e-14		1.00000000000294e+00
2.40000000000000e-01    	2.33020053331408e-13 	 -1.90194911447376e-07   4.00000000000000e+00 	9.71124180957473e-12	 -4.40730393276168e-06	1.04050928720755e-13		1.00000000000971e+00
2.70000000000000e-01    	7.44615072619781e-13 	 -3.63576486435307e-07   4.00000000000000e+00 	2.67816991699567e-11	 -7.31876646758601e-06	6.73452174908238e-14		1.00000000002678e+00
3.00000000000000e-01    	2.03620835500347e-12 	 -6.39830108226504e-07   4.00000000000000e+00 	6.35963913564442e-11	 -1.12775199012939e-05	-3.49765424475528e-13		1.00000000006359e+00
3.30000000000000e-01    	4.88369020129746e-12 	 -1.05084551713618e-06   3.99999999999997e+00 	1.32756261312674e-10	 -1.62928490098209e-05	-1.82818694608526e-12		1.00000000013273e+00
3.60000000000000e-01    	1.04536369953292e-11 	 -1.62656917309063e-06   3.99999999999986e+00 	2.46921469839600e-10	 -2.22183613207324e-05	-5.62731081012560e-12		1.00000000024683e+00
3.90000000000000e-01    	2.02171219707187e-11 	 -2.38968559871101e-06   3.99999999999959e+00 	4.12384480668384e-10	 -2.87100020505578e-05	-1.36973493104042e-11		1.00000000041213e+00
4.20000000000000e-01    	3.56256548261284e-11 	 -3.34917776749708e-06   3.99999999999897e+00 	6.19901455133845e-10	 -3.51942113851365e-05	-2.85635003710732e-11		1.00000000061932e+00
4.50000000000000e-01    	5.75031926626807e-11 	 -4.49315065226244e-06   3.99999999999778e+00 	8.35630771829094e-10	 -4.08514856397466e-05	-5.28270396964282e-11		1.00000000083442e+00
4.80000000000000e-01    	8.52341558494640e-11 	 -5.78145207043528e-06   3.99999999999569e+00 	9.97740371168172e-10	 -4.46200060239483e-05	-8.81915670040676e-11		1.00000000099547e+00
5.10000000000000e-01    	1.16030317830622e-10 	 -7.13875028704917e-06   3.99999999999238e+00 	1.02646834556978e-09	 -4.52229542232041e-05	-1.34079760392769e-10		1.00000000102256e+00
5.40000000000000e-01    	1.44805714365002e-10 	 -8.44881559674741e-06   3.99999999998758e+00 	8.55857532197640e-10	 -4.12216837430422e-05	-1.86151212770551e-10		1.00000000084961e+00
5.70000000000000e-01    	1.65404584604049e-10 	 -9.55079213417364e-06   3.99999999998124e+00 	4.92726997764703e-10	 -3.10951318175649e-05	-2.35320030020657e-10		1.00000000048345e+00
6.00000000000000e-01    	1.74005751020904e-10 	 -1.02382278727802e-05   3.99999999997363e+00 	1.01868738541581e-10	 -1.33438383586616e-05	-2.68115332479979e-10		1.00000000008903e+00
6.30000000000000e-01    	1.75350060802866e-10 	 -1.02615499287136e-05   3.99999999996547e+00 	1.06162973830045e-10	 1.33851915337734e-05	-2.69312930402185e-10		1.00000000008958e+00
