0.00000000000000e+00    	0.00000000000000e+00 	 9.18485099360000e-17  	1.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.03266008093059e-22 	 1.37556884923259e-12   1.50000000000000e+00 	3.78360264283866e-20	 2.74786051557165e-10	-2.75600330189328e-20		1.00000000000000e+00
6.00000000000000e-02    	2.06822353260309e-19 	 8.71418783297257e-11   1.50000000000000e+00 	3.77109146109668e-17	 8.67533589515338e-09	-1.33355526816251e-17		1.00000000000000e+00
9.00000000000000e-02    	1.72317375602415e-17 	 9.76258325942444e-10   1.50000000000000e+00 	2.08035760344563e-15	 6.44382910017236e-08	-4.65579200643910e-16		1.00000000000000e+00
1.20000000000000e-01    	3.87209692609140e-16 	 5.35992079699249e-09   1.50000000000000e+00 	3.47224796387711e-14	 2.63276890945826e-07	-5.38190663307265e-15		1.00000000000003e+00
1.50000000000000e-01    	4.21373852374083e-15 	 1.98468629890614e-08   1.50000000000000e+00 	2.98450560965676e-13	 7.71946562625977e-07	-3.29329156049840e-14		1.00000000000030e+00
1.80000000000000e-01    	2.88128773991548e-14 	 5.71328555448261e-08   1.50000000000000e+00 	1.67332056760103e-12	 1.82808918611784e-06	-1.29606258565432e-13		1.00000000000167e+00
2.10000000000000e-01    	1.42191151955204e-13 	 1.37912736022145e-07   1.49999999999999e+00 	6.93776258390547e-12	 3.72297364787862e-06	-3.53156623243537e-13		1.00000000000693e+00
2.40000000000000e-01    	5.49871462258011e-13 	 2.92008915649762e-07   1.49999999999998e+00 	2.29084859049938e-11	 6.76659554396428e-06	-6.37998242344096e-13		1.00000000002289e+00
2.70000000000000e-01    	1.75628995696010e-12 	 5.58204079537600e-07   1.49999999999996e+00 	6.31383636108019e-11	 1.12366048091802e-05	-4.12933655865293e-13		1.00000000006313e+00
3.00000000000000e-01    	4.79993214394791e-12 	 9.82340139719615e-07   1.49999999999997e+00 	1.49812119305131e-10	 1.73145344802398e-05	2.14462022344035e-12		1.00000000014990e+00
3.30000000000000e-01    	1.15039852292329e-11 	 1.61337786172717e-06   1.50000000000015e+00 	3.12411592519168e-10	 2.50146396034080e-05	1.12097034816332e-11		1.00000000031287e+00
3.60000000000000e-01    	2.46022561609403e-11 	 2.49729446538970e-06   1.50000000000079e+00 	5.80288036396573e-10	 3.41121617617834e-05	3.45043955730180e-11		1.00000000058182e+00
3.90000000000000e-01    	4.75254685664014e-11 	 3.66891781624848e-06   1.50000000000248e+00 	9.67346826497988e-10	 4.40788688200587e-05	8.39866100750056e-11		1.00000000097147e+00
4.20000000000000e-01    	8.36218310224977e-11 	 5.14203959923824e-06   1.50000000000624e+00 	1.45027704561593e-09	 5.40341663513916e-05	1.75139840041175e-10		1.00000000145985e+00
4.50000000000000e-01    	1.34704695889798e-10 	 6.89839721207353e-06   1.50000000001357e+00 	1.94712482359786e-09	 6.27198588575506e-05	3.23914056700336e-10		1.00000000196689e+00
4.80000000000000e-01    	1.99120129228724e-10 	 8.87634444579925e-06   1.50000000002636e+00 	2.30943461331586e-09	 6.85057210638114e-05	5.40755044947181e-10		1.00000000234652e+00
5.10000000000000e-01    	2.70009091365792e-10 	 1.09602234318661e-05   1.50000000004667e+00 	2.34642102689676e-09	 6.94314359138401e-05	8.22122900270127e-10		1.00000000241036e+00
5.40000000000000e-01    	3.35022165428965e-10 	 1.29715850748447e-05   1.50000000007608e+00 	1.90060601894645e-09	 6.32882292755651e-05	1.14140400085108e-09		1.00000000200270e+00
5.70000000000000e-01    	3.79253585458835e-10 	 1.46634651101375e-05   1.50000000011498e+00 	9.87963197711722e-10	 4.77407921502760e-05	1.44288731650798e-09		1.00000000113959e+00
6.00000000000000e-01    	3.93341173780334e-10 	 1.57188948465122e-05   1.50000000016165e+00 	-8.31609887419527e-14	 2.04869824200871e-05	1.64397485774601e-09		1.00000000020986e+00
6.30000000000000e-01    	3.88250563370848e-10 	 1.57547015344189e-05   1.50000000021168e+00 	-5.99585591594028e-11	 -2.05504719737089e-05	1.65131804578853e-09		1.00000000021116e+00
