0.00000000000000e+00    	0.00000000000000e+00 	 1.53080849890000e-16  	2.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.73786794739317e-24 	 2.23428031899814e-13   2.50000000000000e+00 	1.00312094532957e-21	 4.46047750550493e-11	-4.62161290078101e-21		1.00000000000000e+00
6.00000000000000e-02    	5.48253491491930e-21 	 1.41454845555123e-11   2.50000000000000e+00 	9.99622401794712e-19	 1.40822797932235e-09	-2.23627316665783e-18		1.00000000000000e+00
9.00000000000000e-02    	4.56676004560637e-19 	 1.58471730079149e-10   2.50000000000000e+00 	5.51292406720132e-17	 1.04599758931568e-08	-7.80741749675352e-17		1.00000000000000e+00
1.20000000000000e-01    	1.02582756457488e-17 	 8.70051802395068e-10   2.50000000000000e+00 	9.19758155867297e-16	 4.27365451458823e-08	-9.02505781075121e-16		1.00000000000000e+00
1.50000000000000e-01    	1.11581940887607e-16 	 3.22165150715099e-09   2.50000000000000e+00 	7.90115964799118e-15	 1.25306588836412e-07	-5.52260541617640e-15		1.00000000000001e+00
1.80000000000000e-01    	7.62524467015412e-16 	 9.27411778493906e-09   2.50000000000000e+00 	4.42669365238205e-14	 2.96745436914765e-07	-2.17340072196988e-14		1.00000000000004e+00
2.10000000000000e-01    	3.76022812455822e-15 	 2.23867498754937e-08   2.50000000000000e+00 	1.83363692095988e-13	 6.04333448364476e-07	-5.92217434886060e-14		1.00000000000018e+00
2.40000000000000e-01    	1.45277581374643e-14 	 4.74004847078125e-08   2.50000000000000e+00 	6.04748288612486e-13	 1.09839080411691e-06	-1.06987568029538e-13		1.00000000000060e+00
2.70000000000000e-01    	4.63483046599923e-14 	 9.06107398840449e-08   2.49999999999999e+00 	1.66424131208035e-12	 1.82398716044387e-06	-6.92459079986193e-14		1.00000000000166e+00
3.00000000000000e-01    	1.26489325952867e-13 	 1.59458825340710e-07   2.50000000000000e+00 	3.94121268706874e-12	 2.81058995296691e-06	3.59636887539921e-13		1.00000000000395e+00
3.30000000000000e-01    	3.02618878787163e-13 	 2.61892320384544e-07   2.50000000000003e+00 	8.19815323526535e-12	 4.06051313889959e-06	1.87978404141178e-12		1.00000000000824e+00
3.60000000000000e-01    	6.45730807976712e-13 	 4.05374498880727e-07   2.50000000000013e+00 	1.51765762657178e-11	 5.53727270269920e-06	5.78613094295604e-12		1.00000000001533e+00
3.90000000000000e-01    	1.24382971062442e-12 	 5.95558810540099e-07   2.50000000000042e+00 	2.51827021674160e-11	 7.15512311471773e-06	1.40839309166086e-11		1.00000000002560e+00
4.20000000000000e-01    	2.18038326980057e-12 	 8.34683997180157e-07   2.50000000000105e+00 	3.75035439658272e-11	 8.77112147029727e-06	2.93696507945941e-11		1.00000000003847e+00
4.50000000000000e-01    	3.49480772408041e-12 	 1.11978557335070e-06   2.50000000000228e+00 	4.98379729964923e-11	 1.01810305925137e-05	5.43179823425306e-11		1.00000000005183e+00
4.80000000000000e-01    	5.13035292830075e-12 	 1.44085678915349e-06   2.50000000000442e+00 	5.80986287538743e-11	 1.11202233948601e-05	9.06806061416795e-11		1.00000000006183e+00
5.10000000000000e-01    	6.88767936439299e-12 	 1.77912342646996e-06   2.50000000000783e+00 	5.70785072747475e-11	 1.12704904861822e-05	1.37863906470946e-10		1.00000000006351e+00
5.40000000000000e-01    	8.41796391064289e-12 	 2.10561865155248e-06   2.50000000001276e+00 	4.24980199462943e-11	 1.02732915639941e-05	1.91404976478395e-10		1.00000000005277e+00
5.70000000000000e-01    	9.30277659655414e-12 	 2.38025387353522e-06   2.50000000001928e+00 	1.47715592479804e-11	 7.74954649663621e-06	2.41961489932334e-10		1.00000000003003e+00
6.00000000000000e-01    	9.27238956124701e-12 	 2.55157700030162e-06   2.50000000002711e+00 	-1.55936957622662e-11	 3.32555898578986e-06	2.75682377205647e-10		1.00000000000553e+00
6.30000000000000e-01    	8.60214792121284e-12 	 2.55738933518928e-06   2.50000000003550e+00 	-2.17148391478588e-11	 -3.33586512902741e-06	2.76913774807130e-10		1.00000000000556e+00
6.60000000000000e-01    	8.69235868471961e-12 	 2.32635629672195e-06   2.50000000004328e+00 	4.52963181222449e-11	 -1.25005669178523e-05	2.33997719962567e-10		1.00000000007813e+00
6.90000000000000e-01    	1.27797796368336e-11 	 1.78069591982885e-06   2.50000000004910e+00 	2.59055302923183e-10	 -2.43263933528278e-05	1.48357363675495e-10		1.00000000029589e+00
7.20000000000000e-01    	2.66543580520549e-11 	 8.39964566325464e-07   2.50000000005200e+00 	7.15093448229825e-10	 -3.88271094017799e-05	4.61319848334570e-11		1.00000000075377e+00
7.50000000000000e-01    	5.91780571908238e-11 	 -5.74115642411300e-07   2.50000000005232e+00 	1.52014457344984e-09	 -5.58394927135558e-05	-9.55597454912420e-12		1.00000000155902e+00
7.80000000000000e-01    	1.22345841820814e-10 	 -2.53192457236899e-06   2.50000000005298e+00 	2.77226547949161e-09	 -7.49963829540365e-05	9.11924863563246e-11		1.00000000281223e+00
8.10000000000000e-01    	2.30618886403671e-10 	 -5.08952714576368e-06   2.50000000006094e+00 	4.53253048852196e-09	 -9.57084338696867e-05	5.08420720785289e-10		1.00000000458005e+00
8.40000000000000e-01    	3.99321753595078e-10 	 -8.28187170743961e-06   2.50000000008867e+00 	6.79176169511529e-09	 -1.17157111412758e-04	1.44519343715662e-09		1.00000000686289e+00
8.70000000000000e-01    	6.42043964209157e-10 	 -1.21159745778223e-05   2.50000000015511e+00 	9.43873519447559e-09	 -1.38301091536599e-04	3.12687703626371e-09		1.00000000956360e+00
9.00000000000000e-01    	9.67219667412951e-10 	 -1.65645181977285e-05   2.50000000028588e+00 	1.22388315706639e-08	 -1.57897643241122e-04	5.76592386165405e-09		1.00000001246583e+00
9.30000000000000e-01    	1.37435089829142e-09 	 -2.15603272811356e-05   2.50000000051220e+00 	1.48333247263879e-08	 -1.74539854037929e-04	9.51461901067773e-09		1.00000001523208e+00
9.60000000000000e-01    	1.85063847688952e-09 	 -2.69922004924793e-05   2.50000000086830e+00 	1.67686075006296e-08	 -1.86709695087977e-04	1.44123250993616e-08		1.00000001743026e+00
9.90000000000000e-01    	2.36901693379664e-09 	 -3.27025609703036e-05   2.50000000138728e+00 	1.75610723383961e-08	 -1.92845970751451e-04	2.03377850068326e-08		1.00000001859478e+00
1.02000000000000e+00    	2.88867274584449e-09 	 -3.84873454435706e-05   2.50000000209580e+00 	1.67970208540680e-08	 -1.91425199581601e-04	2.69799924650774e-08		1.00000001832180e+00
1.05000000000000e+00    	3.35898259061597e-09 	 -4.40984781689434e-05   2.50000000300832e+00 	1.42584457170545e-08	 -1.81052484680821e-04	3.38419161174299e-08		1.00000001639000e+00
1.08000000000000e+00    	3.72739243013742e-09 	 -4.92491735727522e-05   2.50000000412218e+00 	1.00561116177457e-08	 -1.60558508409845e-04	4.02890344706745e-08		1.00000001288952e+00
1.11000000000000e+00    	3.95107002674373e-09 	 -5.36221831741961e-05   2.50000000541476e+00 	4.74298680074475e-09	 -1.29097988146168e-04	4.56487225910858e-08		1.00000000833315e+00
1.14000000000000e+00    	4.01126807555220e-09 	 -5.68809526870677e-05   2.50000000684449e+00 	-6.23972199645291e-10	 -8.62443122556587e-05	4.93572351465187e-08		1.00000000371904e+00
1.17000000000000e+00    	3.92836630058321e-09 	 -5.86834903448060e-05   2.50000000835677e+00 	-4.50519034710966e-09	 -3.20746892482544e-05	5.11394093363313e-08		1.00000000051439e+00
1.20000000000000e+00    	3.77471108510322e-09 	 -5.86985750612309e-05   2.50000000989537e+00 	-5.00686984812009e-09	 3.27599698766448e-05	5.11941644281415e-08		1.00000000053661e+00
1.23000000000000e+00    	3.68186538466333e-09 	 -5.66237617104497e-05   2.50000001141918e+00 	-1.25030887782522e-10	 1.06986025487157e-04	5.03489492095744e-08		1.00000000572301e+00
1.26000000000000e+00    	3.83893623266989e-09 	 -5.22044799742078e-05   2.50000001292245e+00 	1.19079651637372e-08	 1.88684018232481e-04	5.01412858314105e-08		1.00000001780083e+00
1.29000000000000e+00    	4.47941995966853e-09 	 -4.52533825118995e-05   2.50000001445602e+00 	3.22130622490621e-08	 2.75295760834092e-04	5.27879811234155e-08		1.00000003789388e+00
1.32000000000000e+00    	5.85554505970711e-09 	 -3.56689870715683e-05   2.50000001614546e+00 	6.08537807233204e-08	 3.63664725417115e-04	6.10140030829053e-08		1.00000006612602e+00
1.35000000000000e+00    	8.20129905554017e-09 	 -2.34525842439530e-05   2.50000001820188e+00 	9.65072581185044e-08	 4.50111433370764e-04	7.77335255813164e-08		1.00000010130015e+00
1.38000000000000e+00    	1.16879309709950e-08 	 -8.72235526908803e-06   2.50000002092123e+00 	1.36306224505516e-07	 5.30543928825908e-04	1.05603402914419e-07		1.00000014073844e+00
1.41000000000000e+00    	1.63783027384002e-08 	 8.27633170375916e-06   2.50000002466879e+00 	1.75931879427709e-07	 6.00601636220830e-04	1.46500536304511e-07		1.00000018036117e+00
1.44000000000000e+00    	2.21884924969346e-08 	 2.71653997345910e-05   2.50000002984790e+00 	2.10009882593726e-07	 6.55829045503026e-04	2.01003753372689e-07		1.00000021505589e+00
1.47000000000000e+00    	2.88659777938498e-08 	 4.74341338953382e-05   2.50000003685441e+00 	2.32816242712674e-07	 6.91873823471306e-04	2.67981519265236e-07		1.00000023934473e+00
1.50000000000000e+00    	3.59930775214939e-08 	 6.84454745419997e-05   2.50000004602174e+00 	2.39241472590433e-07	 7.04702210752578e-04	3.44392775863685e-07		1.00000024830266e+00
