0.00000000000000e+00    	0.00000000000000e+00 	 3.36777869770000e-16  	5.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.11929436758724e-23 	 -6.23264325670378e-13   5.50000000000000e+00 	7.76497657678349e-21	 -1.24579971092544e-10	-6.09529764048740e-21		1.00000000000000e+00
6.00000000000000e-02    	4.24470670856236e-20 	 -3.95072043773773e-11   5.50000000000000e+00 	7.73964529474796e-18	 -3.93314394566889e-09	-2.94934925292235e-18		1.00000000000000e+00
9.00000000000000e-02    	3.53676112299555e-18 	 -4.42606636513056e-10   5.50000000000000e+00 	4.26995711179843e-16	 -2.92144393238157e-08	-1.02969535674915e-16		1.00000000000000e+00
1.20000000000000e-01    	7.94805726747106e-17 	 -2.43003118309447e-09   5.50000000000000e+00 	7.12757770823464e-15	 -1.19362053777839e-07	-1.19028604861817e-15		1.00000000000001e+00
1.50000000000000e-01    	8.65034186970252e-16 	 -8.99798770519677e-09   5.50000000000000e+00 	6.12724574414532e-14	 -3.49978028040252e-07	-7.28358789133400e-15		1.00000000000006e+00
1.80000000000000e-01    	5.91585704879776e-15 	 -2.59023678527187e-08   5.50000000000000e+00 	3.43599268132714e-13	 -8.28802250589897e-07	-2.86642879376921e-14		1.00000000000034e+00
2.10000000000000e-01    	2.92001865316826e-14 	 -6.25256066151755e-08   5.50000000000000e+00 	1.42493430611600e-12	 -1.68788752851115e-06	-7.81056659441121e-14		1.00000000000142e+00
2.40000000000000e-01    	1.12947327633631e-13 	 -1.32388314329079e-07   5.50000000000000e+00 	4.70653676897337e-12	 -3.06777681214793e-06	-1.41102486290244e-13		1.00000000000471e+00
2.70000000000000e-01    	3.60858230330804e-13 	 -2.53073427841137e-07   5.50000000000000e+00 	1.29766588240878e-11	 -5.09434847367156e-06	-9.13262163466925e-14		1.00000000001298e+00
3.00000000000000e-01    	9.86576553732117e-13 	 -4.45364331340888e-07   5.50000000000000e+00 	3.08054059038610e-11	 -7.84990429068356e-06	4.74313604140564e-13		1.00000000003081e+00
3.30000000000000e-01    	2.36557714111325e-12 	 -7.31458406133957e-07   5.50000000000004e+00 	6.42806721411090e-11	 -1.13409070851491e-05	2.47918713167974e-12		1.00000000006431e+00
3.60000000000000e-01    	5.06181577247987e-12 	 -1.13220038107481e-06   5.50000000000018e+00 	1.19497803238447e-10	 -1.54654579549861e-05	7.63114329049080e-12		1.00000000011959e+00
3.90000000000000e-01    	9.78514122439958e-12 	 -1.66338019343802e-06   5.50000000000056e+00 	1.99432663269725e-10	 -1.99840718765757e-05	1.85748466408184e-11		1.00000000019968e+00
4.20000000000000e-01    	1.72330619437088e-11 	 -2.33125059057907e-06   5.50000000000139e+00 	2.99486923055472e-10	 -2.44975130527980e-05	3.87346943531934e-11		1.00000000030006e+00
4.50000000000000e-01    	2.77946609901333e-11 	 -3.12753184208005e-06   5.50000000000301e+00 	4.03092424511813e-10	 -2.84353523863061e-05	7.16382519627170e-11		1.00000000040428e+00
4.80000000000000e-01    	4.11557338278061e-11 	 -4.02427535700258e-06   5.50000000000584e+00 	4.80078290741707e-10	 -3.10584933410785e-05	1.19595755036064e-10		1.00000000048231e+00
5.10000000000000e-01    	5.59428243824402e-11 	 -4.96904523487996e-06   5.50000000001033e+00 	4.91581305947505e-10	 -3.14781854049918e-05	1.81824302764479e-10		1.00000000049544e+00
5.40000000000000e-01    	6.96633715035471e-11 	 -5.88093786625827e-06   5.50000000001683e+00 	4.05487066783280e-10	 -2.86930348843332e-05	2.52437909868234e-10		1.00000000041165e+00
5.70000000000000e-01    	7.93037654014030e-11 	 -6.64798686472651e-06   5.50000000002544e+00 	2.25091591215159e-10	 -2.16442808778071e-05	3.19115280708802e-10		1.00000000023424e+00
6.00000000000000e-01    	8.29847086833989e-11 	 -7.12648788171822e-06   5.50000000003576e+00 	3.04721720656894e-11	 -9.28819938769456e-06	3.63588681981830e-10		1.00000000004314e+00
6.30000000000000e-01    	8.29867174005972e-11 	 -7.14272158280975e-06   5.50000000004682e+00 	2.70498291721966e-11	 9.31698406687274e-06	3.65212733101457e-10		1.00000000004340e+00
6.60000000000000e-01    	9.02036596570222e-11 	 -6.49745234627007e-06   5.50000000005708e+00 	5.89800634894013e-10	 3.49137566419479e-05	3.08612119300260e-10		1.00000000060949e+00
