0.00000000000000e+00    	0.00000000000000e+00 	 2.75545529810000e-16  	4.50000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.88072268876565e-23 	 -9.46352676706309e-13   4.50000000000000e+00 	1.78826788331984e-20	 -1.89112745137998e-10	-1.08178895294849e-21		1.00000000000000e+00
6.00000000000000e-02    	9.77564577218604e-20 	 -5.99722826112793e-11   4.50000000000000e+00 	1.78246183624478e-17	 -5.97052352850364e-09	-5.23448341391112e-19		1.00000000000000e+00
9.00000000000000e-02    	8.14541939304926e-18 	 -6.71878349904534e-10   4.50000000000000e+00 	9.83409897986740e-16	 -4.43476007398505e-08	-1.82749576400426e-17		1.00000000000000e+00
1.20000000000000e-01    	1.83055623538923e-16 	 -3.68879437952419e-09   4.50000000000000e+00 	1.64161099794470e-14	 -1.81191932035914e-07	-2.11251094563592e-16		1.00000000000002e+00
1.50000000000000e-01    	1.99239090936264e-15 	 -1.36589707806652e-08   4.50000000000000e+00 	1.41129184961426e-13	 -5.31267627053044e-07	-1.29268583478788e-15		1.00000000000014e+00
1.80000000000000e-01    	1.36264767022915e-14 	 -3.93198672033996e-08   4.50000000000000e+00 	7.91469123691835e-13	 -1.25812413834277e-06	-5.08731679141449e-15		1.00000000000079e+00
2.10000000000000e-01    	6.72639599427058e-14 	 -9.49140462472899e-08   4.50000000000000e+00 	3.28257861139201e-12	 -2.56221799701296e-06	-1.38621362835010e-14		1.00000000000328e+00
2.40000000000000e-01    	2.60202269313728e-13 	 -2.00965832281676e-07   4.50000000000000e+00 	1.08435271940994e-11	 -4.65689379541965e-06	-2.50427657360332e-14		1.00000000001084e+00
2.70000000000000e-01    	8.31417250615460e-13 	 -3.84166172697828e-07   4.50000000000000e+00 	2.99015647601512e-11	 -7.73323525515081e-06	-1.62085098692622e-14		1.00000000002990e+00
3.00000000000000e-01    	2.27337798549151e-12 	 -6.76064302915191e-07   4.50000000000000e+00 	7.09965289103790e-11	 -1.19161767051106e-05	8.41808304379691e-14		1.00000000007100e+00
3.30000000000000e-01    	5.45193423943339e-12 	 -1.11035590992587e-06   4.50000000000001e+00 	1.48181267919549e-10	 -1.72155287270037e-05	4.40004313025317e-13		1.00000000014819e+00
3.60000000000000e-01    	1.16683921131031e-11 	 -1.71868335049093e-06   4.50000000000003e+00 	2.75555531858280e-10	 -2.34766085017747e-05	1.35436971172793e-12		1.00000000027558e+00
3.90000000000000e-01    	2.25625369865459e-11 	 -2.52501579356363e-06   4.50000000000010e+00 	4.60078728072380e-10	 -3.03358770924661e-05	3.29665015182879e-12		1.00000000046013e+00
4.20000000000000e-01    	3.97497236104395e-11 	 -3.53884492706116e-06   4.50000000000025e+00 	6.91322201889585e-10	 -3.71872934407710e-05	6.87460512970735e-12		1.00000000069145e+00
4.50000000000000e-01    	6.41407100747863e-11 	 -4.74760209695003e-06   4.50000000000053e+00 	9.31347607548720e-10	 -4.31649445799382e-05	1.27143043869711e-11		1.00000000093161e+00
4.80000000000000e-01    	9.50337920822496e-11 	 -6.10886126393129e-06   4.50000000000104e+00 	1.11092895622092e-09	 -4.71468799001440e-05	2.12257668360295e-11		1.00000000111141e+00
5.10000000000000e-01    	1.29295615499522e-10 	 -7.54302458444545e-06   4.50000000000183e+00 	1.14081746067151e-09	 -4.77839736377364e-05	3.22700438171862e-11		1.00000000114165e+00
5.40000000000000e-01    	1.61222198463390e-10 	 -8.92728015316735e-06   4.50000000000299e+00 	9.47231443689414e-10	 -4.35561073634934e-05	4.48024949872317e-11		1.00000000094857e+00
5.70000000000000e-01    	1.83912701266597e-10 	 -1.00916626824019e-05   4.50000000000452e+00 	5.37777054695387e-10	 -3.28560790634250e-05	5.66363458452595e-11		1.00000000053976e+00
6.00000000000000e-01    	1.93075656601929e-10 	 -1.08180285687286e-05   4.50000000000635e+00 	9.66512506608872e-11	 -1.40995127808808e-05	6.45294524934460e-11		1.00000000009940e+00
6.30000000000000e-01    	1.93989179230568e-10 	 -1.08426713756982e-05   4.50000000000831e+00 	9.64678271528261e-11	 1.41432077882581e-05	6.48176879299926e-11		1.00000000010002e+00
6.60000000000000e-01    	2.11751235224263e-10 	 -9.86315087183454e-06   4.50000000001013e+00 	1.40018659293555e-09	 5.29991802123593e-05	5.47722525668886e-11		1.00000000140446e+00
6.90000000000000e-01    	3.03961166769218e-10 	 -7.54969158891562e-06   4.50000000001150e+00 	5.31389630957814e-09	 1.03137634838939e-04	3.47262658568242e-11		1.00000000531869e+00
7.20000000000000e-01    	5.73672127151660e-10 	 -3.56123327239452e-06   4.50000000001217e+00 	1.35443372529584e-08	 1.64616931291746e-04	1.07981941727312e-11		1.00000001354937e+00
7.50000000000000e-01    	1.17909783672594e-09 	 2.43410202542412e-06   4.50000000001225e+00 	2.80190530222983e-08	 2.36745048349722e-04	-2.23678353243799e-12		1.00000002802411e+00
7.80000000000000e-01    	2.33553472820367e-09 	 1.07347066409549e-05   4.50000000001240e+00 	5.05457755763089e-08	 3.17965320095525e-04	2.13455796374565e-11		1.00000005055097e+00
8.10000000000000e-01    	4.30473838989846e-09 	 2.15782811411626e-05   4.50000000001427e+00 	8.23221469375800e-08	 4.05779069566011e-04	1.19006900263220e-10		1.00000008232833e+00
8.40000000000000e-01    	7.36801046897655e-09 	 3.51129971498753e-05   4.50000000002076e+00 	1.23354104027659e-07	 4.96715923062204e-04	3.38278867387364e-10		1.00000012336335e+00
8.70000000000000e-01    	1.17817846553242e-08 	 5.13686016557596e-05   4.50000000003631e+00 	1.71893336673847e-07	 5.86360935857139e-04	7.31913351467378e-10		1.00000017190957e+00
9.00000000000000e-01    	1.77185198440891e-08 	 7.02292749080990e-05   4.50000000006692e+00 	2.24048953228785e-07	 6.69445251597823e-04	1.34963939560812e-09		1.00000022407847e+00
9.30000000000000e-01    	2.52007754589431e-08 	 9.14102109028997e-05   4.50000000011990e+00 	2.73751053537146e-07	 7.40003929250235e-04	2.22710259479485e-09		1.00000027380291e+00
9.60000000000000e-01    	3.40415725354337e-08 	 1.14439944971111e-04   4.50000000020325e+00 	3.13229972070854e-07	 7.91600925494680e-04	3.37351661565580e-09		1.00000031331601e+00
9.90000000000000e-01    	4.38082733392687e-08 	 1.38650392761278e-04   4.50000000032473e+00 	3.34114504520412e-07	 8.17617182116498e-04	4.76049865201176e-09		1.00000033424893e+00
1.02000000000000e+00    	5.38287957059447e-08 	 1.63176380136961e-04   4.50000000049057e+00 	3.29143753144372e-07	 8.11593538209865e-04	6.31525107340657e-09		1.00000032934204e+00
1.05000000000000e+00    	6.32566829004892e-08 	 1.86966131825616e-04   4.50000000070416e+00 	2.94339969988270e-07	 7.67615993967489e-04	7.92143310143836e-09		1.00000029461716e+00
1.08000000000000e+00    	7.12045202783227e-08 	 2.08803752807972e-04   4.50000000096489e+00 	2.31326128155431e-07	 6.80726940495097e-04	9.43052139548011e-09		1.00000023169458e+00
1.11000000000000e+00    	7.69434091500447e-08 	 2.27344192565249e-04   4.50000000126744e+00 	1.49325089605276e-07	 5.47342585976185e-04	1.06850735588800e-08		1.00000014979195e+00
1.14000000000000e+00    	8.01507652057683e-08 	 2.41160547836489e-04   4.50000000160210e+00 	6.62867287401217e-08	 3.65654190238937e-04	1.15531326254309e-08		1.00000006685149e+00
1.17000000000000e+00    	8.11718859386097e-08 	 2.48802860700192e-04   4.50000000195608e+00 	8.59376934177369e-09	 1.35989081503498e-04	1.19702904346777e-08		1.00000000924652e+00
