0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.33171865793608e-12 	 -8.09016994365400e-01   -5.87785252290000e-01 	-2.20676823286798e-10	 7.31361391505576e-10	7.67821188261385e-21		1.00000000000000e+00
6.00000000000000e-02    	-4.10334558819521e-11 	 -8.09016994257777e-01   -5.87785252290000e-01 	-3.35511342888380e-09	 8.15382577686878e-09	4.24596080749395e-18		1.00000000000000e+00
9.00000000000000e-02    	-2.94397115901636e-10 	 -8.09016993796325e-01   -5.87785252290000e-01 	-1.56992585118523e-08	 2.24307224043811e-08	1.10862225269028e-16		1.00000000000000e+00
1.20000000000000e-01    	-1.14774394578207e-09 	 -8.09016993158040e-01   -5.87785252290000e-01 	-4.44087053936735e-08	 1.00406262597579e-08	5.81281853311638e-16		1.00000000000000e+00
1.50000000000000e-01    	-3.16299484812089e-09 	 -8.09016994376919e-01   -5.87785252290000e-01 	-9.32476249614499e-08	 -1.23406037391694e-07	-2.50443899639223e-15		1.00000000000001e+00
1.80000000000000e-01    	-6.90257755408101e-09 	 -8.09017003498534e-01   -5.87785252290000e-01 	-1.57638265037393e-07	 -5.53535347852414e-07	-4.56066338540965e-14		1.00000000000017e+00
2.10000000000000e-01    	-1.26040738763986e-08 	 -8.09017033186158e-01   -5.87785252290005e-01 	-2.19719554406985e-07	 -1.54626112919813e-06	-2.94274105939266e-13		1.00000000000122e+00
2.40000000000000e-01    	-1.97163808551444e-08 	 -8.09017105382814e-01   -5.87785252290025e-01 	-2.44186179677249e-07	 -3.45197283944298e-06	-1.26685915676444e-12		1.00000000000599e+00
2.70000000000000e-01    	-2.63323542611516e-08 	 -8.09017253546689e-01   -5.87785252290100e-01 	-1.75670827439524e-07	 -6.68267196310158e-06	-4.21672369750277e-12		1.00000000002234e+00
3.00000000000000e-01    	-2.85747331183067e-08 	 -8.09017523936051e-01   -5.87785252290322e-01 	6.16498790926200e-08	 -1.16715316145011e-05	-1.16053720936743e-11		1.00000000006811e+00
3.30000000000000e-01    	-2.00104432837758e-08 	 -8.09017975431419e-01   -5.87785252290880e-01 	5.61697428097752e-07	 -1.88161981624155e-05	-2.74286739472460e-11		1.00000000017718e+00
3.60000000000000e-01    	8.81883811187878e-09 	 -8.09018677450637e-01   -5.87785252292104e-01 	1.43106679785101e-06	 -2.84090373823366e-05	-5.69658531614086e-11		1.00000000040456e+00
3.90000000000000e-01    	7.06563644725643e-08 	 -8.09019705635649e-01   -5.87785252294488e-01 	2.78048249129483e-06	 -4.05593003196253e-05	-1.05408459552964e-10		1.00000000082639e+00
4.20000000000000e-01    	1.81489520246243e-07 	 -8.09021135162536e-01   -5.87785252298642e-01 	4.71337590785340e-06	 -5.51136961243875e-05	-1.74926997847652e-10		1.00000000152987e+00
4.50000000000000e-01    	3.60129603898123e-07 	 -8.09023031738836e-01   -5.87785252305145e-01 	7.31212959880402e-06	 -7.15829722492335e-05	-2.60160598070888e-10		1.00000000258879e+00
4.80000000000000e-01    	6.27354094904518e-07 	 -8.09025440590566e-01   -5.87785252314233e-01 	1.06228284110307e-05	 -8.90826992903078e-05	-3.42900565616903e-10		1.00000000402429e+00
5.10000000000000e-01    	1.00458253453022e-06 	 -8.09028373988764e-01   -5.87785252325346e-01 	1.46396185477334e-05	 -1.06296451007037e-04	-3.87768299260293e-10		1.00000000575663e+00
5.40000000000000e-01    	1.51209341816863e-06 	 -8.09031798102830e-01   -5.87785252336594e-01 	1.92899800848611e-05	 -1.21468909491395e-04	-3.41675755366975e-10		1.00000000756340e+00
5.70000000000000e-01    	2.16683077704109e-06 	 -8.09035620175667e-01   -5.87785252344293e-01 	2.44223446543941e-05	 -1.32435103356946e-04	-1.40370507794098e-10		1.00000000906775e+00
6.00000000000000e-01    	2.97989277533741e-06 	 -8.09039677174119e-01   -5.87785252342864e-01 	2.97975189055830e-05	 -1.36690040737239e-04	2.75075955243674e-10		1.00000000978603e+00
