0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.27580507096077e-12 	 9.51056516298211e-01   3.09016994370000e-01 	-2.11580926458445e-10	 -2.58814543820272e-10	-4.16512273924939e-21		1.00000000000000e+00
6.00000000000000e-02    	-3.94724849440376e-11 	 9.51056516280859e-01   3.09016994370000e-01 	-3.23308584180306e-09	 -3.18692154513782e-10	-6.04508289722541e-19		1.00000000000000e+00
9.00000000000000e-02    	-2.84467312305030e-10 	 9.51056516444934e-01   3.09016994370000e-01 	-1.52144933490066e-08	 1.76810194178963e-08	5.28121841013497e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.11465035053193e-09 	 9.51056518114418e-01   3.09016994370000e-01 	-4.33303464440189e-08	 1.15142033909591e-07	1.69418861417083e-15		1.00000000000001e+00
1.50000000000000e-01    	-3.09014850833439e-09 	 9.51056525381431e-01   3.09016994370000e-01 	-9.17756740431062e-08	 4.17960477990829e-07	1.91800284607768e-14		1.00000000000009e+00
1.80000000000000e-01    	-6.79357990769063e-09 	 9.51056547231258e-01   3.09016994370002e-01 	-1.57041114143735e-07	 1.12716396741837e-06	1.26530495155154e-13		1.00000000000065e+00
2.10000000000000e-01    	-1.25264803038199e-08 	 9.51056599787033e-01   3.09016994370011e-01 	-2.23134717272612e-07	 2.51577583619455e-06	5.86957013237907e-13		1.00000000000319e+00
2.40000000000000e-01    	-1.98707309406711e-08 	 9.51056708225422e-01   3.09016994370048e-01 	-2.57484688394512e-07	 4.90979643903566e-06	2.11123918297963e-12		1.00000000001209e+00
2.70000000000000e-01    	-2.71465083656893e-08 	 9.51056907875338e-01   3.09016994370164e-01 	-2.08256598989680e-07	 8.65282290496552e-06	6.24073639812977e-12		1.00000000003746e+00
3.00000000000000e-01    	-3.08193949601924e-08 	 9.51057244023939e-01   3.09016994370475e-01 	-3.74779019428701e-09	 1.40556197546972e-05	1.57332411746821e-11		1.00000000009878e+00
3.30000000000000e-01    	-2.49272559412593e-08 	 9.51057770020827e-01   3.09016994371202e-01 	4.45616762372975e-07	 2.13337620501137e-05	3.46673959466067e-11		1.00000000022766e+00
3.60000000000000e-01    	-6.10372962752559e-10 	 9.51058543390747e-01   3.09016994372698e-01 	1.24236163868836e-06	 3.05381522524040e-05	6.78451724572419e-11		1.00000000046706e+00
3.90000000000000e-01    	5.41655178039710e-08 	 9.51059619830997e-01   3.09016994375454e-01 	2.49403307898673e-06	 4.14846171116029e-05	1.19073490150727e-10		1.00000000086360e+00
4.20000000000000e-01    	1.54605433849610e-07 	 9.51061045172164e-01   3.09016994380024e-01 	4.30246802320409e-06	 5.36897904232669e-05	1.88161423503022e-10		1.00000000145055e+00
4.50000000000000e-01    	3.18723212519143e-07 	 9.51062845605618e-01   3.09016994386846e-01 	6.75075602178483e-06	 6.63209728633143e-05	2.67042518050825e-10		1.00000000222202e+00
4.80000000000000e-01    	5.66563264181753e-07 	 9.51065016711899e-01   3.09016994395954e-01 	9.88867601948685e-06	 7.81675538960566e-05	3.36273597712934e-10		1.00000000310398e+00
5.10000000000000e-01    	9.18975234312195e-07 	 9.51067512042208e-01   3.09016994406611e-01 	1.37176450757613e-05	 8.76408431584366e-05	3.64069706617162e-10		1.00000000393455e+00
5.40000000000000e-01    	1.39594508303403e-06 	 9.51070232191684e-01   3.09016994416985e-01 	1.81764167704397e-05	 9.28077921355602e-05	3.10657689607547e-10		1.00000000447183e+00
5.70000000000000e-01    	2.01452530512740e-06 	 9.51073015439680e-01   3.09016994424076e-01 	2.31288914623554e-05	 9.14621379192380e-05	1.40632429263755e-10		1.00000000445013e+00
6.00000000000000e-01    	2.78644858095791e-06 	 9.51075631102686e-01   3.09016994424146e-01 	2.83554303752510e-05	 8.12340594249108e-05	-1.55214118946588e-10		1.00000000370150e+00
6.30000000000000e-01    	3.71555002528285e-06 	 9.51077776736916e-01   3.09016994413947e-01 	3.35489881255088e-05	 5.97366326611054e-05	-5.29637477799651e-10		1.00000000234700e+00
6.60000000000000e-01    	4.79516007984344e-06 	 9.51079080231388e-01   3.09016994392919e-01 	3.83171891457358e-05	 2.47443693046466e-05	-8.44943757205305e-10		1.00000000104025e+00
6.90000000000000e-01    	6.00565967124541e-06 	 9.51079107645484e-01   3.09016994366367e-01 	4.21911773766296e-05	 -2.56038891375056e-05	-8.44046680189791e-10		1.00000000121783e+00
7.20000000000000e-01    	7.31240852040148e-06 	 9.51077377370099e-01   3.09016994349280e-01 	4.46416806055682e-05	 -9.25882675072717e-05	-1.38847891786241e-10		1.00000000528273e+00
7.50000000000000e-01    	8.66426403127865e-06 	 9.51073380837608e-01   3.09016994370058e-01 	4.51022753417535e-05	 -1.76690308081895e-04	1.77035716351443e-09		1.00000001662684e+00
7.80000000000000e-01    	9.99290044008466e-06 	 9.51066609587850e-01   3.09016994473052e-01 	4.29993467541519e-05	 -2.77389364730907e-04	5.43274210284043e-09		1.00000003939690e+00
8.10000000000000e-01    	1.12131153199669e-05 	 9.51056588035745e-01   3.09016994718509e-01 	3.77877462370085e-05	 -3.92988784365461e-04	1.13367522315482e-08		1.00000007793405e+00
8.40000000000000e-01    	1.22242736179116e-05 	 9.51042910806139e-01   3.09016995178553e-01 	2.89906911493732e-05	 -5.20487870676622e-04	1.97573443851700e-08		1.00000013587403e+00
8.70000000000000e-01    	1.29129896257500e-05 	 9.51025283031763e-01   3.09016995928160e-01 	1.62420565467990e-05	 -6.55514777830508e-04	3.05802800811247e-08		1.00000021498169e+00
9.00000000000000e-01    	1.31570868883220e-05 	 9.51003561581393e-01   3.09016997030941e-01 	-6.71102133446393e-07	 -7.92333596442476e-04	4.31379921136089e-08		1.00000031389644e+00
9.30000000000000e-01    	1.28308077231297e-05 	 9.50977794828570e-01   3.09016998520742e-01 	-2.17681734107265e-05	 -9.23935989103997e-04	5.61035814144343e-08		1.00000042706569e+00
9.60000000000000e-01    	1.18111706111370e-05 	 9.50948258315979e-01   3.09017000381580e-01 	-4.68392619293307e-05	 -1.04222388689064e-03	6.74944449473966e-08		1.00000054421213e+00
9.90000000000000e-01    	9.98529795837428e-06 	 9.50915483543258e-01   3.09017002529923e-01 	-7.54166443700827e-05	 -1.13828511040296e-03	7.48309916226456e-08		1.00000065069012e+00
1.02000000000000e+00    	7.25846113856765e-06 	 9.50880277127785e-01   3.09017004804411e-01 	-1.06755899968278e-04	 -1.20275852377799e-03	7.54764047162013e-08		1.00000072901218e+00
