0.00000000000000e+00    	0.00000000000000e+00 	 5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.40781584798216e-12 	 5.87785252283039e-01   8.09016994370000e-01 	-2.33315238420410e-10	 -1.13231749049409e-09	-1.05148238781895e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.34053976410737e-11 	 5.87785252095680e-01   8.09016994370000e-01 	-3.54999813235372e-09	 -1.51908061232716e-08	-7.03734831877072e-18		1.00000000000000e+00
9.00000000000000e-02    	-3.11628116036572e-10 	 5.87785251053872e-01   8.09016994370000e-01 	-1.66256550860631e-08	 -6.03467888848500e-08	-2.42061418685855e-16		1.00000000000000e+00
1.20000000000000e-01    	-1.21586548564077e-09 	 5.87785248170296e-01   8.09016994370000e-01 	-4.70784421812794e-08	 -1.34240440370844e-07	-2.50031038287917e-15		1.00000000000001e+00
1.50000000000000e-01    	-3.35381162528627e-09 	 5.87785243221730e-01   8.09016994370000e-01 	-9.89866261270525e-08	 -1.83228247428413e-07	-1.23049722917324e-14		1.00000000000002e+00
1.80000000000000e-01    	-7.32739782636713e-09 	 5.87785238722245e-01   8.09016994369999e-01 	-1.67658343249862e-07	 -7.42771701502976e-08	-3.01625385617081e-14		1.00000000000002e+00
2.10000000000000e-01    	-1.34002240272940e-08 	 5.87785242635688e-01   8.09016994369999e-01 	-2.34400825083402e-07	 4.25387618303632e-07	4.58393131626576e-15		1.00000000000012e+00
2.40000000000000e-01    	-2.10082175183787e-08 	 5.87785271523500e-01   8.09016994370003e-01 	-2.62103805879126e-07	 1.65624615390124e-06	3.79076743446440e-13		1.00000000000141e+00
2.70000000000000e-01    	-2.81601601211139e-08 	 5.87785353698024e-01   8.09016994370033e-01 	-1.92443618397592e-07	 4.05837478727211e-06	1.93808051337459e-12		1.00000000000825e+00
3.00000000000000e-01    	-3.07878219686760e-08 	 5.87785531860567e-01   8.09016994370149e-01 	5.45715842219783e-08	 8.14495338309075e-06	6.56578627887200e-12		1.00000000003317e+00
3.30000000000000e-01    	-2.21248257909692e-08 	 5.87785864658938e-01   8.09016994370491e-01 	5.78155283249252e-07	 1.44567754465592e-05	1.76463800138880e-11		1.00000000010467e+00
3.60000000000000e-01    	7.79305865717749e-09 	 5.87786426608997e-01   8.09016994371321e-01 	1.49105963620180e-06	 2.34990514915388e-05	4.01146068115759e-11		1.00000000027721e+00
3.90000000000000e-01    	7.24074684011309e-08 	 5.87787305893001e-01   8.09016994373067e-01 	2.91059675776428e-06	 3.56637626490728e-05	7.95129318171454e-11		1.00000000064019e+00
4.20000000000000e-01    	1.88600914254207e-07 	 5.87788599673781e-01   8.09016994376300e-01 	4.94661308884417e-06	 5.11426981643644e-05	1.39430784523122e-10		1.00000000132002e+00
4.50000000000000e-01    	3.76260485478120e-07 	 5.87790406743126e-01   8.09016994381613e-01 	7.68698535774272e-06	 6.98379424020531e-05	2.16956760224682e-10		1.00000000246821e+00
4.80000000000000e-01    	6.57379855266836e-07 	 5.87792817545431e-01   8.09016994389343e-01 	1.11815150678946e-05	 9.12778186188482e-05	2.96419871933256e-10		1.00000000422833e+00
5.10000000000000e-01    	1.05466818218197e-06 	 5.87795901870228e-01   8.09016994399075e-01 	1.54253723478107e-05	 1.14547021607418e-04	3.42705271224803e-10		1.00000000667948e+00
5.40000000000000e-01    	1.58967244583578e-06 	 5.87799694772450e-01   8.09016994408989e-01 	2.03434564380579e-05	 1.38239781499373e-04	2.96605999216773e-10		1.00000000976205e+00
5.70000000000000e-01    	2.28046305759745e-06 	 5.87804181537783e-01   8.09016994415128e-01 	2.57771775202531e-05	 1.60444335263971e-04	7.56380559156401e-11		1.00000001320342e+00
6.00000000000000e-01    	3.13897858563676e-06 	 5.87809282741612e-01   8.09016994410819e-01 	3.14752040209344e-05	 1.78765722109065e-04	-4.15999591586690e-10		1.00000001647394e+00
