0.00000000000000e+00    	0.00000000000000e+00 	 5.87785252290000e-01  	-8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.81203377524509e-13 	 5.87785252292027e-01   -8.09016994370000e-01 	6.33112286873279e-11	 4.05005582105557e-10	1.56540071991571e-20		1.00000000000000e+00
6.00000000000000e-02    	1.18820740133853e-11 	 5.87785252418438e-01   -8.09016994370000e-01 	9.76261321079191e-10	 1.27865277040284e-08	7.57454961419622e-18		1.00000000000000e+00
9.00000000000000e-02    	8.63175732695033e-11 	 5.87785253728901e-01   -8.09016994370000e-01 	4.64072897294405e-09	 9.49752263082631e-08	2.64447437938181e-16		1.00000000000000e+00
1.20000000000000e-01    	3.41251543074696e-10 	 5.87785260189956e-01   -8.09016994370000e-01 	1.33739731622859e-08	 3.88042290883906e-07	3.05690504294262e-15		1.00000000000008e+00
1.50000000000000e-01    	9.55894558940673e-10 	 5.87785281542177e-01   -8.09016994370000e-01 	2.87498028283312e-08	 1.13776756522678e-06	1.87057860565394e-14		1.00000000000065e+00
1.80000000000000e-01    	2.12816507987064e-09 	 5.87785336497784e-01   -8.09016994369999e-01 	5.01977289494194e-08	 2.69440998087897e-06	7.36159202593173e-14		1.00000000000363e+00
2.10000000000000e-01    	3.98848417387809e-09 	 5.87785455558776e-01   -8.09016994369995e-01 	7.35542766892138e-08	 5.48726891457107e-06	2.00591774483662e-13		1.00000000001506e+00
2.40000000000000e-01    	6.47209592319151e-09 	 5.87785682680221e-01   -8.09016994369986e-01 	8.97838113752223e-08	 9.97324481708864e-06	3.62380871735510e-13		1.00000000004974e+00
2.70000000000000e-01    	9.15831697380557e-09 	 5.87786075023675e-01   -8.09016994369976e-01 	8.40886670007121e-08	 1.65615639894048e-05	2.34545123427468e-13		1.00000000013715e+00
3.00000000000000e-01    	1.10914753237675e-08 	 5.87786700155238e-01   -8.09016994369985e-01 	3.56089454880418e-08	 2.55197866969549e-05	-1.21813596006387e-12		1.00000000032563e+00
3.30000000000000e-01    	1.06037562666887e-08 	 5.87787630237868e-01   -8.09016994370085e-01 	-8.21277504141844e-08	 3.68689235234376e-05	-6.36706964301181e-12		1.00000000067966e+00
3.60000000000000e-01    	5.16415874183153e-09 	 5.87788933037107e-01   -8.09016994370447e-01 	-2.99903691947803e-07	 5.02777050895945e-05	-1.95983685314807e-11		1.00000000126397e+00
3.90000000000000e-01    	-8.72016169272857e-09 	 5.87790659885556e-01   -8.09016994371409e-01 	-6.50621745836348e-07	 6.49675742478590e-05	-4.77040846211770e-11		1.00000000211060e+00
4.20000000000000e-01    	-3.55239918701381e-08 	 5.87792831110739e-01   -8.09016994373546e-01 	-1.16627064657270e-06	 7.96406283084056e-05	-9.94787895322325e-11		1.00000000317199e+00
4.50000000000000e-01    	-8.06217984990347e-08 	 5.87795419795517e-01   -8.09016994377706e-01 	-1.87416109105151e-06	 9.24424169554643e-05	-1.83982016656783e-10		1.00000000427456e+00
4.80000000000000e-01    	-1.50083868995543e-07 	 5.87798335079695e-01   -8.09016994384974e-01 	-2.79262007021640e-06	 1.00970148910467e-04	-3.07146935240900e-10		1.00000000510138e+00
5.10000000000000e-01    	-2.50338239493655e-07 	 5.87801406495048e-01   -8.09016994396506e-01 	-3.92639631101990e-06	 1.02334497302635e-04	-4.66962851528484e-10		1.00000000524388e+00
5.40000000000000e-01    	-3.87694292396068e-07 	 5.87804371024591e-01   -8.09016994413213e-01 	-5.26208969618358e-06	 9.32799127872286e-05	-6.48313169160137e-10		1.00000000436442e+00
5.70000000000000e-01    	-5.67734133878032e-07 	 5.87806864665298e-01   -8.09016994435309e-01 	-6.76397293354108e-06	 7.03643172314249e-05	-8.19553863022686e-10		1.00000000249844e+00
6.00000000000000e-01    	-7.94589679166504e-07 	 5.87808420232143e-01   -8.09016994461818e-01 	-8.37062394565982e-06	 3.01944845945847e-05	-9.33768981165245e-10		1.00000000049089e+00
6.30000000000000e-01    	-1.07013656919002e-06 	 5.87808472958523e-01   -8.09016994490230e-01 	-9.99282796257850e-06	 -3.02914036218501e-05	-9.37936269354877e-10		1.00000000050871e+00
6.60000000000000e-01    	-1.39315018954806e-06 	 5.87806375120800e-01   -8.09016994516584e-01 	-1.15132290298058e-05	 -1.13507299632292e-04	-7.92568843713145e-10		1.00000000650823e+00
6.90000000000000e-01    	-1.75848334274304e-06 	 5.87801420449692e-01   -8.09016994536309e-01 	-1.27881956803408e-05	 -2.20886563992795e-04	-5.02489510269558e-10		1.00000002447721e+00
7.20000000000000e-01    	-2.15633817635736e-06 	 5.87792878505310e-01   -8.09016994546130e-01 	-1.36522951965568e-05	 -3.52554250373410e-04	-1.56242429419878e-10		1.00000006224044e+00
7.50000000000000e-01    	-2.57171483957668e-06 	 5.87780038512346e-01   -8.09016994547207e-01 	-1.39256262982757e-05	 -5.07028281407686e-04	3.23540539779647e-11		1.00000012863579e+00
7.80000000000000e-01    	-2.98412359765485e-06 	 5.87762261412374e-01   -8.09016994549430e-01 	-1.34240295592974e-05	 -6.80974695748923e-04	-3.08966249888482e-10		1.00000023195334e+00
8.10000000000000e-01    	-3.36764319590272e-06 	 5.87739038134028e-01   -8.09016994576415e-01 	-1.19718810765196e-05	 -8.69041932555285e-04	-1.72232443265693e-09		1.00000037768853e+00
8.40000000000000e-01    	-3.69139392304955e-06 	 5.87710051356427e-01   -8.09016994670341e-01 	-9.41680091700016e-06	 -1.06379726199760e-03	-4.89556595148132e-09		1.00000056587649e+00
8.70000000000000e-01    	-3.92046790404960e-06 	 5.87675237396843e-01   -8.09016994895394e-01 	-5.64521960179143e-06	 -1.25578492921576e-03	-1.05920717355603e-08		1.00000078851352e+00
9.00000000000000e-01    	-4.01732217866420e-06 	 5.87634844340229e-01   -8.09016995338360e-01 	-5.97409646911476e-07	 -1.43372041426685e-03	-1.95314656864190e-08		1.00000102777676e+00
9.30000000000000e-01    	-3.94359481150383e-06 	 5.87589482192260e-01   -8.09016996104996e-01 	5.71961716546000e-06	 -1.58482858508355e-03	-3.22295500790579e-08		1.00000125585639e+00
9.60000000000000e-01    	-3.66225568231650e-06 	 5.87540160719214e-01   -8.09016997311235e-01 	1.32229477403934e-05	 -1.69532569834340e-03	-4.88196107622499e-08		1.00000143715100e+00
9.90000000000000e-01    	-3.13995874370369e-06 	 5.87488310767971e-01   -8.09016999069198e-01 	2.17496853641160e-05	 -1.75103654095895e-03	-6.88908657682568e-08		1.00000153329984e+00
1.02000000000000e+00    	-2.34942946775000e-06 	 5.87435785256369e-01   -8.09017001469173e-01 	3.10587640570882e-05	 -1.73812893697656e-03	-9.13898188876367e-08		1.00000151102729e+00
1.05000000000000e+00    	-1.27170758916967e-06 	 5.87384836692922e-01   -8.09017004560183e-01 	4.08387194778933e-05	 -1.64393886294054e-03	-1.14632900695230e-07		1.00000135210049e+00
1.08000000000000e+00    	1.01923415608333e-07 	 5.87338069014891e-01   -8.09017008333137e-01 	5.07205920197875e-05	 -1.45785104403473e-03	-1.36470885888156e-07		1.00000106395057e+00
1.11000000000000e+00    	1.76845080784299e-06 	 5.87298362698690e-01   -8.09017012711476e-01 	6.02942819762119e-05	 -1.17219267355664e-03	-1.54625530415115e-07		1.00000068883531e+00
1.14000000000000e+00    	3.71216095392861e-06 	 5.87268773454836e-01   -8.09017017554410e-01 	6.91260373166903e-05	 -7.83092315841171e-04	-1.67187385422819e-07		1.00000030900596e+00
1.17000000000000e+00    	5.90417718560562e-06 	 5.87252406315185e-01   -8.09017022676928e-01 	7.67745176715198e-05	 -2.91252571844501e-04	-1.73224392611415e-07		1.00000004536121e+00
1.20000000000000e+00    	8.30242922754253e-06 	 5.87252268484618e-01   -8.09017027888640e-01 	8.28031850095351e-05	 2.97415917384084e-04	-1.73410078625458e-07		1.00000004765631e+00
1.23000000000000e+00    	1.08519209091988e-05 	 5.87271105884368e-01   -8.09017033050223e-01 	8.67876759316008e-05	 9.71349808712559e-04	-1.70546568214130e-07		1.00000047552618e+00
1.26000000000000e+00    	1.34851429164458e-05 	 5.87311229774780e-01   -8.09017038142219e-01 	8.83182442772267e-05	 1.71312377244337e-03	-1.69840709011033e-07		1.00000147129552e+00
1.29000000000000e+00    	1.61225058999965e-05 	 5.87374341123481e-01   -8.09017043336705e-01 	8.69991202721475e-05	 2.49951507270979e-03	-1.78799815954841e-07		1.00000312756735e+00
1.32000000000000e+00    	1.86727513509500e-05 	 5.87461361394129e-01   -8.09017049058873e-01 	8.24483820821857e-05	 3.30187019259863e-03	-2.06652241232146e-07		1.00000545455740e+00
1.35000000000000e+00    	2.10334269412812e-05 	 5.87572279091023e-01   -8.09017056023673e-01 	7.43032615000163e-05	 4.08678892388071e-03	-2.63267403212623e-07		1.00000835364748e+00
1.38000000000000e+00    	2.30916702920944e-05 	 5.87706021637671e-01   -8.09017065233270e-01 	6.22362777807001e-05	 4.81712659271661e-03	-3.57643877107217e-07		1.00001160422372e+00
1.41000000000000e+00    	2.47256991809856e-05 	 5.87860361941666e-01   -8.09017077924717e-01 	4.59868587082117e-05	 5.45329896342571e-03	-4.96139752293188e-07		1.00001487018175e+00
1.44000000000000e+00    	2.58075175785546e-05 	 5.88031868274486e-01   -8.09017095463982e-01 	2.54109831338042e-05	 5.95485757818397e-03	-6.80718138022089e-07		1.00001773033030e+00
1.47000000000000e+00    	2.62073742906662e-05 	 5.88215904868223e-01   -8.09017119191809e-01 	5.47933144082606e-07	 6.28228665803558e-03	-9.07550742909492e-07		1.00001973336869e+00
1.50000000000000e+00    	2.58004195058740e-05 	 5.88406688923007e-01   -8.09017150237629e-01 	-2.83011574198924e-05	 6.39895705262924e-03	-1.16634272079449e-06		1.00002047351726e+00
1.53000000000000e+00    	2.44757747318344e-05 	 5.88597407574925e-01   -8.09017189328122e-01 	-6.04929704981867e-05	 6.27315891525143e-03	-1.44069629996677e-06		1.00001967789852e+00
1.56000000000000e+00    	2.21478672523117e-05 	 5.88780395862980e-01   -8.09017236624955e-01 	-9.49740133675014e-05	 5.88012357792362e-03	-1.70971226193250e-06		1.00001729228863e+00
1.59000000000000e+00    	1.87694134299738e-05 	 5.88947373941823e-01   -8.09017291629554e-01 	-1.30241641131055e-04	 5.20393721019433e-03	-1.95084302859481e-06		1.00001354887280e+00
1.62000000000000e+00    	1.43449268203474e-05 	 5.89089738817179e-01   -8.09017353189810e-01 	-1.64350828979031e-04	 4.23924486904008e-03	-2.14377924364961e-06		1.00000899906593e+00
1.65000000000000e+00    	8.94316189514330e-06 	 5.89198902848827e-01   -8.09017419633369e-01 	-1.94980374872616e-04	 2.99264398379698e-03	-2.27490711490469e-06		1.00000449696016e+00
1.68000000000000e+00    	2.70658008794850e-06 	 5.89266668300628e-01   -8.09017489034963e-01 	-2.19565843375843e-04	 1.48367155030088e-03	-2.34166013452442e-06		1.00000112474732e+00
1.71000000000000e+00    	-4.14416273172742e-06 	 5.89285624460755e-01   -8.09017559602681e-01 	-2.35497273706066e-04	 -2.54700426280471e-04	-2.35595342767884e-06		1.00000006016841e+00
1.74000000000000e+00    	-1.13124851626888e-05 	 5.89249551462441e-01   -8.09017630143100e-01 	-2.40368505740692e-04	 -2.17613134214763e-03	-2.34587449365899e-06		1.00000239666220e+00
1.77000000000000e+00    	-1.84361153838202e-05 	 5.89153813068774e-01   -8.09017700542085e-01 	-2.32253543167664e-04	 -4.22159009929780e-03	-2.35493921042948e-06		1.00000893784517e+00
1.80000000000000e+00    	-2.51056106162749e-05 	 5.88995719504559e-01   -8.09017772181245e-01 	-2.09975685527842e-04	 -6.32067008580263e-03	-2.43851308657444e-06		1.00001999728309e+00
1.83000000000000e+00    	-3.08903482620650e-05 	 5.88774841066083e-01   -8.09017848204152e-01 	-1.73329328189296e-04	 -8.39353804052685e-03	-2.65742314508208e-06		1.00003524014454e+00
1.86000000000000e+00    	-3.53699514781264e-05 	 5.88493253819744e-01   -8.09017933554739e-01 	-1.23214172856676e-04	 -1.03534833834572e-02	-3.06929415614390e-06		1.00005360346800e+00
1.89000000000000e+00    	-3.81679848238937e-05 	 5.88155700259052e-01   -8.09018034734135e-01 	-6.16482451390970e-05	 -1.21100034915016e-02	-3.71865724380794e-06		1.00007332531115e+00
1.92000000000000e+00    	-3.89839361415142e-05 	 5.87769650301882e-01   -8.09018159260503e-01 	8.36031633887090e-06	 -1.35723303829928e-02	-4.62730644837890e-06		1.00009209988047e+00
1.95000000000000e+00    	-3.76191828487085e-05 	 5.87345251379016e-01   -8.09018314864906e-01 	8.30833833308188e-05	 -1.46532770813208e-02	-5.78662579474456e-06		1.00010735697002e+00
