0.00000000000000e+00    	0.00000000000000e+00 	 1.00000000000000e+00  	-2.44929359830000e-16    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	6.48541922315821e-13 	 1.00000000000203e+00   -2.44929359830000e-16 	1.07711495662639e-10	 4.05005582086942e-10	4.73924032319310e-36		1.00000000000000e+00
6.00000000000000e-02    	2.02149914118100e-11 	 1.00000000012844e+00   -2.44929359830000e-16 	1.66091490615854e-09	 1.27865276951165e-08	2.29318988290611e-33		1.00000000000000e+00
9.00000000000000e-02    	1.46852200651418e-10 	 1.00000000143890e+00   -2.44929359830000e-16 	7.89527653088452e-09	 9.49752259873144e-08	8.00612865956699e-32		1.00000000000000e+00
1.20000000000000e-01    	5.80571211748797e-10 	 1.00000000789996e+00   -2.44929359830000e-16 	2.27531092559454e-08	 3.88042286978425e-07	9.25475969661411e-31		1.00000000000008e+00
1.50000000000000e-01    	1.62625853980168e-09 	 1.00000002925218e+00   -2.44929359830000e-16 	4.89116314907274e-08	 1.13776753936641e-06	5.66316422534307e-30		1.00000000000065e+00
1.80000000000000e-01    	3.62060681236362e-09 	 1.00000008420778e+00   -2.44929359830000e-16 	8.53989293779744e-08	 2.69440986580030e-06	2.22871702962886e-29		1.00000000000363e+00
2.10000000000000e-01    	6.78539805128349e-09 	 1.00000020326877e+00   -2.44929359829998e-16 	1.25127445510422e-07	 5.48726853008933e-06	6.07290239781015e-29		1.00000000001506e+00
2.40000000000000e-01    	1.10101499156856e-08 	 1.00000043039019e+00   -2.44929359829996e-16 	1.52714456418055e-07	 9.97324378906654e-06	1.09710566954521e-28		1.00000000004974e+00
2.70000000000000e-01    	1.55783846925869e-08 	 1.00000082273360e+00   -2.44929359829993e-16 	1.42964013193072e-07	 1.65615617038716e-05	7.10084188768505e-29		1.00000000013715e+00
3.00000000000000e-01    	1.88626333019723e-08 	 1.00000144786506e+00   -2.44929359829995e-16 	6.03532943970399e-08	 2.55197823762438e-05	-3.68789600849758e-28		1.00000000032563e+00
3.30000000000000e-01    	1.80226590834859e-08 	 1.00000237794752e+00   -2.44929359830026e-16 	-1.40200285736078e-07	 3.68689164980868e-05	-1.92762512596572e-27		1.00000000067967e+00
3.60000000000000e-01    	8.74829104607503e-09 	 1.00000368074651e+00   -2.44929359830135e-16 	-5.11111696452237e-07	 5.02776952243369e-05	-5.93339023856012e-27		1.00000000126405e+00
3.90000000000000e-01    	-1.49081033241448e-08 	 1.00000540759463e+00   -2.44929359830427e-16 	-1.10838045802758e-06	 6.49675622226271e-05	-1.44423735147877e-26		1.00000000211101e+00
4.20000000000000e-01    	-6.05646362681244e-08 	 1.00000757881943e+00   -2.44929359831073e-16 	-1.98639460787484e-06	 7.96406150647388e-05	-3.01171254945837e-26		1.00000000317329e+00
4.50000000000000e-01    	-1.37367747748851e-07 	 1.00001016750378e+00   -2.44929359832333e-16 	-3.19149457126179e-06	 9.24424011820349e-05	-5.57004145145646e-26		1.00000000427789e+00
4.80000000000000e-01    	-2.55642448875308e-07 	 1.00001308278735e+00   -2.44929359834533e-16 	-4.75463584049324e-06	 1.00970121133848e-04	-9.29885032544104e-26		1.00000000510879e+00
5.10000000000000e-01    	-4.26314518469210e-07 	 1.00001615420137e+00   -2.44929359838024e-16 	-6.68360870762437e-06	 1.02334429211237e-04	-1.41372647052578e-25		1.00000000525850e+00
5.40000000000000e-01    	-6.60099555157787e-07 	 1.00001911872753e+00   -2.44929359843082e-16 	-8.95537688261384e-06	 9.32797410909507e-05	-1.96276274955839e-25		1.00000000439065e+00
5.70000000000000e-01    	-9.66471963039213e-07 	 1.00002161236013e+00   -2.44929359849772e-16 	-1.15091814420151e-05	 7.03639227992267e-05	-2.48119105920855e-25		1.00000000254177e+00
6.00000000000000e-01    	-1.35244733111583e-06 	 1.00002316790945e+00   -2.44929359857798e-16 	-1.42411181962724e-05	 3.01936697729057e-05	-2.82697245789866e-25		1.00000000055723e+00
6.30000000000000e-01    	-1.82123347251553e-06 	 1.00002322060152e+00   -2.44929359866399e-16 	-1.70009283429619e-05	 -3.02929340492130e-05	-2.83958120850334e-25		1.00000000060335e+00
6.60000000000000e-01    	-2.37082756529491e-06 	 1.00002112270227e+00   -2.44929359874378e-16 	-1.95917328575506e-05	 -1.13509946056035e-04	-2.39947137286146e-25		1.00000000663417e+00
6.90000000000000e-01    	-2.99265791896928e-06 	 1.00001616792896e+00   -2.44929359880350e-16 	-2.17733746397876e-05	 -2.20890819147619e-04	-1.52124907183417e-25		1.00000002463342e+00
7.20000000000000e-01    	-3.67038689796132e-06 	 1.00000762582601e+00   -2.44929359883323e-16 	-2.32698907988934e-05	 -3.52560657860135e-04	-4.72996038777117e-26		1.00000006242025e+00
7.50000000000000e-01    	-4.37900395553190e-06 	 9.99994785601939e-01   -2.44929359883649e-16 	-2.37814045904979e-05	 -5.07037360957091e-04	9.79234805865873e-27		1.00000012882621e+00
7.80000000000000e-01    	-5.08434168928610e-06 	 9.99977008184369e-01   -2.44929359884322e-16 	-2.30003949113944e-05	 -6.80986837253987e-04	-9.35575132012947e-26		1.00000023213602e+00
8.10000000000000e-01    	-5.74314043242560e-06 	 9.99953784493755e-01   -2.44929359892493e-16 	-2.06318789280113e-05	 -8.69057270074819e-04	-5.21483197095211e-25		1.00000037784304e+00
8.40000000000000e-01    	-6.30376580157745e-06 	 9.99924797210610e-01   -2.44929359920931e-16 	-1.64165595917233e-05	 -1.06381554922639e-03	-1.48223797844181e-24		1.00000056598635e+00
8.70000000000000e-01    	-6.70764772051125e-06 	 9.99889982666525e-01   -2.44929359989070e-16 	-1.01554972244990e-05	 -1.25580544702847e-03	-3.20694296913156e-24		1.00000078857492e+00
9.00000000000000e-01    	-6.89145952447937e-06 	 9.99849588975540e-01   -2.44929360123186e-16 	-1.73443635197627e-06	 -1.43374194600392e-03	-5.91346877738789e-24		1.00000102780896e+00
9.30000000000000e-01    	-6.78999501966035e-06 	 9.99804226186483e-01   -2.44929360355297e-16 	8.85435978740779e-06	 -1.58484949336182e-03	-9.75797332135245e-24		1.00000125591237e+00
9.60000000000000e-01    	-6.33963555458505e-06 	 9.99754904118718e-01   -2.44929360720502e-16 	2.14949630663082e-05	 -1.69534412616247e-03	-1.47808004158872e-23		1.00000143732584e+00
9.90000000000000e-01    	-5.48223612706381e-06 	 9.99703053674184e-01   -2.44929361252749e-16 	3.59372782155893e-05	 -1.75105073906346e-03	-2.08575708351387e-23		1.00000153373391e+00
1.02000000000000e+00    	-4.16920834659099e-06 	 9.99650527816345e-01   -2.44929361979370e-16 	5.17945939314328e-05	 -1.73813769032565e-03	-2.76693208234513e-23		1.00000151190151e+00
1.05000000000000e+00    	-2.36554742609528e-06 	 9.99599579076328e-01   -2.44929362915208e-16 	6.85497845655250e-05	 -1.64394195573179e-03	-3.47063351812839e-23		1.00000135362120e+00
1.08000000000000e+00    	-5.35468845243235e-08 	 9.99552811377585e-01   -2.44929364057508e-16 	8.55697834609273e-05	 -1.45784967136360e-03	-4.13179304583481e-23		1.00000106632336e+00
1.11000000000000e+00    	2.76402903557077e-06 	 9.99513105136142e-01   -2.44929365383094e-16 	1.02126966578720e-04	 -1.17218968634327e-03	-4.68143735018867e-23		1.00000069222905e+00
