0.00000000000000e+00    	0.00000000000000e+00 	 6.12323399570000e-17  	1.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.24078282502400e-22 	 2.02736887851876e-12   1.00000000000000e+00 	8.21009443882502e-20	 4.05005582130741e-10	-1.93494170198654e-20		1.00000000000000e+00
6.00000000000000e-02    	4.48798337474385e-19 	 1.28437839502884e-10   1.00000000000000e+00 	8.18320779160873e-17	 1.27865277166930e-08	-9.36265823229916e-18		1.00000000000000e+00
9.00000000000000e-02    	3.73940154636727e-17 	 1.43890146168020e-09   1.00000000000000e+00 	4.51458137338237e-15	 9.49752267655910e-08	-3.26875011464824e-16		1.00000000000000e+00
1.20000000000000e-01    	8.40324510601205e-16 	 7.89995638383265e-09   1.00000000000000e+00 	7.53569898861646e-14	 3.88042296451505e-07	-3.77854249063347e-15		1.00000000000008e+00
1.50000000000000e-01    	9.14545911645894e-15 	 2.92521772208906e-08   1.00000000000000e+00 	6.47783922393534e-13	 1.13776760209777e-06	-2.31216238849549e-14		1.00000000000065e+00
1.80000000000000e-01    	6.25420626504580e-14 	 8.42077873574736e-08   9.99999999999998e-01 	3.63241421016784e-12	 2.69441014496290e-06	-9.09942866774124e-14		1.00000000000363e+00
2.10000000000000e-01    	3.08686708380832e-13 	 2.03268788931406e-07   9.99999999999994e-01 	1.50629574943172e-11	 5.48726946279287e-06	-2.47945086703683e-13		1.00000000001506e+00
2.40000000000000e-01    	1.19393504767462e-12 	 4.30390262452448e-07   9.99999999999983e-01 	4.97486999984163e-11	 9.97324628293259e-06	-4.47927404168723e-13		1.00000000004973e+00
2.70000000000000e-01    	3.81423393827377e-12 	 8.22733784593537e-07   9.99999999999970e-01 	1.37150884753023e-10	 1.65615672483372e-05	-2.89913495554396e-13		1.00000000013714e+00
3.00000000000000e-01    	1.04270016323747e-11 	 1.44786548597767e-06   9.99999999999981e-01 	3.25540995532424e-10	 2.55197928578587e-05	1.50570033811089e-12		1.00000000032563e+00
3.30000000000000e-01    	2.49984729889134e-11 	 2.37794835737010e-06   1.00000000000011e+00 	6.79180480493633e-10	 3.68689335409041e-05	7.87013669611843e-12		1.00000000067966e+00
3.60000000000000e-01    	5.34831575214936e-11 	 3.68074795847967e-06   1.00000000000055e+00 	1.26231139563984e-09	 5.02777191564982e-05	2.42249324544703e-11		1.00000000126392e+00
3.90000000000000e-01    	1.03369907672092e-10 	 5.40759687954408e-06   1.00000000000174e+00 	2.10604823825989e-09	 6.49675913946738e-05	5.89655294998306e-11		1.00000000211039e+00
4.20000000000000e-01    	1.82003930342777e-10 	 7.57882260491855e-06   1.00000000000438e+00 	3.16123950577771e-09	 7.96406471925960e-05	1.22962617351428e-10		1.00000000317132e+00
4.50000000000000e-01    	2.93450550688116e-10 	 1.01675079894618e-05   1.00000000000952e+00 	4.25198676253249e-09	 9.24424394469448e-05	2.27414391658897e-10		1.00000000427280e+00
4.80000000000000e-01    	4.34315298594141e-10 	 1.30827930405087e-05   1.00000000001851e+00 	5.05843723773038e-09	 1.00970188517710e-04	3.79654655170139e-10		1.00000000509749e+00
5.10000000000000e-01    	5.89978259841366e-10 	 1.61542102926612e-05   1.00000000003276e+00 	5.16884669275646e-09	 1.02334594395844e-04	5.77198102955399e-10		1.00000000523618e+00
5.40000000000000e-01    	7.33964980351047e-10 	 1.91187446542543e-05   1.00000000005341e+00 	4.24307632352953e-09	 9.32801576130372e-05	8.01359777163406e-10		1.00000000435059e+00
5.70000000000000e-01    	8.34281566165761e-10 	 2.16123969202522e-05   1.00000000008073e+00 	2.31592465339370e-09	 7.03648796606847e-05	1.01302593884245e-09		1.00000000247561e+00
6.00000000000000e-01    	8.70937164780909e-10 	 2.31679887611139e-05   1.00000000011349e+00 	2.34794272027030e-10	 3.01956464638845e-05	1.15420598508795e-09		1.00000000045589e+00
6.30000000000000e-01    	8.67958002591447e-10 	 2.32207640623953e-05   1.00000000014861e+00 	1.73196069831338e-10	 -3.02892213612007e-05	1.15936151166604e-09		1.00000000045872e+00
6.60000000000000e-01    	9.40496088146079e-10 	 2.11230140685175e-05   1.00000000018119e+00 	6.09783947423066e-09	 -1.13503526060773e-04	9.79683847100528e-10		1.00000000644153e+00
6.90000000000000e-01    	1.35305250173946e-09 	 1.61684886907786e-05   1.00000000020557e+00 	2.40085895689437e-08	 -2.20880496517302e-04	6.21131334178306e-10		1.00000002439410e+00
7.20000000000000e-01    	2.57884553133305e-09 	 7.62677041311495e-06   1.00000000021771e+00 	6.17391853709691e-08	 -3.52545113868902e-04	1.93141915509360e-10		1.00000006214403e+00
7.50000000000000e-01    	5.34411995065627e-09 	 -5.21289300456521e-06   1.00000000021904e+00 	1.28125326288075e-07	 -5.07015334780187e-04	-4.00082260814018e-11		1.00000012853227e+00
7.80000000000000e-01    	1.06365058361081e-08 	 -2.29895401083721e-05   1.00000000022179e+00 	2.31433190950279e-07	 -6.80957383030696e-04	3.81797424393894e-10		1.00000023185148e+00
8.10000000000000e-01    	1.96555398193365e-08 	 -4.62122305912705e-05   1.00000000025514e+00 	3.77100534215245e-07	 -8.69020062560355e-04	2.12861542870398e-09		1.00000037759793e+00
8.40000000000000e-01    	3.36881780829735e-08 	 -7.51982873264152e-05   1.00000000037122e+00 	5.65060035729834e-07	 -1.06377118589236e-03	6.05061994307698e-09		1.00000056580457e+00
8.70000000000000e-01    	5.39038231764996e-08 	 -1.10011413455881e-04   1.00000000064938e+00 	7.87154260875669e-07	 -1.25575567236802e-03	1.30913548789686e-08		1.00000078846115e+00
9.00000000000000e-01    	8.10819184100253e-08 	 -1.50403565502428e-04   1.00000000119687e+00 	1.02535711649220e-06	 -1.43368971151971e-03	2.41402954897714e-08		1.00000102773309e+00
9.30000000000000e-01    	1.15308501066664e-07 	 -1.95764799323347e-04   1.00000000214441e+00 	1.25161987744987e-06	 -1.58479877128551e-03	3.98350135685246e-08		1.00000125579357e+00
9.60000000000000e-01    	1.55702162438146e-07 	 -2.45085424336556e-04   1.00000000363530e+00 	1.43009473269525e-06	 -1.69529942166108e-03	6.03403083148862e-08		1.00000143702006e+00
9.90000000000000e-01    	2.00248825983648e-07 	 -2.96934672181926e-04   1.00000000580812e+00 	1.52220938414700e-06	 -1.75101629616388e-03	8.51485141170907e-08		1.00000153302902e+00
1.02000000000000e+00    	2.45831964626513e-07 	 -3.49459690085680e-04   1.00000000877448e+00 	1.49456482546970e-06	 -1.73811645739657e-03	1.12957545613799e-07		1.00000151052439e+00
1.05000000000000e+00    	2.88534202724229e-07 	 -4.00408001801684e-04   1.00000001259497e+00 	1.32894970583844e-06	 -1.64393445739513e-03	1.41686487795703e-07		1.00000135126023e+00
1.08000000000000e+00    	3.24253762773460e-07 	 -4.47175650410193e-04   1.00000001725835e+00 	1.03301103877797e-06	 -1.45785300980653e-03	1.68678792354516e-07		1.00000106266768e+00
1.11000000000000e+00    	3.49624861579860e-07 	 -4.86882073440589e-04   1.00000002267001e+00 	6.49445411263407e-07	 -1.17219694705286e-03	1.91118373105110e-07		1.00000068702283e+00
1.14000000000000e+00    	3.63159973379733e-07 	 -5.16471403106159e-04   1.00000002865591e+00 	2.61159551508700e-07	 -7.83092527570154e-04	2.06644975663268e-07		1.00000030661696e+00
1.17000000000000e+00    	3.66454390186286e-07 	 -5.32838388557710e-04   1.00000003498739e+00 	-1.01283794616523e-08	 -2.91240642461970e-04	2.14106543369189e-07		1.00000004241058e+00
1.20000000000000e+00    	3.65224984979998e-07 	 -5.32975571162598e-04   1.00000004142909e+00 	-1.37846365452200e-08	 2.97448572113109e-04	2.14335860751625e-07		1.00000004423785e+00
1.23000000000000e+00    	3.69913453336257e-07 	 -5.14136786160863e-04   1.00000004780885e+00 	4.10608909744045e-07	 9.71410500979659e-04	2.10797191841754e-07		1.00000047181918e+00
1.26000000000000e+00    	3.95586939501102e-07 	 -4.74010599898211e-04   1.00000005410264e+00 	1.40587556876707e-06	 1.71321635927595e-03	2.09927675945757e-07		1.00000146755508e+00
1.29000000000000e+00    	4.60928652069986e-07 	 -4.10896009676015e-04   1.00000006052326e+00 	3.06463398843342e-06	 2.49963766508175e-03	2.21008386080299e-07		1.00000312409407e+00
1.32000000000000e+00    	5.86232039162884e-07 	 -3.23871720352635e-04   1.00000006759640e+00 	5.39646160833948e-06	 3.30201316504606e-03	2.55447812637821e-07		1.00000545164520e+00
1.35000000000000e+00    	7.90486670014217e-07 	 -2.12949649112351e-04   1.00000007620597e+00 	8.30134668330809e-06	 4.08693369110936e-03	3.25446418895139e-07		1.00000835151313e+00
1.38000000000000e+00    	1.08785114311326e-06 	 -7.92030663891564e-05   1.00000008759092e+00 	1.15565359609396e-05	 4.81724560057013e-03	4.42127166322781e-07		1.00001160292715e+00
1.41000000000000e+00    	1.48401469434674e-06 	 7.51399913881758e-05   1.00000010328050e+00 	1.48231916003608e-05	 5.45335722873795e-03	6.13347539938519e-07		1.00001486955203e+00
1.44000000000000e+00    	1.97311271771039e-06 	 2.46646672962368e-04   1.00000012496326e+00 	1.76771007630340e-05	 5.95481590397340e-03	8.41530633209473e-07		1.00001772991564e+00
1.47000000000000e+00    	2.53593809628615e-06 	 4.30680028990877e-04   1.00000015429641e+00 	1.96640987964062e-05	 6.28210636446025e-03	1.12193940190139e-06		1.00001973242947e+00
1.50000000000000e+00    	3.14014247146140e-06 	 6.21456178442237e-04   1.00000019267582e+00 	2.03762384238459e-05	 6.39860573696346e-03	1.44184310858290e-06		1.00002047107679e+00
1.53000000000000e+00    	3.74292730066670e-06 	 8.12161455031386e-04   1.00000024099937e+00 	1.95397258534990e-05	 6.27261643945447e-03	1.78096828773550e-06		1.00001967285747e+00
1.56000000000000e+00    	4.29638527648006e-06 	 9.95130544326103e-04   1.00000029946645e+00 	1.71011432497354e-05	 5.87938724361767e-03	2.11347988443535e-06		1.00001728359628e+00
1.59000000000000e+00    	4.75519856335846e-06 	 1.16208382518814e-03   1.00000036746031e+00 	1.32954820068555e-05	 5.20302498117709e-03	2.41150897561323e-06		1.00001353573416e+00
1.62000000000000e+00    	5.08589073974514e-06 	 1.30441915912883e-03   1.00000044355650e+00 	8.67894925375906e-06	 4.23819559129318e-03	2.64995686217347e-06		1.00000898115178e+00
1.65000000000000e+00    	5.27634795948087e-06 	 1.41355034499211e-03   1.00000052568770e+00 	4.11204221806225e-06	 2.99151385771768e-03	2.81200319785802e-06		1.00000447457998e+00
1.68000000000000e+00    	5.34396888222892e-06 	 1.48128150331492e-03   1.00000061147419e+00 	6.84223054139437e-07	 1.48252661976856e-03	2.89448222060745e-06		1.00000109894641e+00
1.71000000000000e+00    	5.34066757305747e-06 	 1.50020391610333e-03   1.00000069870123e+00 	-4.19703585224528e-07	 -2.55795338916877e-04	2.91212443853657e-06		1.00000003271996e+00
1.74000000000000e+00    	5.35311347722447e-06 	 1.46409947609437e-03   1.00000078589383e+00 	1.89928180873664e-06	 -2.17712609713034e-03	2.89964373510349e-06		1.00000236994222e+00
1.77000000000000e+00    	5.49708317533791e-06 	 1.36833305411911e-03   1.00000087291084e+00 	8.44759329793445e-06	 -4.22246326593414e-03	2.91081703913588e-06		1.00000891459820e+00
1.80000000000000e+00    	5.90560101582263e-06 	 1.21021493031799e-03   1.00000096145951e+00 	1.95377071641716e-05	 -6.32144122240786e-03	3.01406319035139e-06		1.00001998030536e+00
1.83000000000000e+00    	6.71157879770087e-06 	 9.89314092770552e-04   1.00000105542449e+00 	3.48291353421097e-05	 -8.39427575240088e-03	3.28455254048784e-06		1.00003523192399e+00
1.86000000000000e+00    	8.02678769487087e-06 	 7.07703786133324e-04   1.00000116091544e+00 	5.32486328549229e-05	 -1.03543069304948e-02	3.79350587503098e-06		1.00005360582412e+00
1.89000000000000e+00    	9.92002291242283e-06 	 3.70122237355167e-04   1.00000128596680e+00 	7.30200351077651e-05	 -1.21110764097132e-02	4.59597570140968e-06		1.00007333907312e+00
1.92000000000000e+00    	1.23980488494816e-05 	 -1.59660291903658e-05   1.00000143987075e+00 	9.18208481701702e-05	 -1.35738456828875e-02	5.71893073148321e-06		1.00009212463172e+00
