0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.81203377084376e-13 	 -5.87785252287973e-01   8.09016994370000e-01 	-6.33112285255227e-11	 4.05005582157046e-10	-1.56540072013558e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.18820731196227e-11 	 -5.87785252161562e-01   8.09016994370000e-01 	-9.76261157978179e-10	 1.27865277293930e-08	-7.57454963065231e-18		1.00000000000000e+00
9.00000000000000e-02    	-8.63174986122005e-11 	 -5.87785250851099e-01   8.09016994370000e-01 	-4.64071995621060e-09	 9.49752272231821e-08	-2.64447440682802e-16		1.00000000000000e+00
1.20000000000000e-01    	-3.41249863880718e-10 	 -5.87785244390044e-01   8.09016994370000e-01 	-1.33738225470528e-08	 3.88042302020179e-07	-3.05690513481360e-15		1.00000000000008e+00
1.50000000000000e-01    	-9.55876276408983e-10 	 -5.87785223037822e-01   8.09016994370000e-01 	-2.87485076783701e-08	 1.13776763897191e-06	-1.87057872642596e-14		1.00000000000065e+00
1.80000000000000e-01    	-2.12804002557686e-09 	 -5.87785168082209e-01   8.09016994369999e-01 	-5.01904651617684e-08	 2.69441030905430e-06	-7.36159283661998e-14		1.00000000000363e+00
2.10000000000000e-01    	-3.98786686662341e-09 	 -5.87785049021198e-01   8.09016994369995e-01 	-7.35241518812791e-08	 5.48727001102995e-06	-2.00591803144834e-13		1.00000000001506e+00
2.40000000000000e-01    	-6.46970810902156e-09 	 -5.87784821899696e-01   8.09016994369986e-01 	-8.96843109332254e-08	 9.97324774880443e-06	-3.62380892699089e-13		1.00000000004974e+00
2.70000000000000e-01    	-9.15068825928845e-09 	 -5.87784429556106e-01   8.09016994369976e-01 	-8.38143447555932e-08	 1.65615705073162e-05	-2.34544766174844e-13		1.00000000013715e+00
3.00000000000000e-01    	-1.10706198536823e-08 	 -5.87783804424266e-01   8.09016994369985e-01 	-3.49577959510486e-08	 2.55197990188346e-05	1.21813836386273e-12		1.00000000032563e+00
3.30000000000000e-01    	-1.05537545042963e-08 	 -5.87782874341154e-01   8.09016994370085e-01 	8.34862776433054e-08	 3.68689435584753e-05	6.36707902736753e-12		1.00000000067966e+00
3.60000000000000e-01    	-5.05718026630877e-09 	 -5.87781571541190e-01   8.09016994370447e-01 	3.02428650895651e-07	 5.02777332235468e-05	1.95983955548739e-11		1.00000000126397e+00
3.90000000000000e-01    	8.92692723049130e-09 	 -5.87779844691797e-01   8.09016994371409e-01 	6.54834420734799e-07	 6.49676085416855e-05	4.77041462738167e-11		1.00000000211061e+00
4.20000000000000e-01    	3.58880469732956e-08 	 -5.87777673465530e-01   8.09016994373546e-01 	1.17259398222025e-06	 7.96406660770641e-05	9.94789046872375e-11		1.00000000317201e+00
4.50000000000000e-01    	8.12087762479183e-08 	 -5.87775084779538e-01   8.09016994377706e-01 	1.88266615098407e-06	 9.24424619388495e-05	1.83982198576649e-10		1.00000000427458e+00
4.80000000000000e-01    	1.50952610409494e-07 	 -5.87772169493614e-01   8.09016994384974e-01 	2.80273810137835e-06	 1.00970228125638e-04	3.07147200808663e-10		1.00000000510142e+00
5.10000000000000e-01    	2.51518339854817e-07 	 -5.87769098074462e-01   8.09016994396506e-01 	3.93673501804642e-06	 1.02334691490120e-04	4.66963297290260e-10		1.00000000524394e+00
5.40000000000000e-01    	3.89162393511905e-07 	 -5.87766133535282e-01   8.09016994413213e-01 	5.27057668874159e-06	 9.32804024402398e-05	6.48314187498503e-10		1.00000000436451e+00
5.70000000000000e-01    	5.69402897796960e-07 	 -5.87763639871458e-01   8.09016994435309e-01 	6.76860613541363e-06	 7.03654420910059e-05	8.19556537495098e-10		1.00000000249855e+00
6.00000000000000e-01    	7.96331828861232e-07 	 -5.87762084254621e-01   8.09016994461819e-01 	8.37109775320573e-06	 3.01968083319445e-05	9.33775532705686e-10		1.00000000049096e+00
6.30000000000000e-01    	1.07187299313402e-06 	 -5.87762031430398e-01   8.09016994490231e-01 	9.99318690629742e-06	 -3.02870391082001e-05	9.37950061760188e-10		1.00000000050858e+00
6.60000000000000e-01    	1.39503231451492e-06 	 -5.87764129092663e-01   8.09016994516586e-01 	1.15254561031023e-05	 -1.13499752510026e-04	7.92592919199891e-10		1.00000000650751e+00
6.90000000000000e-01    	1.76119201687854e-06 	 -5.87769083472311e-01   8.09016994536312e-01 	1.28362809290806e-05	 -2.20874429084281e-04	5.02522100296598e-10		1.00000002447514e+00
7.20000000000000e-01    	2.16150135851364e-06 	 -5.87777624964485e-01   8.09016994546134e-01 	1.37759057907595e-05	 -3.52535977436069e-04	1.56267755801955e-10		1.00000006223569e+00
7.50000000000000e-01    	2.58241397205930e-06 	 -5.87790464298356e-01   8.09016994547211e-01 	1.41821123657742e-05	 -5.07002388254348e-04	-3.23806122721237e-11		1.00000012862627e+00
7.80000000000000e-01    	3.00541674089002e-06 	 -5.87808240492591e-01   8.09016994549431e-01 	1.38872860867474e-05	 -6.80940070430678e-04	3.08794967295378e-10		1.00000023193609e+00
8.10000000000000e-01    	3.40698921226065e-06 	 -5.87831462595211e-01   8.09016994576407e-01 	1.27266904776958e-05	 -8.68998192666374e-04	1.72184769546018e-09		1.00000037765984e+00
8.40000000000000e-01    	3.75882764087906e-06 	 -5.87860447931078e-01   8.09016994670311e-01 	1.05478203696843e-05	 -1.06374510981781e-03	4.89454279741791e-09		1.00000056583230e+00
8.70000000000000e-01    	4.02836522958186e-06 	 -5.87895260223750e-01   8.09016994895322e-01 	7.22079630572360e-06	 -1.25572641542495e-03	1.05901854632268e-08		1.00000078845017e+00
9.00000000000000e-01    	4.17962023579783e-06 	 -5.87935651471223e-01   8.09016995338214e-01 	2.64983741041756e-06	 -1.43365900853216e-03	1.95283529831171e-08		1.00000102769206e+00
