phi	r	period	raio_max	px_mean
0.00000000000000e+00	1.00000000000000e+00	1.61435430685451e+04	9.49689463738024e-01	-1.99588099576736e+01
0.00000000000000e+00	1.10000000000000e+00	1.63310284296330e+04	1.04650846540371e+00	-1.99507285875381e+01
0.00000000000000e+00	1.20000000000000e+00	1.71442030677012e+04	1.14366124050295e+00	-1.99420759297394e+01
0.00000000000000e+00	1.30000000000000e+00	1.59483708047182e+04	1.24161819336964e+00	-1.99329513654925e+01
0.00000000000000e+00	1.40000000000000e+00	1.73119705633838e+04	1.33992747585237e+00	-1.99234185908558e+01
0.00000000000000e+00	1.50000000000000e+00	1.65627342754453e+04	1.43903215359602e+00	-1.99135258416866e+01
0.00000000000000e+00	1.70000000000000e+00	1.55464896863861e+04	1.63867811864448e+00	-1.98930203425797e+01
0.00000000000000e+00	1.80000000000000e+00	1.89029844957644e+04	1.73953739403026e+00	-1.98825646851677e+01
0.00000000000000e+00	1.90000000000000e+00	1.67993629801383e+04	1.84098800925391e+00	-1.98720827963837e+01
0.00000000000000e+00	2.00000000000000e+00	1.61574579575494e+04	1.94294393259274e+00	-1.98616924168404e+01
0.00000000000000e+00	2.10000000000000e+00	1.97943253647403e+04	2.04568754138593e+00	-1.98514622326142e+01
0.00000000000000e+00	2.20000000000000e+00	1.63716588054038e+04	2.14881330305725e+00	-1.98414923383555e+01
0.00000000000000e+00	2.30000000000000e+00	1.61126502911537e+04	2.25269870649949e+00	-1.98318271946665e+01
0.00000000000000e+00	2.40000000000000e+00	1.95172571100616e+04	2.35699768989400e+00	-1.98226768757435e+01
0.00000000000000e+00	2.50000000000000e+00	1.95891787842223e+04	2.46159670213735e+00	-1.98139653701486e+01
0.00000000000000e+00	2.60000000000000e+00	1.92066137665378e+04	2.56687428981498e+00	-1.98059026067040e+01
0.00000000000000e+00	2.70000000000000e+00	1.94441547177322e+04	2.67237645521760e+00	-1.97985083813676e+01
0.00000000000000e+00	2.80000000000000e+00	1.88821646261411e+04	2.77814255798255e+00	-1.97917959852770e+01
0.00000000000000e+00	2.90000000000000e+00	2.07055838499834e+04	2.88424544477769e+00	-1.97859282715432e+01
0.00000000000000e+00	3.00000000000000e+00	2.03746683101485e+04	2.99043726772751e+00	-1.97808805539483e+01
0.00000000000000e+00	3.10000000000000e+00	2.12712280219453e+04	3.09679303027296e+00	-1.97766295587428e+01
0.00000000000000e+00	3.20000000000000e+00	2.32758795568359e+04	3.20316309691122e+00	-1.97732660425930e+01
0.00000000000000e+00	3.30000000000000e+00	2.50928030501575e+04	3.30958454681041e+00	-1.97708502247845e+01
0.00000000000000e+00	3.40000000000000e+00	2.68896897840700e+04	3.41565601397417e+00	-1.97693016296888e+01
0.00000000000000e+00	3.50000000000000e+00	2.93556503021492e+04	3.52187315872273e+00	-1.97686786430732e+01
