phi	r	period	raio_max	px_mean
0.00000000000000e+00	1.50000000000000e+00	1.43803363500397e+05	1.49655929082868e+00	-2.99844838953223e+01
0.00000000000000e+00	1.60000000000000e+00	1.52080816427595e+05	1.59675872155850e+00	-2.99827648163097e+01
0.00000000000000e+00	1.70000000000000e+00	1.39033474729775e+05	1.69700330099937e+00	-2.99810335583636e+01
0.00000000000000e+00	1.80000000000000e+00	1.67564502694434e+05	1.79731264011668e+00	-2.99793076101896e+01
0.00000000000000e+00	1.90000000000000e+00	1.46114350107386e+05	1.89769613335711e+00	-2.99776003223414e+01
0.00000000000000e+00	2.00000000000000e+00	1.32251261979220e+05	1.99810842779669e+00	-2.99759229787166e+01
0.00000000000000e+00	2.10000000000000e+00	1.69533348420674e+05	2.09859019760720e+00	-2.99742929775937e+01
0.00000000000000e+00	2.20000000000000e+00	1.58005000661529e+05	2.19911619862978e+00	-2.99727213742164e+01
0.00000000000000e+00	2.30000000000000e+00	1.56347750409641e+05	2.29967049442843e+00	-2.99712214979331e+01
0.00000000000000e+00	2.40000000000000e+00	1.68393995979255e+05	2.40029613172352e+00	-2.99698030384734e+01
0.00000000000000e+00	2.50000000000000e+00	1.81523639239967e+05	2.50092399464971e+00	-2.99684752989980e+01
0.00000000000000e+00	2.60000000000000e+00	1.65734314269975e+05	2.60159577482524e+00	-2.99672480062998e+01
0.00000000000000e+00	2.70000000000000e+00	1.78879113389964e+05	2.70228364508547e+00	-2.99661323708149e+01
0.00000000000000e+00	2.80000000000000e+00	1.74129101488133e+05	2.80296426097758e+00	-2.99651305415309e+01
0.00000000000000e+00	2.90000000000000e+00	1.90036760041299e+05	2.90369484475861e+00	-2.99642487373982e+01
0.00000000000000e+00	3.00000000000000e+00	1.83045216964072e+05	3.00438381418035e+00	-2.99634960385374e+01
0.00000000000000e+00	3.10000000000000e+00	1.89916869989672e+05	3.10511575003512e+00	-2.99628717317611e+01
0.00000000000000e+00	3.20000000000000e+00	1.95994777119745e+05	3.20581724463455e+00	-2.99623704684806e+01
0.00000000000000e+00	3.40000000000000e+00	2.38406068180461e+05	3.40716887062997e+00	-2.99617737906233e+01
0.00000000000000e+00	3.50000000000000e+00	2.79864593236654e+05	3.50781252087978e+00	-2.99616676302547e+01
