phi	r	period	raio_max	px_mean
0.00000000000000e+00	1.00000000000000e+00	2.68214893665704e+04	9.68879536487870e-01	-2.49656902061626e+01
0.00000000000000e+00	1.30000000000000e+00	2.56585016509520e+04	1.26432860523053e+00	-2.49444623548574e+01
0.00000000000000e+00	1.40000000000000e+00	2.32048480837570e+04	1.36355672876147e+00	-2.49366956975199e+01
0.00000000000000e+00	1.60000000000000e+00	2.87531442691876e+04	1.56316290593020e+00	-2.49205064793062e+01
0.00000000000000e+00	1.70000000000000e+00	2.55455770778863e+04	1.66349784516125e+00	-2.49121998683882e+01
0.00000000000000e+00	1.80000000000000e+00	2.59702133681318e+04	1.76426065961613e+00	-2.49038456231741e+01
0.00000000000000e+00	1.90000000000000e+00	2.26113898331858e+04	1.86548451557098e+00	-2.48955474070962e+01
0.00000000000000e+00	2.00000000000000e+00	2.94979025311953e+04	1.96697340875835e+00	-2.48873280146696e+01
0.00000000000000e+00	2.10000000000000e+00	2.65566530458194e+04	2.06887556203876e+00	-2.48792569808583e+01
0.00000000000000e+00	2.20000000000000e+00	2.71058778779544e+04	2.17111406533260e+00	-2.48714519156619e+01
0.00000000000000e+00	2.30000000000000e+00	2.80112610642211e+04	2.27371677058071e+00	-2.48639656252939e+01
0.00000000000000e+00	2.40000000000000e+00	3.17979397992583e+04	2.37657763818180e+00	-2.48568304739381e+01
0.00000000000000e+00	2.50000000000000e+00	2.88099122632346e+04	2.47968429372884e+00	-2.48500960947383e+01
0.00000000000000e+00	2.60000000000000e+00	2.86471613051532e+04	2.58307664505822e+00	-2.48438816780075e+01
0.00000000000000e+00	2.70000000000000e+00	2.81985411530142e+04	2.68666427373708e+00	-2.48381983343103e+01
0.00000000000000e+00	2.80000000000000e+00	3.20017677403811e+04	2.79042022843834e+00	-2.48330231922186e+01
0.00000000000000e+00	2.90000000000000e+00	3.23814295221827e+04	2.89433276094195e+00	-2.48285308418307e+01
0.00000000000000e+00	3.00000000000000e+00	3.24235405756822e+04	2.99826514123050e+00	-2.48246777774582e+01
0.00000000000000e+00	3.10000000000000e+00	3.32045430637568e+04	3.10225620874079e+00	-2.48214607241608e+01
0.00000000000000e+00	3.20000000000000e+00	3.85723631183353e+04	3.20620878529780e+00	-2.48188880761061e+01
0.00000000000000e+00	3.30000000000000e+00	3.31656364496984e+04	3.31022388656986e+00	-2.48170409109442e+01
0.00000000000000e+00	3.40000000000000e+00	4.18557083624550e+04	3.41401037065625e+00	-2.48158742262166e+01
0.00000000000000e+00	3.50000000000000e+00	4.70760812735481e+04	3.51787265754329e+00	-2.48153734047146e+01
